排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 賣出 佔 成交,2日 賣出 佔 成交,3日 賣出 佔 成交,5日 賣出 佔 成交,10日 賣出 佔 成交,1個月 賣出 佔 成交,3個月 賣出 佔 成交,半年 賣出 佔 成交,1年 賣出 佔 成交,3年 賣出 佔 成交,10年 賣出 佔 成交,今年 賣出 佔 成交
1,8464,億豐,346.5,-4.0,-1.14,06/29,93.1,91.4,85.3,84.0,84.6,85.9,75.2,34.1,19.9,9.11,2.68,43.3
2,1590,亞德客-KY,1355.0,-5.0,-0.37,06/29,88.5,87.2,84.4,86.0,81.6,82.3,75.6,72.8,73.5,72.5,54.6,72.8
3,00870B,元大15年EM主權債,29.08,0.04,0.14,06/29,100.0,89.1,83.6,58.1,67.1,40.7,39.0,1.09,1.69,3.44,,1.07
4,2704,國賓,44.3,0.3,0.68,06/29,76.5,89.4,83.1,63.7,43.8,42.3,43.6,48.0,55.2,34.9,24.6,48.0
5,2886,兆豐金,46.2,0.05,0.11,06/29,76.6,78.2,76.4,80.5,77.0,67.6,62.0,57.6,53.3,51.1,48.7,57.5
6,6121,新普,418.0,2.5,0.6,06/29,72.6,73.5,73.9,72.4,60.4,38.1,40.5,41.0,44.5,42.1,34.4,41.8
7,2884,玉山金,34.5,-0.05,-0.14,06/29,73.4,72.3,72.5,72.3,63.4,53.4,53.4,55.2,56.4,51.9,49.9,55.3
8,2330,台積電,2370.0,30.0,1.28,06/29,65.4,67.3,71.1,73.9,65.6,67.2,63.0,63.2,57.9,57.3,60.0,63.4
9,2633,台灣高鐵,26.5,0.45,1.73,06/29,76.4,78.7,71.0,68.1,68.2,67.4,77.3,75.1,70.3,58.1,,75.2
10,2530,華建,19.15,0.7,3.79,06/29,54.4,65.4,70.5,66.2,58.9,41.8,45.8,44.8,41.7,38.6,24.2,44.7
11,2890,永豐金,39.5,0.35,0.89,06/29,72.4,68.5,70.1,72.3,60.2,49.5,49.6,52.0,51.2,50.7,45.5,52.1
12,1470,大統新創,21.7,-0.15,-0.69,06/29,50.0,68.9,68.9,18.9,11.4,15.8,8.79,11.4,11.4,9.4,13.8,11.5
13,2762,世界健身-KY,81.7,0.9,1.11,06/29,48.7,66.9,68.7,57.1,53.7,33.7,32.2,30.9,22.7,,,30.9
