排名,代號,名稱,市 場,成交,漲跌 價,漲跌 幅,成交 張數,法人 買賣 日期,外資 買賣超 張數,投信 買賣超 張數,自營 買賣超 張數,合計 買賣超 張數,外資 持有 (千張),外資 持股 (%),法人 買賣超 註記
601,6155,鈞寶,市,71.4,-4.5,-5.93,13693,06/03,-1110,0,-7,-1116,9.55,10.8,－・－
602,1903,士紙,市,49.6,0.65,1.33,257,06/03,57,0,-2,55,28.1,10.8,＋・－
603,2312,金寶,市,43.4,2.1,5.08,167087,06/03,4088,2,1629,5718,163.0,10.8,＋＋＋
604,2495,普安,市,52.8,1.2,2.33,25450,06/03,-4320,1,57,-4262,29.5,10.8,－＋＋
605,6190,萬泰科,櫃,83.0,-0.3,-0.36,5488,06/03,-83,0,-52,-135,20.1,10.8,－・－
606,00793B,群益AAA-A醫療債,櫃,30.94,-0.14,-0.45,151,06/03,0,0,-1,-1,0.38,10.8,・・－
607,00936,台新永續高息中小,市,22.07,0.48,2.22,2529,06/03,349,0,1263,1612,25.8,10.7,＋・＋
608,4166,友霖,櫃,23.45,0.05,0.21,140,06/03,-47,0,0,-47,25.9,10.6,－・・
609,5392,能率,櫃,45.9,-1.2,-2.55,5156,06/03,-321,0,0,-321,18.8,10.6,－・－
610,4556,旭然,櫃,39.5,0.45,1.15,244,06/03,101,0,0,101,4.5,10.6,＋・－
611,5234,達興材料,市,399.0,-4.0,-0.99,609,06/03,-121,-95,18,-197,10.9,10.6,－－＋
612,9924,福興,市,42.9,0.1,0.23,191,06/03,-57,0,1,-56,16.0,10.6,－・＋
613,2542,興富發,市,43.0,0.55,1.3,19887,06/03,-8583,10161,60,1638,230.0,10.6,－＋＋
614,5009,榮剛,櫃,38.0,2.05,5.7,9869,06/03,2381,0,698,3080,63.5,10.5,＋・＋
615,6111,光聚晶電,櫃,43.8,-0.05,-0.11,300,06/03,-9,0,-1,-9,11.4,10.5,－・－
616,7805,威聯通,櫃,785.0,-9.0,-1.13,139,06/03,-12,0,-7,-19,3.48,10.5,－・－
617,2466,冠西電,市,47.05,1.35,2.95,419,06/03,89,0,1,90,18.2,10.5,＋・＋
618,6788,華景電,櫃,417.0,15.5,3.86,657,06/03,71,0,28,99,4.05,10.5,＋・＋
619,2352,佳世達,市,34.65,3.15,10.0,12684,06/03,244,-12,304,536,165.0,10.4,＋－＋
620,6417,韋僑,櫃,141.5,1.5,1.07,215,06/03,23,0,11,34,4.42,10.4,＋・＋
621,2105,正新,市,34.55,0.55,1.62,41550,06/03,-20966,15362,727,-4877,339.0,10.4,－＋＋
622,4927,泰鼎-KY,市,52.0,-0.6,-1.14,6886,06/03,-1248,0,-3,-1251,27.7,10.4,－・－
