代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 週別,更新 日期,外資 連續 買賣 週數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 週數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 週數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 週數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
00696B,富邦美債20年,29.28,-0.14,-0.48,26W26,06/23,58,651095,43.2,98.6,0,0,0.0,0.0,-2,-6964,-36.4,-1.05,24,292526,43.7,44.3
00717,富邦美國特別股,14.88,-0.15,-1.0,26W26,06/23,52,25448,60.2,20.1,0,0,0.0,0.0,1,170,43.6,0.13,17,15046,76.5,11.9
00857B,永豐20年美公債,23.47,-0.13,-0.55,26W26,06/23,33,173592,42.9,30.8,0,0,0.0,0.0,-1,-1336,-39.2,-0.24,33,182363,45.1,32.3
00931B,統一美債20年,13.57,-0.07,-0.51,26W26,06/23,23,308653,53.5,14.4,0,0,0.0,0.0,-1,-998,-13.1,-0.05,23,359291,62.3,16.8
9933,中鼎,43.3,-0.45,-1.03,26W26,06/23,16,85323,16.5,9.02,-1,-21,-0.19,0.0,-5,-2247,-1.57,-0.24,16,85079,16.4,9.0
00984B,大華優利美A債15,16.46,-0.04,-0.24,26W26,06/23,15,98321,43.0,66.5,0,0,0.0,0.0,4,7565,25.1,5.11,8,50838,59.1,34.4
00915,凱基優選高股息30,33.18,0.23,0.7,26W26,06/23,14,82383,15.3,15.1,0,0,0.0,0.0,68,1002458,43.8,184.0,68,1177950,51.4,216.0
00772B,中信高評級公司債,33.72,-0.1,-0.3,26W26,06/23,13,98441,50.3,2.89,0,0,0.0,0.0,4,5147,9.49,0.15,44,231940,40.3,6.81
00773B,中信優先金融債,35.94,-0.1,-0.28,26W26,06/23,13,24114,35.1,0.94,0,0,0.0,0.0,-2,-1032,-21.2,-0.04,34,47049,24.1,1.84
00862B,中信投資級公司債,31.72,-0.11,-0.35,26W26,06/23,13,7802,26.6,0.88,0,0,0.0,0.0,1,10,1.45,0.0,27,4471,7.56,0.5
00948B,中信優息投資級債,9.5,-0.03,-0.31,26W26,06/23,13,252863,45.5,6.13,0,0,0.0,0.0,6,41926,16.7,1.02,48,1595126,56.1,38.6
00950B,凱基A級公司債,14.12,-0.04,-0.28,26W26,06/23,13,124135,38.0,3.03,0,0,0.0,0.0,-2,-1683,-6.65,-0.04,7,48927,28.1,1.19
00966B,統一ESG投等債15+,14.06,-0.03,-0.21,26W26,06/23,13,18567,28.3,14.8,0,0,0.0,0.0,-1,-382,-28.7,-0.3,33,46821,23.4,37.4
00647L,元大S&P500正2,130.95,-2.3,-1.73,26W26,06/23,12,209,3.18,3.26,0,0,0.0,0.0,-3,-86,-8.12,-1.34,-3,-30,-2.83,-0.47
00757,統一FANG+,125.85,-5.1,-3.89,26W26,06/23,12,25191,18.7,8.69,0,0,0.0,0.0,-1,-926,-13.8,-0.32,3,4621,20.4,1.59
00770,國泰北美科技,67.9,-1.0,-1.45,26W26,06/23,12,7321,21.5,9.04,0,0,0.0,0.0,2,704,39.1,0.87,2,726,40.4,0.9
