排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 發行 張數,2日 買賣超 佔 發行 張數,3日 買賣超 佔 發行 張數,5日 買賣超 佔 發行 張數,10日 買賣超 佔 發行 張數,1個月 買賣超 佔 發行 張數,3個月 買賣超 佔 發行 張數,半年 買賣超 佔 發行 張數,1年 買賣超 佔 發行 張數,3年 買賣超 佔 發行 張數,10年 買賣超 佔 發行 張數,今年 買賣超 佔 發行 張數
1,1513,中興電,185.0,3.0,1.65,06/24,0.87,1.56,2.33,3.13,3.14,3.31,3.75,2.71,4.38,-2.77,6.4,2.74
2,2344,華邦電,205.0,-6.5,-3.07,06/24,0.75,1.63,2.69,2.88,3.37,4.28,5.43,7.68,11.0,10.5,11.3,7.79
3,2492,華新科,590.0,13.0,2.25,06/24,0.0,0.48,1.06,2.43,2.49,3.1,4.19,4.37,4.36,4.6,-5.19,4.37
4,4904,遠傳,107.0,0.0,0.0,06/24,0.53,1.22,1.91,2.43,2.35,2.94,2.87,2.19,-1.15,6.72,10.2,2.24
5,4722,國精化,301.0,27.0,9.85,06/24,0.52,0.35,0.35,2.16,3.29,3.39,2.38,2.42,2.95,3.47,-1.64,2.38
6,3090,日電貿,303.0,0.5,0.17,06/24,0.0,0.0,0.43,1.95,5.48,4.98,7.92,5.68,10.2,11.4,11.4,5.26
7,2455,全新,397.0,-1.0,-0.25,06/24,-0.01,-0.02,-0.02,1.7,1.51,1.06,7.51,7.23,5.48,-3.98,-1.34,7.11
8,3131,弘塑,3595.0,100.0,2.86,06/24,0.0,0.57,1.07,1.68,2.7,3.53,-0.26,-0.01,-5.5,-1.78,-1.49,-0.34
9,3443,創意,4880.0,155.0,3.28,06/24,0.23,0.13,-0.03,1.64,2.1,1.56,2.94,4.76,6.79,0.81,9.97,4.73
10,2408,南亞科,443.5,-11.0,-2.42,06/24,0.42,0.93,1.06,1.56,1.85,2.25,1.74,1.7,2.19,1.1,4.32,0.96
11,6182,合晶,116.0,1.5,1.31,06/24,0.0,0.0,0.0,1.52,1.54,2.53,2.54,2.52,2.52,0.93,1.44,2.54
12,6271,同欣電,251.5,7.0,2.86,06/24,0.14,0.14,1.13,1.41,2.58,2.39,2.54,3.39,3.58,2.38,-2.4,3.39
13,4958,臻鼎-KY,587.0,0.0,0.0,06/24,-0.05,-0.35,-0.58,1.34,2.25,0.82,3.98,2.34,2.97,1.41,4.94,3.53
