代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,外資 連續 買賣 日數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 日數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 日數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 日數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
00931B,統一美債20年,13.64,-0.03,-0.22,06/22,25,67354,51.5,3.14,0,0,0.0,0.0,-2,-2124,-16.0,-0.1,25,83045,63.4,3.87
00857B,永豐20年美公債,23.6,-0.02,-0.08,06/22,19,24149,50.7,4.28,0,0,0.0,0.0,-1,-1143,-47.3,-0.2,3,3202,46.6,0.57
4551,智伸科,226.0,4.5,2.03,06/22,18,6375,18.8,5.53,-1,-109,-2.22,-0.09,7,199,1.01,0.17,6,3936,20.9,3.42
4536,拓凱,165.0,2.0,1.23,06/22,17,958,23.1,1.06,0,0,0.0,0.0,1,1,0.39,0.0,17,975,23.5,1.07
2867,三商壽,8.69,-0.05,-0.57,06/22,16,113202,31.3,1.92,0,0,0.0,0.0,3,2008,3.39,0.03,16,137325,37.9,2.33
2897,王道銀行,10.55,0.05,0.48,06/22,15,43536,38.3,1.55,0,0,0.0,0.0,1,35,0.87,0.0,15,41274,36.3,1.47
4590,富田-創,80.4,2.4,3.08,06/22,13,682,25.6,1.24,0,0,0.0,0.0,-1,-2,-0.43,0.0,13,679,25.5,1.24
7760,享溫馨,34.0,0.4,1.19,06/22,12,226,18.0,0.34,0,0,0.0,0.0,-16,-365,-19.8,-0.55,-3,-59,-11.3,-0.09
1313,聯成,12.05,0.55,4.78,06/22,11,12604,24.5,0.95,0,0,0.0,0.0,1,26,0.26,0.0,11,12570,24.4,0.94
1909,榮成,9.95,-0.25,-2.45,06/22,11,12166,20.6,0.92,0,0,0.0,0.0,2,64,0.59,0.0,11,12215,20.6,0.92
8358,金居,691.0,-9.0,-1.29,06/22,11,6654,12.4,2.63,1,1207,4.61,0.48,-1,-1069,-4.08,-0.42,11,6845,12.8,2.71
00939,統一台灣高息動能,21.96,0.01,0.05,06/22,10,15053,25.2,1.24,0,0,0.0,0.0,1,178,3.98,0.01,55,279291,55.1,22.9
5292,華懋,228.0,-0.5,-0.22,06/22,10,215,12.2,0.51,0,0,0.0,0.0,3,15,4.92,0.04,3,72,23.6,0.17
5324,士開,12.25,0.15,1.24,06/22,10,1970,47.5,0.87,0,0,0.0,0.0,0,0,0.0,0.0,10,1970,47.5,0.87
5434,崇越,506.0,30.5,6.41,06/22,10,2902,28.0,1.5,-4,-359,-7.56,-0.19,-1,-3,-0.17,0.0,10,2375,22.9,1.23
6277,宏正,71.5,-0.9,-1.24,06/22,10,707,24.3,0.59,0,0,0.0,0.0,4,6,0.59,0.0,10,709,24.4,0.59
2360,致茂,2310.0,0.0,0.0,06/22,9,4795,20.6,1.13,-6,-2955,-21.6,-0.69,1,21,0.78,0.0,2,387,8.35,0.09
2634,漢翔,50.1,2.9,6.14,06/22,9,11036,23.6,1.17,-1,-9,-0.05,0.0,2,1171,5.36,0.12,9,12157,26.0,1.29
2637,慧洋-KY,77.1,-0.3,-0.39,06/22,9,18668,32.0,2.5,-3,-266,-2.16,-0.04,-5,-196,-0.87,-0.03,8,10143,21.1,1.36
2801,彰銀,22.85,0.0,0.0,06/22,9,148247,39.4,1.26,-3,-206,-0.24,0.0,2,119,0.2,0.0,9,149087,39.6,1.27
2887E,台新新光戊特一,50.7,0.0,0.0,06/22,9,254,11.6,0.05,0,0,0.0,0.0,0,0,0.0,0.0,9,254,11.6,0.05
3149,正達,104.5,9.5,10.0,06/22,9,4916,9.84,2.17,0,0,0.0,0.0,-1,-11,-0.15,0.0,9,4914,9.83,2.17
5011,久陽,23.05,1.45,6.71,06/22,9,1314,8.4,1.3,0,0,0.0,0.0,0,0,0.0,0.0,9,1314,8.4,1.3
00680L,元大美債20正2,7.05,-0.06,-0.84,06/22,8,6969,4.79,0.42,0,0,0.0,0.0,33,392218,54.4,23.9,27,339452,57.2,20.7
00696B,富邦美債20年,29.42,-0.05,-0.17,06/22,8,10544,46.5,1.6,0,0,0.0,0.0,-4,-4878,-32.9,-0.74,8,5782,25.5,0.88
00756B,群益投等新興公債,31.92,0.11,0.35,06/22,8,652,35.2,0.04,0,0,0.0,0.0,-1,-40,-10.7,0.0,22,1897,39.2,0.13
