排名,代號,名稱,成交,漲跌 價,漲跌 幅,成交 張數,更新 日期,當日 增減 (%),2日 增減 (%),3日 增減 (%),5日 增減 (%),10日 增減 (%),1個月 增減 (%),3個月 增減 (%),半年 增減 (%),1年 增減 (%),今年 增減 (%)
1,4904,遠傳,109.0,2.5,2.35,9653,06/11,1528.0,1731.0,1624.0,788.0,-20.8,788.0,651.0,30.2,-34.7,184.0
2,009818,華南永昌NASDAQxT,18.72,-0.11,-0.58,494,06/11,1135.0,1212.0,1212.0,1135.0,10400.0,20900.0,,,,
3,00668,國泰美國道瓊,58.1,-0.45,-0.77,99,06/11,690.0,690.0,690.0,690.0,690.0,6.76,888.0,618.0,172.0,-35.2
4,2414,精技,63.0,5.5,9.57,3209,06/11,184.0,126.0,450.0,368.0,412.0,225.0,222.0,156.0,52.7,196.0
5,8487,愛爾達-創,83.1,2.9,3.62,303,06/11,338.0,229.0,300.0,384.0,513.0,70.4,667.0,9100.0,4500.0,9100.0
6,00985D,主動貝萊德優投等,10.2,0.02,0.2,822,06/11,-95.1,200.0,200.0,200.0,200.0,200.0,,,,
7,4442,竣邦-KY,53.7,-0.3,-0.56,16,06/11,14.0,72.7,171.0,159.0,62.9,39.0,-77.1,338.0,,-39.4
8,6690,安碁資訊,177.0,5.0,2.91,467,06/11,74.3,135.0,141.0,104.0,104.0,118.0,100.0,265.0,72.7,192.0
9,8087,麗升能源,34.1,-3.75,-9.91,286,06/11,-0.62,9.97,116.0,125.0,174.0,364.0,202.0,700.0,,1500.0
10,6128,上福,20.3,0.0,0.0,275,06/11,30.8,59.7,109.0,80.3,169.0,275.0,624.0,438.0,68.7,388.0
11,00646,元大S&P500,72.75,-0.4,-0.55,2238,06/11,125.0,125.0,106.0,130.0,125.0,-22.7,16.5,-47.3,-68.4,-45.3
12,4205,中華食,72.4,-0.2,-0.28,32,06/11,0.0,0.0,100.0,100.0,100.0,0.0,,-81.8,-95.6,-81.8
13,2845,遠東銀,12.85,0.05,0.39,24141,06/11,111.0,102.0,90.8,88.3,97.1,82.7,49.9,-13.4,108.0,56.0
14,1726,永記,77.3,-0.9,-1.15,96,06/11,2.08,19.5,88.5,96.0,512.0,600.0,,,,
15,1714,和桐,14.4,1.3,9.92,98457,06/11,47.4,95.2,84.3,34.8,285.0,208.0,285.0,364.0,326.0,340.0
16,00770,國泰北美科技,64.8,-0.55,-0.84,423,06/11,12.5,80.0,80.0,87.5,114.0,105.0,-66.4,18.4,-91.8,-27.4
17,4556,旭然,60.8,5.5,9.95,969,06/11,1.52,57.0,77.1,41.1,66.8,-4.06,-22.4,-28.0,-55.9,-19.9
18,009803,玉山市值動能50,21.01,-0.09,-0.43,7181,06/11,6.63,41.8,73.1,131.0,654.0,356.0,71.6,277.0,471.0,564.0
19,7722,LINEPAY,370.5,23.5,6.77,1286,06/11,7.05,58.6,71.6,93.5,110.0,130.0,108.0,31.4,,31.4
20,00916,國泰全球品牌50,27.28,-0.27,-0.98,11925,06/11,20.4,28.3,70.9,130.0,54600.0,54600.0,5110.0,36367.0,1441.0,36367.0
21,00674R,期元大S&P黃金反1,30.23,0.69,2.34,630,06/11,22.9,64.9,67.9,80.8,64.9,62.1,-77.9,-90.4,-97.9,-89.2
22,2801,彰銀,22.35,0.0,0.0,42758,06/11,10.2,22.2,64.9,77.4,89.6,43.3,72.4,111.0,83.4,143.0
23,1438,三地開發,24.05,2.15,9.82,608,06/11,45.1,55.3,63.0,106.0,116.0,50.0,-4.35,-55.3,-78.1,-50.7
24,00989A,主動摩根美國科技,16.99,-0.13,-0.76,5298,06/11,58.8,62.8,62.8,32.3,23.3,-11.8,-72.9,-73.9,,-78.6
25,8042,金山電,155.0,14.0,9.93,18054,06/11,70.2,68.6,61.8,54.8,39.4,-39.4,47.3,27.0,544.0,35.7
26,4166,友霖,26.6,1.0,3.91,2751,06/11,4.92,58.0,59.2,60.3,59.7,172.0,8156.0,,,
27,3171,炎洲流通,72.8,0.7,0.97,72,06/11,-2.56,-18.3,55.1,65.2,52.0,76.7,-84.4,-84.1,-1.3,-84.1
28,4430,耀億,17.25,-0.3,-1.71,17,06/11,6.38,6.38,51.5,100.0,35.1,-34.2,-56.1,-57.3,-73.0,-56.5
29,00917,中信特選金融,21.92,0.01,0.05,792,06/11,-0.78,50.6,50.6,37.6,45.5,-67.4,-8.57,,191.0,510.0
30,7744,崴寶,501.0,17.0,3.51,185,06/11,-4.5,12.4,50.4,38.4,,,,,,
31,7786,東方風能,130.0,9.5,7.88,949,06/11,36.1,41.5,49.3,159.0,742.0,,,,,
32,6614,資拓宏宇,40.0,0.1,0.25,97,06/11,8.89,25.6,48.5,81.5,,,,,,
33,4306,炎洲,15.85,0.55,3.59,6459,06/11,34.0,37.8,43.4,40.6,22.0,7.23,32.0,21.3,-8.13,24.7
34,2597,潤弘,204.0,9.0,4.62,3834,06/11,0.0,61.9,40.8,-11.3,-77.9,-68.7,11.0,45.4,-41.2,-3.68
35,6482,弘煜科,29.8,-0.75,-2.45,31,06/11,6.33,20.0,40.0,37.7,42.4,31.2,-16.0,600.0,,250.0
36,2867,三商壽,8.19,0.03,0.37,11098,06/11,20.7,13.7,37.6,47.4,213.0,,,,,
37,2433,互盛電,44.0,0.3,0.69,18,06/11,0.0,29.4,37.5,83.3,83.3,389.0,1367.0,2100.0,780.0,1000.0
38,2729,瓦城,164.5,10.0,6.47,177,06/11,63.0,57.1,37.5,57.1,120.0,63.0,-26.7,340.0,-12.0,340.0
39,6613,朋億*,286.5,26.0,9.98,1699,06/11,42.1,41.8,37.3,32.3,31.4,40.5,172.0,191.0,204.0,209.0
40,8354,冠好,16.5,0.0,0.0,77,06/11,1.71,36.9,36.6,52.4,89.2,-68.7,-70.5,-66.0,84.4,-66.4
41,2834,臺企銀,17.0,0.05,0.29,41508,06/11,32.2,29.1,36.4,36.4,29.4,45.2,108.0,139.0,56.0,193.0
42,2478,大毅,177.5,7.5,4.41,36879,06/11,6.67,9.8,36.2,56.7,92.1,298.0,205.0,286.0,1079.0,286.0
43,009811,統一美國50,12.57,-0.05,-0.4,7010,06/11,35.8,35.8,35.8,35.8,-19.5,-24.2,-71.4,-77.2,,-77.6
44,2450,神腦,30.85,0.05,0.16,233,06/11,28.9,34.1,35.7,34.9,176.0,123.0,45.0,144.0,268.0,149.0
45,2303,聯電,125.0,6.5,5.49,362586,06/11,18.9,13.5,35.2,54.5,74.4,89.5,185.0,729.0,615.0,811.0
46,6195,詩肯,27.5,0.5,1.85,87,06/11,15.9,35.2,35.2,8.96,30.4,181.0,204.0,40.4,65.9,46.0
47,00640L,富邦日本正2,95.6,-0.6,-0.62,297,06/11,34.7,34.0,33.3,19.6,22.5,-68.4,-83.7,-59.5,-83.5,-67.5
48,00899,FT潔淨能源,26.29,-0.61,-2.27,168,06/11,1.82,27.3,33.3,33.3,36.6,-11.1,1.82,-72.9,-23.3,-65.4
49,1232,大統益,149.5,0.0,0.0,156,06/11,33.3,33.3,33.3,60.0,14.3,100.0,0.0,0.0,-65.2,0.0
50,00733,富邦臺灣中小,68.5,-0.1,-0.15,1082,06/11,22.7,50.0,32.8,14.1,-13.8,42.1,-35.2,-69.4,-79.1,-68.1
51,5381,光譜,30.65,-3.4,-9.99,5644,06/11,2.3,25.4,32.8,112.0,316.0,315.0,,,,
52,6834,天二科技,76.5,6.9,9.91,8498,06/11,39.4,34.5,31.8,8.39,-10.6,53.7,441.0,156.0,149.0,178.0
53,9906,欣巴巴,43.7,-2.55,-5.51,2112,06/11,25.2,27.8,31.1,39.8,45.0,16.6,12.2,2.64,17.4,-2.5
54,2892,第一金,30.65,0.1,0.33,46641,06/11,-1.54,12.2,30.2,20.4,-22.1,13.6,74.1,156.0,305.0,64.0
55,6186,新潤,41.0,-1.0,-2.38,1751,06/11,0.96,29.6,29.0,22.5,35.8,43.8,30.6,68.4,-14.8,65.4
56,5410,國眾,44.15,4.0,9.96,6528,06/11,31.4,30.7,28.8,26.2,46.5,56.5,39.2,24.0,12.7,19.5
57,2886,兆豐金,43.4,0.0,0.0,30307,06/11,-8.03,-0.4,28.8,23.9,-37.9,-30.5,-28.7,-41.3,-43.2,-37.2
58,2542,興富發,45.35,-0.1,-0.22,39535,06/11,-6.73,25.4,28.4,26.6,15.4,22.8,30.4,4.65,-12.4,0.3
59,7769,鴻勁,7055.0,215.0,3.14,795,06/11,1.16,1.16,27.9,61.1,,,,,,
60,3236,千如,57.5,5.2,9.94,19568,06/11,22.3,22.2,27.8,24.4,28.4,32.0,63.2,21.3,451.0,0.39
61,4568,科際精密,40.1,-0.2,-0.5,1,06/11,0.0,11.8,26.7,23.9,18.8,-29.6,3.64,58.3,280.0,21.3
62,2347,聯強,90.8,-1.4,-1.52,14470,06/11,16.5,15.3,26.7,16.6,113.0,554.0,350.0,72.2,551.0,34.1
63,8163,達方,43.0,0.95,2.26,6261,06/11,2.85,5.22,26.5,20.2,28.0,54.9,119.0,131.0,166.0,113.0
64,3285,微端,37.65,3.4,9.93,324,06/11,-8.33,23.0,26.1,39.4,57.1,98.0,40.4,-15.4,-44.7,-6.16
65,00675L,富邦臺灣加權正2,292.6,-2.9,-0.98,5190,06/11,30.4,24.6,26.0,27.7,54.2,57.0,-3.33,-35.8,-61.2,-5.81
66,3479,安勤,132.0,1.5,1.15,2730,06/11,8.65,26.0,25.9,23.9,10.4,93.8,93.8,45.0,73.2,55.7
67,5210,寶碩,30.5,-0.45,-1.45,538,06/11,2.73,12.5,25.7,59.3,373.0,,,,,
68,3090,日電貿,233.0,21.0,9.91,26407,06/11,20.5,32.9,25.5,7.04,-10.3,-2.33,-5.7,17.8,74.6,-20.6
69,8182,加高,54.5,4.9,9.88,16158,06/11,18.6,18.3,25.3,24.9,1.97,41.2,335.0,310.0,183.0,314.0
70,3036,文曄,232.5,-7.0,-2.92,25183,06/11,13.0,17.5,24.0,26.6,19.8,-6.73,149.0,235.0,144.0,202.0
71,2849,安泰銀,14.15,0.35,2.54,194,06/11,0.0,9.38,23.5,40.0,19.3,22.1,-20.5,-14.6,-69.3,-14.6
72,7718,友鋮,47.5,0.4,0.85,11,06/11,0.0,13.5,23.5,7.69,20.0,16.7,27.3,425.0,,367.0
73,5904,寶雅,625.0,23.0,3.82,742,06/11,9.8,3.86,23.4,11.6,30.0,40.8,38.7,18.5,147.0,21.7
74,00949,復華日本龍頭,19.89,-0.05,-0.25,713,06/11,0.0,2.78,23.3,17.5,-39.8,-60.6,-42.6,-77.5,-86.5,-58.4
75,7717,萊德光電-KY,599.0,-55.0,-8.41,1599,06/11,24.1,12.4,23.2,22.7,101.0,,,,,
76,5538,東明-KY,31.9,0.2,0.63,27,06/11,0.0,14.3,23.1,60.0,33.3,-11.1,-65.2,-76.1,-83.5,-76.5
77,9930,中聯資源,68.9,-0.4,-0.58,151,06/11,0.0,0.0,23.1,23.1,14.3,23.1,23.1,-27.3,-78.9,-23.8
78,006208,富邦台50,231.0,-1.05,-0.45,6355,06/11,1.52,11.2,22.9,41.1,67.5,39.6,-32.5,-47.8,-75.5,-39.6
79,2484,希華,60.7,2.6,4.48,82087,06/11,5.63,7.12,22.6,36.0,39.7,46.5,520.0,881.0,704.0,877.0
80,2241,艾姆勒,40.05,-1.5,-3.61,6137,06/11,-3.2,0.17,22.5,55.8,44.2,106.0,162.0,18.7,46.1,24.0
81,5522,遠雄,80.0,-2.2,-2.68,3511,06/11,-19.5,22.7,22.2,17.7,15.0,3.74,-35.0,-41.8,-25.8,-41.7
82,6469,大樹,76.9,2.1,2.81,2014,06/11,13.5,18.9,21.5,20.6,6.04,2.54,4.13,40.8,24.7,38.2
83,1583,程泰,51.0,1.7,3.45,66,06/11,1.27,5.26,21.2,27.0,129.0,400.0,167.0,48.1,-14.0,135.0
84,6666,羅麗芬-KY,43.3,2.05,4.97,345,06/11,22.3,21.3,20.9,31.7,31.7,37.3,37.3,34.4,9.83,50.0
85,8021,尖點,570.0,14.0,2.52,28432,06/11,6.87,5.19,20.6,14.1,4.67,0.27,24.0,-9.06,461.0,-14.3
86,2722,夏都,23.1,0.45,1.99,57,06/11,3.73,6.97,20.6,21.3,22.3,11.8,12.7,-6.12,-37.6,-0.45
87,2852,第一保,27.55,-0.15,-0.54,532,06/11,0.0,-1.89,20.6,21.1,46.1,77.3,169.0,104.0,57.6,106.0
88,1904,正隆,22.75,-0.4,-1.73,5872,06/11,14.7,18.8,20.5,12.1,78.3,76.1,149.0,357.0,175.0,283.0
