Unnamed: 0_level_0_Unnamed: 0_level_1,Unnamed: 1_level_0_Unnamed: 1_level_1,Unnamed: 2_level_0_Unnamed: 2_level_1,交易口數與契約金額_多方,交易口數與契約金額_多方,交易口數與契約金額_空方,交易口數與契約金額_空方,交易口數與契約金額_多空淨額,交易口數與契約金額_多空淨額,未平倉餘額_多方,未平倉餘額_多方,未平倉餘額_空方,未平倉餘額_空方,未平倉餘額_多空淨額,未平倉餘額_多空淨額
1,臺股期貨,自營商,9191,81108279,9655,85309327,-464,-4201048,8116,71885532,4548,40341302,3568,31544230
1,臺股期貨,投信,7574,67205224,5775,51177755,1799,16027469,62719,554979142,5608,49593787,57111,505385355
1,臺股期貨,外資,107098,942877386,108998,959865353,-1900,-16987968,9318,82465135,74357,658082331,-65039,-575617196
2,電子期貨,自營商,84,954392,67,759491,17,194901,55,630016,208,2382593,-153,-1752577
2,電子期貨,投信,0,0,5,57092,-5,-57092,217,2485648,0,0,217,2485648
2,電子期貨,外資,168,1917490,153,1744856,15,172634,40,458187,249,2852195,-209,-2394008
3,金融期貨,自營商,102,307041,75,225292,27,81749,53,158323,96,286177,-43,-127854
3,金融期貨,投信,0,0,0,0,0,0,11,32888,0,0,11,32888
3,金融期貨,外資,294,884692,302,908437,-8,-23745,162,484348,192,573950,-30,-89602
4,小型臺指期貨,自營商,19511,42961809,20085,44256247,-574,-1294438,2133,4755684,17675,39173616,-15542,-34417932
4,小型臺指期貨,投信,7,15509,0,0,7,15509,95,210042,88,195052,7,14990
4,小型臺指期貨,外資,214759,471594633,214179,470400154,580,1194479,7045,15578229,1311,2905986,5734,12672243
5,微型臺指期貨,自營商,32482,14296717,30624,13470217,1858,826500,9599,4259002,53877,23877616,-44278,-19618614
5,微型臺指期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
5,微型臺指期貨,外資,276866,121462547,272064,119368012,4802,2094535,16453,7276310,1021,451456,15432,6824854
6,小型電子期貨,自營商,133,187803,165,233230,-32,-45427,243,347936,384,549826,-141,-201890
6,小型電子期貨,投信,0,0,0,0,0,0,64,91637,0,0,64,91637
6,小型電子期貨,外資,611,866320,580,822767,31,43553,39,55841,6,8591,33,47250
7,小型金融期貨,自營商,68,51423,31,23338,37,28086,87,65028,32,23913,55,41115
7,小型金融期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
7,小型金融期貨,外資,192,144451,190,143147,2,1304,2,1495,0,0,2,1495
8,股票期貨,自營商,70015,35959989,80883,40417542,-10868,-4457552,119480,33734061,357603,226881017,-238123,-193146956
8,股票期貨,投信,150,704690,0,0,150,704690,20184,13782016,255,46177,19929,13735839
8,股票期貨,外資,520328,310145517,522342,317260999,-2014,-7115481,186205,149740801,741525,429340770,-555320,-279599969
9,ETF期貨,自營商,9162,4288483,7758,4008422,1404,280060,15466,4677991,37317,22248493,-21851,-17570502
9,ETF期貨,投信,500,514004,500,511597,0,2407,4435,3623923,50,20465,4385,3603458
9,ETF期貨,外資,12281,9295453,11817,9143825,464,151628,18231,15023901,3782,2393634,14449,12630267
10,櫃買指數期貨,自營商,0,0,0,0,0,0,0,0,0,0,0,0
10,櫃買指數期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
10,櫃買指數期貨,外資,0,0,0,0,0,0,0,0,0,0,0,0
11,非金電期貨,自營商,29,42833,21,31068,8,11765,92,135853,50,73821,42,62032
11,非金電期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
11,非金電期貨,外資,28,41400,19,28084,9,13317,4,5908,12,17724,-8,-11816
12,富櫃200期貨,自營商,17,16501,16,15541,1,960,40,39238,38,37294,2,1944
12,富櫃200期貨,投信,16,15541,16,15521,0,20,21,20619,0,0,21,20619
12,富櫃200期貨,外資,0,0,0,0,0,0,0,0,7,6867,-7,-6867
13,臺灣中型100期貨,自營商,983,344673,976,342237,7,2436,897,317495,426,150673,471,166822
13,臺灣中型100期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
13,臺灣中型100期貨,外資,0,0,0,0,0,0,0,0,0,0,0,0
14,臺灣永續期貨,自營商,143,354364,143,354364,0,0,103,254737,103,254737,0,0
14,臺灣永續期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
14,臺灣永續期貨,外資,0,0,0,0,0,0,0,0,0,0,0,0
15,臺灣生技期貨,自營商,1,180,0,0,1,180,0,0,7,1256,-7,-1256
15,臺灣生技期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
15,臺灣生技期貨,外資,0,0,0,0,0,0,0,0,0,0,0,0
16,半導體30期貨,自營商,959,733204,947,724011,12,9193,24,18755,50,38894,-26,-20139
16,半導體30期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
16,半導體30期貨,外資,157,122332,157,122270,0,63,0,0,0,0,0,0
17,航運期貨,自營商,0,0,0,0,0,0,11,2078,11,2078,0,0
17,航運期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
17,航運期貨,外資,0,0,0,0,0,0,0,0,0,0,0,0
18,東證期貨,自營商,248,192101,165,127126,83,64975,36,28108,77,60202,-41,-32094
18,東證期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
18,東證期貨,外資,166,127893,246,190519,-80,-62626,0,0,80,62510,-80,-62510
19,美國標普500期貨,自營商,8,11849,0,0,8,11849,5,7406,0,0,5,7406
19,美國標普500期貨,投信,0,0,0,0,0,0,1,1481,0,0,1,1481
19,美國標普500期貨,外資,14,20459,22,32309,-8,-11849,0,0,96,142466,-96,-142466
20,美國那斯達克100期貨,自營商,30,44315,4,5817,26,38497,8,11800,81,119475,-73,-107675
20,美國那斯達克100期貨,投信,0,0,0,0,0,0,1,1475,0,0,1,1475
20,美國那斯達克100期貨,外資,287,416742,330,478449,-43,-61707,71,105138,681,1007154,-610,-902016
21,美國道瓊期貨,自營商,12,12217,3,3056,9,9162,0,0,13,13241,-13,-13241
21,美國道瓊期貨,投信,0,0,0,0,0,0,1,1019,0,0,1,1019
21,美國道瓊期貨,外資,63,63672,62,62736,1,936,45,46069,49,50144,-4,-4075
22,美國費城半導體期貨,自營商,7,7168,14,14379,-7,-7212,0,0,386,407773,-386,-407773
22,美國費城半導體期貨,投信,0,0,0,0,0,0,8,8444,0,0,8,8444
22,美國費城半導體期貨,外資,52,53664,18,18368,34,35297,195,206129,182,192112,13,14017
23,英國富時100期貨,自營商,139,72023,107,55299,32,16724,90,46755,56,29190,34,17565
23,英國富時100期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
23,英國富時100期貨,外資,121,62535,103,53272,18,9263,94,48829,0,0,94,48829
期貨 小計,期貨 小計,自營商,143324,181947364,151739,190376004,-8415,-8428640,156538,121375798,473038,356953187,-316500,-235577389
期貨 小計,期貨 小計,投信,8247,68454968,6296,51761965,1951,16693003,87757,575238334,6001,49855481,81756,525382853
期貨 小計,期貨 小計,外資,1133485,1860097186,1131582,1880643557,1903,-20546367,237904,271496320,823550,1098087890,-585646,-826591570
期貨合計,期貨合計,期貨合計,1285056,2110499518,1289617,2122781526,-4561,-12282004,482199,968110452,1302589,1504896558,-820390,-536786106
