證券代號,證券名稱,交易別,成交價,成交股數,成交金額
6464,台數科,逐筆交易,78.00,"726,000","56,628,000"
00403A,主動統一升級50,配對交易,10.15,"19,000,000","192,850,000"
0050,元大台灣50,配對交易,101.35,"150,000,000","15,202,500,000"
00878,國泰永續高股息,配對交易,31.37,"14,630,000","458,943,100"
1590,亞德客-KY,配對交易,"1,306.00","38,372","50,113,832"
1590,亞德客-KY,配對交易,"1,304.00","33,628","43,850,912"
2059,川湖,配對交易,"6,500.00","25,000","162,500,000"
2301,光寶科,配對交易,224.25,"598,000","134,101,500"
2308,台達電,配對交易,"2,347.01","10,000","23,470,100"
2317,鴻海,配對交易,277.50,"1,100,000","305,250,000"
2327,國巨*,配對交易,826.00,"837,436","691,722,136"
2327,國巨*,配對交易,804.45,"362,810","291,862,504"
2327,國巨*,配對交易,804.43,"659,190","530,272,212"
2327,國巨*,配對交易,800.43,"180,000","144,077,400"
2330,台積電,配對交易,"2,306.24","55,450","127,881,008"
2330,台積電,配對交易,"2,306.23","105,000","242,154,150"
2330,台積電,配對交易,"2,306.22","22,550","52,005,261"
2330,台積電,配對交易,"2,305.00","2,392,192","5,514,002,560"
2345,智邦,配對交易,"2,420.00","194,000","469,480,000"
2360,致茂,配對交易,"2,451.94","50,000","122,597,000"
2395,研華,配對交易,485.39,"51,000","24,754,890"
2454,聯發科,配對交易,"4,442.50","35,000","155,487,500"
2454,聯發科,配對交易,"4,358.79","408,720","1,781,524,649"
2454,聯發科,配對交易,"4,358.78","639,280","2,786,480,878"
2454,聯發科,配對交易,"4,295.19","5,200","22,334,988"
2454,聯發科,配對交易,"4,295.17","7,800","33,502,326"
2491,吉祥全,配對交易,28.15,"1,380,000","38,847,000"
2534,宏盛,配對交易,19.80,"1,600,000","31,680,000"
2610,華航,配對交易,19.50,"25,000,000","487,500,000"
2883,凱基金,配對交易,28.55,"500,000","14,275,000"
2887,台新新光金,配對交易,25.00,"500,000","12,500,000"
2890,永豐金,配對交易,33.75,"1,187,000","40,061,250"
2890,永豐金,配對交易,33.74,"445,000","15,014,300"
3034,聯詠,配對交易,477.60,"218,000","104,116,800"
3034,聯詠,配對交易,477.40,"182,000","86,886,800"
3036,文曄,配對交易,250.00,"632,000","158,000,000"
3661,世芯-KY,配對交易,"4,170.00","150,000","625,500,000"
3711,日月光投控,配對交易,568.05,"83,500","47,432,175"
3711,日月光投控,配對交易,568.04,"83,500","47,431,340"
3711,日月光投控,配對交易,566.84,"40,000","22,673,600"
4904,遠傳,配對交易,105.23,"143,000","15,047,890"
4904,遠傳,配對交易,105.12,"152,000","15,978,240"
4919,新唐,配對交易,174.50,"200,000","34,900,000"
4919,新唐,配對交易,165.00,"900,000","148,500,000"
6770,力積電,配對交易,71.50,"430,000","30,745,000"
總計,,,,"225,992,628","31,597,436,301"
