單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"10,784,721,779","7,944,910,009","2,839,811,770"
自營商(避險),"42,407,020,881","36,304,300,314","6,102,720,567"
投信,"33,584,991,529","19,351,742,675","14,233,248,854"
外資及陸資(不含外資自營商),"426,784,426,400","398,094,158,048","28,690,268,352"
外資自營商,0,0,0
合計,"513,561,160,589","461,695,111,046","51,866,049,543"
