單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"6,787,117,242","16,608,558,957","-9,821,441,715"
自營商(避險),"43,571,457,332","82,896,858,564","-39,325,401,232"
投信,"41,672,369,680","32,602,722,179","9,069,647,501"
外資及陸資(不含外資自營商),"397,524,551,944","491,376,098,835","-93,851,546,891"
外資自營商,0,0,0
合計,"489,555,496,198","623,484,238,535","-133,928,742,337"
