單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"12,431,976,279","11,702,912,282","729,063,997"
自營商(避險),"56,607,233,609","69,736,458,336","-13,129,224,727"
投信,"47,264,037,603","34,019,262,466","13,244,775,137"
外資及陸資(不含外資自營商),"513,292,371,055","549,071,652,393","-35,779,281,338"
外資自營商,0,0,0
合計,"629,595,618,546","664,530,285,477","-34,934,666,931"
