代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 週別,更新 日期,外資 連續 買賣 週數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 週數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 週數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 週數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
00696B,富邦美債20年,28.95,0.08,0.28,26W23,06/05,55,637797,43.2,94.7,0,0,0.0,0.0,-2,-9061,-34.5,-1.35,21,286125,44.9,42.5
00717,富邦美國特別股,15.05,0.02,0.13,26W23,06/05,49,23959,59.8,18.2,0,0,0.0,0.0,4,275,4.61,0.21,14,13563,77.6,10.3
00857B,永豐20年美公債,23.21,0.04,0.17,26W23,06/05,30,163531,42.9,27.9,0,0,0.0,0.0,3,6699,17.3,1.14,30,168099,44.1,28.6
00931B,統一美債20年,13.43,0.04,0.3,26W23,06/05,20,285210,53.7,12.9,0,0,0.0,0.0,3,9610,11.0,0.44,20,329050,62.0,14.9
006205,富邦上証,40.49,-0.25,-0.61,26W23,06/05,17,5702,10.5,5.73,0,0,0.0,0.0,1,212,6.79,0.21,17,10009,18.4,10.1
00710B,復華彭博非投等債,18.92,0.01,0.05,26W23,06/05,15,2409,15.2,1.31,0,0,0.0,0.0,2,143,4.93,0.08,22,23355,54.4,12.7
00746B,富邦A級公司債,35.56,0.1,0.28,26W23,06/05,15,36904,51.6,1.47,0,0,0.0,0.0,-15,-36013,-50.4,-1.44,-1,-18,-1.0,0.0
00902,中信電池及儲能,15.85,-0.19,-1.18,26W23,06/05,13,37622,22.1,16.3,0,0,0.0,0.0,4,10206,23.0,4.42,13,78099,45.9,33.8
9933,中鼎,43.45,1.3,3.08,26W23,06/05,13,77011,17.1,8.55,1,366,0.77,0.04,-2,-1756,-2.35,-0.2,13,76993,17.1,8.55
00897,富邦基因免疫生技,9.82,0.25,2.61,26W23,06/05,12,15268,32.9,9.98,0,0,0.0,0.0,5,1824,8.91,1.19,25,36204,35.6,23.7
