排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 發行 張數,2日 買賣超 佔 發行 張數,3日 買賣超 佔 發行 張數,5日 買賣超 佔 發行 張數,10日 買賣超 佔 發行 張數,1個月 買賣超 佔 發行 張數,3個月 買賣超 佔 發行 張數,半年 買賣超 佔 發行 張數,1年 買賣超 佔 發行 張數,3年 買賣超 佔 發行 張數,10年 買賣超 佔 發行 張數,今年 買賣超 佔 發行 張數
1,6672,騰輝電子-KY,289.5,26.0,9.87,06/25,3.98,4.37,4.9,7.7,8.6,9.51,2.44,2.67,2.59,-5.14,,3.94
2,2426,鼎元,85.1,-8.2,-8.79,06/25,-1.6,-2.29,0.03,7.3,6.84,2.57,-2.5,0.78,0.32,-0.77,1.85,1.44
3,8054,安國,130.0,-6.5,-4.76,06/25,-1.63,0.21,4.23,7.0,6.81,5.15,5.79,5.12,6.29,5.82,5.88,3.05
4,6213,聯茂,339.5,30.5,9.87,06/25,1.09,2.12,2.1,6.9,8.23,10.1,0.76,11.8,5.15,11.3,7.41,11.9
5,3374,精材,301.5,-10.5,-3.37,06/25,0.1,1.39,5.6,6.64,7.57,5.73,2.29,9.07,9.02,8.05,11.0,8.4
6,2449,京元電子,334.5,1.0,0.3,06/25,0.64,0.95,3.53,6.59,6.12,7.71,5.7,3.54,10.3,-4.99,-12.2,1.42
7,00859B,群益0-1年美債,40.81,0.05,0.12,06/25,1.0,5.15,5.02,6.24,2.57,1.24,9.18,38.8,44.7,54.6,,41.8
8,2369,菱生,43.4,0.1,0.23,06/25,-0.57,0.56,2.11,5.54,6.44,1.61,8.57,9.2,10.2,7.84,7.96,9.82
9,00696B,富邦美債20年,29.86,0.46,1.56,06/25,0.36,3.93,4.29,5.47,5.78,7.34,17.0,65.8,97.8,192.0,,64.6
10,1477,聚陽,221.0,4.0,1.84,06/25,1.12,2.66,3.53,4.83,4.45,4.94,5.62,0.25,1.79,-14.1,-7.68,0.15
11,6695,芯鼎,64.7,-4.2,-6.1,06/25,-0.65,2.15,3.98,4.7,4.65,2.52,5.58,6.78,4.64,3.75,,6.7
12,2006,東和鋼鐵,70.0,0.2,0.29,06/25,0.88,1.94,2.92,4.56,4.35,5.23,4.75,8.16,6.12,9.7,14.4,8.57
13,6176,瑞儀,90.7,0.5,0.55,06/25,0.98,1.99,2.68,4.54,4.44,10.2,3.66,7.81,7.75,-1.78,-6.57,5.72
14,00994A,主動第一金台股優,18.02,0.08,0.45,06/25,0.47,0.32,1.35,4.13,2.75,-0.16,-2.28,,,,,
15,3715,定穎投控,177.0,-2.5,-1.39,06/25,-0.82,-1.75,-2.06,4.1,5.56,3.52,-4.57,2.22,7.29,-5.97,,0.74
16,6168,宏齊,32.8,-2.7,-7.61,06/25,-0.37,-2.58,-0.09,4.05,2.49,1.23,3.23,1.22,0.3,-2.35,-2.09,1.19
17,1815,富喬,107.0,0.5,0.47,06/25,0.64,1.92,1.58,3.89,4.37,4.56,-1.79,-2.9,0.5,2.63,-4.67,-5.65
18,3035,智原,229.0,-1.5,-0.65,06/25,-0.16,-0.3,0.29,3.45,6.12,4.94,7.7,7.59,-2.7,-11.3,3.41,7.46
19,00736,國泰新興市場,31.2,0.3,0.97,06/25,1.72,2.83,3.02,3.39,3.39,3.39,3.39,3.39,3.33,-9.94,,3.39
20,1301,台塑,58.0,3.5,6.42,06/25,0.62,0.94,0.86,3.35,3.64,3.76,5.65,7.48,7.87,0.86,-2.42,7.73
21,00984B,大華優利美A債15,16.68,0.14,0.85,06/25,0.6,2.11,2.27,3.32,6.19,15.1,64.1,54.3,58.1,,,55.0
22,8261,富鼎,255.5,9.0,3.65,06/25,-1.76,0.44,3.39,3.23,0.54,-5.52,-0.88,-0.05,-0.23,-0.3,-0.31,0.33
23,1319,東陽,79.6,0.1,0.13,06/25,0.53,1.5,2.33,3.08,2.67,1.7,-2.16,-3.04,-9.52,-15.7,-24.6,-4.17
24,3060,銘異,37.1,-1.5,-3.89,06/25,-0.85,-2.01,-1.13,3.05,7.93,9.74,8.86,11.2,8.47,9.39,6.73,12.1
25,2340,台亞,39.2,-2.8,-6.67,06/25,0.27,0.16,1.06,3.0,4.24,3.49,2.67,4.36,2.66,-0.34,-2.82,4.5
26,00983A,主動中信ARK創新,11.91,0.16,1.36,06/25,0.32,0.89,1.29,2.95,18.9,23.1,45.8,46.2,41.3,,,45.3
27,00898,國泰基因免疫革命,8.85,0.17,1.96,06/25,0.23,1.5,1.91,2.86,4.08,6.17,15.2,23.5,39.5,103.0,,23.2
28,6257,矽格,238.0,-4.5,-1.86,06/25,0.02,-0.03,0.65,2.86,2.3,2.05,5.53,2.61,7.41,11.6,10.2,3.14
29,2388,威盛,75.8,-2.8,-3.56,06/25,-0.11,-0.32,1.01,2.85,3.32,1.42,2.84,2.14,1.06,-6.53,-4.0,2.73
30,4551,智伸科,249.5,5.5,2.25,06/25,0.19,0.18,0.53,2.8,4.02,6.07,7.84,8.56,8.7,8.8,10.8,8.46
31,2436,偉詮電,75.9,-0.3,-0.39,06/25,0.15,0.23,-0.16,2.73,3.4,1.02,0.64,9.09,6.88,4.54,6.94,9.1
32,2441,超豐,141.5,-1.0,-0.7,06/25,-0.45,0.26,0.45,2.69,2.69,1.39,0.3,0.66,-0.87,-2.09,-7.49,1.06
33,00897,富邦基因免疫生技,10.57,0.15,1.44,06/25,0.17,0.98,1.52,2.67,2.44,4.17,12.2,19.6,30.9,83.6,,18.9
34,2610,華航,24.2,0.95,4.09,06/25,0.85,1.86,2.41,2.65,3.78,3.81,1.68,3.54,-2.28,2.53,1.58,3.0
35,8105,凌巨,25.15,1.65,7.02,06/25,-1.46,0.84,0.51,2.59,1.63,-1.23,1.51,1.66,1.72,2.96,2.62,0.87
36,00958B,永豐ESG銀行債15+,9.46,0.09,0.96,06/25,0.48,1.83,2.14,2.49,3.53,8.17,19.5,19.3,22.0,,,18.9
37,3264,欣銓,228.0,-6.5,-2.77,06/25,0.05,0.09,0.79,2.37,2.56,4.06,1.51,-1.5,7.65,6.52,9.49,-2.14
38,00401A,主動摩根台灣鑫收,13.79,-0.03,-0.22,06/25,0.12,0.12,0.02,2.25,4.12,5.02,,,,,,
39,3227,原相,227.5,-1.0,-0.44,06/25,0.99,0.92,0.9,2.25,2.16,0.04,5.98,2.56,-13.9,3.77,7.69,2.61
40,2002,中鋼,19.05,-0.3,-1.55,06/25,-0.06,0.03,-0.1,2.22,2.24,1.65,0.36,1.17,-0.56,-5.0,-0.15,1.01
41,00663L,國泰臺灣加權正2,111.25,0.7,0.63,06/25,0.07,0.38,1.36,2.21,3.23,4.39,13.7,18.7,21.9,23.1,,18.0
42,00694B,富邦美債1-3,41.99,0.2,0.48,06/25,0.12,0.64,0.65,2.2,3.14,5.61,16.5,31.9,65.2,89.2,,32.5
43,2483,百容,50.7,4.6,9.98,06/25,0.1,0.55,0.76,2.14,1.84,0.36,1.86,1.95,1.89,1.11,1.93,1.96
44,009805,新光美國電力基建,17.14,0.32,1.9,06/25,0.26,0.6,1.22,2.1,2.62,3.04,7.37,7.63,7.57,,,7.62
45,6259,百徽,38.15,3.45,9.94,06/25,-0.21,0.39,0.36,2.09,0.59,2.23,2.7,2.97,2.97,3.04,0.19,2.95
46,00864B,中信美國公債0-1,46.26,0.12,0.26,06/25,0.4,1.3,1.24,2.08,1.48,2.58,2.76,7.65,31.9,40.2,,8.54
47,6831,邁科,881.0,29.0,3.4,06/25,0.1,0.51,1.22,2.06,2.36,0.26,2.25,2.84,,,,3.43
48,00918,大華優利高填息30,32.48,0.4,1.25,06/25,0.2,0.26,0.77,2.05,1.78,0.54,5.93,8.34,9.87,2.84,,7.94
49,3707,漢磊,85.8,-4.7,-5.19,06/25,-1.23,-2.71,-0.39,2.05,2.36,-0.49,5.19,7.07,8.56,7.29,5.0,7.22
50,7712,博盛半導體,206.0,2.0,0.98,06/25,0.24,-0.35,0.09,2.04,1.94,0.68,1.17,1.03,0.9,,,0.94
51,6414,樺漢,373.5,2.5,0.67,06/25,0.55,0.75,1.29,2.03,2.98,5.38,17.4,17.0,17.8,14.7,16.6,17.6
52,00687B,國泰20年美債,28.49,0.43,1.53,06/25,0.61,1.07,1.21,2.02,1.76,3.48,8.54,23.8,35.2,41.5,,22.9
53,4764,雙鍵,303.0,-18.0,-5.61,06/25,0.26,0.14,1.29,1.98,0.9,-1.49,2.22,2.48,3.74,3.78,,1.72
54,3088,艾訊,142.5,1.0,0.71,06/25,0.27,0.33,0.46,1.96,0.37,1.87,7.84,8.77,2.61,3.81,-1.3,8.79
55,00981A,主動統一台股增長,31.5,0.02,0.06,06/25,0.38,-0.29,-0.21,1.96,3.88,1.45,-7.04,-8.11,-7.79,,,-8.0
56,2401,凌陽,34.9,0.1,0.29,06/25,0.01,0.54,0.97,1.95,4.73,4.66,8.65,10.1,4.95,7.52,12.4,10.0
57,8016,矽創,330.5,15.5,4.92,06/25,0.8,1.05,1.04,1.91,2.48,2.38,7.99,9.07,9.32,8.04,9.2,10.4
58,00865B,國泰US短期公債,48.4,0.08,0.17,06/25,0.47,1.19,1.22,1.89,1.92,0.67,-1.27,-3.53,-4.36,-4.62,,-3.02
59,3526,凡甲,311.5,-5.5,-1.74,06/25,0.29,0.7,1.3,1.87,2.13,3.68,5.49,10.0,3.32,16.2,22.1,9.98
60,00910,第一金太空衛星,59.95,-2.75,-4.39,06/25,1.03,0.72,2.43,1.86,1.4,-7.07,-7.53,-5.69,-1.53,-3.82,,-5.64
61,2363,矽統,76.1,6.9,9.97,06/25,0.36,0.67,0.88,1.85,1.96,0.7,5.52,7.55,-0.4,8.39,7.74,7.51
62,00783,富邦中証500,31.38,0.33,1.06,06/25,0.37,1.13,1.74,1.78,0.12,0.11,-9.55,1.83,1.31,0.87,,1.79
63,3402,漢科,149.5,8.0,5.65,06/25,1.52,1.59,1.46,1.75,2.97,0.62,0.95,-1.47,0.16,-3.04,1.97,-2.12
64,3016,嘉晶,133.5,-4.0,-2.91,06/25,-0.11,0.81,1.17,1.74,0.16,-1.02,2.91,5.78,4.5,4.38,5.07,5.82
65,00708L,期元大S&P黃金正2,68.9,-2.75,-3.84,06/25,0.18,1.12,1.4,1.74,0.14,0.69,3.08,8.38,11.4,14.7,,8.32
