代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 週別,更新 日期,外資 連續 買賣 週數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 週數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 週數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 週數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
00696B,富邦美債20年,29.17,0.22,0.76,26W24,06/12,56,639634,43.0,96.8,0,0,0.0,0.0,1,67,0.51,0.01,22,288029,44.3,43.6
00717,富邦美國特別股,14.94,0.03,0.2,26W24,06/12,50,24287,59.7,19.2,0,0,0.0,0.0,-1,-13,-2.19,-0.01,15,13878,76.8,11.0
00857B,永豐20年美公債,23.38,0.17,0.73,26W24,06/12,31,168449,42.8,29.7,0,0,0.0,0.0,4,11924,23.2,2.11,31,178242,45.2,31.5
00931B,統一美債20年,13.53,0.1,0.74,26W24,06/12,21,294073,53.3,13.6,0,0,0.0,0.0,4,16287,15.1,0.76,21,344590,62.4,16.0
006205,富邦上証,40.95,0.99,2.48,26W24,06/12,18,6160,10.6,6.32,0,0,0.0,0.0,-1,-237,-6.03,-0.24,18,10230,17.6,10.5
00710B,復華彭博非投等債,19.04,0.03,0.16,26W24,06/12,16,2542,14.9,1.4,0,0,0.0,0.0,3,156,3.86,0.09,23,23502,53.3,13.0
00746B,富邦A級公司債,35.75,0.24,0.68,26W24,06/12,16,37828,50.9,1.51,0,0,0.0,0.0,-16,-36816,-49.5,-1.47,1,122,4.17,0.0
9933,中鼎,40.95,-0.3,-0.73,26W24,06/12,14,77754,16.0,8.64,2,632,0.76,0.07,-3,-1910,-1.73,-0.21,14,77849,16.1,8.65
009817,國泰日本不動產,8.85,0.08,0.91,26W24,06/12,13,44004,18.7,16.5,0,0,0.0,0.0,3,7666,13.4,2.87,11,50247,28.5,18.8
00982B,FT投資級債20+,9.94,0.08,0.81,26W24,06/12,13,2379,36.9,8.23,0,0,0.0,0.0,1,32,4.13,0.11,1,721,92.6,2.5
00984B,大華優利美A債15,16.45,0.11,0.67,26W24,06/12,13,95294,43.7,63.1,0,0,0.0,0.0,2,3107,15.8,2.06,6,43353,57.4,28.7
00915,凱基優選高股息30,30.73,0.53,1.75,26W24,06/12,12,77722,15.6,14.0,0,0,0.0,0.0,66,994930,44.2,179.0,66,1165761,51.8,210.0
00740B,富邦全球投等債,38.96,0.26,0.67,26W24,06/12,11,69561,48.3,3.22,0,0,0.0,0.0,-15,-103157,-38.9,-4.78,4,4171,8.94,0.19
00772B,中信高評級公司債,33.9,0.22,0.65,26W24,06/12,11,90641,51.0,2.66,0,0,0.0,0.0,2,4597,12.7,0.13,42,223590,40.1,6.56
00773B,中信優先金融債,36.06,0.22,0.61,26W24,06/12,11,22143,34.7,0.87,0,0,0.0,0.0,1,1941,34.5,0.08,32,46109,24.2,1.8
00862B,中信投資級公司債,32.23,0.26,0.81,26W24,06/12,11,7380,27.3,0.88,0,0,0.0,0.0,2,342,7.48,0.04,25,4296,7.55,0.51
00908,富邦入息REITs+,15.01,0.01,0.07,26W24,06/12,11,3941,37.4,10.7,0,0,0.0,0.0,-1,-434,-31.6,-1.17,10,2813,30.0,7.62
00948B,中信優息投資級債,9.56,0.07,0.74,26W24,06/12,11,247453,49.0,5.98,0,0,0.0,0.0,4,26944,13.4,0.65,46,1574734,56.4,38.0
00950B,凱基A級公司債,14.12,0.09,0.64,26W24,06/12,11,114180,37.8,2.83,0,0,0.0,0.0,1,4503,15.1,0.11,5,40655,27.3,1.01
00959B,大華投等美債15Y+,9.43,0.07,0.75,26W24,06/12,11,52406,46.2,9.85,0,0,0.0,0.0,1,3532,25.3,0.66,6,43647,62.0,8.21
00966B,統一ESG投等債15+,14.07,0.09,0.64,26W24,06/12,11,16732,27.7,13.4,0,0,0.0,0.0,2,1234,15.4,0.99,31,45279,23.3,36.3
00970B,新光BBB投等債20+,9.5,0.08,0.85,26W24,06/12,11,44631,42.6,11.5,0,0,0.0,0.0,-2,-2212,-8.83,-0.57,30,117261,41.9,30.2
009813,貝萊德標普卓越50,11.0,0.05,0.46,26W24,06/12,11,41661,15.5,10.1,0,0,0.0,0.0,10,130173,52.6,31.5,10,171804,69.4,41.5
2248,華勝-KY,56.7,1.3,2.35,26W24,06/12,11,268,6.04,0.56,0,0,0.0,0.0,-1,-2,-0.5,0.0,2,116,15.1,0.24
00647L,元大S&P500正2,131.2,3.4,2.66,26W24,06/12,10,185,3.13,2.88,0,0,0.0,0.0,-1,-47,-11.9,-0.73,-1,-15,-3.81,-0.24
00701,國泰股利精選30,36.71,0.42,1.16,26W24,06/12,10,8813,13.9,5.02,0,0,0.0,0.0,23,37381,24.1,21.3,23,54448,35.1,31.0
00757,統一FANG+,127.05,1.9,1.52,26W24,06/12,10,21134,17.5,7.25,-1,-100,-1.13,-0.03,-2,-2679,-13.1,-0.92,1,240,2.72,0.08
00770,國泰北美科技,66.6,1.8,2.78,26W24,06/12,10,7299,22.6,8.96,0,0,0.0,0.0,-2,-868,-18.9,-1.07,-2,-496,-10.8,-0.61
00858,永豐美國500大,35.65,0.6,1.71,26W24,06/12,10,5759,14.0,4.78,0,0,0.0,0.0,10,12738,30.9,10.6,10,18497,44.9,15.4
00900,富邦特選高股息30,19.11,0.31,1.65,26W24,06/12,10,203956,28.0,11.8,0,0,0.0,0.0,10,270510,37.2,15.7,10,482966,66.4,27.9
00909,國泰數位支付服務,48.41,1.93,4.15,26W24,06/12,10,50114,23.5,43.1,0,0,0.0,0.0,10,42085,19.7,36.2,10,92199,43.2,79.3
009811,統一美國50,12.7,0.13,1.03,26W24,06/12,10,23979,14.2,8.58,0,0,0.0,0.0,11,70954,39.2,25.4,11,94810,52.4,33.9
00983A,主動中信ARK創新,11.35,0.31,2.81,26W24,06/12,10,56469,25.6,30.2,0,0,0.0,0.0,10,74779,33.9,40.1,10,131247,59.5,70.3
00993A,主動安聯台灣,13.32,0.36,2.78,26W24,06/12,10,119009,12.3,14.3,0,0,0.0,0.0,17,532543,22.9,64.1,17,737621,31.7,88.8
6166,凌華,128.5,0.5,0.39,26W24,06/12,10,15077,9.15,6.92,0,0,0.0,0.0,-5,-336,-0.3,-0.15,10,15074,9.15,6.92
00636,國泰中國A50,28.94,0.64,2.26,26W24,06/12,8,3739,12.1,3.65,0,0,0.0,0.0,-1,-109,-2.3,-0.11,19,35612,34.5,34.8
00725B,國泰投資級公司債,35.48,0.27,0.77,26W24,06/12,8,75789,34.5,2.03,0,0,0.0,0.0,2,7941,14.1,0.21,22,216189,32.1,5.8
00764B,群益25年美債,28.05,0.19,0.68,26W24,06/12,8,32452,11.7,2.08,0,0,0.0,0.0,2,5352,9.46,0.34,3,8856,8.34,0.57
