代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,外資 連續 買賣 日數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 日數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 日數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 日數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
2382,廣達,367.0,5.0,1.38,06/29,-5,-14579,-19.9,-0.38,27,308868,24.9,8.0,2,464,1.44,0.01,2,4097,12.7,0.11
2377,微星,139.0,7.5,5.7,06/29,2,3239,8.5,0.38,22,14662,2.43,1.74,-6,-1585,-1.93,-0.19,8,15568,15.1,1.84
1210,大成,55.2,0.0,0.0,06/29,-2,-581,-11.1,-0.06,19,47754,42.9,5.34,7,419,2.32,0.05,1,671,19.0,0.07
50,元大台灣50,104.45,1.35,1.31,06/29,-5,-329284,-38.2,-1.6,18,64074,1.93,0.31,-5,-134210,-15.6,-0.65,-5,-448073,-52.0,-2.18
2327,國巨*,1040.0,25.0,2.46,06/29,1,3152,7.7,0.15,17,47250,4.57,2.28,-2,-1166,-1.18,-0.06,1,4417,10.8,0.21
2408,南亞科,453.0,4.0,0.89,06/29,-5,-57263,-9.23,-1.85,15,82215,4.56,2.65,-2,-5475,-2.49,-0.18,-1,-2173,-2.82,-0.07
2344,華邦電,203.0,-3.5,-1.69,06/29,-8,-264784,-12.5,-5.88,14,209441,5.92,4.65,-2,-4324,-1.07,-0.1,-2,-23414,-5.79,-0.52
2492,華新科,514.0,-26.0,-4.81,06/29,4,4911,36.3,1.01,14,12198,7.0,2.51,-7,-3667,-2.6,-0.76,1,1479,34.8,0.3
8926,台汽電,76.9,0.7,0.92,06/29,-4,-12745,-33.6,-1.54,13,10436,6.43,1.26,1,1,0.01,0.0,1,139,2.15,0.02
2633,台灣高鐵,26.5,0.45,1.73,06/29,-8,-59486,-42.9,-1.06,12,75304,43.1,1.34,-6,-10260,-9.89,-0.18,1,897,7.01,0.02
4915,致伸,65.0,-3.9,-5.66,06/29,-10,-24134,-37.2,-5.11,12,6287,8.35,1.33,-5,-4126,-11.5,-0.87,-1,-4973,-34.6,-1.05
6670,復盛應用,249.5,-1.5,-0.6,06/29,-3,-637,-19.2,-0.46,12,3292,21.1,2.36,1,38,3.73,0.03,4,380,5.43,0.27
2206,三陽工業,62.0,0.5,0.81,06/29,1,295,32.8,0.04,11,2101,17.1,0.27,1,3,0.33,0.0,5,1320,25.5,0.17
2903,遠百,23.45,0.3,1.3,06/29,-3,-6128,-40.4,-0.43,11,8199,19.3,0.58,-2,-36,-0.31,0.0,1,226,3.6,0.02
1402,遠東新,29.05,0.55,1.93,06/29,-7,-54692,-27.7,-1.02,10,112199,39.1,2.1,-2,-111,-0.22,0.0,10,77408,27.0,1.45
2886,兆豐金,46.2,0.05,0.11,06/29,-8,-180096,-46.9,-1.21,10,209944,48.2,1.42,7,4537,1.29,0.03,5,13209,5.88,0.09
3189,景碩,810.0,13.0,1.63,06/29,-1,-5431,-17.4,-1.03,10,14681,4.43,2.79,1,138,0.44,0.03,-1,-2078,-6.67,-0.39
1476,儒鴻,325.5,10.0,3.17,06/29,1,301,16.0,0.11,9,2701,12.5,0.98,4,130,1.91,0.05,4,1841,26.9,0.67
1513,中興電,175.5,0.0,0.0,06/29,-2,-3810,-19.5,-0.76,9,17560,14.3,3.49,-5,-1125,-1.54,-0.22,-2,-2878,-14.8,-0.57
2504,國產,32.75,-0.05,-0.15,06/29,-1,-2984,-55.8,-0.25,9,20890,30.6,1.77,1,4,0.07,0.0,-1,-439,-8.2,-0.04
2845,遠東銀,13.1,0.1,0.77,06/29,-7,-58046,-32.7,-1.19,9,82828,35.1,1.7,-2,-88,-0.24,0.0,5,17148,15.9,0.35
2884,玉山金,34.5,-0.05,-0.14,06/29,-8,-134498,-24.2,-0.83,9,87724,14.3,0.54,2,2360,2.58,0.01,-4,-45817,-19.5,-0.28
2892,第一金,33.0,0.35,1.07,06/29,-2,-23656,-28.6,-0.16,9,164217,34.7,1.14,7,2144,0.6,0.01,15,288606,34.9,2.01
3596,智易,188.0,6.5,3.58,06/29,1,96,5.43,0.04,9,4225,14.9,1.92,1,23,1.29,0.01,1,564,31.8,0.26
5876,上海商銀,42.8,0.4,0.94,06/29,-9,-59901,-43.0,-1.23,9,58864,42.3,1.21,5,710,0.93,0.01,4,8616,14.3,0.18
8464,億豐,346.5,-4.0,-1.14,06/29,-10,-3362,-31.9,-1.15,9,3044,30.2,1.04,1,0,0.02,0.0,-2,-177,-7.04,-0.06
1303,南亞,151.5,3.5,2.36,06/29,-6,-49580,-10.9,-0.63,8,85050,12.5,1.07,-2,-5185,-9.14,-0.07,1,5610,21.2,0.07
1590,亞德客-KY,1355.0,-5.0,-0.37,06/29,1,8,0.78,0.0,8,333,4.41,0.17,1,1,0.09,0.0,8,544,7.2,0.27
2880,華南金,37.3,0.4,1.08,06/29,-7,-103861,-32.4,-0.75,8,112455,31.8,0.81,5,3367,1.61,0.02,1,3090,12.8,0.02
2890,永豐金,39.5,0.35,0.89,06/29,2,6100,6.64,0.04,8,151869,25.9,1.05,5,2604,0.93,0.02,12,215952,27.0,1.49
3231,緯創,154.5,1.5,0.98,06/29,-15,-183318,-27.0,-5.76,8,42599,12.9,1.34,1,394,1.46,0.01,-15,-152021,-22.4,-4.78
3293,鈊象,769.0,24.0,3.22,06/29,1,293,18.6,0.1,8,418,3.03,0.15,2,51,1.52,0.02,1,411,26.1,0.15
6526,達發,636.0,10.0,1.6,06/29,1,66,11.8,0.04,8,237,3.4,0.14,1,1,0.18,0.0,1,107,19.1,0.06
8081,致新,310.5,8.0,2.64,06/29,-6,-1806,-14.5,-2.1,8,768,4.26,0.89,1,0,0.04,0.0,-6,-1195,-9.59,-1.39
1216,統一,75.7,1.1,1.47,06/29,1,1231,12.8,0.02,7,51239,43.9,0.9,2,1021,5.26,0.02,1,3222,33.6,0.06
2472,立隆電,412.5,36.5,9.71,06/29,3,4161,8.9,2.53,7,5968,5.95,3.62,1,66,0.38,0.04,3,7526,16.1,4.57
2542,興富發,43.1,0.2,0.47,06/29,5,11826,33.6,0.54,7,372,0.47,0.02,2,51,0.48,0.0,5,12095,34.3,0.56
3481,群創,67.0,2.0,3.08,06/29,-2,-158333,-11.8,-1.98,7,43009,0.76,0.54,1,2422,0.4,0.03,-2,-177878,-13.3,-2.23
3529,力旺,2900.0,-25.0,-0.85,06/29,1,33,9.19,0.04,7,182,4.39,0.24,2,26,2.13,0.03,1,57,15.9,0.08
