排名,代號,名稱,成交,漲跌 價,漲跌 幅,成交 張數,更新 日期,當日 增減 (%),2日 增減 (%),3日 增減 (%),5日 增減 (%),10日 增減 (%),1個月 增減 (%),3個月 增減 (%),半年 增減 (%),1年 增減 (%),今年 增減 (%)
1,00980T,平衡凱基美國TOP,11.32,-0.11,-0.96,295,06/18,2.44,1475.0,1475.0,1475.0,1300.0,1475.0,641.0,8.62,,24.8
2,00731,復華富時高息低波,91.55,1.2,1.33,574,06/18,9.86,133.0,1014.0,5100.0,5100.0,1850.0,1014.0,90.2,13.0,95.0
3,00985D,主動貝萊德優投等,10.21,0.02,0.2,591,06/18,0.0,0.0,500.0,300.0,1100.0,1100.0,,,,
4,00944,野村趨勢動能高息,22.17,0.54,2.5,906,06/18,443.0,443.0,443.0,443.0,322.0,1800.0,443.0,-7.32,-54.2,-5.0
5,00907,永豐優息存股,16.66,0.2,1.22,2082,06/18,10.4,160.0,306.0,475.0,263.0,376.0,376.0,25.5,-75.7,194.0
6,6474,華豫寧,37.9,-0.2,-0.52,103,06/18,85.5,122.0,292.0,278.0,64.5,,,,,
7,006205,富邦上証,41.54,0.47,1.14,748,06/18,0.0,200.0,200.0,200.0,186.0,567.0,-65.1,-88.8,-92.4,-85.0
8,00713,元大台灣高息低波,61.7,0.65,1.06,10622,06/18,97.1,125.0,178.0,163.0,154.0,208.0,-17.7,-52.5,-74.6,-39.5
9,2915,潤泰全,53.3,0.9,1.72,25797,06/18,153.0,154.0,152.0,142.0,102.0,152.0,180.0,108.0,252.0,106.0
10,2910,統領,23.1,0.55,2.44,17,06/18,25.0,-16.7,150.0,150.0,150.0,0.0,0.0,-85.3,-92.2,-81.5
11,2434,統懋,38.85,2.35,6.44,502,06/18,15.7,17.4,134.0,145.0,141.0,957.0,835.0,800.0,8000.0,800.0
12,3285,微端,51.2,4.5,9.64,509,06/18,18.9,53.4,101.0,103.0,183.0,287.0,181.0,71.8,12.9,90.5
13,00703,台新MSCI中國,18.65,-0.32,-1.69,198,06/18,100.0,100.0,100.0,100.0,0.0,0.0,-50.0,-83.3,-98.3,-83.3
14,00730,富邦臺灣優質高息,28.97,0.12,0.42,220,06/18,-33.3,0.0,100.0,100.0,100.0,-89.2,-93.8,-87.1,-93.4,-86.2
15,00984A,主動安聯台灣高息,16.93,0.37,2.23,7732,06/18,46.5,92.1,97.5,64.1,19.2,5.19,11.7,136.0,,-37.5
16,2342,茂矽,55.2,5.0,9.96,29235,06/18,39.9,50.6,87.5,102.0,94.8,103.0,144.0,119.0,159.0,131.0
17,2867,三商壽,8.74,0.12,1.39,18363,06/18,-14.7,-14.4,87.5,149.0,267.0,,,,,
18,2845,遠東銀,12.95,-0.35,-2.63,37160,06/18,-1.84,65.9,78.9,6.51,101.0,85.3,62.2,56.7,72.9,66.1
19,4946,辣椒,110.5,0.0,0.0,103,06/18,-2.31,-7.3,74.0,81.4,,,,,,
