證券代號,證券名稱,交易別,成交價,成交股數,成交金額
2308,台達電,配對交易,"2,223.01","82,450","183,287,174"
2308,台達電,配對交易,"2,223.00","11,000","24,453,000"
2308,台達電,配對交易,"2,222.99","87,550","194,622,774"
2308,台達電,配對交易,"2,211.09","15,000","33,166,350"
2317,鴻海,配對交易,275.67,"100,000","27,567,000"
2317,鴻海,配對交易,264.79,"109,000","28,862,110"
2327,國巨*,配對交易,919.00,"1,400,000","1,286,600,000"
2330,台積電,配對交易,"2,325.00","2,316,000","5,384,700,000"
2330,台積電,配對交易,"2,305.04","8,670","19,984,697"
2330,台積電,配對交易,"2,305.03","8,330","19,200,900"
2330,台積電,配對交易,"2,303.00","25,000","57,575,000"
2330,台積電,配對交易,"2,300.79","307,000","706,342,530"
2330,台積電,配對交易,"2,300.78","371,000","853,589,380"
2330,台積電,配對交易,"2,297.50","7,000","16,082,500"
2330,台積電,配對交易,"2,292.50","17,000","38,972,500"
2330,台積電,配對交易,"2,290.00","421,500","965,235,000"
2360,致茂,配對交易,"2,242.50","82,000","183,885,000"
2360,致茂,配對交易,"2,240.00","165,000","369,600,000"
2383,台光電,配對交易,"4,941.20","7,310","36,120,172"
2383,台光電,配對交易,"4,941.19","9,690","47,880,131"
2383,台光電,配對交易,"4,897.50","12,000","58,770,000"
2385,群光,配對交易,150.00,"1,207,000","181,050,000"
2454,聯發科,配對交易,"4,410.00","300,000","1,323,000,000"
2454,聯發科,配對交易,"4,214.66","130,000","547,905,800"
2534,宏盛,配對交易,20.35,"850,000","17,297,500"
2603,長榮,配對交易,226.37,"70,000","15,845,900"
2891,中信金,配對交易,67.60,"400,000","27,040,000"
2891,中信金,配對交易,67.31,"225,000","15,144,750"
2891,中信金,配對交易,67.25,"296,000","19,906,000"
3036,文曄,配對交易,232.50,"2,000,000","465,000,000"
3231,緯創,配對交易,156.75,"215,000","33,701,250"
3711,日月光投控,配對交易,587.54,"179,000","105,169,660"
4763,材料*-KY,配對交易,45.00,"450,000","20,250,000"
4904,遠傳,配對交易,109.50,"247,000","27,046,500"
4904,遠傳,配對交易,109.48,"328,000","35,909,440"
4919,新唐,配對交易,172.50,"2,175,275","375,234,938"
6239,力成,配對交易,354.39,"157,000","55,639,230"
總計,,,,"14,791,775","13,801,637,186"
