排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 成交,2日 買賣超 佔 成交,3日 買賣超 佔 成交,5日 買賣超 佔 成交,10日 買賣超 佔 成交,1個月 買賣超 佔 成交,3個月 買賣超 佔 成交,半年 買賣超 佔 成交,1年 買賣超 佔 成交,3年 買賣超 佔 成交,10年 買賣超 佔 成交,今年 買賣超 佔 成交
1,6890,來億-KY,227.5,-3.0,-1.3,06/16,0.0,4.84,3.78,52.9,36.3,30.5,18.4,11.7,4.88,,,11.6
2,1210,大成,55.6,-0.2,-0.36,06/16,25.4,38.5,37.7,47.4,50.0,39.2,15.8,9.39,3.21,3.49,0.94,9.77
3,8454,富邦媒,321.0,0.0,0.0,06/16,-0.32,1.34,1.06,38.7,28.3,19.2,14.3,11.2,7.6,2.67,1.18,11.8
4,1402,遠東新,28.55,1.0,3.63,06/16,33.4,23.3,15.3,34.3,31.1,-0.61,-0.61,-2.68,-2.62,-2.35,0.53,-2.55
5,2382,廣達,362.5,-7.5,-2.03,06/16,9.21,5.31,14.9,30.1,30.8,23.9,13.8,8.91,4.26,0.75,0.87,9.49
6,9941,裕融,81.6,-1.4,-1.69,06/16,5.15,5.02,3.08,29.8,39.7,32.7,10.5,12.4,7.83,3.32,1.55,11.3
7,2597,潤弘,187.5,-3.0,-1.57,06/16,15.0,8.07,4.37,27.7,40.5,33.6,18.9,14.4,3.94,4.1,2.28,15.0
8,2883,凱基金,29.7,0.9,3.12,06/16,6.33,5.12,2.16,26.6,31.7,23.6,13.4,9.28,9.38,2.36,1.45,9.28
9,2105,正新,33.95,0.05,0.15,06/16,15.2,7.77,5.62,26.0,35.3,25.3,13.6,-2.71,-5.07,2.79,1.03,-2.29
10,2206,三陽工業,61.6,-1.1,-1.75,06/16,7.46,13.8,36.8,25.6,8.7,3.47,-3.18,-6.38,-8.38,0.63,0.24,-5.64
11,5871,中租-KY,116.5,-2.0,-1.69,06/16,16.6,11.3,7.98,25.1,34.3,26.9,10.9,-3.15,-2.66,2.12,0.97,3.94
12,2347,聯強,93.0,2.3,2.54,06/16,-11.2,-16.8,-18.4,24.4,41.7,29.8,15.0,-2.46,-1.83,-0.52,0.74,5.15
13,2855,統一證,52.6,1.2,2.33,06/16,5.98,4.32,2.78,22.6,25.8,19.9,11.1,7.21,4.78,2.94,1.32,7.34
14,2912,統一超,228.0,0.0,0.0,06/16,45.5,31.2,29.4,22.1,32.2,30.8,12.9,5.71,5.66,5.75,1.97,6.42
15,2379,瑞昱,678.0,44.0,6.94,06/16,11.3,8.37,4.87,22.0,29.8,20.8,3.66,1.23,-0.03,1.27,0.8,0.96
16,9910,豐泰,78.0,-1.1,-1.39,06/16,13.6,10.1,7.31,21.6,27.0,22.3,17.4,11.2,8.02,3.61,1.29,10.5
17,2881,富邦金,132.0,4.5,3.53,06/16,10.2,10.0,8.7,20.5,11.5,-5.64,-6.53,-8.63,2.01,4.56,1.8,-7.21
18,4915,致伸,75.7,-1.8,-2.32,06/16,19.9,26.0,26.9,18.0,8.56,2.73,-1.98,-0.4,-2.75,2.57,0.65,-0.58
19,9917,中保科,118.0,-1.0,-0.84,06/16,4.48,7.35,22.9,17.8,9.94,6.38,-0.28,-0.74,-3.07,0.27,0.1,0.09
20,2211,長榮鋼,95.9,0.3,0.31,06/16,21.7,26.4,24.8,15.8,4.92,-5.91,-1.27,10.6,0.59,1.69,,-0.71
21,2903,遠百,24.05,-0.15,-0.62,06/16,8.86,17.6,21.8,15.4,6.62,2.37,-2.78,4.27,2.75,-0.24,0.45,-5.16
22,2015,豐興,62.9,-1.1,-1.72,06/16,0.0,13.6,21.6,15.2,6.81,2.89,-3.59,-3.78,10.0,1.67,0.81,-4.61
23,1319,東陽,100.0,-5.0,-4.76,06/16,-16.6,-8.79,-6.16,14.9,25.4,15.1,7.28,2.29,-0.26,1.72,0.61,3.1
24,2006,東和鋼鐵,68.7,-0.3,-0.43,06/16,9.03,10.9,21.9,14.9,7.4,1.17,-2.66,-3.43,-5.81,-0.29,0.28,-3.55
25,3131,弘塑,3315.0,100.0,3.11,06/16,0.24,6.11,12.1,14.7,7.46,4.53,0.42,-0.37,-0.81,-0.15,-0.08,-0.59
26,00850,元大臺灣ESG永續,91.05,0.7,0.77,06/16,0.0,0.0,0.0,14.6,8.74,10.9,3.13,1.37,0.12,0.39,,1.5
27,8464,億豐,351.0,7.0,2.03,06/16,46.7,31.0,21.1,14.0,4.87,1.19,-0.56,0.28,-0.05,0.08,0.02,0.85
28,3293,鈊象,772.0,21.0,2.8,06/16,-10.0,-7.92,-4.67,13.8,26.9,22.6,9.93,5.16,5.17,1.39,0.25,5.36
29,6515,穎崴,9945.0,20.0,0.2,06/16,1.09,15.3,15.6,13.4,8.72,-2.99,-1.31,1.97,1.46,0.02,,1.4
30,2887,台新新光金,32.3,0.7,2.22,06/16,6.91,17.4,12.9,13.4,15.0,19.3,1.85,9.81,9.03,7.31,3.93,4.03
31,006201,元大富櫃50,48.22,0.47,0.98,06/16,0.0,4.02,17.5,13.3,11.5,5.97,1.4,-0.32,-2.17,-1.66,-5.8,-0.1
32,2542,興富發,45.05,-0.4,-0.88,06/16,15.8,8.05,3.63,13.3,27.3,20.3,8.62,4.9,4.3,0.13,-0.05,5.95
33,4938,和碩,83.0,-0.5,-0.6,06/16,1.5,0.46,0.16,13.2,23.8,17.6,9.89,0.05,-2.41,1.31,0.51,3.59
34,2633,台灣高鐵,26.15,0.6,2.35,06/16,30.4,23.4,19.9,12.4,6.65,2.31,1.48,1.06,1.03,0.33,,0.99
35,6670,復盛應用,287.5,1.5,0.52,06/16,25.8,16.9,16.1,12.2,7.15,3.97,1.39,-9.16,-4.3,2.81,,-0.92
36,7828,創新服務,2000.0,-80.0,-3.85,06/16,0.0,3.54,2.44,11.1,9.84,7.67,,,,,,
37,3218,大學光,133.0,-4.0,-2.92,06/16,-0.32,-0.16,14.5,10.2,5.09,1.4,2.42,1.55,0.86,-0.77,0.02,1.61
38,6223,旺矽,6445.0,10.0,0.16,06/16,0.0,-0.68,11.1,9.27,7.84,1.96,2.23,0.04,1.25,0.74,0.23,0.33
39,00923,群益台ESG低碳50,42.66,0.27,0.64,06/16,0.0,24.5,17.9,9.1,5.12,4.31,1.53,0.53,0.21,0.27,,0.77
40,4722,國精化,240.0,-0.5,-0.21,06/16,36.8,20.0,15.2,8.91,6.73,2.38,0.11,0.28,0.08,0.1,-0.2,0.07
