排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 賣出 佔 成交,2日 賣出 佔 成交,3日 賣出 佔 成交,5日 賣出 佔 成交,10日 賣出 佔 成交,1個月 賣出 佔 成交,3個月 賣出 佔 成交,半年 賣出 佔 成交,1年 賣出 佔 成交,3年 賣出 佔 成交,10年 賣出 佔 成交,今年 賣出 佔 成交
1,4154,樂威科-KY,13.75,0.0,0.0,06/12,100.0,100.0,100.0,12.2,4.2,12.8,7.17,5.01,3.93,9.88,14.6,5.17
2,00689R,國泰20年美債反1,21.92,-0.27,-1.22,06/12,97.9,97.2,95.5,63.2,40.6,20.6,14.2,9.96,6.26,3.58,,10.1
3,910322,康師傅-DR,21.65,0.2,0.93,06/12,55.0,36.9,86.4,88.6,73.3,67.7,50.3,24.6,15.8,2.04,0.78,28.2
4,1590,亞德客-KY,1290.0,25.0,1.98,06/12,80.2,83.2,82.4,83.5,83.0,78.1,75.3,72.2,73.4,72.3,54.4,72.1
5,1402,遠東新,27.0,-0.4,-1.46,06/12,73.9,75.5,70.9,71.4,52.4,60.1,60.6,57.7,58.2,54.6,47.4,57.9
6,2347,聯強,89.1,-1.7,-1.87,06/12,55.6,76.2,70.4,69.4,71.0,68.2,55.1,48.9,57.4,53.8,49.3,50.9
7,2850,新產,148.5,-2.5,-1.66,06/12,75.7,70.3,69.2,62.1,56.4,53.2,41.5,40.1,39.0,36.4,28.9,39.1
8,3023,信邦,314.0,6.0,1.95,06/12,37.2,61.0,66.5,58.5,50.2,46.6,44.5,45.3,51.3,56.1,43.6,44.7
9,8464,億豐,348.5,11.5,3.41,06/12,58.7,67.0,65.8,75.3,87.0,77.1,70.3,33.4,18.9,7.13,2.29,39.9
10,2883,凱基金,27.45,-0.3,-1.08,06/12,52.4,62.2,64.0,63.0,54.4,55.4,52.2,46.0,48.8,43.1,36.7,46.7
11,2886,兆豐金,43.4,0.0,0.0,06/12,61.4,65.2,63.7,57.9,58.4,65.3,56.0,55.7,51.5,50.6,48.4,54.4
12,6835,圓裕,36.45,0.2,0.55,06/12,58.6,59.5,63.2,63.5,39.6,30.9,27.9,20.3,14.5,3.04,,21.8
13,4560,強信-KY,32.55,0.05,0.15,06/12,66.8,64.7,62.9,63.5,58.8,59.7,55.6,54.2,52.4,50.6,,54.3
14,6423,億而得,80.4,0.4,0.5,06/12,56.6,63.1,62.4,55.6,42.3,36.9,24.3,22.1,20.8,,,22.3
15,2633,台灣高鐵,25.45,0.1,0.39,06/12,68.9,80.7,62.3,65.9,66.1,86.7,79.1,76.0,69.8,57.4,,76.4
16,2330,台積電,2310.0,60.0,2.67,06/12,45.2,56.4,62.2,65.2,68.0,66.4,63.4,62.2,57.1,57.3,60.0,63.1
17,8905,裕國,29.9,0.1,0.34,06/12,72.6,66.6,62.0,40.8,32.4,18.9,5.87,1.18,0.87,2.3,0.02,1.67
18,1102,亞泥,35.2,0.7,2.03,06/12,48.7,62.0,62.0,72.3,70.1,83.7,74.5,71.2,65.1,56.3,49.3,70.5
19,2395,研華,473.0,9.0,1.94,06/12,47.3,65.1,61.2,61.6,57.4,58.1,49.8,50.5,57.3,65.7,68.5,49.3
20,2008,高興昌,30.0,0.3,1.01,06/12,9.6,61.4,60.4,48.7,28.8,25.6,11.4,14.1,15.7,16.4,12.2,13.6
21,2105,正新,34.25,-0.75,-2.14,06/12,68.1,64.2,60.4,62.6,59.4,57.3,53.3,54.6,55.4,53.0,47.0,54.2
22,2885,元大金,63.9,2.3,3.73,06/12,48.0,55.0,60.2,58.8,48.1,52.4,56.7,53.7,53.8,53.0,48.2,57.0
23,4406,新昕纖,9.87,-0.01,-0.1,06/12,100.0,66.7,60.0,46.1,22.2,1.64,3.26,2.02,3.04,4.63,6.3,2.44
