證券代號,證券名稱,交易別,成交價,成交股數,成交金額
6994,富威電力,逐筆交易,48.00,"640,000","30,720,000"
2303,聯電,配對交易,164.00,"2,334,000","382,776,000"
2308,台達電,配對交易,"1,920.56","69,020","132,557,051"
2308,台達電,配對交易,"1,920.54","133,980","257,313,949"
2308,台達電,配對交易,"1,832.27","9,000","16,490,430"
2308,台達電,配對交易,"1,822.50","14,000","25,515,000"
2308,台達電,配對交易,"1,803.10","67,600","121,889,560"
2308,台達電,配對交易,"1,803.09","50,400","90,875,736"
2317,鴻海,配對交易,282.00,"224,000","63,168,000"
2317,鴻海,配對交易,251.05,"142,740","35,834,877"
2317,鴻海,配對交易,251.03,"223,260","56,044,958"
2327,國巨*,配對交易,"1,022.50","1,927,000","1,970,357,500"
2327,國巨*,配對交易,"1,017.50","1,000,000","1,017,500,000"
2330,台積電,配對交易,"2,416.19","60,000","144,971,400"
2330,台積電,配對交易,"2,416.18","20,000","48,323,600"
2330,台積電,配對交易,"2,357.50","13,000","30,647,500"
2330,台積電,配對交易,"2,347.60","46,975","110,278,510"
2330,台積電,配對交易,"2,347.59","137,000","321,619,830"
2330,台積電,配對交易,"2,347.58","40,515","95,112,204"
2330,台積電,配對交易,"2,347.57","8,510","19,977,821"
2330,台積電,配對交易,"2,343.07","117,000","274,139,190"
2330,台積電,配對交易,"2,340.00","4,732,000","11,072,880,000"
2330,台積電,配對交易,"2,333.87","8,000","18,670,960"
2330,台積電,配對交易,"2,325.00","477,800","1,110,885,000"
2330,台積電,配對交易,"2,155.00","661,000","1,424,455,000"
2345,智邦,配對交易,"2,427.12","7,267","17,637,881"
2345,智邦,配對交易,"2,427.09","12,733","30,904,137"
2383,台光電,配對交易,"5,220.00","180,000","939,600,000"
2408,南亞科,配對交易,476.63,"143,220","68,262,949"
2408,南亞科,配對交易,476.60,"73,780","35,163,548"
2454,聯發科,配對交易,"3,912.50","10,000","39,125,000"
2454,聯發科,配對交易,"3,887.50","9,000","34,987,500"
2881,富邦金,配對交易,136.25,"1,217,000","165,816,250"
2882,國泰金,配對交易,106.00,"20,000,000","2,120,000,000"
2887H,台新新光庚特二,配對交易,42.90,"1,229,000","52,724,100"
2891,中信金,配對交易,70.56,"467,065","32,956,106"
2891,中信金,配對交易,70.54,"389,935","27,506,015"
3037,欣興,配對交易,"1,032.50","18,000","18,585,000"
3376,新日興,配對交易,197.90,"84,000","16,623,600"
3443,創意,配對交易,"4,420.00","30,000","132,600,000"
3661,世芯-KY,配對交易,"4,025.00","11,000","44,275,000"
3661,世芯-KY,配對交易,"3,870.00","190,000","735,300,000"
3661,世芯-KY,配對交易,"3,810.00","132,000","502,920,000"
8464,億豐,配對交易,351.50,"52,000","18,278,000"
總計,,,,"37,412,800","23,906,269,162"
