排名,代號,名稱,市 場,股價 日期,K 線,成交,漲跌 價,漲跌 幅,成交 張數,成交額 (百萬),昨收,開盤,最高,最低,振幅 (%),PER,PBR,1個月 走勢圖,3個月 走勢圖,1年 走勢圖,3年 走勢圖,10年 走勢圖
601,8472,夠麻吉,櫃,06/26,,83.9,3.7,4.61,16,1.29,80.2,80.1,84.0,79.9,5.11,,5.59,,,,,
602,4912,聯德控股-KY,市,06/26,,83.7,-3.3,-3.79,507,43.1,87.0,86.3,86.6,83.5,3.56,37.2,1.36,,,,,
603,1723,中碳,市,06/26,,83.6,-0.3,-0.36,693,57.9,83.9,83.3,84.4,82.4,2.38,33.7,2.41,,,,,
604,3441,聯一光,櫃,06/26,,83.6,-9.2,-9.91,1826,156.0,92.8,90.1,90.1,83.6,7.0,73.3,4.02,,,,,
605,3706,神達,市,06/26,,83.5,-2.0,-2.34,15509,1319.0,85.5,85.1,86.8,83.5,3.86,15.9,1.67,,,,,
606,1582,信錦,市,06/26,,83.4,-4.6,-5.23,2407,205.0,88.0,87.6,87.9,83.0,5.57,30.7,1.6,,,,,
607,3548,兆利,櫃,06/26,,83.0,-3.2,-3.71,484,40.8,86.2,86.2,86.2,82.8,3.94,1660.0,0.9,,,,,
608,9911,櫻花,市,06/26,,82.6,-0.7,-0.84,243,20.1,83.3,83.3,83.7,82.5,1.44,12.9,2.91,,,,,
609,3504,揚明光,市,06/26,,82.4,-4.4,-5.07,1892,159.0,86.8,86.8,87.1,82.3,5.53,,3.32,,,,,
610,4989,榮科,市,06/26,,82.4,-9.0,-9.85,5864,506.0,91.4,92.0,92.0,82.4,10.5,,7.65,,,,,
611,4949,有成精密,市,06/26,,82.0,-5.8,-6.61,1136,96.3,87.8,87.4,87.7,82.0,6.49,30.4,3.36,,,,,
612,5520,力泰,櫃,06/26,,82.0,-0.8,-0.97,5,0.39,82.8,82.8,83.4,82.0,1.69,8.17,1.77,,,,,
613,3546,宇峻,櫃,06/26,,81.6,-2.0,-2.39,311,25.8,83.6,83.6,84.2,81.6,3.11,24.0,2.92,,,,,
614,3707,漢磊,櫃,06/26,,81.6,-4.2,-4.9,25180,2146.0,85.8,85.1,88.8,81.6,8.39,,4.5,,,,,
615,6190,萬泰科,櫃,06/26,,81.6,-1.8,-2.16,4323,358.0,83.4,83.0,84.1,81.2,3.48,44.3,4.05,,,,,
616,6485,點序,櫃,06/26,,81.5,-4.6,-5.34,911,76.4,86.1,86.3,86.9,81.5,6.27,,1.91,,,,,
617,3022,威強電,市,06/26,,81.3,-1.3,-1.57,4833,405.0,82.6,84.4,85.2,80.6,5.57,23.0,1.25,,,,,
