證券代號,證券名稱,交易別,成交價,成交股數,成交金額
0050,元大台灣50,配對交易,106.20,"100,000,000","10,620,000,000"
0050,元大台灣50,配對交易,106.05,"15,000,000","1,590,750,000"
2303,聯電,配對交易,125.86,"210,000","26,430,600"
2303,聯電,配對交易,125.85,"2,422,000","304,808,700"
2308,台達電,配對交易,"2,440.00","1,370,000","3,342,800,000"
2308,台達電,配對交易,"2,432.09","59,290","144,198,616"
2308,台達電,配對交易,"2,432.08","17,710","43,072,137"
2330,台積電,配對交易,"2,445.06","8,320","20,342,899"
2330,台積電,配對交易,"2,397.27","7,728","18,526,103"
2330,台積電,配對交易,"2,397.22","6,272","15,035,364"
2330,台積電,配對交易,"2,392.50","8,000","19,140,000"
2330,台積電,配對交易,"2,385.00","4,071,307","9,710,067,195"
2345,智邦,配對交易,"2,525.00","200,000","505,000,000"
2345,智邦,配對交易,"2,513.12","8,000","20,104,960"
2383,台光電,配對交易,"4,880.00","100,000","488,000,000"
2383,台光電,配對交易,"4,815.79","7,000","33,710,530"
2408,南亞科,配對交易,395.50,"790,000","312,445,000"
2454,聯發科,配對交易,"4,600.00","1,480,000","6,808,000,000"
2454,聯發科,配對交易,"4,267.06","6,000","25,602,360"
3017,奇鋐,配對交易,"2,710.00","12,000","32,520,000"
3036,文曄,配對交易,292.50,"279,000","81,607,500"
3037,欣興,配對交易,977.00,"400,000","390,800,000"
3443,創意,配對交易,"4,456.59","4,000","17,826,360"
3533,嘉澤,配對交易,"2,400.30","37,000","88,811,100"
3533,嘉澤,配對交易,"2,400.29","36,000","86,410,440"
3661,世芯-KY,配對交易,"4,595.00","70,000","321,650,000"
6139,亞翔,配對交易,779.00,"250,000","194,750,000"
6442,光聖,配對交易,"2,065.00","155,000","320,075,000"
6770,力積電,配對交易,84.60,"835,000","70,641,000"
總計,,,,"127,849,627","35,653,125,864"
