排名,代號,名稱,成交,漲跌 價,漲跌 幅,成交 張數,更新 日期,當日 增減 張數,2日 增減 張數,3日 增減 張數,5日 增減 張數,10日 增減 張數,1個月 增減 張數,3個月 增減 張數,半年 增減 張數,1年 增減 張數,今年 增減 張數
1,6116,彩晶,19.5,0.1,0.52,127092,06/25,834,1623,2917,6810,5374.0,2372.0,9735.0,9611.0,9660.0,9533.0
2,2353,宏碁,33.8,-0.4,-1.17,24787,06/25,299,401,990,5594,10094.0,9385.0,10241.0,9910.0,10018.0,9382.0
3,009821,野村稀土關鍵資源,14.61,-0.42,-2.79,117852,06/25,-4693,-3216,2087,3345,,,,,,
4,3481,群創,70.9,1.5,2.16,655357,06/25,534,956,347,3106,6141.0,-10032.0,5547.0,4848.0,6014.0,-2420.0
5,6834,天二科技,125.5,3.0,2.45,15328,06/25,1360,1374,1426,1806,2031.0,1844.0,2031.0,2031.0,2012.0,2031.0
6,2880,華南金,38.0,1.0,2.7,52958,06/25,1617,1609,1608,1608,1621.0,1606.0,1599.0,1597.0,1570.0,1598.0
7,6770,力積電,83.2,-2.5,-2.92,479668,06/25,-338,593,617,1332,-1924.0,-410.0,-1056.0,-17716.0,1900.0,-13549.0
8,00631L,元大台灣50正2,38.16,0.08,0.21,250647,06/25,2138,1885,1976,1245,1170.0,1240.0,16542.0,16542.0,13558.0,16421.0
9,2312,金寶,36.4,-1.6,-4.21,114832,06/25,-83,916,945,945,500.0,-798.0,925.0,553.0,945.0,539.0
10,2344,華邦電,219.5,14.5,7.07,227329,06/25,-531,-113,175,943,3150.0,1292.0,6122.0,-22804.0,-506.0,-23301.0
11,6101,寬魚國際,46.2,0.7,1.54,1816,06/25,228,337,508,801,792.0,771.0,834.0,834.0,834.0,834.0
12,2464,盟立,169.5,-5.0,-2.87,8209,06/25,-117,-100,202,771,704.0,-31.0,1627.0,1481.0,1525.0,1490.0
13,1319,東陽,79.6,0.1,0.13,9710,06/25,-69,-279,-316,717,140.0,662.0,657.0,637.0,544.0,648.0
14,00632R,元大台灣50反1,10.04,0.0,0.0,116536,06/25,-457,-295,243,651,786.0,1935.0,843.0,2286.0,3754.0,2279.0
15,2313,華通,233.0,-7.0,-2.92,29189,06/25,8,-501,600,644,359.0,408.0,333.0,-1243.0,238.0,-441.0
16,5464,霖宏,107.5,9.5,9.69,1479,06/25,91,374,508,625,716.0,1139.0,2344.0,2344.0,2343.0,2342.0
17,2303,聯電,178.5,0.5,0.28,397685,06/25,-295,67,303,574,1027.0,-1997.0,3131.0,2165.0,2427.0,2177.0
18,2369,菱生,43.4,0.1,0.23,40321,06/25,-159,43,340,526,549.0,288.0,491.0,308.0,538.0,324.0
19,6213,聯茂,339.5,30.5,9.87,26734,06/25,453,526,485,488,448.0,442.0,730.0,175.0,106.0,203.0
20,2356,英業達,66.7,0.3,0.45,21539,06/25,63,344,508,471,362.0,303.0,1171.0,676.0,650.0,693.0
21,2481,強茂,192.0,-3.0,-1.54,62967,06/25,262,54,296,432,516.0,-309.0,573.0,187.0,1183.0,858.0
22,00981A,主動統一台股增長,31.5,0.02,0.06,189584,06/25,-61,-250,63,367,526.0,-2792.0,262.0,-872.0,546.0,-1827.0
23,5309,系統電,66.0,-1.1,-1.64,3578,06/25,49,34,-4,360,292.0,374.0,337.0,-2038.0,332.0,-1654.0
24,1586,和勤,20.0,0.05,0.25,962,06/25,21,21,29,344,344.0,344.0,344.0,344.0,337.0,344.0
25,5347,世界,220.0,20.0,10.0,73847,06/25,229,249,297,330,416.0,465.0,572.0,263.0,155.0,477.0
26,3036,文曄,217.5,-1.5,-0.68,8742,06/25,-2,317,313,314,323.0,119.0,-670.0,352.0,375.0,362.0
27,2363,矽統,76.1,6.9,9.97,74311,06/25,263,283,216,312,315.0,211.0,411.0,370.0,184.0,375.0
28,1326,台化,59.5,1.8,3.12,83820,06/25,136,294,294,293,263.0,232.0,231.0,-507.0,293.0,-498.0
29,00990A,主動元大AI新經濟,21.18,0.67,3.27,48020,06/25,265,225,214,291,103.0,40.0,429.0,349.0,,-11381.0
30,2449,京元電子,334.5,1.0,0.3,33666,06/25,59,44,54,264,284.0,105.0,352.0,-1143.0,46.0,-1170.0
31,3450,聯鈞,586.0,5.0,0.86,15880,06/25,-10,-180,149,253,111.0,-161.0,402.0,-407.0,184.0,-380.0
32,4716,大立,24.2,2.2,10.0,5386,06/25,50,56,58,238,176.0,195.0,175.0,-73.0,229.0,-12.0
33,6226,光鼎,16.6,1.5,9.93,5128,06/25,136,228,228,228,226.0,233.0,233.0,233.0,233.0,233.0
34,4714,永捷,12.35,-0.15,-1.2,720,06/25,0,51,57,225,292.0,282.0,280.0,284.0,282.0,278.0
35,1409,新纖,27.05,-0.9,-3.22,46581,06/25,-52,269,274,224,255.0,379.0,385.0,279.0,380.0,283.0
36,00403A,主動統一升級50,11.11,0.07,0.63,244659,06/25,91,48,-42,216,673.0,258.0,,,,
37,6179,亞通,26.1,-1.45,-5.26,2357,06/25,-6,19,142,215,231.0,236.0,258.0,48.0,238.0,57.0
38,2061,風青,69.5,5.7,8.93,1067,06/25,-6,-332,97,214,214.0,121.0,229.0,229.0,229.0,228.0
39,3105,穩懋,463.0,-15.0,-3.14,21420,06/25,51,191,138,204,704.0,-130.0,462.0,-308.0,470.0,-220.0
40,2340,台亞,39.2,-2.8,-6.67,13601,06/25,-64,127,154,198,336.0,299.0,318.0,-22.0,85.0,-57.0
41,2483,百容,50.7,4.6,9.98,2423,06/25,72,120,133,198,214.0,246.0,246.0,240.0,246.0,240.0
42,2368,金像電,1240.0,-15.0,-1.2,6147,06/25,26,101,196,196,54.0,71.0,196.0,-1814.0,-89.0,-1728.0
43,2458,義隆,180.0,16.0,9.76,13595,06/25,153,150,142,180,179.0,171.0,163.0,177.0,112.0,183.0
44,4551,智伸科,249.5,5.5,2.25,851,06/25,119,118,19,176,232.0,235.0,252.0,243.0,123.0,238.0
45,8054,安國,130.0,-6.5,-4.76,15949,06/25,-98,72,154,173,168.0,156.0,105.0,-672.0,-2404.0,-617.0
46,2498,宏達電,45.9,-0.75,-1.61,8028,06/25,58,-4,-64,166,59.0,-528.0,-591.0,-2945.0,-606.0,-2874.0
47,6147,頎邦,240.5,-8.5,-3.41,30526,06/25,-14,21,116,166,-323.0,-1022.0,155.0,205.0,202.0,197.0
48,2618,長榮航,44.5,0.5,1.14,69764,06/25,35,124,255,154,419.0,431.0,557.0,248.0,-357.0,350.0
49,2485,兆赫,57.0,-1.8,-3.06,6292,06/25,324,210,210,152,274.0,64.0,-1080.0,-1395.0,961.0,-262.0
50,8074,鉅橡,68.9,-2.1,-2.96,1437,06/25,40,42,56,150,137.0,172.0,101.0,-285.0,205.0,-343.0
51,3149,正達,100.0,-2.0,-1.96,19116,06/25,-124,-2,134,146,-185.0,-738.0,511.0,428.0,487.0,409.0
52,6217,中探針,275.0,18.0,7.0,7956,06/25,58,32,128,143,197.0,327.0,20.0,144.0,322.0,158.0
53,6269,台郡,75.9,-3.1,-3.92,12546,06/25,42,120,48,140,308.0,436.0,528.0,269.0,140.0,291.0
54,6672,騰輝電子-KY,289.5,26.0,9.87,9436,06/25,-5,37,48,137,88.0,-235.0,-750.0,166.0,174.0,169.0
55,00637L,元大滬深300正2,22.15,0.4,1.84,40344,06/25,100,-108,-366,134,426.0,-184.0,2630.0,-3817.0,7390.0,-3082.0
56,3675,德微,385.5,-27.5,-6.66,779,06/25,-321,68,101,131,139.0,112.0,144.0,152.0,153.0,152.0
57,4906,正文,43.25,-1.6,-3.57,13027,06/25,34,101,37,129,83.0,-287.0,-63.0,-11.0,30.0,3.0
58,6153,嘉聯益,22.65,-0.6,-2.58,12236,06/25,16,101,149,123,374.0,542.0,317.0,-243.0,381.0,-208.0
59,8086,宏捷科,150.5,-4.0,-2.59,3217,06/25,-13,97,83,117,207.0,32.0,-80.0,94.0,222.0,153.0
60,6548,長科*,86.6,-5.0,-5.46,21790,06/25,21,81,101,109,-5.0,103.0,158.0,155.0,160.0,120.0
61,4739,康普,113.5,-7.5,-6.2,4733,06/25,2,17,8,107,17.0,-56.0,82.0,97.0,104.0,71.0
62,1313,聯成,12.55,0.75,6.36,27330,06/25,106,104,106,106,103.0,104.0,79.0,-36.0,106.0,-28.0
63,8105,凌巨,25.15,1.65,7.02,52261,06/25,125,204,90,105,153.0,350.0,293.0,296.0,397.0,295.0
64,00991A,主動復華未來50,20.7,0.31,1.52,85147,06/25,235,-130,38,104,4.0,1093.0,1124.0,1353.0,,1343.0
65,6451,訊芯-KY,614.0,-17.0,-2.69,8931,06/25,-12,35,40,103,-75.0,39.0,-1386.0,238.0,185.0,249.0
66,3034,聯詠,561.0,18.0,3.31,7057,06/25,-2,-7,-3,90,97.0,142.0,169.0,116.0,135.0,136.0
67,6126,信音,39.6,-0.2,-0.5,2895,06/25,58,95,133,90,38.0,112.0,100.0,115.0,120.0,117.0
68,2305,全友,37.8,-1.1,-2.83,2150,06/25,-23,-102,-24,89,231.0,224.0,244.0,256.0,263.0,260.0
69,6547,高端疫苗,45.65,-0.45,-0.98,1187,06/25,-1,88,89,88,254.0,464.0,-937.0,1305.0,1222.0,1306.0
70,5328,華容,63.9,5.8,9.98,30370,06/25,572,159,52,87,519.0,792.0,960.0,374.0,1011.0,474.0
71,3019,亞光,150.0,-5.5,-3.54,5695,06/25,-30,105,105,85,-338.0,-70.0,68.0,6.0,-119.0,6.0
72,5425,台半,127.0,-5.5,-4.15,35113,06/25,-31,-185,-32,83,265.0,-35.0,609.0,574.0,637.0,586.0
73,2337,旺宏,161.5,-10.5,-6.1,162863,06/25,-121,-29,-552,81,-1276.0,-814.0,1313.0,-5886.0,-3043.0,-5830.0
74,2476,鉅祥,130.5,3.0,2.35,5952,06/25,69,74,78,81,75.0,72.0,96.0,104.0,33.0,104.0
75,2534,宏盛,16.8,0.0,0.0,1352,06/25,4,11,81,81,24.0,51.0,81.0,81.0,81.0,81.0
76,3236,千如,70.1,6.3,9.87,21708,06/25,159,123,17,79,173.0,24.0,254.0,85.0,365.0,114.0
77,5371,中光電,74.7,-3.9,-4.96,7150,06/25,-30,24,48,77,-88.0,-114.0,-142.0,-393.0,-73.0,-332.0
78,8028,昇陽半導體,302.0,-7.5,-2.42,4031,06/25,242,47,11,77,371.0,134.0,-472.0,-1390.0,-213.0,-1424.0
79,00688L,國泰20年美債正2,7.17,0.19,2.72,13277,06/25,68,68,68,73,96.0,96.0,-157.0,118.0,-303.0,116.0
80,6282,康舒,58.7,-3.3,-5.32,39072,06/25,27,49,-18,73,-9.0,-291.0,515.0,146.0,523.0,77.0
81,8131,福懋科,75.1,0.2,0.27,7270,06/25,-4,-9,11,73,169.0,151.0,19.0,-516.0,209.0,-563.0
82,7402,邑錡,99.9,-2.1,-2.06,219,06/25,-5,-1,71,72,69.0,34.0,73.0,20.0,60.0,16.0
83,3388,崇越電,87.5,-1.6,-1.8,727,06/25,15,39,69,69,-5.0,-1930.0,69.0,69.0,68.0,69.0
84,3360,尚立,20.9,1.2,6.09,19410,06/25,8,53,63,68,98.0,93.0,82.0,92.0,93.0,87.0
85,4707,磐亞,25.5,2.3,9.91,10386,06/25,-21,-15,-16,68,98.0,101.0,126.0,125.0,126.0,125.0
86,3037,欣興,1020.0,89.0,9.56,34425,06/25,78,82,78,66,53.0,-300.0,229.0,-2084.0,-889.0,-2041.0
87,2401,凌陽,34.9,0.1,0.29,27321,06/25,-4,21,25,65,165.0,79.0,201.0,189.0,125.0,189.0
88,6243,迅杰,44.2,-1.45,-3.18,3990,06/25,-46,51,58,64,64.0,61.0,63.0,18.0,44.0,31.0
89,8476,台境*,23.7,0.2,0.85,1268,06/25,-1,-52,-96,64,144.0,169.0,180.0,177.0,180.0,180.0
90,2426,鼎元,85.1,-8.2,-8.79,21764,06/25,-133,-203,-181,63,-14.0,403.0,421.0,431.0,431.0,425.0
91,5489,彩富,67.8,5.9,9.53,3529,06/25,48,62,62,63,63.0,63.0,63.0,63.0,48.0,63.0
92,00405A,主動富邦台灣龍耀,9.43,0.01,0.11,73611,06/25,80,19,6,61,-7851.0,,,,,
93,1312,國喬,14.15,0.15,1.07,18799,06/25,53,-50,56,59,122.0,120.0,122.0,-150.0,43.0,-63.0
94,2610,華航,24.2,0.95,4.09,140540,06/25,24,58,68,59,64.0,106.0,-299.0,-484.0,-149.0,-494.0
95,3056,富華新,14.7,0.05,0.34,921,06/25,18,17,18,59,-52.0,77.0,22.0,58.0,81.0,58.0
96,5251,天鉞電,31.65,-2.85,-8.26,3187,06/25,28,59,59,59,51.0,34.0,23.0,-170.0,-1888.0,-149.0
97,6168,宏齊,32.8,-2.7,-7.61,14602,06/25,-88,-30,56,58,77.0,49.0,-118.0,61.0,78.0,66.0
98,00671R,富邦NASDAQ反1,2.42,-0.02,-0.82,5311,06/25,-2,-19,23,56,84.0,64.0,-277.0,79.0,995.0,156.0
99,3035,智原,229.0,-1.5,-0.65,16968,06/25,6,-57,-25,56,79.0,-120.0,33.0,-610.0,-336.0,-528.0
100,3114,好德,57.7,5.2,9.9,5434,06/25,20,33,58,56,38.0,73.0,73.0,73.0,73.0,73.0
101,0050,元大台灣50,107.2,0.05,0.05,96346,06/25,209,44,41,55,-157.0,-41.0,237.0,-225.0,672.0,-473.0
102,00663L,國泰臺灣加權正2,111.25,0.7,0.63,12352,06/25,117,51,-68,55,-102.0,-373.0,-1237.0,-1443.0,1387.0,-1076.0
103,3026,禾伸堂,771.0,-25.0,-3.14,2376,06/25,4,-46,9,53,-15.0,-342.0,-22.0,38.0,51.0,43.0
104,4908,前鼎,195.5,-7.5,-3.69,2181,06/25,-16,21,51,51,3.0,-3.0,-224.0,42.0,47.0,43.0
105,6877,鏵友益,138.0,-1.5,-1.08,1356,06/25,39,52,51,51,49.0,22.0,55.0,53.0,0.0,54.0
106,2388,威盛,75.8,-2.8,-3.56,7594,06/25,14,-13,26,50,-277.0,-340.0,-320.0,-188.0,-148.0,-104.0
107,3374,精材,301.5,-10.5,-3.37,14584,06/25,-25,50,50,50,-220.0,-132.0,38.0,-71.0,-12.0,11.0
