排名,代號,名稱,成交,漲跌 價,漲跌 幅,成交 張數,更新 日期,當日 增減 張數,2日 增減 張數,3日 增減 張數,5日 增減 張數,10日 增減 張數,1個月 增減 張數,3個月 增減 張數,半年 增減 張數,1年 增減 張數,今年 增減 張數
1,6116,彩晶,18.8,1.7,9.94,58323,06/01,538,2035,4024,8981,9543,10707.0,9911.0,10684.0,10683.0,10543.0
2,9105,泰金寶-DR,9.68,0.88,10.0,192788,06/01,1880,3691,3884,5314,7174,7082.0,6937.0,7125.0,6988.0,7047.0
3,6770,力積電,87.0,-1.7,-1.92,770942,06/01,-1238,3416,4482,4452,5541,5847.0,3936.0,-7601.0,7569.0,-8800.0
4,2344,華邦電,168.0,10.0,6.33,295191,06/01,-528,913,-109,1530,1443,2532.0,-8968.0,-15103.0,2226.0,-24786.0
5,6127,九豪,74.0,6.7,9.96,9363,06/01,941,1478,1560,1481,1786,1860.0,1572.0,1851.0,1851.0,1669.0
6,8110,華東,65.2,0.3,0.46,56172,06/01,-92,-88,239,1467,1902,1887.0,-2626.0,-4314.0,2028.0,-5073.0
7,1303,南亞,107.5,9.4,9.58,111909,06/01,612,1243,1065,1131,1353,903.0,-1417.0,-4528.0,3277.0,-1796.0
8,3717,聯嘉投控,22.4,-0.2,-0.88,2247,06/01,0,3,989,989,55,846.0,617.0,981.0,,983.0
9,2408,南亞科,381.5,34.5,9.94,129060,06/01,677,797,984,902,468,1331.0,-5607.0,-14861.0,-14923.0,-14157.0
10,2486,一詮,266.5,2.0,0.76,11621,06/01,32,405,519,706,646,156.0,-119.0,-487.0,-174.0,-220.0
11,6182,合晶,97.0,-2.5,-2.51,9818,06/01,-24,-1259,-3524,668,909,1558.0,823.0,664.0,1636.0,657.0
12,2324,仁寶,40.35,3.65,9.95,113043,06/01,355,823,797,622,1140,1063.0,950.0,818.0,740.0,878.0
13,2464,盟立,199.0,14.5,7.86,23207,06/01,20,248,96,487,173,-35.0,1592.0,1648.0,1628.0,1652.0
14,5464,霖宏,80.5,-2.5,-3.01,5947,06/01,52,81,372,458,695,1592.0,1592.0,1592.0,1590.0,1590.0
15,5328,華容,39.8,0.2,0.51,44950,06/01,-134,182,221,448,563,565.0,-72.0,46.0,614.0,85.0
16,2481,強茂,157.0,-5.5,-3.38,61880,06/01,-382,93,230,370,413,931.0,665.0,441.0,1147.0,840.0
17,8473,山林水,55.4,5.0,9.92,6381,06/01,118,297,323,344,362,360.0,360.0,338.0,365.0,362.0
18,3532,台勝科,350.5,31.5,9.87,1076,06/01,-67,-220,358,339,345,395.0,369.0,385.0,422.0,427.0
19,2369,菱生,39.7,-0.6,-1.49,23873,06/01,19,28,3,337,391,386.0,188.0,214.0,421.0,181.0
20,2317,鴻海,293.5,4.5,1.56,205767,06/01,-103,215,262,334,318,716.0,-200.0,-1061.0,-1487.0,-954.0
21,6197,佳必琪,309.0,12.0,4.04,7217,06/01,152,210,218,300,443,440.0,467.0,477.0,381.0,474.0
22,6821,聯寶,69.0,-1.1,-1.57,578,06/01,-160,-240,-223,297,424,262.0,497.0,497.0,497.0,497.0
23,2382,廣達,372.5,33.5,9.88,76692,06/01,219,301,297,294,75,106.0,551.0,434.0,-1192.0,640.0
24,00981A,主動統一台股增長,31.7,0.16,0.51,254691,06/01,264,-351,65,283,-291,-258.0,2280.0,-213.0,3619.0,1241.0
25,1312,國喬,12.05,0.7,6.17,23812,06/01,-24,262,271,269,256,255.0,36.0,102.0,193.0,87.0
26,1409,新纖,25.05,2.25,9.87,8617,06/01,23,34,242,266,269,267.0,177.0,157.0,249.0,170.0
27,8043,蜜望實,155.0,14.0,9.93,10714,06/01,166,320,327,266,305,619.0,-588.0,-1170.0,697.0,-1233.0
28,6456,GIS-KY,83.9,7.4,9.67,36104,06/01,100,156,92,264,342,305.0,292.0,393.0,375.0,390.0
29,2436,偉詮電,75.9,-1.3,-1.68,6523,06/01,-34,-97,72,261,1039,1451.0,3198.0,3254.0,2687.0,3259.0
30,2302,麗正,38.25,0.75,2.0,10554,06/01,133,254,260,223,284,337.0,335.0,335.0,337.0,313.0
31,6548,長科*,75.0,6.8,9.97,12239,06/01,53,162,193,223,228,229.0,191.0,200.0,233.0,193.0
32,1301,台塑,50.0,2.55,5.37,65950,06/01,129,261,257,220,213,27.0,-1150.0,-497.0,235.0,-203.0
33,2441,超豐,137.5,-4.0,-2.83,14978,06/01,-55,-67,-49,215,-339,1613.0,1710.0,1743.0,1770.0,1690.0
34,00991A,主動復華未來50,19.95,0.31,1.58,123297,06/01,217,258,246,207,70,288.0,410.0,,,507.0
35,3260,威剛,427.0,12.0,2.89,16051,06/01,52,111,64,186,232,-1367.0,-183.0,-496.0,215.0,-2419.0
36,2375,凱美,164.0,-2.5,-1.5,7998,06/01,-176,-340,110,181,398,594.0,513.0,248.0,643.0,384.0
37,1568,倉佑,49.8,4.45,9.81,3710,06/01,36,94,129,180,179,172.0,180.0,180.0,174.0,180.0
38,6706,惠特,216.5,11.0,5.35,13703,06/01,28,40,-57,176,281,328.0,104.0,24.0,566.0,-488.0
39,1504,東元,78.7,3.7,4.93,59156,06/01,170,180,179,170,203,226.0,39.0,-974.0,138.0,-298.0
40,2402,毅嘉,69.9,0.5,0.72,10897,06/01,37,162,165,168,194,148.0,214.0,257.0,430.0,-106.0
41,1309,台達化,16.2,0.5,3.18,5928,06/01,-37,137,208,166,212,221.0,1611.0,1613.0,1600.0,1612.0
42,5392,能率,48.9,4.35,9.76,20162,06/01,71,155,166,154,161,134.0,121.0,-15.0,142.0,-21.0
43,4973,廣穎,156.5,-3.5,-2.19,10457,06/01,80,69,123,153,97,213.0,101.0,137.0,216.0,154.0
44,8358,金居,668.0,60.0,9.87,10003,06/01,61,150,148,153,152,-143.0,-2308.0,-5529.0,724.0,-3623.0
45,3257,虹冠電,66.7,-2.1,-3.05,1941,06/01,40,107,128,141,147,140.0,112.0,88.0,-46.0,39.0
46,6672,騰輝電子-KY,220.0,-2.5,-1.12,5737,06/01,165,67,44,141,-142,-4112.0,217.0,457.0,460.0,461.0
47,2618,長榮航,37.7,1.65,4.58,82974,06/01,109,126,149,135,157,-30.0,-168.0,-236.0,-801.0,-7.0
48,6120,達運,14.9,0.55,3.83,8167,06/01,58,246,216,135,311,314.0,257.0,285.0,305.0,241.0
