排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 成交,2日 買賣超 佔 成交,3日 買賣超 佔 成交,5日 買賣超 佔 成交,10日 買賣超 佔 成交,1個月 買賣超 佔 成交,3個月 買賣超 佔 成交,半年 買賣超 佔 成交,1年 買賣超 佔 成交,3年 買賣超 佔 成交,10年 買賣超 佔 成交,今年 買賣超 佔 成交
1,00870B,元大15年EM主權債,29.11,0.03,0.1,06/30,-99.9,-100.0,-89.4,-27.1,-48.3,-3.25,-1.15,97.3,95.6,75.8,,97.4
2,910322,康師傅-DR,20.2,-0.6,-2.88,06/30,-86.1,-82.6,-81.8,-74.8,-66.4,-60.6,-34.4,-19.4,-9.63,-1.94,-0.69,-6.41
3,2010,春源,23.7,0.05,0.21,06/30,-50.1,-57.2,-62.6,-39.8,-25.2,-7.67,-10.3,-1.43,-0.58,0.91,0.36,-1.52
4,2704,國賓,44.65,0.35,0.79,06/30,-76.1,-54.5,-62.6,-30.2,-4.05,3.98,-0.51,-7.94,-18.0,-2.56,-0.53,-7.83
5,2633,台灣高鐵,26.5,0.0,0.0,06/30,-59.1,-57.5,-61.4,-45.0,-39.6,-28.4,-21.4,-23.2,-16.9,-8.99,,-23.3
6,00960,野村全球航運龍頭,16.94,0.0,0.0,06/30,-1.28,-69.5,-55.1,-40.2,-30.1,-0.18,-1.01,-0.29,3.68,,,-0.29
7,6605,帝寶,136.0,-3.0,-2.16,06/30,-72.1,-58.0,-53.9,-35.8,-32.5,-12.5,-13.0,-7.77,-3.16,-2.36,0.04,-7.79
8,2538,基泰,9.86,0.0,0.0,06/30,-71.9,-49.1,-52.1,-27.5,-10.8,-0.68,0.19,-1.5,-6.97,-0.89,-1.36,-1.49
9,2903,遠百,23.0,-0.45,-1.92,06/30,-54.7,-45.3,-49.8,-41.2,-28.5,-1.24,-14.7,-7.09,-4.26,-2.92,-0.66,-6.59
10,8938,明安,52.9,-0.2,-0.38,06/30,-55.8,-60.0,-49.6,-11.0,-11.9,-13.6,-10.5,-5.45,-3.86,-1.42,-0.17,-3.35
11,2412,中華電,141.5,-0.5,-0.35,06/30,-55.9,-47.1,-48.2,-38.4,-28.4,-14.4,-10.7,-3.54,0.43,-0.21,-2.69,-3.49
12,1101,台泥,24.05,-0.1,-0.41,06/30,-63.4,-60.9,-47.2,-21.2,-29.5,-19.2,-19.7,-12.1,-6.8,-5.24,-5.38,-11.9
13,4126,太醫,80.3,0.3,0.38,06/30,-23.8,-46.2,-46.1,-45.3,-39.6,-15.4,-6.14,-17.9,-20.2,-9.11,-4.83,-18.0
14,2845,遠東銀,13.0,-0.1,-0.76,06/30,-46.4,-43.5,-45.7,-37.1,-23.6,0.86,-5.08,-6.53,-3.23,-1.4,-0.44,-6.47
15,1470,大統新創,21.3,-0.4,-1.84,06/30,-14.9,-11.5,-45.5,-40.9,8.54,12.4,8.68,6.86,1.84,0.39,0.36,6.87
16,2820,華票,17.65,-0.05,-0.28,06/30,-36.1,-39.6,-44.5,-20.1,5.29,21.9,8.53,5.37,8.33,5.6,0.55,5.37
17,2034,允強,20.1,-0.05,-0.25,06/30,-69.6,-45.4,-44.0,-31.9,-5.98,15.0,5.34,-0.88,-5.31,-2.1,-0.82,-0.48
18,009820,元大納斯達克精選,9.99,0.2,2.04,06/30,3.28,1.64,-44.0,-25.9,-14.8,-24.3,,,,,,
19,5455,昇益,27.0,0.0,0.0,06/30,-56.2,-41.3,-43.8,-1.46,-0.61,2.48,0.11,0.06,0.09,0.08,0.06,0.06
20,1463,強盛新,17.4,0.1,0.58,06/30,-18.6,-22.8,-43.6,-28.1,-16.2,-5.91,32.4,34.8,6.0,6.73,1.55,35.3
21,1593,祺驊,30.65,0.25,0.82,06/30,-18.5,-50.9,-43.2,-25.2,-7.29,-3.3,1.31,-0.15,-0.33,-0.3,-0.13,-0.15
22,9927,泰銘,68.8,0.5,0.73,06/30,-34.1,-23.8,-43.2,-20.4,-3.02,8.11,-5.64,-2.95,-1.8,-0.16,-0.04,-1.39
23,1232,大統益,141.5,1.0,0.71,06/30,-28.2,-31.5,-42.8,-34.5,-27.8,-15.4,-8.52,-0.8,-4.68,2.48,0.72,-0.89
24,6921,嘉雨思-創,68.5,-0.5,-0.72,06/30,0.0,-9.31,-42.8,-6.2,11.5,0.38,-0.32,-0.17,,,,0.25
25,1726,永記,78.2,0.0,0.0,06/30,39.9,25.2,-42.6,-26.6,-17.5,-17.4,-11.5,-9.67,-4.93,-3.18,1.28,-9.68
26,5876,上海商銀,42.7,-0.1,-0.23,06/30,-39.3,-43.6,-42.6,-38.0,-42.7,-14.2,-12.8,-10.9,-5.65,-2.0,,-11.0
27,3168,眾福科,42.5,-0.35,-0.82,06/30,-32.4,-40.4,-42.5,-42.4,-1.46,-3.04,-1.3,-1.04,0.14,,,-1.04
28,00875,國泰網路資安,50.35,1.63,3.35,06/30,-54.6,-58.5,-42.2,-0.77,-9.79,6.71,7.21,7.15,13.2,14.6,,7.18
29,1323,永裕,19.7,0.0,0.0,06/30,-44.1,-20.2,-41.0,-17.8,-13.7,-7.43,-1.69,-1.23,-1.38,-1.83,-0.13,-1.23
30,3057,喬鼎,19.3,-0.15,-0.77,06/30,-48.0,-34.6,-40.8,-20.0,-11.2,3.46,3.79,1.6,0.97,0.24,-0.1,1.59
31,9917,中保科,105.5,-0.5,-0.47,06/30,-54.2,-29.9,-40.8,-37.4,-36.2,-16.7,-8.8,-4.6,-1.48,-0.55,-0.43,-6.87
32,1612,宏泰,37.1,0.1,0.27,06/30,-47.6,-44.8,-40.5,-38.3,-21.8,-7.73,-2.66,-1.05,3.3,0.86,0.45,-0.97
33,1295,生合,48.0,1.0,2.13,06/30,-32.1,-35.2,-40.4,-35.8,-21.6,-8.39,-2.42,1.23,0.15,,,0.83
34,6807,峰源-KY,33.45,0.0,0.0,06/30,-70.0,-54.2,-40.4,-42.8,-15.3,-10.1,-8.91,-8.63,-8.58,1.07,,-8.53
35,6216,居易,22.7,0.2,0.89,06/30,-1.14,-16.3,-40.4,-23.4,-22.5,0.62,0.26,1.26,-1.6,0.04,-0.08,1.19
36,9942,茂順,117.5,0.0,0.0,06/30,-66.5,-49.4,-39.9,-21.9,-14.4,2.55,7.31,3.67,1.47,-0.09,0.08,5.51
37,9904,寶成,25.35,-0.05,-0.2,06/30,-27.6,-24.8,-39.7,-35.9,-35.0,-25.6,-29.7,-20.1,-11.4,-3.51,-1.5,-17.8
38,2031,新光鋼,37.85,-0.45,-1.17,06/30,-65.7,-55.4,-39.4,-24.0,-13.8,-5.1,-3.92,-4.05,-4.66,-1.8,-0.04,-3.98
39,1307,三芳,34.3,-0.35,-1.01,06/30,-68.1,-50.5,-38.9,-27.8,-11.8,15.8,1.64,0.22,-11.6,-2.03,-1.7,0.39
40,1796,金穎生技,31.85,-0.1,-0.31,06/30,-27.5,-37.8,-38.5,-20.4,-16.3,-9.45,-2.94,-0.93,-0.14,-1.83,,-0.89
41,4137,麗豐-KY,109.5,-1.0,-0.9,06/30,-52.4,-28.2,-38.4,-31.6,-22.5,-1.0,-7.55,-3.81,-2.7,-3.59,-0.8,-3.84
42,3045,台灣大,116.5,-1.5,-1.27,06/30,-41.4,-40.4,-38.3,-16.6,-3.21,13.2,8.41,9.06,-2.81,-0.01,-5.02,9.5
43,00785B,富邦金融投等債,35.84,0.02,0.06,06/30,-44.6,-29.4,-38.2,-29.9,-9.17,-2.32,94.7,87.3,84.0,89.0,,87.4
