單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"10,455,337,362","18,328,625,023","-7,873,287,661"
自營商(避險),"55,429,199,085","88,107,404,737","-32,678,205,652"
投信,"46,981,031,759","30,284,812,881","16,696,218,878"
外資及陸資(不含外資自營商),"476,506,000,475","570,079,712,420","-93,573,711,945"
外資自營商,0,0,0
合計,"589,371,568,681","706,800,555,061","-117,428,986,380"
