排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 成交,2日 買賣超 佔 成交,3日 買賣超 佔 成交,5日 買賣超 佔 成交,10日 買賣超 佔 成交,1個月 買賣超 佔 成交,3個月 買賣超 佔 成交,半年 買賣超 佔 成交,1年 買賣超 佔 成交,3年 買賣超 佔 成交,10年 買賣超 佔 成交,今年 買賣超 佔 成交
1,020001,富邦存股雙十N,26.09,0.0,0.0,06/05,,,100.0,100.0,100.0,100.0,90.2,91.7,93.4,41.6,,91.3
2,00786B,元大10年IG銀行債,32.55,-0.08,-0.25,06/05,95.2,92.9,82.5,90.2,60.5,52.2,57.0,41.3,35.2,-7.23,,57.6
3,020039,元大加權N,14.31,-0.28,-1.92,06/05,42.1,92.8,91.8,89.0,81.7,38.2,52.9,32.1,36.8,,,32.3
4,00680L,元大美債20正2,6.89,0.03,0.44,06/05,85.2,87.8,85.2,87.2,64.8,53.4,47.8,52.7,28.9,-1.97,,55.5
5,00787B,元大10年IG醫療債,32.75,0.08,0.24,06/05,98.1,86.3,87.0,86.7,66.3,74.0,67.9,46.9,35.3,-4.86,,63.8
6,00688L,國泰20年美債正2,6.87,0.03,0.44,06/05,69.2,74.6,81.7,85.0,80.3,59.4,56.6,62.2,32.5,-3.36,,64.8
7,00931B,統一美債20年,13.43,0.04,0.3,06/05,94.3,86.8,72.3,83.4,75.7,53.1,51.0,37.1,37.6,,,37.0
8,00989B,台新美國非投等債,10.01,0.01,0.1,06/05,98.4,90.7,72.3,81.7,85.1,66.1,,,,,,
9,00717,富邦美國特別股,15.05,0.02,0.13,06/05,70.5,59.4,62.7,80.6,82.4,86.2,79.1,68.7,60.0,50.6,,69.6
10,00967B,元大優息美債,9.08,0.02,0.22,06/05,65.8,83.8,67.8,76.8,27.4,29.3,28.9,27.9,19.4,,,31.8
11,00957B,兆豐US優選投等債,13.53,0.05,0.37,06/05,72.1,52.0,54.8,76.0,50.3,48.0,29.9,9.57,3.76,,,15.6
12,00932,兆豐永續高息等權,17.95,-0.03,-0.17,06/05,51.4,67.0,71.9,74.7,71.6,67.0,68.8,68.7,64.1,,,68.6
13,00856B,永豐1-3年美公債,37.43,0.02,0.05,06/05,100.0,93.8,87.5,73.5,45.1,-1.53,6.41,-20.8,-15.4,-3.42,,-9.2
14,00857B,永豐20年美公債,23.21,0.04,0.17,06/05,55.2,57.7,58.4,71.7,65.0,57.0,44.1,45.5,30.7,-4.7,,48.7
15,8482,商億-KY,49.9,0.0,0.0,06/05,,19.3,41.7,71.2,43.2,13.1,8.55,9.76,-1.69,0.31,,7.4
16,00788B,元大10年IG電能債,30.0,0.05,0.17,06/05,84.6,84.2,67.8,69.9,48.6,52.0,58.7,43.5,40.6,-7.54,,48.3
17,00937B,群益ESG投等債20+,14.91,0.05,0.34,06/05,71.4,68.6,58.2,68.7,66.7,53.2,31.2,30.1,20.6,,,31.9
18,00968B,元大優息投等債,9.29,0.02,0.22,06/05,52.0,73.5,71.2,68.4,49.0,47.4,43.2,40.4,48.2,,,41.5
19,00772B,中信高評級公司債,33.76,0.11,0.33,06/05,83.3,76.3,68.3,67.9,64.0,51.6,42.0,43.4,31.7,6.6,,43.9
20,00948B,中信優息投資級債,9.51,0.03,0.32,06/05,61.1,63.4,57.3,67.9,66.1,50.0,66.7,58.2,52.2,,,59.8
21,00687B,國泰20年美債,27.87,0.05,0.18,06/05,75.5,63.7,61.8,65.6,64.5,58.8,45.7,50.2,31.6,-9.53,,53.3
22,00795B,中信美國公債20年,26.74,0.08,0.3,06/05,62.5,60.7,54.5,64.9,65.0,37.0,26.2,41.0,25.2,-3.81,,44.3
23,00720B,元大投資級公司債,33.18,0.09,0.27,06/05,64.4,65.5,60.3,63.3,66.3,56.0,46.6,49.3,39.0,-6.17,,49.1
24,00984B,大華優利美A債15,16.37,0.03,0.18,06/05,90.6,73.3,60.9,62.8,58.1,53.4,12.5,-23.3,-13.2,,,-20.3
25,009814,富邦標普500,11.06,0.04,0.36,06/05,58.5,66.3,76.0,61.9,54.8,44.3,22.8,,,,,19.4
26,7705,三商餐飲,32.5,0.75,2.36,06/05,-14.6,12.6,14.6,61.6,46.9,21.1,10.8,5.7,3.28,,,5.7
27,00898,國泰基因免疫革命,8.41,0.22,2.69,06/05,68.7,71.5,65.6,60.9,65.1,53.8,51.4,44.2,40.7,39.7,,44.7
28,00986D,主動復華金融債息,14.79,0.05,0.34,06/05,68.3,67.4,61.3,60.8,62.9,72.8,,,,,,
29,00647L,元大S&P500正2,135.8,0.7,0.52,06/05,-0.08,3.95,10.8,60.7,45.9,41.4,14.6,5.87,15.1,1.53,-0.65,8.67
30,020041,兆豐半導體氣候N,18.66,-0.69,-3.57,06/05,-60.0,14.0,59.1,60.0,51.1,33.1,-3.79,-3.96,-3.66,,,-3.96
31,0061,元大寶滬深,25.0,-0.25,-0.99,06/05,52.6,22.8,59.0,58.2,65.8,50.8,54.7,45.2,45.2,8.34,14.9,43.6
32,00751B,元大AAA至A公司債,31.89,0.07,0.22,06/05,70.3,57.5,42.6,58.0,65.5,51.2,42.5,54.2,47.7,-1.57,,57.1
33,00982T,平衡兆豐台美動能,15.47,-0.2,-1.28,06/05,17.1,2.99,62.7,56.4,44.2,4.7,8.08,,,,,4.49
34,00907,永豐優息存股,16.3,-0.1,-0.61,06/05,33.2,61.8,50.7,56.2,52.5,46.5,11.2,23.0,33.2,-1.95,,23.0
