排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 張數,2日 增減 張數,3日 增減 張數,5日 增減 張數,10日 增減 張數,1個月 增減 張數,3個月 增減 張數,半年 增減 張數,1年 增減 張數,今年 增減 張數
1,2881,富邦金,110.5,0.5,0.45,06/01,-40895,-60314,-68879,-86099,-118727,-177754.0,-47504.0,-128096.0,66466.0,-62131.0
2,2324,仁寶,40.35,3.65,9.95,06/01,-51589,-56121,-53673,-54519,-48469,-58261.0,-32532.0,54202.0,321899.0,66453.0
3,2303,聯電,146.0,1.5,1.04,06/01,-20797,-41977,-46238,-53196,-61456,-51102.0,108213.0,-334679.0,-437764.0,-53224.0
4,2882,國泰金,88.2,2.5,2.92,06/01,-26003,-31865,-38554,-49676,-85105,-131602.0,16612.0,-174575.0,31552.0,-42347.0
5,2610,華航,19.55,0.45,2.36,06/01,-43969,-46503,-46547,-43822,-41285,-46345.0,65732.0,-27087.0,66830.0,10498.0
6,2449,京元電子,318.0,-10.5,-3.2,06/01,-14298,-16270,-27571,-31485,-20349,4117.0,62048.0,30316.0,48792.0,57983.0
7,00403A,主動統一升級50,10.82,0.12,1.12,06/01,0,-10806,-9229,-30438,-22653,,,,,
8,1402,遠東新,25.05,-0.6,-2.34,06/01,-36125,-31914,-30276,-27944,-31121,-5553.0,166443.0,169298.0,180202.0,171406.0
9,1802,台玻,74.8,2.9,4.03,06/01,-657,-2157,-9301,-26348,-16124,11178.0,45129.0,-5345.0,21289.0,-17206.0
10,1717,長興,81.5,0.3,0.37,06/01,-1867,-6888,-10724,-24645,-22949,-12268.0,11228.0,12356.0,42127.0,20840.0
11,00878,國泰永續高股息,31.99,1.23,4.0,06/01,-3762,-16881,-18605,-18727,-43077,-28033.0,9554.0,-42289.0,-81414.0,-15886.0
12,00982A,主動群益台灣強棒,24.35,0.01,0.04,06/01,-11391,-17505,-16905,-18447,-19164,-4217.0,31538.0,27937.0,43038.0,32530.0
13,00937B,群益ESG投等債20+,14.82,-0.03,-0.2,06/01,1,-11714,-11714,-16713,-17526,-20140.0,-2811.0,-54411.0,-76612.0,-42274.0
14,2884,玉山金,31.45,0.5,1.62,06/01,-11422,-6310,-13375,-15484,-1509,17266.0,7415.0,191698.0,266937.0,87647.0
15,2891,中信金,62.1,1.6,2.64,06/01,-10548,1255,-4765,-14735,-30493,-50206.0,189994.0,98662.0,100831.0,154141.0
16,2312,金寶,40.6,1.65,4.24,06/01,1217,-1853,-4028,-12906,-35044,-53920.0,-6487.0,-73562.0,28534.0,-79093.0
17,00680L,元大美債20正2,6.84,-0.06,-0.87,06/01,0,-5350,-13350,-12850,-12850,-19103.0,-48816.0,-86362.0,-130305.0,-79421.0
18,9105,泰金寶-DR,9.68,0.88,10.0,06/01,-3769,-3343,-2015,-12596,-18013,-18049.0,-7069.0,-21033.0,4452.0,-21614.0
19,009816,凱基台灣TOP50,15.4,0.2,1.32,06/01,-7000,-16867,-16404,-10903,-13814,41746.0,56094.0,,,
20,0056,元大高股息,51.9,1.7,3.39,06/01,-2913,-6091,-4522,-9712,-22454,-33997.0,26244.0,-38222.0,51699.0,-34982.0
21,2317,鴻海,293.5,4.5,1.56,06/01,-2492,-3074,-2685,-9042,-21593,-76691.0,7954.0,4433.0,-31858.0,19773.0
22,00891,中信關鍵半導體,36.42,0.37,1.03,06/01,-3103,-8489,-8566,-8844,-20732,1966.0,6139.0,3442.0,-1626.0,8012.0
23,00929,復華台灣科技優息,30.8,0.55,1.82,06/01,432,-7129,-7122,-8501,-8454,-8464.0,-507.0,2471.0,21399.0,5765.0
24,2646,星宇航空,20.7,0.25,1.22,06/01,-1529,-1625,-2611,-8145,-9194,-10549.0,407.0,15359.0,82368.0,13679.0
25,00990A,主動元大AI新經濟,20.2,0.05,0.25,06/01,-174,-14080,-12227,-7774,7588,22968.0,15410.0,,,-79982.0
26,1605,華新,39.7,0.95,2.45,06/01,-461,318,366,-7341,-8480,-6401.0,-51909.0,-107391.0,60885.0,-116153.0
27,6125,廣運,73.3,6.6,9.9,06/01,-311,-1254,-3224,-6868,-7546,-6526.0,-5441.0,-1077.0,-2752.0,-5225.0
28,2027,大成鋼,43.2,1.55,3.72,06/01,-254,64,-2167,-6868,-12541,-59640.0,4094.0,64672.0,67059.0,29054.0
29,3062,建漢,31.1,0.4,1.3,06/01,-1070,-2184,-3063,-6696,-9244,-4553.0,-6392.0,-12512.0,473.0,-14647.0
30,6548,長科*,75.0,6.8,9.97,06/01,-546,-2461,-5122,-6423,-7145,-2769.0,3680.0,3705.0,7182.0,-459.0
31,1303,南亞,107.5,9.4,9.58,06/01,-147,53,-1487,-6353,-7730,-2826.0,-8755.0,-123275.0,-161623.0,-120055.0
32,00953B,群益優選非投等債,9.58,0.0,0.0,06/01,-2555,-3357,-3357,-5898,-6025,-855.0,8580.0,26777.0,35912.0,28975.0
33,3211,順達,436.0,0.0,0.0,06/01,-258,-3087,-3907,-5563,-5726,-3507.0,-718.0,1123.0,-1928.0,700.0
34,3033,威健,48.85,-1.45,-2.88,06/01,-2274,-3807,-4612,-5485,-4727,-6974.0,-17370.0,-17775.0,-1220.0,-12814.0
35,6239,力成,366.0,-13.0,-3.43,06/01,-1373,-1824,-3020,-5041,-12024,-10714.0,16527.0,4052.0,224.0,14357.0
36,4927,泰鼎-KY,55.8,-0.4,-0.71,06/01,7,-268,-2060,-4905,-5149,-2670.0,1399.0,-2565.0,5178.0,-2129.0
37,6282,康舒,65.8,5.9,9.85,06/01,-1373,-1123,-3093,-4833,-3665,-13681.0,-431.0,-6639.0,3786.0,-26546.0
38,2609,陽明,54.9,2.2,4.17,06/01,26,-1847,-3463,-4401,-3623,3790.0,90379.0,-16426.0,132692.0,33146.0
39,2329,華泰,61.0,-0.1,-0.16,06/01,-3245,-3576,-4048,-4357,1305,4959.0,2532.0,12499.0,3884.0,11699.0
40,3005,神基,107.0,3.0,2.88,06/01,-184,-1793,-3090,-4346,-6865,-4587.0,30092.0,31066.0,27207.0,31510.0
41,2408,南亞科,381.5,34.5,9.94,06/01,-1525,-7461,-9563,-4313,5185,-12510.0,8360.0,6379.0,-35615.0,19220.0
42,009805,新光美國電力基建,16.47,-0.19,-1.14,06/01,0,-4879,-4767,-4286,-5156,-4540.0,-7793.0,2703.0,9298.0,3508.0
43,3715,定穎投控,182.0,8.5,4.9,06/01,34,114,-1562,-4261,-3764,-1991.0,-2178.0,11961.0,1761.0,2218.0
44,8150,南茂,106.5,-6.5,-5.75,06/01,-696,-6026,-5820,-4240,-887,1991.0,2102.0,4392.0,-6171.0,-3116.0
45,2337,旺宏,167.5,1.0,0.6,06/01,-3862,-8193,-7522,-4184,5223,5530.0,-7695.0,-66375.0,-94928.0,-79127.0
46,2328,廣宇,61.0,5.5,9.91,06/01,-79,-228,-959,-3886,-6366,-4102.0,-8263.0,-12534.0,24417.0,-13853.0
47,00631L,元大台灣50正2,37.78,0.84,2.27,06/01,2842,3925,7811,-3885,-17981,-13593.0,319066.0,316209.0,310916.0,318980.0
48,2474,可成,223.5,20.0,9.83,06/01,-1870,-2667,-3379,-3667,-4504,-4816.0,4121.0,5132.0,35290.0,6727.0
49,2014,中鴻,18.5,0.15,0.82,06/01,-280,-739,-1035,-3638,-2699,-16141.0,-31289.0,-21902.0,-2672.0,-18754.0
50,4906,正文,53.4,3.7,7.44,06/01,-1840,-1824,-2617,-3556,-5744,-8722.0,17715.0,21415.0,22748.0,19981.0
51,3019,亞光,155.0,1.0,0.65,06/01,-259,-1276,-1694,-3542,-5504,-5497.0,-5002.0,-658.0,10219.0,220.0
52,2369,菱生,39.7,-0.6,-1.49,06/01,-178,124,-294,-3440,-4663,-8326.0,-7201.0,-9268.0,-476.0,-5669.0
53,2890,永豐金,30.45,0.45,1.5,06/01,-250,-3886,-4536,-3387,-781,266.0,1943.0,-3744.0,-170173.0,-5691.0
54,5371,中光電,73.9,1.3,1.79,06/01,-436,-945,-1750,-3321,-4497,-3643.0,-3885.0,-4297.0,6844.0,-2154.0
55,2327,國巨*,790.0,52.0,7.05,06/01,-3698,-3669,-3669,-3251,-243,7030.0,4884.0,-6188.0,4971.0,-7517.0
56,8422,可寧衛*,27.7,0.8,2.97,06/01,-2780,-3099,-3378,-3202,-2634,-693.0,-6118.0,80399.0,88295.0,-2685.0
57,1504,東元,78.7,3.7,4.93,06/01,-6365,-5361,-4056,-3162,-1039,10154.0,36261.0,7263.0,75228.0,58163.0
58,1710,東聯,13.65,-0.15,-1.09,06/01,-74,-569,-1814,-2954,613,1488.0,17085.0,16448.0,14998.0,17888.0
59,5388,中磊,90.1,3.4,3.92,06/01,-191,-573,-1354,-2895,-5732,-8655.0,-1622.0,5596.0,3757.0,4322.0
60,3305,昇貿,167.5,10.0,6.35,06/01,45,-541,-1655,-2874,-4024,-3817.0,-5612.0,-4390.0,224.0,-5858.0
61,2436,偉詮電,75.9,-1.3,-1.68,06/01,198,147,-237,-2807,-2492,-742.0,4360.0,4547.0,10453.0,4228.0
62,00999A,主動野村臺灣高息,11.16,0.26,2.39,06/01,0,-2800,-2800,-2800,-597,1242.0,,,,
63,6188,廣明,87.4,2.8,3.31,06/01,-750,-949,-1059,-2757,-4173,-5703.0,-7834.0,3334.0,8299.0,674.0
64,2886,兆豐金,41.45,1.45,3.62,06/01,-2571,-310,-1430,-2737,5009,5060.0,14090.0,11572.0,-94337.0,30655.0
65,4958,臻鼎-KY,548.0,33.0,6.41,06/01,-310,-413,-843,-2644,-8918,-3901.0,13888.0,-25065.0,3793.0,11646.0
66,00881,國泰台灣科技龍頭,55.5,0.6,1.09,06/01,-2950,-3083,-2699,-2619,-3628,-3713.0,-10.0,15128.0,19578.0,13515.0
67,00673R,期元大S&P原油反1,12.82,-0.29,-2.21,06/01,-1212,-1967,-2502,-2458,-3455,199.0,13046.0,18536.0,18536.0,18536.0
68,6285,啟碁,314.0,-5.0,-1.57,06/01,17,-359,-1432,-2417,-4091,-8619.0,-9446.0,-2235.0,-6478.0,-8070.0
69,2495,普安,50.9,-0.6,-1.17,06/01,-623,-229,-21,-2360,-3319,1466.0,-6162.0,-4996.0,1862.0,-8780.0
70,00900,富邦特選高股息30,19.58,0.66,3.49,06/01,-3,-1034,-2334,-2352,-2322,-17456.0,13206.0,-37887.0,8296.0,-11114.0
71,6412,群電,106.0,4.0,3.92,06/01,-172,-571,-610,-2327,-2184,-713.0,7705.0,2143.0,11445.0,4358.0
72,2392,正崴,41.85,2.6,6.62,06/01,-695,-1077,-1526,-2325,-3575,-4707.0,-2565.0,-3575.0,4844.0,-2976.0
73,00664R,國泰臺灣加權反1,1.65,-0.02,-1.2,06/01,-813,-1090,-1750,-2323,-2323,-1417.0,-2271.0,1574.0,37951.0,2321.0
74,009820,元大納斯達克精選,10.69,0.3,2.89,06/01,0,0,0,-2314,-2344,1239.0,,,,
75,00830,國泰費城半導體,90.4,0.5,0.56,06/01,-771,-2856,-30,-2291,994,-8855.0,434.0,13989.0,9090.0,11907.0
76,2489,瑞軒,48.65,-0.85,-1.72,06/01,-1812,-2516,-2627,-2198,-5837,747.0,40347.0,43031.0,38774.0,41714.0
77,00959B,大華投等美債15Y+,9.38,-0.03,-0.32,06/01,0,-2170,-2170,-2170,-2170,-2170.0,-2177.0,-1942.0,-8263.0,-1837.0
78,5309,系統電,75.9,6.9,10.0,06/01,-103,-309,-315,-2163,-3537,-4085.0,1574.0,-1237.0,4273.0,1621.0
79,6257,矽格,219.5,-8.0,-3.52,06/01,-1653,-1213,-1239,-2132,-1590,1261.0,1232.0,3519.0,6758.0,1694.0
80,2332,友訊,16.7,-0.25,-1.47,06/01,-238,134,-22,-2085,-2727,-2971.0,874.0,-448.0,-5234.0,490.0
81,3545,敦泰,59.6,0.1,0.17,06/01,-247,-129,-315,-2061,-3392,-4063.0,136.0,4453.0,7241.0,3316.0
82,00923,群益台ESG低碳50,42.69,0.65,1.55,06/01,-2000,-2000,-2000,-2000,-1904,-1268.0,-4224.0,1010.0,-4821.0,1260.0
83,8131,福懋科,75.5,2.0,2.72,06/01,-159,-975,-1442,-1971,-1646,-1259.0,-1064.0,4479.0,7364.0,1479.0
84,00997A,主動群益美國增長,13.31,0.07,0.53,06/01,0,-1953,-1953,-1961,-1454,3877.0,,,,
85,00935,野村臺灣新科技50,62.4,1.15,1.88,06/01,7,-2677,-2652,-1951,-3556,1076.0,4079.0,1148.0,2817.0,4023.0
86,006208,富邦台50,243.9,2.65,1.1,06/01,-1400,-1398,-1403,-1854,-1813,-3741.0,3169.0,-7839.0,-26256.0,2114.0
87,2385,群光,141.5,6.0,4.43,06/01,71,-70,132,-1650,-2256,1279.0,22495.0,34312.0,42089.0,34593.0
88,3090,日電貿,233.5,4.5,1.97,06/01,-156,-262,-889,-1608,-17,-244.0,-6272.0,-3924.0,2759.0,-4746.0
89,2405,輔信,18.4,0.75,4.25,06/01,404,637,100,-1590,-1496,-375.0,3028.0,2346.0,-1444.0,4403.0
90,2395,研華,517.0,22.0,4.44,06/01,-623,-700,-809,-1552,-2430,-4011.0,-5422.0,8933.0,10414.0,6611.0
91,2374,佳能,84.7,1.5,1.8,06/01,-7,-57,-39,-1535,-1454,-1408.0,2934.0,3348.0,7919.0,-3096.0
92,00679B,元大美債20年,26.33,-0.13,-0.49,06/01,1,-159,-1498,-1506,2657,3223.0,-13909.0,-38571.0,-77364.0,-5610.0
93,1313,聯成,10.95,0.25,2.34,06/01,-977,-1301,-1801,-1488,-2512,-2987.0,24888.0,24772.0,19384.0,24624.0
94,2457,飛宏,26.85,0.85,3.27,06/01,-20,106,20,-1474,-2722,-3656.0,-8236.0,-8891.0,5418.0,-11088.0
95,2338,光罩,57.2,-0.7,-1.21,06/01,-30,-136,-292,-1442,-2179,-3236.0,-2869.0,-4378.0,306.0,-3931.0
96,3689,湧德,137.5,-0.5,-0.36,06/01,-919,-1144,-1139,-1425,-1037,1959.0,1570.0,-2080.0,2054.0,175.0
97,2353,宏碁,38.7,3.5,9.94,06/01,-730,-850,-967,-1372,-832,-1372.0,-965.0,196507.0,132979.0,121222.0
98,3376,新日興,215.0,12.5,6.17,06/01,103,1067,765,-1340,-2799,-1082.0,484.0,3930.0,8678.0,5925.0
99,6147,頎邦,285.5,-20.0,-6.55,06/01,-1140,-2203,-2474,-1330,7754,12763.0,45803.0,43739.0,45080.0,46293.0
100,1476,儒鴻,353.0,10.5,3.07,06/01,-88,-1252,-1246,-1312,-1070,-532.0,-3986.0,-4437.0,1863.0,-4509.0
101,3059,華晶科,46.45,4.1,9.68,06/01,-649,-536,-608,-1267,1953,1976.0,566.0,9732.0,7546.0,8929.0
102,2419,仲琦,33.0,0.35,1.07,06/01,-271,-321,-308,-1262,-1863,-1294.0,54.0,-156.0,2905.0,1307.0
103,3483,力致,103.0,8.0,8.42,06/01,-244,-276,-400,-1233,-1529,-1370.0,751.0,174.0,404.0,19.0
104,9939,宏全,124.5,1.0,0.81,06/01,-754,-622,-663,-1200,-2151,-301.0,-683.0,-551.0,7511.0,-1484.0
105,6290,良維,367.0,20.0,5.76,06/01,-402,-650,-1016,-1177,371,1630.0,4463.0,4041.0,4182.0,1147.0
106,8932,智通*,103.5,3.0,2.99,06/01,-450,-550,-631,-1156,-1560,121.0,7269.0,3342.0,6396.0,2832.0
107,3022,威強電,75.9,1.1,1.47,06/01,-371,-643,-820,-1133,-1122,-1035.0,-705.0,-490.0,1345.0,286.0
108,6271,同欣電,247.5,0.5,0.2,06/01,-682,-948,-1008,-1115,-3067,-1978.0,-2013.0,1903.0,294.0,450.0
109,00894,中信小資高價30,50.55,0.5,1.0,06/01,-500,-500,-513,-1113,-506,-580.0,-57.0,-855.0,82.0,-115.0
