單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"13,143,327,559","7,285,782,615","5,857,544,944"
自營商(避險),"42,342,148,563","32,711,420,388","9,630,728,175"
投信,"90,136,890,961","95,778,686,532","-5,641,795,571"
外資及陸資(不含外資自營商),"628,282,908,981","607,151,170,052","21,131,738,929"
外資自營商,0,0,0
合計,"773,905,276,064","742,927,059,587","30,978,216,477"
