單位名稱,買進金額,賣出金額,買賣差額
自營商(自行買賣),"13,377,725,060","6,889,194,437","6,488,530,623"
自營商(避險),"41,979,133,129","35,943,946,645","6,035,186,484"
投信,"20,581,863,343","15,686,787,320","4,895,076,023"
外資及陸資(不含外資自營商),"398,387,354,117","351,855,433,680","46,531,920,437"
外資自營商,0,0,0
合計,"474,326,075,649","410,375,362,082","63,950,713,567"
