"排名","代號","名稱","成交","漲跌價","漲跌幅","持股資料週別","更新日期","持股超過600張(萬張)","超過600張增減(張)","超過600張增減(%)","持股超過800張(萬張)","超過800張增減(張)","超過800張增減(%)","持股超過1千張(萬張)","超過1千張增減(張)","超過1千張增減(%)"
"15","009810","玉山全球藍籌100","20.43","-0.33","-1.59","26W19","05/08","0.35","-212","-5.76","0.29","-836","-22.7","0.29","+94","+3.41"
"16","3043","科風","23.85","+1.5","+6.71","26W19","05/08","0.54","0","0","0.54","0","0","0.44","0","0"
"17","00930","永豐ESG低碳高息","23.65","-1.36","-5.44","26W19","05/08","2.16","-412","-1.87","2.09","+332","+1.61","1.82","-589","-3.14"
"18","6207","雷科","130.5","-14","-9.69","26W19","05/08","1.21","-312","-2.51","1.14","+292","+2.62","1.05","+1,138","+12.1"
"19","6485","點序","101","-11","-9.82","26W19","05/08","0.9","-40.2","-0.45","0.83","-40.2","-0.48","0.83","-40.2","-0.48"
"20","00896","中信綠能及電動車","27.77","-1.19","-4.11","26W19","05/08","2.41","-788","-3.16","2.15","-581","-2.63","1.98","-2,301","-10.4"
"21","1514","亞力","125","-10","-7.41","26W19","05/08","11.5","-1,514","-1.3","10.6","+861","+0.82","10.1","-1,606","-1.56"
"22","00939","統一台灣高息動能","20.14","-0.75","-3.59","26W19","05/08","11.5","+19,019","+19.9","10.9","+19,721","+22","9.8","+19,916","+25.5"
"23","8088","品安","58.1","-4.7","-7.48","26W19","05/08","0.91","-568","-5.87","0.91","-568","-5.87","0.91","-568","-5.87"
"24","6104","創惟","99","-4","-3.88","26W19","05/08","1.2","+141","+1.19","0.85","+137","+1.63","0.77","+137","+1.81"
"25","009809","富邦淨零ESG50","16.47","-0.71","-4.13","26W19","05/08","0.92","+1,032","+12.7","0.84","+287","+3.53","0.75","+287","+3.98"
"26","00731","復華富時高息低波","81.95","-2.2","-2.61","26W19","05/08","0.58","+503","+9.43","0.52","+1,196","+30","0.44","+361","+9.05"
"27","00647L","元大S&P500正2","130.55","-5.25","-3.87","26W19","05/08","0.12","+4.12","+0.33","0.12","+4.12","+0.33","0.12","+4.12","+0.33"
"28","3324","雙鴻","1095","-15","-1.35","26W19","05/08","4","-2,424","-5.71","3.65","-297","-0.81","3.09","-2,193","-6.63"
"29","00642U","期元大S&P石油","29.89","+0.47","+1.6","26W19","05/08","4.9","-21,738","-30.7","4.83","-21,733","-31","4.65","-22,736","-32.8"
"30","3289","宜特","172","-10.5","-5.75","26W19","05/08","1.67","-5,026","-23.2","1.39","-4,440","-24.1","1.02","-4,416","-30.3"
"31","6126","信音","38.3","-4.2","-9.88","26W19","05/08","4.17","+759","+1.86","3.83","+77","+0.2","3.66","-9","-0.02"
"32","00989B","台新美國非投等債","10.01","0","0","26W19","05/08","2.27","+2,035","+9.87","2.2","+2,035","+10.2","1.9","+3,003","+18.8"
"33","3491","昇達科","1785","-150","-7.75","26W19","05/08","1.66","-756","-4.36","1","-24.9","-0.25","0.83","+7","+0.08"
"34","00877","復華中國5G","42.37","-1.91","-4.31","26W19","05/08","1.94","-2,303","-10.6","1.53","-2,936","-16.1","1.18","-2,087","-15.1"
"35","00403A","主動統一升級50","10.13","-0.28","-2.69","","","","","","","","","","",""
"36","9103","美德醫療-DR","6.06","+0.21","+3.59","26W19","05/08","1.45","+98","+0.68","1.03","+102","+1","0.76","+160","+2.15"
"37","6805","富世達","1895","-55","-2.82","26W19","05/08","3.7","-2,170","-5.53","3.36","-1,367","-3.91","3.36","-367","-1.08"
"38","3260","威剛","403","-18.5","-4.39","26W19","05/08","11.6","-8,676","-6.94","11.3","-5,245","-4.43","10.5","-6,411","-5.77"
"39","3615","安可","54.2","-6","-9.97","26W19","05/08","2.16","-1,685","-7.22","2.02","-1,110","-5.2","1.93","-1,110","-5.44"
"40","00892","富邦台灣半導體","41.87","-1.78","-4.08","26W19","05/08","3.75","-1,018","-2.64","3.33","-1,120","-3.25","2.95","-1,171","-3.81"
"41","2406","國碩","32","-2.65","-7.65","26W19","05/08","12.1","+11,653","+10.6","11.6","+12,344","+12","10.9","+12,384","+12.8"
"42","3689","湧德","127.5","-14","-9.89","26W19","05/08","1.62","-7,059","-30.4","1.49","-5,570","-27.2","1.12","-3,026","-21.2"
"43","2349","錸德","13.3","-0.7","-5","26W19","05/08","16.1","+824","+0.52","14.5","+146","+0.1","13.1","+271","+0.21"
"44","4739","康普","118.5","+0.5","+0.42","26W19","05/08","4.38","+1,615","+3.83","3.86","+577","+1.52","3.67","-333","-0.9"
"45","5475","德宏","255.5","-25","-8.91","26W19","05/08","4.67","-3,172","-6.36","4.47","-2,446","-5.19","4.11","-2,312","-5.33"
"46","2399","映泰","44.65","-4.1","-8.41","26W19","05/08","4.23","-5,057","-10.7","3.95","-5,814","-12.8","3.5","-4,173","-10.7"
"47","00661","元大日經225","82.05","-3.9","-4.54","26W19","05/08","0.42","+100","+2.45","0.36","+100","+2.9","0.18","+100","+5.74"
"48","00984B","大華優利美A債15","16.3","-0.07","-0.43","26W19","05/08","7","+6,915","+11","6.19","+4,813","+8.43","5.64","+4,741","+9.18"
"49","8112","至上","84.7","-7.9","-8.53","26W19","05/08","23.5","-415","-0.18","23","+269","+0.12","22.1","-1,730","-0.78"
"50","00864B","中信美國公債0-1","45.91","+0.15","+0.33","26W19","05/08","9.23","+600","+0.65","9.09","+1,970","+2.22","8.7","+45","+0.05"
"51","00701","國泰股利精選30","34.87","-1.11","-3.09","26W19","05/08","1.32","-24.2","-0.18","1.32","+692","+5.54","1.22","+1,497","+14"
"52","1528","恩德","26","-1.8","-6.47","26W19","05/08","6.37","-1,132","-1.75","6.24","+1,717","+2.83","5.89","-747","-1.25"
"53","00783","富邦中証500","28.06","-1.42","-4.82","26W19","05/08","0.28","+697","+33.5","0.15","-627","-30.1","0.15","+264","+22.2"
"54","00830","國泰費城半導體","87.9","-6.05","-6.44","26W19","05/08","15.4","-21,738","-12.4","15","-18,947","-11.2","14.2","-18,909","-11.8"
"55","00632R","元大台灣50反1","10.77","+0.4","+3.86","26W19","05/08","88.6","-624","-0.07","78.2","-1,821","-0.23","70.7","-185","-0.03"
"56","3131","弘塑","3030","-120","-3.81","26W19","05/08","1.19","+304","+2.61","1.13","+880","+8.47","0.85","0","0"
"57","3338","泰碩","77.3","-1.3","-1.65","26W19","05/08","2.29","+173","+0.76","2.14","+65","+0.3","1.88","0","0"
"58","00928","中信上櫃ESG30","36.12","-1.89","-4.97","26W19","05/08","1.14","+115","+1.02","1.14","+115","+1.02","1.05","+965","+10.1"
"59","3011","今皓","14.55","-0.25","-1.69","26W19","05/08","3.8","-1,279","-3.26","3.6","-553","-1.51","3.32","-538","-1.6"
"60","00897","富邦基因免疫生技","9.74","-0.08","-0.81","26W19","05/08","2.19","+1,429","+6.99","1.63","+2,192","+15.5","1.35","+1,290","+10.5"
"61","00996A","主動兆豐台灣豐收","14.44","-0.55","-3.67","26W19","05/08","3.78","+2,564","+7.29","3.49","+3,644","+11.7","3.11","+3,657","+13.3"
"62","6282","康舒","58.8","-5","-7.84","26W19","05/08","36.1","+5,206","+1.46","35.3","+5,135","+1.48","34.3","+5,083","+1.51"
"63","00981T","平衡凱基雙核收息","12.02","-0.12","-0.99","26W19","05/08","5.44","-44.8","-0.08","4.42","-2,182","-4.71","3.93","-3,031","-7.15"
"64","00983B","大華優利美公債20","15.53","-0.06","-0.38","26W19","05/08","1.4","+258","+1.88","1.4","+1,049","+8.1","1.4","+1,049","+8.1"
"65","4442","竣邦-KY","50.1","-0.6","-1.18","26W19","05/08","2.28","0","0","1.81","0","0","1.27","0","0"
"66","4720","德淵","25","-2.3","-8.42","26W19","05/08","4.53","-27.1","-0.06","4.4","-1,392","-3.07","4.21","-511","-1.2"
"67","8437","大地-KY","10.65","-0.3","-2.74","26W19","05/08","1.52","+120","+0.8","1.38","+93","+0.68","1.19","+74","+0.62"
"68","6225","天瀚","23.65","+0.05","+0.21","26W19","05/08","1.57","0","0","1.51","0","0","1.41","0","0"
"69","6151","晉倫","42.8","-1.9","-4.25","26W19","05/08","1.73","+647","+3.89","1.53","+24","+0.16","1.28","+24","+0.19"
"70","009800","中信NASDAQ","12.76","-0.41","-3.11","26W19","05/08","5.78","-5,023","-7.99","5.48","-4,187","-7.1","5.03","-4,173","-7.66"
"71","00980B","台新特選IG債10+","9.5","0","0","26W19","05/08","2.39","-296","-1.22","2.32","-296","-1.26","2.32","-296","-1.26"
"72","7610","聯友金屬-創","1780","+30","+1.71","26W19","05/08","1.78","-283","-1.56","1.65","+365","+2.27","1.47","+1,262","+9.39"
"73","00972","野村日本動能高息","19.07","-0.17","-0.88","26W19","05/08","0.52","-757","-12.7","0.46","-115","-2.47","0.46","-115","-2.47"
"74","00995A","主動中信台灣卓越","17.09","-0.53","-3.01","26W19","05/08","3.78","-561","-1.46","3.44","-1,171","-3.29","2.86","-1,105","-3.72"
"75","00852L","國泰美國道瓊正2","32.77","-1.02","-3.02","26W19","05/08","0.51","+1,465","+40.7","0.44","+825","+22.9","0.44","+825","+22.9"
"76","00700","富邦恒生國企","16.75","-0.18","-1.06","26W19","05/08","0.29","+803","+38.8","0.09","-444","-31.9","0","-1,391","-100"
"77","00964","中信亞太高股息","14.15","-0.4","-2.75","26W19","05/08","1.19","+3,198","+36.6","0.91","+3,209","+54.6","0.74","+2,472","+50"
"78","3362","先進光","141.5","-6.5","-4.39","26W19","05/08","8.14","-92.8","-0.11","7.37","-20","-0.03","6.99","-20","-0.03"
"79","3290","東浦","49.15","-1.05","-2.09","26W19","05/08","4.7","+309","+0.66","4.29","+289","+0.68","4.1","+289","+0.71"
"80","4931","新盛力","266.5","+24","+9.9","26W19","05/08","1.48","+162","+1.1","1.2","+884","+7.93","0.67","+82.3","+1.24"
"81","5351","鈺創","83.7","-2.5","-2.9","26W19","05/08","10.1","+11,317","+12.6","9.41","+11,042","+13.3","8.63","+12,720","+17.3"
"82","3312","弘憶股","60.8","-6.7","-9.93","26W19","05/08","8.18","-278","-0.34","8.03","-166","-0.21","8.03","-166","-0.21"
"83","6148","驊宏資","38.5","+3.5","+10","26W19","05/08","1.72","+64.7","+0.38","1.57","0","0","1.57","0","0"
"84","00966B","統一ESG投等債15+","13.93","-0.07","-0.5","26W19","05/08","5.07","+1,012","+2.04","4.92","+1,012","+2.1","4.72","+2,012","+4.45"
"85","6806","森崴能源","5.3","-0.34","-6.03","26W19","05/08","15.3","+139","+0.09","15.2","+279","+0.18","15.2","+1,139","+0.76"
"86","00932","兆豐永續高息等權","17.3","-0.65","-3.62","26W19","05/08","2.69","+10,339","+62.4","2.69","+10,948","+68.6","2.59","+10,948","+73.2"
"87","009811","統一美國50","12.74","-0.26","-2","26W19","05/08","5.59","-2,810","-4.79","5.16","-3,538","-6.41","4.27","-4,524","-9.59"
"88","6409","旭隼","900","-28","-3.02","26W19","05/08","4.59","-760","-1.63","3.78","+505","+1.36","3.13","-362","-1.14"
"89","009816","凱基台灣TOP50","14.68","-0.51","-3.36","26W19","05/08","118","-66,229","-5.32","108","-77,795","-6.74","99.8","-75,190","-7.01"
"90","8101","華冠","15.3","-0.9","-5.56","26W19","05/08","3.93","-610","-1.53","3.93","0","0","3.93","0","0"
"91","6657","華安","37.25","-1.45","-3.75","26W19","05/08","2.5","+33","+0.13","2.16","0","0","1.86","0","0"
"92","0051","元大中型100","137.25","-6","-4.19","26W19","05/08","0.33","-79.6","-2.38","0.11","-82.1","-6.98","0.11","-82.1","-6.98"
"93","6418","詠昇","32.05","-2.2","-6.42","26W19","05/08","1.68","0","0","1.62","0","0","1.62","0","0"
"94","8011","台通","18.05","-0.85","-4.5","26W19","05/08","4.85","+89","+0.18","4.65","+765","+1.67","4.2","-99","-0.24"
"95","8043","蜜望實","175","+15.5","+9.72","26W19","05/08","4.63","-491","-1.05","4.63","-491","-1.05","4.63","-491","-1.05"
"96","2457","飛宏","28.25","-1.9","-6.3","26W19","05/08","11.6","+3,754","+3.34","11.1","+4,242","+3.97","10.4","+1,688","+1.66"
"97","4111","濟生","30","-0.15","-0.5","26W19","05/08","2.26","+327","+1.47","2.06","+1,127","+5.79","1.57","+127","+0.82"
"98","00656R","國泰中國A50反1","5.91","+0.17","+2.96","26W19","05/08","1.2","-50","-0.42","1.05","+632","+6.39","0.87","-221","-2.48"
"99","1563","巧新","60.5","-4.8","-7.35","26W19","05/08","8.46","+1,704","+2.06","7.77","+444","+0.57","6.8","-1,272","-1.83"
"100","3706","神達","87.3","-5.1","-5.52","26W19","05/08","68.1","+8,210","+1.22","67","+8,100","+1.22","66.2","+8,184","+1.25"
"101","00895","富邦未來車","49.87","-2.33","-4.46","26W19","05/08","1.56","+792","+5.35","1.43","+914","+6.81","1.35","+1,013","+8.11"
"102","00958B","永豐ESG銀行債15+","9.25","-0.03","-0.32","26W19","05/08","3.4","-4,634","-12","3.32","-4,634","-12.2","3.06","-5,683","-15.7"
"103","00858","永豐美國500大","35.25","-0.85","-2.35","26W19","05/08","1.87","+389","+2.12","1.71","-1,191","-6.5","1.71","-329","-1.88"
"104","6442","光聖","1970","-85","-4.14","26W19","05/08","4.26","+632","+1.51","3.41","-35.7","-0.1","3.14","+1,013","+3.33"
"105","6265","方土昶","52.9","-4.7","-8.16","26W19","05/08","5.06","-3,389","-6.28","4.86","-5,398","-10","4.49","-2,633","-5.54"
"106","00984D","主動聯博全球非投","10","-0.01","-0.1","26W19","05/08","6.87","+13,885","+25.3","6.18","+9,037","+17.1","4.98","+4,541","+10"
"107","3231","緯創","163.5","-7.5","-4.39","26W19","05/08","192","+41,824","+2.23","187","+41,707","+2.28","184","+39,916","+2.22"
"108","2444","兆勁","13.1","-0.4","-2.96","26W19","05/08","2.2","0","0","1.99","0","0","1.71","0","0"
"109","8936","國統","57.7","-5.1","-8.12","26W19","05/08","7.4","+3,079","+4.34","6.98","+2,840","+4.24","6.1","+1,139","+1.9"
"110","00753L","中信中國50正2","9.35","-0.4","-4.1","26W19","05/08","35.8","+2,118","+0.6","32.4","+1,459","+0.45","30.4","+2,236","+0.74"
"111","6438","迅得","148.5","-9","-5.71","26W19","05/08","2.41","-1,520","-5.94","2.28","-2,174","-8.71","2","+461","+2.36"
"112","3008","大立光","3535","-145","-3.94","26W19","05/08","6.64","-1,980","-2.89","6.11","-1,864","-2.96","5.84","-2,864","-4.68"
"113","4919","新唐","160.5","-17.5","-9.83","26W19","05/08","28.3","+452","+0.16","27.3","-848","-0.31","26.9","-1,087","-0.4"
"114","6934","心誠鎂","73.8","+2.2","+3.07","26W19","05/08","2.26","+8","+0.04","2.18","+8","+0.04","2","0","0"
"115","00963","中信全球高股息","12.51","-0.05","-0.4","26W19","05/08","2.3","+430","+1.9","2.17","+1,912","+9.65","1.99","+1,081","+5.75"
"116","4716","大立","16.8","0","0","26W19","05/08","3.16","+17.1","+0.05","2.37","-823","-3.35","2.19","+82","+0.38"
"117","00730","富邦臺灣優質高息","28.06","-1.35","-4.59","26W19","05/08","1.28","+785","+6.54","1.21","+756","+6.64","1.21","+756","+6.64"
"118","00981D","主動中信非投等債","10.32","0","0","26W19","05/08","28.7","+1,323","+0.46","26","+6,553","+2.59","24.1","+6,395","+2.72"
"119","009802","富邦旗艦50","19.14","-0.96","-4.78","26W19","05/08","6.51","+3,966","+6.48","6.14","+4,593","+8.09","5.34","+4,593","+9.41"
"120","00652","富邦印度","31.57","-0.08","-0.25","26W19","05/08","1.72","-1,673","-8.85","1.59","-268","-1.65","1.59","+1,454","+10"
"121","00648R","元大S&P500反1","4.05","+0.08","+2.02","26W19","05/08","6.41","+229","+0.36","5.85","+350","+0.6","5.47","-640","-1.16"
"122","6026","福邦證","17.5","-1.65","-8.62","26W19","05/08","18.6","+5,875","+3.27","17.8","+8,031","+4.71","16.8","+7,134","+4.43"
"123","2468","華經","44.95","+4.05","+9.9","26W19","05/08","3.5","0","0","3.5","0","0","3.5","0","0"
"124","6870","騰雲","274.5","-11","-3.85","26W19","05/08","1.41","+648","+4.8","1.22","0","0","1.22","0","0"
"125","8354","冠好","16.75","+0.05","+0.3","26W19","05/08","4.47","-18","-0.04","4.13","+2","0","3.61","-23","-0.06"
"126","4534","慶騰","31.85","-1.3","-3.92","26W19","05/08","2.43","0","0","2.37","0","0","2.29","0","0"
"127","1708","東鹼","44.2","-4.9","-9.98","26W19","05/08","11.4","-1,394","-1.2","10.6","-5,516","-4.94","9.92","-4,648","-4.48"
"128","3285","微端","31.1","-0.6","-1.89","26W19","05/08","2.44","+3","+0.01","2.38","+3","+0.01","2.08","+1","0"
"129","3550","聯穎","23.55","-0.5","-2.08","26W19","05/08","4.36","-123","-0.28","4.01","-143","-0.36","3.93","+1,600","+4.25"
"130","3147","大綜","284.5","0","0","26W19","05/08","2.24","+27.3","+0.12","2.18","+27.3","+0.13","2.09","0","0"
"131","2421","建準","157","-4.5","-2.79","26W19","05/08","14.2","-3,567","-2.46","12.7","-5,694","-4.28","12.3","-3,802","-3"
"132","00894","中信小資高價30","47.22","-1.77","-3.61","26W19","05/08","2.42","+3,428","+16.5","2.34","+3,974","+20.4","2.26","+4,952","+28"
"133","6712","長聖","139","-1","-0.71","26W19","05/08","3.55","+51.7","+0.15","3.28","+73","+0.22","3.01","+74","+0.25"
"134","6125","廣運","63.1","-1.7","-2.62","26W19","05/08","8.65","-1,557","-1.77","8.24","+378","+0.46","8.07","+1,375","+1.73"
"135","4729","熒茂","23.05","-1.25","-5.14","26W19","05/08","3.99","-74","-0.19","3.78","-74","-0.2","3.7","-74","-0.2"
"136","1513","中興電","169.5","-1","-0.59","26W19","05/08","21","-1,786","-0.85","20","-2,421","-1.19","19.2","-3,336","-1.71"
"137","3406","玉晶光","654","-11","-1.65","26W19","05/08","5.61","-1,387","-2.41","5.19","-2,219","-4.1","4.47","-1,240","-2.7"
"138","2342","茂矽","38.9","-2.5","-6.04","26W19","05/08","6.6","+7,249","+12.3","6.34","+6,619","+11.7","5.98","+7,471","+14.3"
"139","5309","系統電","74","-0.3","-0.4","26W19","05/08","8.61","+2,449","+2.93","8.11","+1,842","+2.32","7.76","+2,695","+3.6"
"140","5490","同亨","28.25","-0.9","-3.09","26W19","05/08","2.81","+512","+1.86","2.55","-773","-2.95","2.36","0","0"
"141","6456","GIS-KY","78.9","-3.6","-4.36","26W19","05/08","16.1","-11,251","-6.55","15.6","-12,654","-7.52","15.2","-12,528","-7.6"
"142","6944","兆聯實業","911","-28","-2.98","26W19","05/08","3.3","+300","+0.92","2.75","+933","+3.51","2.48","0","0"
"143","00900","富邦特選高股息30","18.7","-1.08","-5.46","26W19","05/08","27.7","-675","-0.24","26.6","+1,250","+0.47","25.9","+4,294","+1.68"
"144","5315","光聯","22.25","-0.25","-1.11","26W19","05/08","3.25","-706","-2.12","3.04","+1,336","+4.59","2.44","-1,224","-4.77"
"145","4155","訊映","15","-0.45","-2.91","26W19","05/08","5.34","-642","-1.19","4.86","+797","+1.67","4.42","-10","-0.02"
"146","3481","群創","48.35","-5.35","-9.96","26W19","05/08","359","+540,204","+17.7","347","+543,539","+18.6","338","+552,592","+19.5"
"147","7723","築間","22.8","-0.15","-0.65","26W19","05/08","2.75","+13","+0.05","2.4","+13","+0.05","2.31","+13","+0.06"
"148","00905","FT臺灣Smart","26.23","-0.95","-3.5","26W19","05/08","2.65","-290","-1.08","2.58","-290","-1.11","2.58","+2,591","+11.2"
"149","4526","東台","40.1","-2.05","-4.86","26W19","05/08","11.5","+2,989","+2.66","10.7","+885","+0.84","10.2","+2,706","+2.72"
"150","2478","大毅","152","+2","+1.33","26W19","05/08","7.7","+105","+0.14","7.21","+790","+1.11","6.75","-1,209","-1.76"
"151","00934","中信成長高股息","27.16","-1.42","-4.97","26W19","05/08","5.14","+1,441","+2.89","4.7","-849","-1.77","4.62","-875","-1.86"
"152","2387","精元","41.65","-0.8","-1.88","26W19","05/08","10.8","+117","+0.11","10.6","+117","+0.11","10","0","0"
"153","00935","野村臺灣新科技50","57.5","-2.4","-4.01","26W19","05/08","11.5","+10,051","+9.6","11.1","+9,329","+9.22","11","+8,508","+8.41"
"154","1608","華榮","33.7","-2.4","-6.65","26W19","05/08","40.1","+3,800","+0.96","39.5","+4,695","+1.2","38.7","+3,867","+1.01"
"155","9958","世紀鋼","115","-6","-4.96","26W19","05/08","12.9","+1,266","+0.99","11.8","+791","+0.67","11.5","-150","-0.13"
"156","3376","新日興","236.5","-0.5","-0.21","26W19","05/08","9.2","+1,477","+1.63","8.65","+1,509","+1.78","8.1","+629","+0.78"
"157","00957B","兆豐US優選投等債","13.48","-0.05","-0.37","26W19","05/08","10.7","-5,398","-4.8","10.4","-5,398","-4.96","9.8","-4,513","-4.4"
"158","4924","欣厚-KY","12","-0.75","-5.88","26W19","05/08","2.42","-20","-0.08","2.23","-20","-0.09","2.03","-20","-0.1"
"159","6416","瑞祺電通","82.4","-5","-5.72","26W19","05/08","3.01","+196","+0.66","2.86","+863","+3.11","2.49","+5","+0.02"
"160","8921","沈氏","18.4","+0.45","+2.51","26W19","05/08","3.56","-1","0","3.17","-1","0","2.9","0","0"
"161","9951","皇田","52.5","-0.4","-0.76","26W19","05/08","3.08","0","0","2.73","0","0","2.73","0","0"
"162","2474","可成","220","-10.5","-4.56","26W19","05/08","42.6","+612","+0.14","41.3","-3,750","-0.9","40.5","+318","+0.08"
"163","3675","德微","346","-38","-9.9","26W19","05/08","3.08","+117","+0.38","2.94","0","0","2.94","0","0"
"164","3704","合勤控","46.7","-1","-2.1","26W19","05/08","22.4","+2,513","+1.13","21.5","+254","+0.12","20.9","-1,670","-0.79"
"165","1714","和桐","12.65","+1.15","+10","26W19","05/08","58.8","-2,599","-0.44","56.7","-3,213","-0.56","54.6","-5,807","-1.05"
"166","8034","榮群","23.35","-1","-4.11","26W19","05/08","0.84","-47","-0.55","0.76","-53","-0.69","0.49","0","0"
"167","1786","科妍","60.6","+5.5","+9.98","26W19","05/08","3.45","-92.1","-0.27","3.32","-92.1","-0.28","3.22","-102","-0.32"
"168","00681R","元大美債20反1","21.2","+0.13","+0.62","26W19","05/08","0.7","+10.8","+0.15","0.7","+10.8","+0.15","0.6","-915","-13.2"
"169","3058","立德","9.47","-0.44","-4.44","26W19","05/08","3.92","+180","+0.46","3.58","+102","+0.29","3.29","+16","+0.05"
"170","3027","盛達","20.9","-1.8","-7.93","26W19","05/08","5.24","+1,058","+2.06","4.75","+1,046","+2.25","4.56","+1,040","+2.33"
"171","3535","晶彩科","123","-7.5","-5.75","26W19","05/08","1.94","-458","-2.31","1.74","-1,085","-5.88","1.74","-160","-0.91"
"172","3543","州巧","33.9","-1.05","-3","26W19","05/08","4.91","-18.7","-0.04","4.22","-2,163","-4.87","3.78","-1,403","-3.58"
"173","3060","銘異","28.9","-1.9","-6.17","26W19","05/08","1.81","+850","+4.93","1.62","+1,132","+7.51","1.54","+1,257","+8.91"
"174","3625","西勝","15.1","-0.6","-3.82","26W19","05/08","4.62","-777","-1.66","4.27","-36.5","-0.09","4.02","+17","+0.04"
"175","2103","台橡","21.15","-0.55","-2.53","26W19","05/08","41.6","-433","-0.1","40.5","+69.9","+0.02","39.5","+776","+0.2"
"176","1718","中纖","10","+0.15","+1.52","26W19","05/08","89","-1,000","-0.11","86.3","-287","-0.03","83.7","-174","-0.02"
"177","00981B","第一金優選非投債","9.14","-0.01","-0.11","26W19","05/08","56.9","-465","-0.08","51","-5,671","-1.1","45.6","-5,818","-1.26"
"178","2337","旺宏","143.5","-6.5","-4.33","26W19","05/08","101","-63,671","-5.94","97.7","-65,052","-6.24","96","-66,946","-6.52"
"179","00912","中信臺灣智慧50","32.05","-0.78","-2.38","26W19","05/08","1.2","+196","+1.66","1.13","+48.3","+0.43","1.13","+48.3","+0.43"
"180","1611","中電","13.5","-0.6","-4.26","26W19","05/08","16.2","-312","-0.19","15.6","-285","-0.18","14.8","-285","-0.19"
"181","2731","雄獅","172","-1.5","-0.86","26W19","05/08","3.95","-575","-1.44","3.45","+220","+0.64","3.27","+1,071","+3.39"
"182","2912","統一超","222","-10","-4.31","26W19","05/08","85.8","+60.5","+0.01","83.5","+163","+0.02","82.7","+55","+0.01"
"183","00989A","主動摩根美國科技","17.22","-0.91","-5.02","26W19","05/08","1.37","-1,876","-12.1","1.23","-2,576","-17.3","1.03","-3,573","-25.7"
"184","006203","元大MSCI台灣","183.35","-5.15","-2.73","26W19","05/08","0.72","+11","+0.15","0.72","+11","+0.15","0.62","+11","+0.18"
"185","8436","大江","118.5","-4","-3.27","26W19","05/08","3.94","+90.9","+0.23","3.51","+39.9","+0.11","3.42","+39.9","+0.12"
"186","3363","上詮","829","-79","-8.7","26W19","05/08","4.82","+641","+1.35","4.25","-35.2","-0.08","4.16","-35.2","-0.08"
"187","1605","華新","35.8","-3.75","-9.48","26W19","05/08","313","+82,764","+2.72","310","+84,252","+2.79","307","+84,180","+2.82"
"188","8096","擎亞","119.5","-9","-7","26W19","05/08","6.74","-2,156","-3.1","6.51","-213","-0.33","6.04","-3,011","-4.75"
"189","2031","新光鋼","41.45","-1.9","-4.38","26W19","05/08","16.8","+125","+0.07","16.2","-408","-0.25","16","+4,006","+2.57"
"190","2603","長榮","224","-8","-3.45","26W19","05/08","146","+20,359","+1.42","142","+19,596","+1.4","139","+22,507","+1.65"
"191","009812","野村日本東證","11.89","-0.29","-2.38","26W19","05/08","3.66","+1,000","+2.81","3.3","-544","-1.62","3.21","+327","+1.03"
