"排名","代號","名稱","成交","漲跌價","漲跌幅","持股資料週別","更新日期","持股超過600張(%)","超過600張增減","持股超過800張(%)","超過800張增減","持股超過1千張(%)","超過1千張增減"
"22","6806","森崴能源","4.48","-0.49","-9.86","26W21","05/22","55.4","-1.19","55.2","-1.19","54.5","-1.51"
"23","4739","康普","123.5","-1.5","-1.2","26W21","05/22","37.1","-0.08","31.5","-2.43","31.5","+1.22"
"24","8112","至上","95.5","+2.9","+3.13","26W21","05/22","38.1","-1.73","37.3","-1.75","35.4","-1.44"
"25","00991A","主動復華未來50","18.59","-0.04","-0.21","26W21","05/22","18.4","+1","17.3","+1.09","15.9","+1.41"
"26","00647L","元大S&P500正2","127.8","-1.6","-1.24","26W21","05/22","23.4","+2.22","23.4","+2.22","23.4","+2.22"
"27","00642U","期元大S&P石油","29.08","+0.77","+2.72","26W21","05/22","42.6","+0.97","40","-0.45","39.2","+1.31"
"28","6485","點序","85","-3.4","-3.85","26W21","05/22","28.1","+5.33","26.7","+5.33","21.1","-0.35"
"29","5475","德宏","238","-7","-2.86","26W21","05/22","36.9","-0.03","35.2","-0.15","33.7","+0.63"
"30","3131","弘塑","3035","-70","-2.25","26W21","05/22","41.5","+0.38","38.9","+0.34","36","+0.36"
"31","009809","富邦淨零ESG50","16.51","+0.01","+0.06","26W21","05/22","26","-1.8","23.8","-1.85","21.2","-1.93"
"32","4442","竣邦-KY","53.7","-0.3","-0.56","26W21","05/22","69.1","+0.25","56","0","39.3","0"
"33","3290","東浦","63.6","+5.7","+9.84","26W21","05/22","52.3","-0.06","47","-0.12","45","-0.08"
"34","00852L","國泰美國道瓊正2","31.99","-0.83","-2.53","26W21","05/22","59.4","+1.83","52.6","+1.85","52.6","+1.85"
"35","3231","緯創","152.5","-5.5","-3.48","26W21","05/22","59.1","+0.22","57.7","+0.11","56.7","+0.17"
"36","3260","威剛","394.5","+4.5","+1.15","26W21","05/22","32.2","-1.01","31.2","-1.38","28.7","-2.77"
"37","8043","蜜望實","191.5","-7.5","-3.77","26W21","05/22","59.5","+2.11","58.7","+3.98","57.6","+2.89"
"38","3312","弘憶股","57.8","-1.6","-2.69","26W21","05/22","46.1","+0.42","44.9","-0.78","44.4","-0.36"
"39","3615","安可","50.5","-3.3","-6.13","26W21","05/22","28.9","-2.96","25.9","-3.9","24.6","-3.84"
"40","00984B","大華優利美A債15","16.34","+0.02","+0.12","26W21","05/22","36.5","+4.26","32.8","+5.14","29.3","+4.72"
"41","1528","恩德","25.2","-0.1","-0.4","26W21","05/22","31.4","+1.05","30.3","+1.08","29.3","+1.06"
"42","4720","德淵","23.35","-0.35","-1.48","26W21","05/22","36.5","-1.84","35.3","-1.79","34.5","-2.57"
"43","2399","映泰","46.15","+2","+4.53","26W21","05/22","26","+2.34","24.1","+1.18","20.7","+0.24"
"44","6418","詠昇","31.85","+0.8","+2.58","26W21","05/22","50.9","+2.12","46.8","+0.06","46.8","+0.06"
"45","3118","進階","30.95","-0.15","-0.48","26W21","05/22","29.2","0","17.8","0","12","0"
"46","00972","野村日本動能高息","19.25","-0.1","-0.52","26W21","05/22","28.4","-0.58","25.1","+2.53","25.1","+2.53"
"47","3706","神達","86.5","+0.4","+0.46","26W21","05/22","50.2","0","49.5","+0.23","48.7","+0.17"
"48","8088","品安","57.7","+0.2","+0.35","26W21","05/22","16.7","+0.45","16.7","+0.45","15.1","+1.87"
"49","6934","心誠鎂","70.7","+1.3","+1.87","26W21","05/22","62.8","+0.07","60.5","+0.07","55.5","0"
"50","3043","科風","22.4","-0.45","-1.97","26W21","05/22","13.8","+0.06","13.8","+0.06","11.4","0"
"51","00980B","台新特選IG債10+","9.51","+0.02","+0.21","26W21","05/22","34.6","-5","33.3","-5.1","31.5","-5.25"
"52","7610","聯友金屬-創","1555","-170","-9.86","26W21","05/22","37.7","+1.19","33.6","-0.14","31.9","+1.62"
"53","00656R","國泰中國A50反1","5.94","+0.02","+0.34","26W21","05/22","58.4","+0.16","51.2","+0.16","46.4","+0.16"
"54","6870","騰雲","300","-13.5","-4.31","26W21","05/22","57.2","-2.27","54.4","+3.58","54.4","+3.58"
"55","00681R","元大美債20反1","21.25","+0.02","+0.09","26W21","05/22","91.2","-0.11","91.2","-0.11","79.6","+0.04"
"56","6265","方土昶","57.7","+1.4","+2.49","26W21","05/22","43.4","-1.93","41.2","-2.47","38.9","-0.19"
"57","2468","華經","40.05","-1.2","-2.91","26W21","05/22","50","0","50","0","50","0"
"58","2349","錸德","12.95","-0.1","-0.77","26W21","05/22","23.9","+0.68","21.8","+0.96","19.4","+0.67"
"59","6409","旭隼","846","-9","-1.05","26W21","05/22","49.9","+0.35","44.6","+1.19","36.1","+1.16"
"60","6148","驊宏資","35.05","+0.55","+1.59","26W21","05/22","36.6","-0.02","33.7","0","33.7","0"
"61","2474","可成","205.5","+1","+0.49","26W21","05/22","74.1","-1.12","71.7","-0.99","70.1","-1.48"
"62","3285","微端","37.65","+3.4","+9.93","26W21","05/22","57.2","+0.01","55.7","+0.01","48.8","+0.01"
"63","2912","統一超","229","+1.5","+0.66","26W21","05/22","82.4","-0.25","80.2","-0.19","79.3","-0.3"
"64","3011","今皓","14.05","+0.1","+0.72","26W21","05/22","29.5","+0.54","27.5","0","25.4","+0.04"
"65","3338","泰碩","73.4","-0.3","-0.41","26W21","05/22","26.6","+0.3","22.5","-2.14","21.5","-1.22"
"66","00960","野村全球航運龍頭","17.75","+0.26","+1.49","26W21","05/22","10","+1.68","10","+1.68","8.8","+0.46"
"67","3147","大綜","318","-2","-0.62","26W21","05/22","51.3","+0.06","49.8","+0.06","47.7","0"
"68","1608","華榮","33.55","-0.1","-0.3","26W21","05/22","63.3","+0.05","62.1","-0.26","60.8","-0.41"
"69","6207","雷科","125","-9.5","-7.06","26W21","05/22","21","+4.85","19.3","+4.77","17","+3.64"
"70","00851","台新全球AI","68.65","-0.35","-0.51","26W21","05/22","25.6","0","25.6","0","25.6","0"
"71","8354","冠好","16.5","0","0","26W21","05/22","56.9","+0.02","52.6","+1.02","46","-0.02"
"72","8437","大地-KY","10.5","0","0","26W21","05/22","32.5","+0.07","29.5","+0.06","25.4","+0.01"
"73","8921","沈氏","18.3","+0.1","+0.55","26W21","05/22","76","-0.48","67.5","-0.48","61.7","-0.48"
"74","00957B","兆豐US優選投等債","13.5","+0.02","+0.15","26W21","05/22","48.4","+0.38","46.8","+0.39","44","+0.37"
"75","3008","大立光","4165","+35","+0.85","26W21","05/22","50.3","+0.62","46.2","+0.11","40.8","-2.64"
"76","3689","湧德","113.5","-1.5","-1.3","26W21","05/22","19","-0.04","16.7","-0.91","12.6","0"
"77","2421","建準","142","-3","-2.07","26W21","05/22","50.1","+1.22","46.2","+1.9","43.8","+1.56"
"78","6026","福邦證","16.55","-0.15","-0.9","26W21","05/22","45.3","-0.71","43.6","-0.46","41.5","-0.48"
"79","4729","熒茂","21.1","-0.9","-4.09","26W21","05/22","50.3","-0.05","47.6","-0.12","46.6","-0.12"
"80","00731","復華富時高息低波","85.5","+0.15","+0.18","26W21","05/22","17.4","-2.21","9.08","-5.63","5.87","-8.84"
"81","5351","鈺創","84.3","-1.2","-1.4","26W21","05/22","30.1","-3.44","28.2","-3.4","26.6","-2.8"
"82","00966B","統一ESG投等債15+","13.98","+0.02","+0.14","26W21","05/22","38.1","+0.38","37.1","+0.38","35.6","+0.38"
"83","6442","光聖","1820","-70","-3.7","26W21","05/22","50.9","+0.41","41.2","-0.49","36.7","-0.27"
"84","3362","先進光","164","-7","-4.09","26W21","05/22","56","-0.53","51.7","0","49.1","0"
"85","3704","合勤控","45.95","+0.9","+2","26W21","05/22","57.5","+2.95","55.5","+3.17","54","+2.93"
"86","1605","華新","34.3","0","0","26W21","05/22","70.4","+0.54","69.8","+0.53","69","+0.37"
"87","1563","巧新","60","+2","+3.45","26W21","05/22","38.4","+0.38","35.4","+0.1","31.9","+0.52"
"88","1714","和桐","14.4","+1.3","+9.92","26W21","05/22","60.7","+0.1","58.5","+0.01","56.7","-0.08"
"89","00987B","野村10+澳洲公債","15.81","+0.02","+0.13","26W21","05/22","46.8","-0.93","44.5","-1.75","38.6","-0.9"
"90","1708","東鹼","45.55","-0.95","-2.04","26W21","05/22","47.8","-0.5","45.5","-0.83","43.1","-0.08"
"91","3675","德微","300","+4","+1.35","26W21","05/22","59.8","+1.14","57","-1.68","55.4","0"
"92","2387","精元","39.9","-0.3","-0.75","26W21","05/22","55.4","+0.05","53.5","0","51.2","0"
"93","4924","欣厚-KY","11.95","0","0","26W21","05/22","64.9","-0.14","59.6","-0.14","54.5","-0.14"
"94","6456","GIS-KY","69.2","-2.1","-2.95","26W21","05/22","48.2","+1.15","46.8","+0.92","45.5","+0.94"
"95","2478","大毅","177.5","+7.5","+4.41","26W21","05/22","59.1","+4.76","54.3","+3.3","49.2","-0.57"
"96","00753L","中信中國50正2","9.11","-0.13","-1.41","26W21","05/22","46.2","-2.05","40.9","-2.26","38.2","-2.18"
"97","2603","長榮","226","+3","+1.35","26W21","05/22","67.9","+0.3","66.3","+0.2","64.8","+0.36"
"98","00648R","元大S&P500反1","4.1","+0.02","+0.49","26W21","05/22","42.9","-0.66","39","-1.2","35.1","-1.31"
"99","00928","中信上櫃ESG30","35.42","-0.03","-0.08","26W21","05/22","40.3","+0.44","37.9","+6.84","37.9","+6.84"
"100","00930","永豐ESG低碳高息","23.72","+0.09","+0.38","26W21","05/22","8.44","-6.01","6.96","-6.59","5.76","-6.73"
"101","7723","築間","22.6","-0.2","-0.88","26W21","05/22","55.3","0","48.4","0","46.5","0"
"102","00864B","中信美國公債0-1","45.99","+0.08","+0.17","26W21","05/22","30.3","-2.16","27.4","-3.45","25.6","-2.41"
"103","6151","晉倫","41.85","+2.45","+6.22","26W21","05/22","31","-1.21","27","-0.11","20.9","-0.09"
"104","3406","玉晶光","693","+16","+2.36","26W21","05/22","50","+0.05","45","-0.55","40.3","+0.99"
"105","00981D","主動中信非投等債","10.36","+0.03","+0.29","26W21","05/22","39.7","-3.01","35.5","-3.06","32","-3.4"
"106","00403A","主動統一升級50","9.99","-0.05","-0.5","26W21","05/22","12","+1.14","10.4","+1.1","8.64","+1.26"
"107","3550","聯穎","28.6","+0.15","+0.53","26W21","05/22","41.2","+1.12","38.4","+0.32","36.9","+0.38"
"108","5309","系統電","66.6","-1","-1.48","26W21","05/22","40.5","+2.37","39.6","+3.04","38","+3.55"
"109","4111","濟生","29.8","-0.15","-0.5","26W21","05/22","37.9","+0.03","34.6","+0.03","28.1","+0.03"
"110","00632R","元大台灣50反1","10.83","+0.01","+0.09","26W21","05/22","35.6","-0.96","30.9","-0.9","27.6","-0.95"
"111","1503","士電","215","-2","-0.92","26W21","05/22","73.2","-0.35","72.7","+0.06","72","+0.05"
"112","00932","兆豐永續高息等權","17.43","0","0","26W21","05/22","11","-1.04","11","-0.62","9.8","-1.15"
"113","3491","昇達科","1680","+45","+2.75","26W21","05/22","26.6","+1.69","16.9","+2.51","11.6","-0.09"
"114","2440","太空梭","17.25","+0.2","+1.17","26W21","05/22","68.6","-0.24","67.1","-0.25","67.1","-0.25"
"115","1513","中興電","164","-0.5","-0.3","26W21","05/22","40.1","-0.79","38.4","-0.55","37.5","-0.17"
"116","9958","世紀鋼","111.5","+0.5","+0.45","26W21","05/22","50.7","-1.23","46.7","-1.19","45.3","-1.5"
"117","4526","東台","39.25","+1.25","+3.29","26W21","05/22","47.1","+2.7","44.4","+3.24","41.9","+3.19"
"118","2342","茂矽","39.7","+0.85","+2.19","26W21","05/22","39.3","+1.49","37.5","+0.99","35.8","+1.61"
"119","00964","中信亞太高股息","14.19","+0.12","+0.85","26W21","05/22","25.1","+3.74","19.8","+5.66","17.3","+6"
"120","00892","富邦台灣半導體","42.03","+0.54","+1.3","26W21","05/22","15.1","+0.2","12.8","-0.22","11.4","+0.1"
"121","6104","創惟","98.6","-1.4","-1.4","26W21","05/22","15.2","+0.72","9.77","-0.07","8.83","-0.07"
"122","2457","飛宏","28.8","-0.7","-2.37","26W21","05/22","27.6","+0.5","26.5","+0.47","25","+0.88"
"123","1718","中纖","9.05","+0.15","+1.69","26W21","05/22","52.9","-0.15","51.3","-0.05","49.9","-0.15"
"124","006203","元大MSCI台灣","181.05","-2.45","-1.34","26W21","05/22","71","+0.05","71","+0.05","61.3","+0.05"
"125","3289","宜特","152","-5.5","-3.49","26W21","05/22","19.9","-0.44","16.7","-0.36","9.16","-1.33"
"126","3376","新日興","203.5","-8","-3.78","26W21","05/22","45.7","+2.79","42.3","+2.46","40.9","+2.01"
"127","3481","群創","46.95","+3.65","+8.43","26W21","05/22","50.3","+2.5","48.8","+2.51","47.7","+2.5"
"128","00981T","平衡凱基雙核收息","11.99","-0.03","-0.25","26W21","05/22","28","-1.08","23.2","+0.28","21.1","-0.12"
"129","2103","台橡","22.15","+1.1","+5.23","26W21","05/22","50.7","-0.6","49.7","-0.73","48.3","-0.31"
"130","1786","科妍","56.7","-0.2","-0.35","26W21","05/22","46.7","+0.61","45","+0.61","43.7","+0.58"
"131","00877","復華中國5G","42.1","-0.22","-0.52","26W21","05/22","13.7","-0.18","11","+0.7","7.76","+0.78"
"132","8011","台通","17.95","+0.1","+0.56","26W21","05/22","28.6","-0.48","27.3","+0.37","24.6","-0.7"
"133","00830","國泰費城半導體","87.1","0","0","26W21","05/22","21.7","-1.41","20.9","-1.45","19.8","-1.05"
"134","009800","中信NASDAQ","12.67","-0.04","-0.31","26W21","05/22","20.3","+0.76","19.3","+0.28","18.1","+0.62"
"135","3653","健策","3620","-180","-4.74","26W21","05/22","64","+0.44","62.2","+0.9","58.4","+0.87"
"136","2337","旺宏","140","+5","+3.7","26W21","05/22","44.2","-6.36","42.4","-6.58","41.5","-6.51"
"137","8936","國統","55.2","+0.3","+0.55","26W21","05/22","28.6","-0.74","26.9","-0.52","24.4","-0.17"
"138","6670","復盛應用","282","+0.5","+0.18","26W21","05/22","71.3","+0.02","65.1","+0.01","61.8","+0.01"
"139","6125","廣運","59.9","+0.4","+0.67","26W21","05/22","34","+0.08","32.1","+0.24","30.3","-0.49"
"140","6944","兆聯實業","937","+29","+3.19","26W21","05/22","41.9","+0.76","34.7","0","32.4","0"
"141","6609","瀧澤科","41.7","-1.3","-3.02","26W21","05/22","55.5","0","54.6","+0.07","53.4","+0.04"
"142","1611","中電","13.3","-0.25","-1.85","26W21","05/22","50.1","-0.03","48.3","-0.27","45.1","-0.59"
"143","2618","長榮航","37.7","+0.45","+1.21","26W21","05/22","71.5","+0.09","70.2","+0.08","69.3","+0.04"
"144","2031","新光鋼","41.85","+0.2","+0.48","26W21","05/22","51.6","-0.18","49.7","-0.19","48.6","-0.7"
"145","9941","裕融","87.7","+1.3","+1.5","26W21","05/22","66.5","0","65.2","+0.02","64.4","+0.18"
"146","2357","華碩","784","-12","-1.51","26W21","05/22","68.8","-0.36","66.1","-0.49","62.4","0"
"147","8096","擎亞","121","+3","+2.54","26W21","05/22","49.1","+4.62","47.2","+4.11","45.3","+3.45"
"148","00958B","永豐ESG銀行債15+","9.29","+0.03","+0.32","26W21","05/22","23.7","+0.05","22.8","-0.44","21.6","+0.13"
"149","9951","皇田","52.6","-0.3","-0.57","26W21","05/22","43.1","+0.17","37.3","0","37.3","0"
"150","4919","新唐","172.5","+13.5","+8.49","26W21","05/22","65.5","+1.76","63.7","+1.89","62.4","+1.89"
"151","6657","華安","32.95","-2.05","-5.86","26W21","05/22","28.2","-0.67","24.3","0","21","0"
"152","009812","野村日本東證","11.84","-0.03","-0.25","26W21","05/22","31.8","+1.34","28.5","+0.75","27.6","+2.45"
"153","6214","精誠","142","-1.5","-1.05","26W21","05/22","53.2","+0.36","49","+0.11","46","-0.24"
"154","4534","慶騰","30","-1.5","-4.76","26W21","05/22","28","0","27.3","0","26.4","0"
"155","00684R","期元大美元指反1","15.1","0","0","26W21","05/22","78","+0.14","70.3","+0.14","50.6","+0.14"
"156","3022","威強電","86.2","+1.2","+1.41","26W21","05/22","56.4","+0.74","55.2","+0.72","52.1","+0.15"
"157","00783","富邦中証500","28.6","+0.29","+1.02","26W21","05/22","21","-5.36","15.2","+1.67","15.2","+1.67"
"158","8454","富邦媒","396","-43.5","-9.9","26W21","05/22","77.2","+0.25","76.2","0","75.5","-0.01"
"159","6438","迅得","144","-2","-1.37","26W21","05/22","29.2","-0.14","27.7","-0.04","24.2","-0.04"
"160","00665L","富邦恒生國企正2","8.91","-0.13","-1.44","26W21","05/22","52.3","-0.51","47.7","-0.77","44.2","-0.33"
"161","6416","瑞祺電通","81.8","+0.1","+0.12","26W21","05/22","41.6","+0.27","41.6","+0.27","35.3","+0.03"
"162","00970B","新光BBB投等債20+","9.42","+0.02","+0.21","26W21","05/22","56.7","+0.23","55.3","+0.39","53.7","+0.39"
"163","2481","強茂","137","+1.5","+1.11","26W21","05/22","63.2","-0.84","61.1","-0.64","58.9","-0.18"
"164","4155","訊映","15.35","-0.3","-1.92","26W21","05/22","37.6","+0.76","34.3","+0.76","31.3","+0.75"
"165","1809","中釉","48.3","-2.4","-4.73","26W21","05/22","52.5","+0.13","50.3","+0.6","48.1","+0.06"
"166","9906","欣巴巴","43.7","-2.55","-5.51","26W21","05/22","75","-0.03","73.5","-0.03","72.3","-0.03"
"167","3162","精確","83.6","-1.9","-2.22","26W21","05/22","61.3","+1.58","60","+2.54","57.1","+0.82"
"168","4716","大立","16.5","+0.05","+0.3","26W21","05/22","33.3","0","26","+0.89","23.1","-0.04"
"169","00652","富邦印度","31.58","-0.15","-0.47","26W21","05/22","24.6","+0.41","22.7","+0.41","22.7","+0.41"
"170","8930","青鋼","27.6","0","0","26W21","05/22","60.8","+0.02","57.6","+0.01","55.3","+0.01"
"171","1303","南亞","96.9","+2.1","+2.22","26W21","05/22","83.2","+0.1","82.5","+0.08","81.7","+0.04"
"172","2385","群光","139","0","0","26W21","05/22","75.2","-0.02","72.7","+0.16","71.3","+0.42"
"173","2458","義隆","146","-0.5","-0.34","26W21","05/22","54.6","+1.24","51.8","+0.06","49.1","+0.04"
"174","3713","新晶投控","16","-0.15","-0.93","26W21","05/22","46.9","+0.71","45.4","+0.02","42.3","0"
"175","009811","統一美國50","12.57","-0.05","-0.4","26W21","05/22","18.1","-1.04","16.1","-1.61","13.4","-1.7"
"176","2492","華新科","417.5","+10","+2.45","26W21","05/22","69","+1.94","67.8","+2.38","66.9","+2.38"
"177","6170","統振","51.7","-0.3","-0.58","26W21","05/22","51.2","+0.02","50.5","0","47.7","0"
"178","3625","西勝","15.1","-0.05","-0.33","26W21","05/22","40.7","0","37.1","0","35.7","0"
"179","2731","雄獅","152","-2.5","-1.62","26W21","05/22","44.6","+2.47","40","+0.89","37.2","+1.85"
"180","5481","新華","19.5","+0.05","+0.26","26W21","05/22","59.5","-0.02","54.9","-0.04","51.3","0"
"181","00795B","中信美國公債20年","26.73","+0.04","+0.15","26W21","05/22","52.6","+2.66","51.8","+2.63","50.8","+2.63"
"182","1319","東陽","102","-5","-4.67","26W21","05/22","80.9","+0.15","80","+0.27","79.7","+0.27"
"183","3027","盛達","20.2","-0.2","-0.98","26W21","05/22","40.7","+0.42","36.3","-0.12","34.9","-0.12"
"184","1437","勤益控","29.15","+0.4","+1.39","26W21","05/22","75","+0.14","70.1","+0.06","65.8","+0.06"
"185","6112","邁達特","46.6","-1","-2.1","26W21","05/22","57.5","-0.03","57.1","-0.03","56.1","-0.03"
"186","5490","同亨","28.25","-0.35","-1.22","26W21","05/22","29.6","+0.19","27.5","+0.92","25.6","+0.02"
"187","00926","凱基全球菁英55","24.45","-0.07","-0.29","26W21","05/22","39.9","+1.15","38.3","+1.2","37.2","+1.05"
"188","3543","州巧","31.35","-0.75","-2.34","26W21","05/22","42.2","+0.21","39.1","+0.81","35.2","+0.91"
"189","6598","ABC-KY","24.5","-0.4","-1.61","26W21","05/22","46.3","-0.69","43.5","-0.04","39","+0.01"
"190","6861","睿生光電","303.5","-13.5","-4.26","26W21","05/22","51","-0.41","51","-0.41","51","-0.41"
"191","00897","富邦基因免疫生技","9.59","-0.03","-0.31","26W21","05/22","14.5","+0.54","11.4","+0.54","9.56","+0.55"
"192","8101","華冠","15.05","-1.55","-9.34","26W21","05/22","79.4","0","79.4","0","79.4","0"
"193","8131","福懋科","68.7","+1.8","+2.69","26W21","05/22","70.1","-0.54","69","-0.4","68.8","-0.62"
"194","1326","台化","46.25","+0.05","+0.11","26W21","05/22","80.4","-0.3","79.6","-0.32","78.9","-0.34"
"195","2382","廣達","370","-10.5","-2.76","26W21","05/22","83.9","-0.96","82.6","-0.86","81.2","-0.84"
"196","5902","德記","36","0","0","26W21","05/22","82.6","+0.06","81.9","+0.06","79","+0.02"
"197","00937B","群益ESG投等債20+","14.89","+0.02","+0.13","26W21","05/22","54.3","+0.33","51.8","+0.32","49.9","+0.37"
"198","2065","世豐","34.6","+0.7","+2.06","26W21","05/22","47.5","+0.19","44.3","-0.86","39.6","-1.13"
"199","2444","兆勁","12.8","-0.15","-1.16","26W21","05/22","21.7","-0.03","19.6","-0.03","16.8","0"
"200","5234","達興材料","381","-3","-0.78","26W21","05/22","60.9","-1.05","58.2","+0.15","57.3","-0.78"
"201","3363","上詮","728","-19","-2.54","26W21","05/22","41.3","-0.7","36.2","+1.01","35.4","+1.84"
"202","4931","新盛力","234","-18","-7.14","26W21","05/22","24.5","-2.72","18.2","-3.07","15.4","-3.07"
"203","00995A","主動中信台灣卓越","16.95","-0.08","-0.47","26W21","05/22","12.6","+0.06","11.1","+0.06","10.5","+0.64"
"204","6182","合晶","80.9","+2.4","+3.06","26W21","05/22","30.7","+3.36","29.8","+3.3","28.5","+2.98"
"205","6890","來億-KY","284","+4","+1.43","26W21","05/22","88.6","-0.01","88","-0.04","86.9","-0.45"
"206","3049","精金","13.6","-0.2","-1.45","26W21","05/22","45.4","-0.26","44.3","-0.14","43.1","-0.37"
"207","3508","位速","18.6","-0.15","-0.8","26W21","05/22","39","+0.13","35.7","+0.07","33.1","+0.07"
"208","2323","中環","10.85","-0.05","-0.46","26W21","05/22","40.8","-0.24","38.7","-0.68","37.1","-0.61"
"209","2409","友達","23.15","+0.2","+0.87","26W21","05/22","50.9","+1.68","49.4","+1.82","48.2","+1.77"
"210","5315","光聯","22.05","-0.1","-0.45","26W21","05/22","30.7","+0.32","26.8","-0.96","22.6","-0.18"
"211","3311","閎暉","37","-0.35","-0.94","26W21","05/22","53.1","-0.06","50.9","-0.08","50","0"
"212","00981B","第一金優選非投債","9.17","+0.02","+0.22","26W21","05/22","41.6","-0.55","37","-0.54","33.2","-0.47"
"213","00858","永豐美國500大","35.05","-0.14","-0.4","26W21","05/22","13.1","-1.78","13.1","-0.56","12.4","-1.25"
"214","8444","綠河-KY","4.9","-0.07","-1.41","26W21","05/22","77.7","+0.04","75.2","0","74.5","0"
"215","2354","鴻準","56.2","-0.1","-0.18","26W21","05/22","43.5","-0.55","42.7","-0.51","42","-0.45"
"216","00939","統一台灣高息動能","20.72","+0.01","+0.05","26W21","05/22","6.86","-2.7","6.33","-2.67","5.58","-2.7"
"217","5340","建榮","85.8","+0.1","+0.12","26W21","05/22","56.5","-0.96","55.1","+0.02","53.2","+0.01"
"218","5604","中連","30.8","-0.1","-0.32","26W21","05/22","61.9","0","57.9","0","52.9","0"
"219","00945B","凱基美國非投等債","14.48","+0.04","+0.28","26W21","05/22","35.7","+0.56","33.9","+0.4","31.8","+0.29"
"220","00730","富邦臺灣優質高息","28.2","-0.29","-1.02","26W21","05/22","17.2","-0.55","16.3","-1.5","16.3","-0.29"
"221","5464","霖宏","69.9","+2.4","+3.56","26W21","05/22","68","+1.35","64.1","-0.49","56.2","-1.8"
"222","5009","榮剛","35.35","-0.1","-0.28","26W21","05/22","45.9","-0.64","44.9","-0.3","44","+0.13"
"223","3466","德晉","31.35","-1.6","-4.86","26W21","05/22","42.9","-0.8","34.2","-1.07","32","+0.01"
"224","1432","大魯閣","17.2","-0.1","-0.58","26W21","05/22","53.9","+0.01","53.9","+0.01","53","+0.01"
"225","2887","台新新光金","28.75","-0.15","-0.52","26W21","05/22","71.1","+0.15","69.7","+0.16","68.7","+0.16"
"226","2108","南帝","29.95","+1.7","+6.02","26W21","05/22","68.1","+0.04","66.5","+0.18","64.5","+0.15"
"227","5521","工信","10.25","-1","-8.89","26W21","05/22","57","+0.18","54.9","+0.15","53.6","-0.24"
"228","8436","大江","119.5","+1","+0.84","26W21","05/22","34.2","+0.66","30.7","+0.8","29.1","+0.07"
"229","9802","鈺齊-KY","79","-1.9","-2.35","26W21","05/22","60.4","-0.02","58","-0.3","56.3","+0.53"
"230","8121","越峰","43.5","-1","-2.25","26W21","05/22","58.2","+0.71","55.8","+0.35","54.2","+1.13"
"231","00963","中信全球高股息","12.64","+0.12","+0.96","26W21","05/22","25.1","-0.03","22.8","+0.01","20.7","-0.92"
"232","3515","華擎","243.5","+0.5","+0.21","26W21","05/22","67","-0.17","65.9","-0.69","62.8","0"
"233","1504","東元","68.4","-1.1","-1.58","26W21","05/22","72.1","+0.01","71","+0.13","70.2","+0.1"
