排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 賣出 佔 成交,2日 賣出 佔 成交,3日 賣出 佔 成交,5日 賣出 佔 成交,10日 賣出 佔 成交,1個月 賣出 佔 成交,3個月 賣出 佔 成交,半年 賣出 佔 成交,1年 賣出 佔 成交,3年 賣出 佔 成交,10年 賣出 佔 成交,今年 賣出 佔 成交
1,2892,第一金,27.75,-1.25,-4.31,05/20,94.2,89.3,88.9,82.8,68.1,64.7,61.2,52.4,51.7,53.1,45.1,60.9
2,00870B,元大15年EM主權債,27.62,-0.17,-0.61,05/20,0.0,0.0,85.9,72.5,59.5,38.9,0.66,0.92,1.6,3.44,,0.86
3,2633,台灣高鐵,25.85,-0.1,-0.39,05/20,84.3,79.7,82.0,83.9,75.5,63.9,68.7,68.2,62.0,52.5,,67.8
4,1102,亞泥,34.5,-0.3,-0.86,05/20,93.4,77.6,82.0,83.1,73.8,59.2,64.6,65.9,62.4,53.9,48.3,63.0
5,1726,永記,76.8,-0.1,-0.13,05/20,88.6,83.5,81.9,61.0,57.1,49.0,39.8,32.6,25.6,38.0,37.7,34.3
6,4442,竣邦-KY,51.0,0.0,0.0,05/20,82.9,68.5,81.0,58.2,55.1,51.0,24.2,29.1,25.4,,,24.9
7,2923,鼎固-KY,20.55,-0.85,-3.97,05/20,81.2,77.6,77.7,82.4,50.3,36.1,37.6,37.8,42.1,40.3,29.9,36.7
8,2330,台積電,2185.0,-20.0,-0.91,05/20,76.3,79.0,77.4,70.0,67.9,64.2,63.8,61.3,56.1,56.9,59.9,62.7
9,6581,鋼聯,107.0,-0.5,-0.47,05/20,73.4,72.6,76.6,48.0,28.5,24.1,24.8,21.8,19.6,17.1,,23.1
10,4938,和碩,77.2,0.3,0.39,05/20,76.9,74.0,76.4,70.7,63.4,56.8,48.4,47.4,51.3,49.3,48.7,45.9
11,2912,統一超,222.0,-5.5,-2.42,05/20,87.9,76.7,75.6,72.4,70.8,70.9,56.0,59.1,60.7,63.7,67.4,56.3
12,1216,統一,73.4,-1.4,-1.87,05/20,82.2,74.1,75.0,57.3,46.5,51.7,56.9,60.8,59.6,62.4,65.6,57.0
13,1590,亞德客-KY,1405.0,-25.0,-1.75,05/20,65.7,73.0,74.0,70.8,71.0,72.4,74.0,71.6,72.9,72.1,54.1,70.8
14,2207,和泰車,466.5,-2.0,-0.43,05/20,83.3,70.1,73.7,73.0,71.4,71.6,69.3,70.5,70.4,68.9,61.0,68.5
15,2204,中華,52.2,0.2,0.38,05/20,67.4,66.6,73.0,65.7,55.5,51.1,48.6,45.6,43.4,34.4,32.2,46.0
16,1101,台泥,24.15,-0.05,-0.21,05/20,73.9,70.9,71.8,69.7,59.6,57.8,53.8,46.2,44.0,47.5,45.4,47.0
17,2849,安泰銀,13.15,-0.15,-1.13,05/20,78.6,71.3,71.6,69.7,51.8,40.3,38.9,36.2,36.3,34.3,27.0,37.2
18,2393,億光,63.4,1.0,1.6,05/20,72.8,68.2,70.8,62.0,55.8,50.9,41.8,37.7,40.5,40.5,30.6,40.0
19,8070,長華*,42.8,0.15,0.35,05/20,56.5,66.0,70.1,62.0,51.1,38.5,23.8,11.6,5.04,1.42,0.76,21.6
20,2382,廣達,290.0,0.0,0.0,05/20,65.4,66.0,70.0,65.5,59.8,52.9,46.8,47.4,43.6,35.8,41.5,45.1
21,5534,長虹,75.6,0.1,0.13,05/20,64.8,68.4,70.0,68.9,57.9,54.6,44.0,39.5,44.1,35.8,31.6,44.1
22,2884,玉山金,31.7,-0.3,-0.94,05/20,83.8,68.2,69.6,65.7,57.9,51.8,55.8,59.2,55.8,51.6,49.8,56.0
23,6589,台康生技,43.6,-0.3,-0.68,05/20,52.8,63.8,69.3,59.6,52.1,42.2,39.1,36.8,34.4,27.0,,37.9
24,2636,台驊控股,64.8,0.5,0.78,05/20,71.5,62.7,69.3,61.4,48.3,40.1,30.7,31.8,34.6,33.4,19.9,31.6
25,2206,三陽工業,58.3,-0.4,-0.68,05/20,82.6,65.0,69.1,51.9,44.2,36.7,39.9,38.3,42.1,28.4,23.3,38.7
26,4147,中裕,48.85,-0.35,-0.71,05/20,67.0,70.3,68.0,42.8,38.4,36.4,40.3,39.1,33.2,25.9,19.0,39.0
27,4746,台耀,51.6,0.0,0.0,05/20,49.3,58.7,67.8,51.8,47.2,39.8,37.4,38.0,36.1,28.6,19.0,36.6
28,2548,華固,123.5,-1.0,-0.8,05/20,62.3,69.4,67.8,61.0,53.5,49.6,33.8,31.5,34.0,35.8,34.3,33.8
