"排名","代號","名稱","成交","漲跌價","漲跌幅","成交張數","更新日期","當日增減張數","2日增減張數","3日增減張數","5日增減張數","10日增減張數","1個月增減張數","3個月增減張數","半年增減張數","1年增減張數","今年增減張數"
"31","1409","新纖","16.85","-0.35","-2.03","7,370","05/12","-465","-602","-689","-2,159","-2,872","-418","-749","-5,071","+5,272","-2,722"
"32","3715","定穎投控","180.5","-1","-0.55","8,671","05/12","-145","-10","+328","-2,126","+1,194","-3,940","-8,400","-9,674","+15,972","-7,336"
"33","6205","詮欣","85.9","-0.2","-0.23","2,464","05/12","+100","+271","-76","-2,068","+1,667","+4,836","+5,581","+5,495","+5,148","+4,299"
"34","2328","廣宇","54","-0.7","-1.28","8,617","05/12","-298","-325","-803","-2,042","+2,207","+2,245","-658","-2,362","+2,315","-1,317"
"35","2231","為升","112","+3","+2.75","546","05/12","-43","-300","-282","-1,877","-2,323","-2,467","-1,902","-2,448","+1,760","-2,517"
"36","3707","漢磊","77.2","+2.3","+3.07","22,931","05/12","-644","+295","-631","-1,874","+1,609","+723","+591","+3,353","+7,693","+3,570"
"37","3289","宜特","181.5","0","0","4,866","05/12","-261","+49","-466","-1,864","-1,817","-3,019","+854","+2,788","+3,939","+2,665"
"38","1809","中釉","40.4","+0.8","+2.02","34,259","05/12","-2,054","-365","-183","-1,831","+988","+1,485","+3,079","+3,207","+2,875","+4,039"
"39","2426","鼎元","69.9","+3.2","+4.8","3,001","05/12","-512","-1,561","-3,016","-1,823","+8,770","+2,637","+15,618","+15,759","+16,823","+15,470"
"40","8131","福懋科","67","-0.5","-0.74","6,375","05/12","-282","-400","-555","-1,817","-910","-1,476","-2,867","+2,446","+6,552","-2,152"
"41","8069","元太","195.5","+17.5","+9.83","61,919","05/12","-8,000","-7,509","-4,460","-1,813","-724","-487","+1,335","+2,136","+3,700","+2,764"
"42","00637L","元大滬深300正2","22.36","+0.46","+2.1","26,481","05/12","-177","-1,401","-1,314","-1,778","-3,574","-20,580","-39,721","-47,033","-166,946","-24,285"
"43","9105","泰金寶-DR","5.69","-0.11","-1.9","13,871","05/12","-268","-1,054","-1,124","-1,765","-4,293","+1,061","+683","+2,627","+8,493","-597"
"44","1597","直得","187","+5","+2.75","1,703","05/12","+20","+96","-58","-1,762","+782","+1,952","+4,080","+3,680","+3,979","+3,894"
"45","6278","台表科","214.5","-1","-0.46","19,358","05/12","+121","+946","+50","-1,640","+2,347","+14,815","+17,508","+17,169","+17,641","+16,501"
"46","8046","南電","900","-8","-0.88","15,711","05/12","-53","-77","-314","-1,553","-939","+323","-2,494","-1,787","+2,123","-3,155"
"47","6165","浪凡","49.95","-1.85","-3.57","1,303","05/12","+23","+43","-862","-1,545","-6,004","-6,233","-6,522","-7,176","-8,468","-6,942"
"48","2371","大同","30.1","-0.45","-1.47","18,801","05/12","+85","-136","+8","-1,541","-1,736","+523","+2,152","-4,311","-14,987","-6,278"
"49","2486","一詮","270.5","-11","-3.91","3,038","05/12","-339","-393","-541","-1,529","+2,090","+855","-2,664","-2,548","-1,062","-2,587"
"50","3011","今皓","13.45","-0.3","-2.18","1,582","05/12","-592","-605","-824","-1,497","-1,364","+911","+1,857","+2,244","+2,310","+1,222"
"51","00650L","復華香港正2","18.2","+0.24","+1.34","4,581","05/12","-72","+121","+215","-1,436","-1,342","+1,147","-532","-8,097","-27,706","-5,251"
"52","6257","矽格","210","-2.5","-1.18","12,870","05/12","-82","-125","-556","-1,378","-463","-1,882","+3,453","+7,264","+6,414","-2,319"
"53","2451","創見","351","+7.5","+2.18","15,721","05/12","-229","+759","-1,424","-1,332","-121","+941","+196","+3,136","+5,404","+730"
"54","4991","環宇-KY","740","+54","+7.87","1,479","05/12","-244","-485","-630","-1,298","+189","-480","-1,978","-8,696","-3,170","-3,664"
"55","6016","康和證","24","-0.05","-0.21","16,230","05/12","-1,067","-2,799","-2,661","-1,271","-1,188","-944","+157","+6,972","+4,839","+6,990"
"56","2330","台積電","2255","+20","+0.89","54,240","05/12","-327","+444","+235","-1,223","-1,884","-142","+5,831","+9,037","+6,371","+5,309"
"57","2338","光罩","50.5","+0.5","+1","6,618","05/12","-109","-88","-1,691","-1,222","-862","-113","+802","+312","+465","+756"
"58","6207","雷科","68.8","+0.5","+0.73","7,685","05/12","-103","-515","-719","-1,220","+500","+980","+718","+127","+1,889","+782"
"59","9907","統一實","16.85","-0.15","-0.88","4,357","05/12","+28","-284","-447","-1,169","-1,119","-998","-1,170","-1,437","-4,142","-2,186"
"60","2027","大成鋼","39.7","-0.25","-0.63","23,834","05/12","+26","-298","-963","-1,168","-4,007","-3,584","+1,243","+4,730","+21,715","+2,273"
"61","2354","鴻準","62.5","+0.9","+1.46","26,968","05/12","+127","+255","-72","-1,141","+2,902","+1,972","+215","-5,949","+5,092","-2,745"
"62","4958","臻鼎-KY","407","-5","-1.21","40,078","05/12","+197","+1,059","+92","-1,132","-160","+8,413","+4,842","+19,769","+23,660","+19,065"
"63","6451","訊芯-KY","456.5","+1","+0.22","6,956","05/12","+59","-287","-1,054","-1,125","-319","-1,643","+4,935","+6,158","+6,430","+5,994"
"64","8096","擎亞","96.9","-1.4","-1.42","17,450","05/12","+126","-270","-587","-1,118","-211","-771","+9,978","+9,471","+11,211","+12,984"
"65","3455","由田","292","+6","+2.1","538","05/12","-89","-254","-466","-1,086","+474","+313","+1,736","+1,811","+3,203","+1,585"
"66","6679","鈺太","324.5","-2.5","-0.76","475","05/12","-39","-138","-225","-1,076","-1,045","-819","+975","+1,520","+2,424","+1,984"
"67","3543","州巧","38.25","-0.35","-0.91","1,067","05/12","-697","-984","-919","-1,074","-1,193","-2,678","-1,073","+3,182","+5,726","+2,475"
"68","4989","榮科","94.5","-0.1","-0.11","11,633","05/12","+289","+56","-773","-1,068","+25","-1,877","+7,087","+7,809","+18,353","+4,916"
"69","5243","乙盛-KY","103.5","-3.5","-3.27","4,199","05/12","-570","-836","-794","-1,060","-613","-1,942","-704","-2,209","+6,944","-1,974"
"70","6488","環球晶","785","-50","-5.99","3,617","05/12","+147","-7","-505","-1,046","+2,846","+3,472","+3,428","+3,093","+2,474","+2,769"
"71","3163","波若威","1065","+25","+2.4","538","05/12","-41","-78","-252","-1,021","-304","-123","-1,322","-4,967","-4,091","-4,157"
"72","3605","宏致","81.8","-0.5","-0.61","5,109","05/12","-107","-109","-616","-975","+159","+129","-816","-1,291","-1,484","+180"
"73","00993A","主動安聯台灣","13.28","-0.03","-0.23","18,996","05/12","-126","-530","-444","-966","-81","-763","-7,896","","",""
"74","3535","晶彩科","127.5","+1.5","+1.19","2,483","05/12","-18","-32","-248","-961","+1","-42","-2,293","-2,280","+4,393","-2,683"
"75","00738U","期元大道瓊白銀","69.45","+4.5","+6.93","17,422","05/12","+116","-92","-337","-948","-659","-1,017","-4,901","+2,845","-10,942","-4,961"
"76","3105","穩懋","512","-14","-2.66","32,043","05/12","+135","+575","+274","-947","+2,045","+2,616","+3,264","+36,783","+37,009","+19,343"
"77","00919","群益台灣精選高息","25.73","-0.02","-0.08","201,467","05/12","-17","-173","-424","-946","-2,717","-6,854","-362","-6,254","-13,393","-2,460"
"78","1714","和桐","10.25","+0.44","+4.49","21,029","05/12","-1,019","-996","-1,059","-945","-427","+682","+3,278","+1,483","+2,695","+2,446"
"79","1309","台達化","16.65","-0.25","-1.48","3,957","05/12","-86","-21","-388","-944","-1,145","-2,012","+2,946","+4,620","+5,838","+4,524"
"80","2908","特力","20.7","-0.25","-1.19","312","05/12","-1,526","-1,339","-1,179","-934","-343","+804","+2,044","+3,328","+4,826","+3,389"
"81","2340","台亞","38.05","+0.7","+1.87","6,608","05/12","-49","-33","-55","-920","+540","+4,726","+5,136","+2,683","+4,674","+4,130"
"82","2382","廣達","340","-3.5","-1.02","12,855","05/12","-183","-91","-667","-917","-1,023","-747","-4,373","-8,348","-12,020","-9,108"
"83","00635U","期元大S&P黃金","49.45","+0.53","+1.08","4,844","05/12","-271","-477","-553","-910","-1,247","-1,672","-1,803","-3,426","+1,781","+1,126"
"84","00955","中信日本商社","16.06","+0.4","+2.55","19,650","05/12","-70","-166","-760","-892","-789","-623","-2,314","+939","-1,808","+516"
"85","4540","全球傳動","68.9","-0.6","-0.86","6,235","05/12","-3","-192","-368","-876","+1,438","+2,927","+3,464","+3,174","+2,183","+3,502"
"86","6412","群電","96.5","+2.9","+3.1","9,787","05/12","-116","-46","-899","-860","+135","+279","-204","+1,243","+1,271","+976"
"87","1304","台聚","12.75","-0.3","-2.3","3,603","05/12","-194","-503","-255","-853","-1,587","-2,435","+7,151","+6,404","+6,579","+6,566"
"88","3563","牧德","815","+8","+0.99","1,214","05/12","+26","-28","-70","-842","-1,171","-1,444","+904","+1,527","+781","+336"
"89","4566","時碩工業","65.8","-2.5","-3.66","1,395","05/12","+43","-82","-238","-840","-373","-789","+94","-639","-518","-804"
"90","2049","上銀","367.5","+16.5","+4.7","13,843","05/12","-672","-558","-571","-835","-672","-1,872","-2,016","-1,341","-2,192","-1,703"
"91","2388","威盛","74.9","-1.8","-2.35","10,299","05/12","-266","-550","-844","-827","+845","-776","-81","-39","+2,555","+247"
"92","3693","營邦","593","+11","+1.89","1,888","05/12","+33","-390","-749","-826","-262","-983","+2,160","+3,182","+3,716","+3,363"
"93","6153","嘉聯益","18.45","+0.4","+2.22","5,473","05/12","+63","-200","-329","-820","-471","-442","-3,266","-4,715","-4,488","-3,924"
"94","8358","金居","477","+15","+3.25","27,295","05/12","-635","-2,016","-1,617","-818","+1,603","+2,180","+8,681","-4,415","+17,856","+3,099"
"95","2603","長榮","214","0","0","8,784","05/12","-81","-12","-264","-813","-1,106","-1,104","-3,754","-8,412","-2,468","-5,478"
"96","2454","聯發科","3700","-180","-4.64","11,090","05/12","+44","+322","+669","-790","-556","+2,069","+2,596","+1,894","+2,990","+997"
"97","00693U","期街口S&P黃豆","22.56","+0.01","+0.04","1,399","05/12","-83","+202","+333","-788","-102","+679","-172","-5,681","+2,697","-474"
"98","2474","可成","205.5","-2.5","-1.2","3,226","05/12","+266","+222","-366","-766","-1,542","+4,782","+5,039","+4,387","+4,835","+4,177"
"99","6239","力成","226.5","+1","+0.44","18,062","05/12","+302","+568","+92","-766","+1,439","+5,835","+6,155","+6,163","+9,600","+5,227"
"100","3090","日電貿","120.5","+4","+3.43","16,522","05/12","+186","+344","-3,060","-757","-65","-171","-267","+1,146","+3,466","-1,371"
"101","8936","國統","49.95","-0.65","-1.28","2,391","05/12","-255","-377","-325","-755","-842","-1,248","-334","-1,908","-3,186","-1,801"
"102","5289","宜鼎","1795","+35","+1.99","6,920","05/12","-580","-128","-734","-732","-297","+664","+1,650","+1,670","+3,929","+1,308"
"103","4576","大銀微系統","258","+7.5","+2.99","8,874","05/12","-646","-434","-747","-730","+120","-218","+950","+908","+858","+1,158"
"104","1905","華紙","12","-0.4","-3.23","5,619","05/12","-647","-659","-699","-729","-1,227","-10,742","+2,243","+1,950","+2,200","+1,746"
"105","6505","台塑化","53.1","-0.9","-1.67","7,758","05/12","-256","-567","-616","-713","-1,769","-2,734","+6,637","+5,348","+3,764","+7,050"
"106","5876","上海商銀","40.1","+0.25","+0.63","15,076","05/12","-83","-407","-430","-684","-32","+6","-532","-208","+413","-703"
"107","3550","聯穎","20.3","-1.1","-5.14","3,459","05/12","-157","-2","-119","-670","+928","+838","+259","+3,859","+7,476","+1,581"
"108","2408","南亞科","321","+20","+6.64","217,596","05/12","-810","+3,362","-8,895","-669","-14,341","-6,501","-38,388","-29,510","+70,276","-44,744"
"109","4971","IET-KY","795","+72","+9.96","2,721","05/12","+150","+129","+109","-668","-1,171","-1,154","-2,423","-746","-866","-2,732"
"110","8210","勤誠","1550","-5","-0.32","4,957","05/12","-508","-872","-1,079","-667","-625","-707","+994","+1,792","+710","+1,333"
"111","2402","毅嘉","70.8","+1.8","+2.61","17,070","05/12","+139","+161","-261","-655","+1,011","-8,650","-1,273","+3,761","+7,731","-17,351"
"112","4526","東台","36.95","+1.7","+4.82","11,095","05/12","+469","+444","+269","-649","+1,609","+1,267","+945","-198","-182","-58"
"113","3532","台勝科","264.5","-3.5","-1.31","692","05/12","-101","-256","-1,534","-644","+2,366","+1,906","+3,098","+2,721","+4,595","+2,434"
"114","3362","先進光","104.5","+2.5","+2.45","1,078","05/12","-77","-786","-785","-638","-553","-991","-2,101","-2,695","-3,074","-1,789"
"115","00676R","富邦臺灣加權反1","6.17","+0.02","+0.33","4,366","05/12","-199","+214","-683","-631","-1,752","+2,386","+5,944","+9,403","+12,004","+8,457"
"116","2618","長榮航","35.1","-0.75","-2.09","35,573","05/12","+903","+1,256","-580","-626","-131","+4,334","+1,682","+683","+3,753","-3,039"
"117","2515","中工","13.05","-0.15","-1.14","6,053","05/12","-47","-599","-562","-615","-290","+1,981","-11,161","+4,862","+5,332","-3,489"
"118","2897","王道銀行","10.2","-0.05","-0.49","2,856","05/12","-12","-226","-269","-614","-883","+249","-326","-878","-1,692","-714"
"119","3152","璟德","175.5","0","0","736","05/12","+15","-568","-640","-603","+92","+236","+214","+1,223","+1,334","+756"
"120","6187","萬潤","1220","+110","+9.91","3,557","05/12","+174","+185","-32","-600","+371","+449","-843","-1,653","-1,728","-965"
"121","8147","正淩","183","+13.5","+7.96","4,451","05/12","-28","-60","-326","-599","-397","+782","+1,379","+1,431","+1,391","+1,561"
"122","8070","長華*","47.6","-0.65","-1.35","2,601","05/12","-247","-408","-665","-594","-1,050","-1,112","-1,418","-3,799","-4,434","-2,477"
"123","6190","萬泰科","80.6","-0.3","-0.37","8,363","05/12","-303","-510","-549","-591","-1,077","-1,937","-1,234","-943","+3,858","-1,646"
"124","2332","友訊","14.05","+0.25","+1.81","2,533","05/12","-722","-513","-976","-589","-740","-1,732","-2,085","+98","+3,711","-1,379"
"125","2030","彰源","17.95","-0.05","-0.28","9,086","05/12","-386","-588","-610","-584","-450","-899","-438","+36","+315","-312"
"126","5439","高技","381","-10","-2.56","5,265","05/12","-310","-864","-990","-569","-462","-2,285","-924","-4,930","-8,535","-4,018"
"127","3680","家登","602","-14","-2.27","3,618","05/12","-458","-282","-426","-562","+44","+1,701","+1,777","+744","+1,962","+545"
"128","4542","科嶠","213.5","+19","+9.77","397","05/12","-97","-307","-550","-562","-161","-96","+432","+1,761","+1,553","+1,511"
"129","3059","華晶科","39.3","-0.85","-2.12","3,770","05/12","+38","-158","-70","-560","+356","+260","-923","-828","+660","-329"
"130","0056","元大高股息","45.58","-0.18","-0.39","71,013","05/12","-49","+148","+157","-557","-2,503","-3,374","-1,210","-2,363","-4,956","-3,733"
"131","4961","天鈺","177.5","+7","+4.11","4,229","05/12","+103","+96","-577","-557","-528","-300","-78","+474","+1,057","+325"
"132","6170","統振","50.6","-0.4","-0.78","430","05/12","-174","-440","-548","-554","-602","-520","-560","-1,636","-1,826","-1,281"
"133","00918","大華優利高填息30","25.49","+0.11","+0.43","44,319","05/12","+4","-41","-147","-551","-835","-3,056","-1,562","-1,811","-4,673","-2,832"
"134","2614","東森","19.8","-0.2","-1","1,914","05/12","-13","+84","-23","-551","-575","-953","-958","-1,507","+524","-2,669"
"135","8422","可寧衛*","27.55","-0.4","-1.43","7,712","05/12","+20","+93","+177","-550","+45","-366","-695","+31,298","+32,435","+12,816"
"136","6271","同欣電","183","-2.5","-1.35","4,248","05/12","-103","-47","-83","-549","-172","-409","+1,863","+2,960","+3,638","+2,345"
"137","3051","力特","26","-0.35","-1.33","1,676","05/12","-22","-100","-147","-544","+1,457","+1,879","+1,827","+2,433","+989","+2,507"
"138","0052","富邦科技","56.9","-0.05","-0.09","42,873","05/12","+447","+52","-143","-541","-2,365","+1,583","-596","+8,902","+9,265","+1,685"
"139","2464","盟立","118","-2","-1.67","14,893","05/12","-682","-401","+1,624","-540","+3,201","+5,421","+2,822","+3,986","+4,568","+4,311"
"140","6715","嘉基","480","-9.5","-1.94","2,053","05/12","-126","-258","-389","-536","-255","-248","+923","+2,676","+3,032","+2,447"
"141","3037","欣興","875","+14","+1.63","30,082","05/12","-619","-890","-1,358","-534","+4,199","+3,297","-5,124","+11,410","+11,006","+5,611"
"142","00994A","主動第一金台股優","18.01","+0.15","+0.84","13,817","05/12","-222","-1,021","-1,179","-531","+1,211","+8,123","+9,796","","",""
"143","1569","濱川","55","-0.8","-1.43","2,272","05/12","-252","-208","-564","-529","-370","+788","+90","-2,098","+1,389","-226"
"144","2472","立隆電","223","-2","-0.89","16,652","05/12","+324","+292","-650","-527","-120","+904","+309","+1,301","+2,404","+1,788"
"145","2033","佳大","15.05","-0.05","-0.33","207","05/12","-67","-149","-146","-525","-1,301","-1,301","-3,419","-5,860","-3,976","-3,857"
"146","6443","元晶","41.5","+0.1","+0.24","3,341","05/12","-93","-189","-264","-525","-1,062","-5,077","-8,643","+8,231","+9,493","+2,978"
"147","6234","高僑","55.5","+1.5","+2.78","2,262","05/12","-157","-161","-363","-524","-214","+1,699","+2,316","+2,549","+2,300","+1,889"
"148","6191","精成科","93.8","-1","-1.05","5,740","05/12","-520","-566","-690","-520","-166","+2,800","+480","-379","+7,556","+234"
"149","6173","信昌電","147","+13","+9.7","6,911","05/12","-1,468","-2,611","-4,946","-513","+463","+4,939","+5,087","+6,053","+9,964","+5,965"
"150","5371","中光電","69.9","-0.6","-0.85","3,728","05/12","-316","-316","-295","-504","-1,974","-1,090","-10,764","-22,154","+11,154","-13,550"
"151","1708","東鹼","41.75","+1.6","+3.99","4,378","05/12","+66","+276","-111","-500","-1,151","-1,957","+2,873","+3,219","+3,461","+3,096"
"152","6664","群翊","467","+27.5","+6.26","2,510","05/12","-97","-210","-334","-487","+80","-121","+780","+655","+1,218","+508"
"153","8155","博智","420","0","0","1,815","05/12","-101","+13","-77","-487","-236","-382","-83","+181","-1,017","-1,103"
"154","6672","騰輝電子-KY","206","-3","-1.44","3,942","05/12","-11","-92","-226","-485","-26","+2,607","+3,083","+3,285","+4,636","+2,896"
"155","6683","雍智科技","2370","+100","+4.41","268","05/12","-90","-165","-339","-473","+599","+147","+565","","","+1,942"
"156","6735","美達科技","135.5","+10.5","+8.4","461","05/12","-20","-85","-126","-473","-529","-40","+33","+181","+543","+193"
"157","3265","台星科","178.5","-2","-1.11","1,803","05/12","-79","-171","-124","-468","-141","+198","+338","+1,001","-185","-421"
"158","3227","原相","228.5","-3","-1.3","2,480","05/12","-180","-63","-241","-460","-605","-324","-990","-1,626","-476","-1,008"
"159","2465","麗臺","85.4","-1.5","-1.73","2,836","05/12","-193","+9","-107","-456","+878","+2,358","+2,491","+2,052","+1,804","+2,309"
"160","2881","富邦金","93.7","-1.8","-1.88","36,170","05/12","+178","+422","-141","-454","-823","-1,491","-1,675","-2,330","-6,074","-924"
"161","3024","憶聲","14.85","+0.3","+2.06","2,834","05/12","-503","-835","-977","-451","+216","-822","-1,121","-3,801","-2,145","-2,722"
"162","3706","神達","85.9","-0.9","-1.04","12,996","05/12","-18","-706","-1,301","-448","-62","-2,590","-6,156","-10,829","+3,668","-10,581"
"163","00987A","主動台新優勢成長","17.7","+0.23","+1.32","9,886","05/12","-81","+62","-355","-441","+497","+1,518","+3,027","","","+1,319"
"164","1402","遠東新","26.65","+0.3","+1.14","26,016","05/12","-320","-372","-387","-440","-1,329","-1,427","+7,657","+5,943","+8,189","+7,183"
"165","2399","映泰","46.45","+1.65","+3.68","26,698","05/12","+135","-130","-745","-440","-738","-424","+1,581","+1,156","+3,059","+129"
"166","1314","中石化","7.08","-0.01","-0.14","16,857","05/12","-106","-34","+218","-438","-489","+699","+3,167","-26,053","+13,811","-1,517"
"167","6861","睿生光電","426","+37","+9.51","497","05/12","-4","-36","-152","-432","-571","+1,317","+2,921","+3,147","+3,246","+3,162"
"168","4755","三福化","141","+2","+1.44","581","05/12","-143","-184","-253","-427","-988","-150","+683","+1,284","+1,262","+840"
"169","3062","建漢","29","+1.15","+4.13","21,881","05/12","-261","-476","-513","-423","-1,427","-1,265","-610","-2,865","+508","-2,152"
"170","3260","威剛","445.5","-11.5","-2.52","21,421","05/12","+59","+738","+545","-423","+1,517","+6,222","+10,521","+16,162","+14,410","+12,033"
"171","2406","國碩","34.7","-0.55","-1.56","14,739","05/12","-604","-139","-181","-420","-294","-1,767","-6,273","-1,494","+3,520","-2,127"
"172","3665","貿聯-KY","2775","-130","-4.48","3,445","05/12","-207","-279","-324","-420","-745","-1,089","-1,804","-1,403","-1,113","-2,050"
"173","6603","富強鑫","23.9","0","0","1,034","05/12","+41","-16","-126","-418","-1,222","+618","+373","+1,020","+3,770","-571"
"174","00640L","富邦日本正2","98.5","+1.95","+2.02","717","05/12","-303","-314","-286","-417","-387","-1,025","-738","+258","+48","+21"
"175","00910","第一金太空衛星","73.55","+2.05","+2.87","3,239","05/12","-500","-679","-644","-411","-110","-573","-741","+516","+1,075","+548"
"176","00706L","期元大S&P日圓正2","19.69","-0.14","-0.71","501","05/12","+7","+19","-347","-406","-921","-1,496","+178","+2,156","-2,801","+67"
"177","4562","穎漢","36.95","-0.25","-0.67","518","05/12","-37","-37","-87","-399","+130","+78","-365","-498","-646","-844"
"178","2467","志聖","649","+59","+10","5,112","05/12","+6","-18","-63","-398","+257","-486","+19","-567","+1,290","-867"
"179","2520","冠德","30.3","-0.3","-0.98","971","05/12","+5","-127","-282","-397","-144","-128","-1,959","-1,204","-1,467","-4,204"
"180","6113","亞矽","23.95","-0.55","-2.24","459","05/12","+3","-47","-708","-387","-411","-451","-830","-728","-1,767","-646"
"181","6233","旺玖","26.5","0","0","378","05/12","-36","-16","-12","-383","-62","+481","+726","+743","+705","+59"
"182","3030","德律","408","+11","+2.77","1,406","05/12","-77","-110","-427","-377","+976","+2,544","+5,900","+7,472","+6,828","+4,338"
"183","6197","佳必琪","234","+5","+2.18","3,529","05/12","+172","+358","-298","-366","+672","+264","+650","+332","+923","+1,233"
"184","2353","宏碁","28.3","-0.5","-1.74","26,977","05/12","+119","-44","-588","-364","-621","-1,274","-5,461","+1,187","+3,898","-855"
"185","3013","晟銘電","110","-2","-1.79","2,957","05/12","-25","-111","-317","-362","-2,109","-663","-863","-3,150","-1,102","-1,642"
"186","3167","大量","760","+32","+4.4","786","05/12","-117","-204","-226","-361","+1,756","+396","+4,185","+1,095","+5,831","+2,511"
"187","00401A","主動摩根台灣鑫收","12.88","+0.07","+0.55","13,633","05/12","+220","+218","-148","-360","+285","+375","","","",""
"188","1449","佳和","13.75","-0.45","-3.17","4,494","05/12","-182","-369","-407","-353","-356","+9","-8","-1,092","-60","-826"
"189","8299","群聯","2725","+55","+2.06","15,579","05/12","+544","+661","+7","-353","+520","+2,391","+598","+6,472","+13,142","+4,183"
"190","4123","晟德","38.35","+0.05","+0.13","1,785","05/12","-63","-74","-69","-347","-375","-226","+4,375","+2,913","+107","+4,618"
