"排名","代號","名稱","成交","漲跌價","漲跌幅","更新日期","當日增減張數","2日增減張數","3日增減張數","5日增減張數","10日增減張數","1個月增減張數","3個月增減張數","半年增減張數","1年增減張數","今年增減張數"
"185","3055","蔚華科","103","-3","-2.83","05/15","+41","-117","-118","-248","-81","-382","-641","-1,630","-1,190","-612"
"186","2108","南帝","27","-0.65","-2.35","05/15","+41","+15","-87","-245","-118","+21","+154","-175","-1,633","+476"
"187","2236","百達-KY","133.5","-5","-3.61","05/15","-27","-225","-225","-243","-260","-116","-9","-348","-379","0"
"188","1313","聯成","10.5","-0.05","-0.47","05/15","+267","+732","+786","-234","-719","+418","+27,038","+27,308","+21,884","+26,892"
"189","4576","大銀微系統","265.5","+24","+9.94","05/15","-1","-27","-77","-233","+47","-403","-3,735","-3,932","-2,528","-3,024"
"190","4968","立積","111.5","-4","-3.46","05/15","-66","-99","-75","-233","+631","+1,991","+1,731","+2,466","+3,524","+3,360"
"191","5434","崇越","403","-10","-2.42","05/15","-5","-15","-203","-226","-207","-854","-2,878","-1,916","+363","-3,074"
"192","6411","晶焱","82.6","-2.5","-2.94","05/15","+2","-70","-120","-226","-413","-569","-785","-1,284","+442","-945"
"193","3680","家登","568","-12","-2.07","05/15","-108","-129","-145","-222","-316","-909","-2,030","-1,500","+634","-2,319"
"194","00752","中信中國50","24.01","-0.55","-2.24","05/15","+15","-218","-218","-221","-246","-263","-168","-627","-1,676","-672"
"195","2637","慧洋-KY","72.8","-2.1","-2.8","05/15","-48","-181","-219","-220","-1,130","-2,528","-600","-27,144","-35,101","-8,628"
"196","6214","精誠","122","0","0","05/15","+47","+109","+213","-220","-501","-380","-1,088","+1,277","+76","-231"
"197","2397","友通","59.4","-1.6","-2.62","05/15","-44","-79","-139","-215","-172","-323","-498","-896","+330","-874"
"198","8042","金山電","98.1","-10.9","-10","05/15","-45","-58","-58","-206","-804","-1,705","-2,546","-2,389","-945","-3,059"
"199","8422","可寧衛*","26.05","-0.65","-2.43","05/15","+841","+1,571","+1,318","-206","+756","+1,458","+2,912","+93,843","+89,664","-1,236"
"200","00908","富邦入息REITs+","14.16","-0.05","-0.35","05/15","0","0","0","-200","-200","-189","-380","-319","-907","-286"
"201","1595","川寶","85","-5.2","-5.76","05/15","0","-69","-102","-199","+227","+578","+450","-121","+612","+51"
"202","3213","茂訊","114","-1","-0.87","05/15","+38","+14","-89","-197","-171","-252","-308","-298","-684","-533"
"203","8089","康全電訊","20","-0.3","-1.48","05/15","-197","-197","-197","-197","-190","-202","-694","-1,225","-728","-800"
"204","2359","所羅門","135","+12","+9.76","05/15","+5","+29","+186","-193","-587","-450","-1,644","-2,179","+1,888","-2,332"
"205","2233","宇隆","295","+12.5","+4.42","05/15","-20","-156","-184","-191","-477","-603","-1,062","-1,076","+445","-1,117"
"206","1560","中砂","642","-8","-1.23","05/15","-39","-188","-214","-190","-137","-527","-787","-4,983","-1,187","-312"
"207","2506","太設","8.6","+0.02","+0.23","05/15","0","0","-169","-183","-171","-169","-169","-189","-859","-193"
"208","4533","協易機","32.2","+1.55","+5.06","05/15","-38","-17","-165","-182","-984","-400","+2,151","+2,007","+2,307","+2,071"
"209","6190","萬泰科","77.3","-0.9","-1.15","05/15","+56","-77","-65","-178","-41","+1,743","+2,870","+1,962","+7,197","+359"
"210","6732","昇佳電子","166.5","-6","-3.48","05/15","-38","-118","-200","-178","-195","-236","-346","+116","+185","+55"
"211","5285","界霖","74.2","+1.1","+1.5","05/15","-34","-114","-177","-177","-187","-294","-478","-342","-504","-580"
"212","8016","矽創","274","-20.5","-6.96","05/15","-25","-39","-87","-175","-402","-456","-132","-822","-462","-1,202"
"213","2428","興勤","206","-6","-2.83","05/15","-28","-103","-151","-172","-241","-1,016","-2,295","-916","+714","-2,908"
"214","4105","東洋","75.1","-0.9","-1.18","05/15","-6","-10","+9","-172","+313","+1,539","+2,690","+2,619","+2,387","+2,725"
"215","5014","建錩","10.15","-0.05","-0.49","05/15","+4","+16","+16","-171","-151","-152","-302","-726","-2,469","-764"
"216","6180","橘子","38.4","-0.5","-1.29","05/15","+4","-35","-137","-163","-128","-549","-1,771","-3,571","-1,549","-2,751"
"217","8064","東捷","120","+4.5","+3.9","05/15","-9","-9","-9","-159","-612","-1,040","-279","-4,196","-4,588","-1,461"
"218","6781","AES-KY","1160","-25","-2.11","05/15","+26","-30","-29","-153","-91","+840","+709","+2,274","+3,073","+548"
"219","4729","熒茂","20.75","+0.3","+1.47","05/15","-2","+2","-32","-152","-159","-166","-251","-332","+460","-204"
"220","6245","立端","82.5","+1","+1.23","05/15","+1","-118","-139","-152","-231","-1,640","-1,579","-733","+668","-506"
"221","5452","佶優","31.7","-1.15","-3.5","05/15","+233","+150","-256","-148","-155","+703","+384","-202","-453","+507"
"222","3088","艾訊","131","+2","+1.55","05/15","+5","-42","-149","-147","+187","+162","+234","-350","-292","-127"
"223","6166","凌華","112","+0.5","+0.45","05/15","-6","+19","-11","-147","-171","-249","-325","-1,336","-184","-259"
"224","3013","晟銘電","103","-2.5","-2.37","05/15","+290","+384","+369","-140","-216","+1,412","-1,393","-2,814","+5,709","+603"
"225","3311","閎暉","31","-0.45","-1.43","05/15","-16","-79","-126","-140","-58","-213","-461","-885","+762","-896"
"226","00735","國泰臺韓科技","97","-3.05","-3.05","05/15","0","0","-15","-138","+626","+587","+689","+1,019","+852","+934"
"227","3045","台灣大","114.5","-0.5","-0.43","05/15","-1,244","-1,332","-476","-137","+6","+3,912","-22,596","+35,128","+46,144","-10,650"
"228","3564","其陽","41","-0.1","-0.24","05/15","-105","-101","-133","-132","-120","-190","-278","-370","-11","-272"
"229","4974","亞泰","74.6","+0.5","+0.67","05/15","0","-69","-85","-131","-135","-141","-401","-324","-245","-88"
"230","3545","敦泰","55.5","-2.3","-3.98","05/15","+170","+99","-232","-130","-331","+508","+4,271","+4,372","+11,049","+7,048"
"231","6108","競國","18.6","-0.35","-1.85","05/15","0","-130","-162","-130","-129","-66","+9","+92","-1,411","-25"
"232","6830","汎銓","735","+8","+1.1","05/15","-8","+66","+51","-130","+108","+494","+173","-778","-259","+15"
"233","4571","鈞興-KY","211","+6.5","+3.18","05/15","+2","-19","-38","-128","-115","-88","-235","-502","+98","-451"
"234","8996","高力","1040","-25","-2.35","05/15","-115","-135","-144","-128","-133","-260","-586","-394","-2,194","-476"
"235","1464","得力","10","-0.15","-1.48","05/15","-15","-72","-132","-120","+123","+432","+1,305","+172","+735","+821"
"236","2231","為升","106.5","-0.5","-0.47","05/15","-47","-119","-119","-120","-5","+27","+331","+417","+1,949","+62"
"237","2425","承啟","34.6","-0.6","-1.7","05/15","+5","-49","-124","-119","-161","-418","-885","-2,193","-3,006","-1,507"
"238","6215","和椿","130.5","+11.5","+9.66","05/15","-6","-75","-84","-119","-99","-186","-190","-241","+920","-505"
"239","2545","皇翔","37.65","-0.25","-0.66","05/15","+16","-30","-46","-116","-144","-406","-899","+634","+4,500","-468"
"240","3712","永崴投控","16.2","-1.75","-9.75","05/15","0","-32","-62","-116","-240","+498","-35","+230","+5,975","+694"
"241","4130","健亞","27.6","-0.6","-2.13","05/15","-17","-43","-109","-116","-48","-26","+447","+1,090","+1,167","+1,044"
"242","6101","寬魚國際","38.1","+0.05","+0.13","05/15","-18","-64","-80","-116","-78","-10","+57","-48","-251","+10"
"243","00635U","期元大S&P黃金","48.05","-1.17","-2.38","05/15","-16","-16","-16","-113","-447","-449","-444","+902","+1,281","+1,339"
"244","6805","富世達","1735","-45","-2.53","05/15","-18","-26","-45","-113","-3","-104","-33","+385","-537","+167"
"245","1904","正隆","20.35","+0.4","+2.01","05/15","-579","-756","-469","-112","+295","+116","+457","-5","-2,144","+1,639"
"246","1524","耿鼎","28.55","-0.25","-0.87","05/15","-39","-27","-40","-111","-99","+201","-817","-516","+3,784","-1,323"
"247","3135","凌航","216","-4.5","-2.04","05/15","-107","-116","-70","-111","-267","-150","-229","","","+207"
"248","8478","東哥遊艇","158","-2.5","-1.56","05/15","+47","+59","-136","-111","-104","-111","-107","-690","+386","-163"
"249","6462","神盾","134","+2.5","+1.9","05/15","+30","+53","-77","-109","-81","-419","-970","-1,347","+3,640","-1,393"
"250","5222","全訊","125.5","-0.5","-0.4","05/15","+24","+61","+36","-107","-164","-547","-164","-811","+937","-247"
"251","6224","聚鼎","71.7","-1.9","-2.58","05/15","+3","-15","-6","-100","-47","-243","-627","-892","+335","-860"
"252","4438","廣越","57.2","0","0","05/15","+2","-23","-16","-99","-76","-51","+82","+25","+293","+71"
"253","6609","瀧澤科","41.1","+0.6","+1.48","05/15","-48","-99","-120","-96","-125","+10","-96","-259","+97","-184"
"254","2302","麗正","24.8","-0.45","-1.78","05/15","0","-46","-94","-94","-82","-87","-295","-745","-135","-624"
"255","6683","雍智科技","1735","-190","-9.87","05/15","-2","-10","-32","-93","-168","-235","-109","-301","-23","-28"
"256","1612","宏泰","35.8","-0.35","-0.97","05/15","+62","+71","+63","-92","-213","-291","-107","-1,178","-1,315","-1,576"
"257","0052","富邦科技","55.95","-0.65","-1.15","05/15","-1","-78","-91","-91","-2,724","-2,465","-6,870","+24,290","+23,154","+12,481"
"258","2727","王品","236.5","-0.5","-0.21","05/15","-9","-21","-37","-91","-62","+41","-436","-186","-380","-545"
"259","6205","詮欣","76.8","-2.5","-3.15","05/15","+5","+10","+4","-91","+647","+1,120","+1,720","+1,949","+1,613","+1,883"
"260","3016","嘉晶","111","-12","-9.76","05/15","0","0","+10","-90","-218","-733","-3,848","-5,659","-856","-4,871"
"261","5201","凱衛","29.4","+0.6","+2.08","05/15","-113","-91","-89","-89","-92","-101","-310","-456","-64","-334"
"262","4585","達明","354","+20.5","+6.15","05/15","+8","-84","-91","-89","-45","-63","+51","","","+388"
"263","00924","復華S&P500成長","32.49","+0.15","+0.46","05/15","0","-20","-75","-88","-196","-642","+1,021","+4,648","-67","+531"
"264","5607","遠雄港","47.7","-1.05","-2.15","05/15","0","0","0","-88","-165","-127","-250","+39","-3,088","-209"
"265","6291","沛亨","462.5","-46.5","-9.14","05/15","+75","-35","-36","-86","-96","+273","+250","+225","+532","+18"
"266","00965","元大航太防衛科技","25.21","-0.41","-1.6","05/15","-74","-74","-78","-85","-1,590","-1,498","-1,360","-774","-844","-59"
"267","1616","億泰","20.7","-0.85","-3.94","05/15","-36","-36","+33","-85","-9","+415","+204","+178","+2,027","+485"
"268","3356","奇偶","60.9","-1.8","-2.87","05/15","+1","-12","-12","-84","-71","-32","-340","-1,281","-958","-661"
"269","6570","維田","42.7","-1.05","-2.4","05/15","-19","-19","-35","-84","-91","-89","-184","-230","-756","-228"
"270","6785","昱展新藥","127","-7.5","-5.58","05/15","+1","+2","+2","-84","-155","-165","+10","-80","-686","+38"
"271","00836B","永豐10年A公司債","28.6","-0.16","-0.56","05/15","-81","-81","-81","-81","-81","-81","-81","-81","-122","-81"
"272","2409","友達","19.05","-0.5","-2.56","05/15","-80","-80","+610","-80","-80","+2,920","+44,574","+262,866","+587,599","+523,030"
"273","3527","聚積","60","-1.9","-3.07","05/15","0","+3","-11","-80","-66","-77","+44","+222","+171","+35"
"274","4770","上品","226.5","+3","+1.34","05/15","+5","-34","-33","-80","+3","+204","+415","+828","+1,130","+993"
"275","6192","巨路","126.5","-7","-5.24","05/15","-5","-27","-17","-80","-76","-85","-15","-30","+56","-34"
"276","4583","台灣精銳","774","+18","+2.38","05/15","0","-26","-53","-79","-122","-140","-300","-435","+14","-523"
"277","5536","聖暉*","1025","+15","+1.49","05/15","-146","-172","-172","-79","-585","-1,914","-4,117","+775","+3,291","-585"
"278","6221","晉泰","22.55","-0.55","-2.38","05/15","-108","-90","-90","-78","-60","-11","+216","+546","+1,054","+272"
"279","8163","達方","33.85","+1.55","+4.8","05/15","+393","+253","+188","-78","-520","-473","-659","+2,964","+2,340","+413"
"280","8438","昶昕","93.4","-7.6","-7.52","05/15","-8","-68","-65","-77","-101","-45","+374","+533","+328","+523"
"281","8081","致新","255.5","-5.5","-2.11","05/15","+34","+37","-22","-76","+3","+270","+849","+1,157","+1,392","+372"
"282","4162","智擎","55","-0.8","-1.43","05/15","+19","+12","+22","-75","-64","-156","-717","-285","+966","+77"
"283","4912","聯德控股-KY","105.5","+1","+0.96","05/15","-14","-50","-48","-75","+85","-69","-81","+729","+522","+719"
"284","6150","撼訊","68.4","-0.9","-1.3","05/15","+14","+29","-16","-75","-60","+97","+75","+570","+306","+354"
"285","4109","加捷生醫","11.05","-0.2","-1.78","05/15","-3","-7","-7","-74","-179","-179","-305","-509","-2,804","-417"
"286","6491","晶碩","294.5","+5","+1.73","05/15","-7","-90","-56","-72","+46","-104","-870","-106","-2,750","-503"
"287","5508","永信建","47.75","-0.65","-1.34","05/15","+61","+74","+65","-71","-251","+180","-1,403","-6,680","-137","-2,368"
"288","6449","鈺邦","263","+23.5","+9.81","05/15","-1","-13","-1","-68","-112","-284","-379","-468","+116","-378"
"289","3479","安勤","102","-2","-1.92","05/15","-47","-55","-75","-66","-305","-348","+680","+1,439","+1,102","+1,339"
"290","00902","中信電池及儲能","16.61","-0.35","-2.06","05/15","0","0","0","-65","-65","-80","-24","-812","-3,822","-190"
"291","3138","耀登","148.5","-4.5","-2.94","05/15","+15","+9","-36","-65","+250","+572","+576","+1,110","+878","+712"
"292","1527","鑽全","32.05","-0.45","-1.38","05/15","+15","+17","+3","-64","-153","-160","+566","-178","+614","+741"
"293","2431","聯昌","10.25","-0.05","-0.49","05/15","0","-16","-40","-64","-216","-560","-2,185","-2,551","-2,112","-2,376"
"294","3483","力致","87.7","+0.7","+0.8","05/15","+28","+20","+118","-64","+114","+1,574","+1,669","+1,731","+1,562","+1,503"
"295","6126","信音","32.7","+0.15","+0.46","05/15","+40","-53","-30","-64","-123","-115","-357","+724","+366","+1,017"
"296","8443","阿瘦","11.45","-0.05","-0.43","05/15","0","0","-64","-64","-73","-79","-115","-8","-38","-106"
"297","4572","駐龍","144","-3","-2.04","05/15","-4","-34","-34","-62","-137","-226","-451","-528","-368","-498"
"298","3090","日電貿","142","+12.5","+9.65","05/15","-377","-193","+292","-61","+364","-187","-5,405","+1,161","+3,240","-4,138"
"299","3284","太普高","15.65","-0.35","-2.19","05/15","+6","+7","+7","-60","-60","-69","-101","-75","-181","-127"
"300","6194","育富","32.2","-0.1","-0.31","05/15","-63","-62","-60","-59","-56","-77","-98","-68","+132","-74"
