"排名","代號","名稱","成交","漲跌價","漲跌幅","持股資料週別","更新日期","持股超過600張(%)","超過600張增減","持股超過800張(%)","超過800張增減","持股超過1千張(%)","超過1千張增減"
"301","8076","伍豐","26.9","+0.3","+1.13","26W21","05/22","31","-0.19","29","-0.4","25.8","-0.49"
"302","1416","廣豐","11.05","+0.15","+1.38","26W21","05/22","52.3","-0.39","50.1","-0.03","48.7","-0.06"
"303","2637","慧洋-KY","78.3","+2.3","+3.03","26W21","05/22","78.6","-0.5","76.7","-0.22","75.2","-0.58"
"304","1442","名軒","26.9","-1.1","-3.93","26W21","05/22","83.6","0","80.5","0","77.6","+0.28"
"305","6213","聯茂","248","-6","-2.36","26W21","05/22","55","+0.42","51.9","-0.98","51.2","+0.29"
"306","5530","龍巖","49.15","-0.25","-0.51","26W21","05/22","80.7","+0.18","79.4","+0.03","78.7","+0.03"
"307","1618","合機","42.15","-1.25","-2.88","26W21","05/22","55.7","+0.37","53.6","0","53.2","0"
"308","00695B","富邦美債7-10","35.04","+0.08","+0.23","26W21","05/22","70.2","+0.01","68.5","+0.17","66.1","+0.17"
"309","2880","華南金","35.65","+0.3","+0.85","26W21","05/22","79.7","-0.03","79","+0.01","78.4","+0.01"
"310","2887H","台新新光庚特二","40.9","0","0","26W21","05/22","66.9","-0.01","64.5","-0.01","62.9","-0.03"
"311","6024","群益期","60.4","-0.2","-0.33","26W21","05/22","65.8","-0.26","65","0","63.9","-0.37"
"312","2892","第一金","30.65","+0.1","+0.33","26W21","05/22","67.6","-0.99","66.4","-1.05","65.5","-1.04"
"313","00895","富邦未來車","49.03","-0.43","-0.87","26W21","05/22","9.38","-0.63","8.97","-0.63","7.84","-1.23"
"314","00948B","中信優息投資級債","9.49","+0.01","+0.11","26W21","05/22","75.5","-0.14","74.4","-0.19","73.6","-0.14"
"315","3029","零壹","105","0","0","26W21","05/22","38.4","-0.28","37.6","+0.06","34.5","+0.05"
"316","5014","建錩","10.95","0","0","26W21","05/22","33.1","+0.04","30.1","+0.04","26.1","0"
"317","3380","明泰","34.15","+0.85","+2.55","26W21","05/22","65.5","-0.01","64.9","-0.37","64.6","-0.22"
"318","1733","五鼎","29.1","+0.4","+1.39","26W21","05/22","37.6","+0.11","35.4","+0.11","30.6","+0.11"
"319","3058","立德","9.11","-0.21","-2.25","26W21","05/22","19.4","+0.01","17.7","+0.01","16.3","0"
"320","00936","台新永續高息中小","20.37","-0.05","-0.24","26W21","05/22","12.1","-0.06","11.9","-0.07","11.9","-0.07"
"321","1904","正隆","22.75","-0.4","-1.73","26W21","05/22","63.3","+0.02","62","+0.11","60.8","-0.03"
"322","4707","磐亞","19.85","+0.85","+4.47","26W21","05/22","66.7","+0.16","65","+0.16","63.3","+0.35"
"323","2027","大成鋼","42.55","+0.05","+0.12","26W21","05/22","70.6","+2.38","69.6","+2.31","68.8","+2.34"
"324","2528","皇普","22.05","-0.3","-1.34","26W21","05/22","80.9","+0.14","79.4","+0.16","78.3","+0.15"
"325","2408","南亞科","340","+7","+2.1","26W21","05/22","80.3","-2.13","79.7","-2.09","79","-2.13"
"326","6113","亞矽","27.15","+0.9","+3.43","26W21","05/22","50.2","+0.46","50.2","+1.93","50.2","+1.93"
"327","8044","網家","29.55","-0.65","-2.15","26W21","05/22","59.4","-0.14","58.4","-0.14","55.3","-0.21"
"328","2038","海光","13.35","-0.2","-1.48","26W21","05/22","52.5","-0.04","51","-0.08","50","-0.04"
"329","9103","美德醫療-DR","5.75","-0.13","-2.21","26W21","05/22","6.8","+0.42","4.47","+0.46","3.13","0"
"330","6271","同欣電","217","-8","-3.56","26W21","05/22","47.7","+4.04","44.6","+3.4","41.7","+3.51"
