"排名","代號","名稱","成交","漲跌價","漲跌幅","成交張數","更新日期","當日增減張數","2日增減張數","3日增減張數","5日增減張數","10日增減張數","1個月增減張數","3個月增減張數","半年增減張數","1年增減張數","今年增減張數"
"73","3013","晟銘電","107","+2","+1.9","3,307","05/08","-206","-257","-251","-1,082","-1,700","-502","-716","-4,171","-734","-1,531"
"74","6278","台表科","201","+18","+9.84","30,433","05/08","-896","-440","-2,586","-1,059","+1,761","+16,867","+16,530","+16,128","+16,854","+15,555"
"75","6197","佳必琪","218.5","-13","-5.62","5,164","05/08","-656","-680","-724","-1,058","-199","-113","+226","-489","+515","+875"
"76","6679","鈺太","331","+19","+6.09","1,776","05/08","-87","-478","-938","-1,055","-791","-378","+1,156","+1,597","+2,485","+2,122"
"77","00693U","期街口S&P黃豆","22.08","+0.02","+0.09","799","05/08","+131","-793","-990","-1,053","+47","+407","-475","-7,158","+2,529","-676"
"78","2891","中信金","56.4","+0.2","+0.36","56,787","05/08","-209","-667","-618","-1,051","-794","+376","-222","-2,363","-10,311","-601"
"79","1733","五鼎","28.35","+0.1","+0.35","127","05/08","0","-13","-13","-1,044","-1,109","-1,291","-1,465","-1,832","+1,210","-1,670"
"80","6207","雷科","63.6","-5.4","-7.83","6,460","05/08","-204","+225","-705","-1,009","+1,174","+1,529","+1,247","+616","+2,393","+1,297"
"81","00953B","群益優選非投等債","9.56","-0.01","-0.1","37,319","05/08","-3,135","-4,905","-3,860","-1,000","+1,734","-745","+19,852","+59,040","+55,397","+30,174"
"82","2338","光罩","51.5","-2.8","-5.16","22,940","05/08","-1,603","-1,053","-1,134","-996","-903","-102","+893","+358","+516","+844"
"83","9958","世紀鋼","103","-2.5","-2.37","1,370","05/08","+20","-412","-387","-982","-939","-961","-5,145","-7,640","-10,997","-4,965"
"84","00686R","群益臺灣加權反1","1.12","+0.03","+2.75","3,034","05/08","+309","+36","-606","-976","-132","-3,032","-1,437","-1,531","+4,835","-1,938"
"85","2492","華新科","156","-4","-2.5","39,690","05/08","-1,656","+354","+267","-974","-330","-1,483","-2,635","-914","+4,013","-2,880"
"86","00738U","期元大道瓊白銀","64.55","+1.75","+2.79","9,323","05/08","-245","-263","-856","-972","-812","-3,794","-6,685","+2,144","-10,892","-4,869"
"87","00671R","富邦NASDAQ反1","2.52","-0.01","-0.4","3,613","05/08","+2","-524","-875","-964","+45","+138","+1,239","-9,641","+51,839","-472"
"88","6217","中探針","266","-14","-5","1,366","05/08","-122","-184","-807","-951","-1,573","-3,328","+1,915","+4,332","+10,517","+5,924"
"89","2033","佳大","15.2","+0.05","+0.33","164","05/08","+3","-358","-376","-944","-1,144","-1,475","-3,266","-5,730","-3,824","-3,708"
"90","2402","毅嘉","68","-2.1","-3","8,390","05/08","-422","-443","-816","-937","+1,491","-1,183","-1,517","+3,278","+7,596","-17,512"
"91","3563","牧德","802","-14","-1.72","1,560","05/08","-42","-273","-814","-936","-1,417","-1,410","+795","+1,545","+1,021","+364"
"92","2454","聯發科","3630","+210","+6.14","9,526","05/08","+347","+219","-1,112","-933","-493","+1,628","+2,453","+1,695","+2,553","+675"
"93","2355","敬鵬","51.8","-0.9","-1.71","13,064","05/08","-339","-658","-757","-919","-2,120","-4,515","+7,529","+9,052","+10,675","+9,478"
"94","6282","康舒","50.4","-0.3","-0.59","53,598","05/08","-1,124","-481","+126","-914","-890","+360","-4,963","+7,244","+13,505","+1,237"
"95","3707","漢磊","73.2","-1.5","-2.01","26,372","05/08","-926","+761","-2,169","-911","+1,971","+645","+393","+3,326","+7,308","+3,275"
"96","2356","英業達","49.55","-0.4","-0.8","37,330","05/08","-340","-1,253","-912","-871","+334","-2,035","-9,431","-1,887","-4,385","-3,169"
"97","2204","中華","54.4","-0.6","-1.09","951","05/08","+28","-92","-129","-870","-996","-1,705","-1,713","-2,259","-2,257","-1,873"
"98","2399","映泰","42.3","-1.2","-2.76","14,536","05/08","-615","-1,172","-310","-870","-154","-1,732","+1,718","+1,860","+3,288","+259"
"99","4971","IET-KY","688","-62","-8.27","545","05/08","-20","-754","-797","-863","-1,303","-1,510","-2,518","-762","-921","-2,861"
"100","1402","遠東新","26.1","+0.1","+0.38","10,421","05/08","-15","+20","-68","-843","-866","-1,219","+8,135","+6,029","+8,691","+7,555"
"101","3011","今皓","13.45","-0.15","-1.1","1,254","05/08","-219","-576","-892","-840","-1,024","+2,278","+2,443","+2,810","+2,938","+1,827"
"102","4989","榮科","94.7","-8.3","-8.06","15,356","05/08","-829","-749","-1,124","-781","-1,310","+671","+7,787","+7,545","+18,298","+4,860"
"103","9907","統一實","17.1","-0.15","-0.87","3,918","05/08","-163","-507","-885","-777","-752","-770","-865","-1,169","-3,157","-1,902"
"104","3701","大眾控","60.9","-1.7","-2.72","2,778","05/08","-74","-115","-410","-774","-610","+2,983","+4,056","+7,029","+6,258","+118"
"105","8996","高力","1015","-60","-5.58","3,938","05/08","-123","-50","-273","-774","-120","-645","-714","-3,034","-590","-2,055"
"106","8299","群聯","2430","+40","+1.67","13,335","05/08","-654","-1,125","-1,014","-773","+417","+1,828","-477","+6,527","+12,574","+3,522"
"107","3163","波若威","1010","-75","-6.91","1,353","05/08","-174","-212","-943","-759","+707","-779","-1,938","-5,008","-3,424","-4,079"
"108","6163","華電網","57.2","-1.4","-2.39","3,800","05/08","-235","-664","-579","-735","-2,136","+1,944","+2,660","+18,123","+23,178","+1,476"
"109","8112","至上","89.3","+2.4","+2.76","30,009","05/08","-691","-317","-472","-713","+1,372","+907","-4,177","-10,068","+11,543","-2,075"
"110","00918","大華優利高填息30","25.1","+0.21","+0.84","54,809","05/08","-106","-124","-510","-705","-996","-3,034","-1,817","-1,763","-4,329","-2,791"
"111","6244","茂迪","29.7","-0.6","-1.98","19,131","05/08","+208","-313","-486","-692","-487","-1,292","+1,190","+3,267","+3,971","+2,572"
"112","00955","中信日本商社","15.59","-0.39","-2.44","10,697","05/08","-594","-776","-726","-685","-827","-470","+211","+1,214","-1,027","+682"
"113","3680","家登","560","-25","-4.27","5,728","05/08","-144","+67","-280","-681","+678","+2,217","+1,992","+1,159","+2,288","+827"
"114","1569","濱川","56.1","-2.2","-3.77","1,976","05/08","-356","-320","-321","-673","+861","+1,234","+323","-3,085","+1,419","-18"
"115","6505","台塑化","53","+0.7","+1.34","9,479","05/08","-49","+145","-146","-673","-1,029","-2,758","+7,291","+6,029","+4,878","+7,617"
"116","4961","天鈺","170","+9","+5.59","4,471","05/08","-673","-689","-653","-661","-576","-382","-183","+359","+910","+229"
"117","2855","統一證","40","+0.3","+0.76","11,857","05/08","-497","-324","-388","-657","-730","-201","-9,079","+1,685","+1,445","+1,589"
"118","8096","擎亞","95.9","+0.1","+0.1","9,180","05/08","-317","-35","-848","-654","+866","+1,952","+10,137","+8,929","+11,258","+13,254"
"119","2614","東森","20.1","-0.1","-0.5","649","05/08","-107","-708","-635","-644","-865","-1,087","-1,101","-1,814","+457","-2,753"
"120","5481","新華","20.6","-0.1","-0.48","132","05/08","-20","-16","-139","-619","-646","-938","-2,028","-74","-2,466","-429"
"121","8021","尖點","401","-24.5","-5.76","961","05/08","-162","-207","-396","-596","-2,050","-1,358","+2,303","-10,035","+11,329","-2,568"
"122","2353","宏碁","27.8","-0.3","-1.07","29,519","05/08","-544","-466","-320","-595","-1,121","-1,470","-7,399","+1,530","+3,707","-811"
"123","6176","瑞儀","104.5","+2.5","+2.45","7,469","05/08","+40","-113","-261","-595","-1,614","+3,593","+4,377","+4,605","+5,249","+4,465"
"124","8046","南電","854","-93","-9.82","20,326","05/08","-237","-607","-1,476","-594","-784","-977","+1,568","-2,513","+2,016","-3,078"
"125","2547","日勝生","10.3","+0.05","+0.49","1,522","05/08","-26","-40","-115","-581","-2,884","-4,961","-4,854","-12,704","-13,784","-13,940"
"126","2360","致茂","2230","-95","-4.09","4,059","05/08","-72","-11","-203","-570","-307","-1,146","+177","-584","+411","-508"
"127","2363","矽統","59.4","+1.5","+2.59","34,533","05/08","-720","-397","-574","-570","-146","+1,818","-1,964","-4,604","+1,509","-1,633"
"128","4576","大銀微系統","228","-14","-5.79","7,370","05/08","-313","+94","-296","-566","+111","+54","+1,289","+1,286","+1,474","+1,592"
"129","3455","由田","260","-23","-8.13","1,092","05/08","-212","-402","-832","-564","+797","+1,698","+1,935","+2,072","+3,459","+1,839"
"130","6239","力成","222","-8.5","-3.69","16,620","05/08","-476","-28","-1,334","-563","+1,484","+4,279","+5,072","+5,754","+8,576","+4,659"
"131","2542","興富發","40","+0.6","+1.52","9,528","05/08","-89","-44","-294","-555","-385","+101","-274","-2,541","-3,572","-1,984"
"132","3028","增你強","79.8","+3.8","+5","9,299","05/08","+82","-288","-243","-553","+694","-204","-3,562","+1,956","+2,476","+320"
"133","3090","日電貿","113.5","-2.5","-2.16","28,383","05/08","-3,404","-774","-1,101","-531","+50","-483","-612","+1,271","+2,496","-1,715"
"134","6443","元晶","39.95","-0.25","-0.62","3,194","05/08","-75","-134","-336","-529","-1,601","-7,488","-8,871","+8,390","+9,779","+3,167"
"135","3044","健鼎","481","-19","-3.8","4,630","05/08","+58","-276","-249","-527","-919","-519","-479","+1,403","+1,007","-513"
"136","6861","睿生光電","376","-29","-7.16","537","05/08","-116","-203","-396","-525","-505","+1,391","+2,904","+3,189","+3,279","+3,198"
"137","6415","矽力*-KY","425.5","+1","+0.24","2,272","05/08","-112","-662","-570","-523","-780","-564","-2,304","+80","+2,799","-993"
"138","8271","宇瞻","260.5","+12.5","+5.04","1,858","05/08","-122","-427","-497","-511","-1,171","-2,845","-2,839","-2,647","+972","-4,151"
"139","6205","詮欣","84.9","-5.8","-6.39","4,845","05/08","-347","-830","-2,339","-509","+1,780","+4,691","+5,260","+5,212","+4,888","+4,028"
"140","4167","松瑞藥","18.75","0","0","1,216","05/08","-300","-299","-334","-501","-583","-523","-31","+3,785","+779","+1,791"
"141","8155","博智","444","-5","-1.11","3,315","05/08","-90","+65","-500","-497","-629","-47","-101","+368","-903","-1,116"
"142","6153","嘉聯益","18.35","-0.6","-3.17","4,736","05/08","-129","-724","-620","-493","-100","-736","-3,246","-5,238","-4,263","-3,724"
"143","6234","高僑","57.8","-4.2","-6.77","2,558","05/08","-202","+96","-363","-484","+1,269","+1,835","+2,484","+2,704","+2,859","+2,050"
"144","9960","邁達康","34.5","0","0","139","05/08","-26","-30","+169","-482","-339","+113","+362","+344","+351","+291"
"145","3149","正達","48.25","-2.65","-5.21","9,062","05/08","-612","-236","-312","-477","+266","+951","+3,411","+6,567","+16,878","+6,004"
"146","6672","騰輝電子-KY","208","-18","-7.96","6,478","05/08","-134","+311","-393","-476","+593","+1,974","+2,738","+3,294","+4,705","+2,988"
"147","00401A","主動摩根台灣鑫收","12.55","-0.18","-1.41","13,639","05/08","-366","-468","-578","-472","+79","+1,125","","","",""
"148","8147","正淩","154.5","-2.5","-1.59","1,175","05/08","-266","-591","-539","-470","-26","+1,258","+1,449","+1,428","+1,458","+1,621"
"149","3708","上緯投控","118.5","-2","-1.66","730","05/08","+16","-58","-315","-468","-410","-866","-1,702","-6,130","-1,187","-3,724"
"150","8932","智通*","92.5","+1","+1.09","2,169","05/08","+789","+1,376","+2,253","-461","+273","+3,667","+29,673","+33,943","+35,134","+32,509"
"151","3227","原相","226.5","+9.5","+4.38","6,237","05/08","-178","-234","-397","-460","-266","-261","-982","-1,947","-471","-945"
"152","8936","國統","52","-0.8","-1.52","3,170","05/08","+52","-502","-378","-458","-366","-621","-6","-2,070","-2,644","-1,424"
"153","2467","志聖","537","-17","-3.07","1,941","05/08","-45","-94","-380","-450","+88","-506","+284","-589","+1,271","-849"
"154","4755","三福化","139","-3.5","-2.46","786","05/08","-69","-186","-243","-441","-659","-17","+836","+1,471","+1,448","+1,024"
"155","4744","皇將","32.4","-0.1","-0.31","75","05/08","-1","-103","-287","-436","-590","-2,382","-1,709","-2,224","-512","-1,024"
"156","1308","亞聚","13.4","-0.35","-2.55","3,129","05/08","+105","-32","-102","-434","-385","-1,560","+4,692","+4,851","+5,602","+3,982"
"157","3023","信邦","302.5","-7.5","-2.42","2,192","05/08","+9","-69","-324","-431","-172","-4","-356","-1,040","+105","-1,019"
"158","3437","榮創","25.85","-0.75","-2.82","4,014","05/08","-33","-192","-296","-429","-430","+1,013","+519","+884","+544","+1,320"
"159","6735","美達科技","126.5","-8.5","-6.3","350","05/08","-41","-107","-388","-427","-105","+147","+111","+199","+632","+278"
"160","8131","福懋科","65.9","-4.4","-6.26","8,616","05/08","-155","-1,433","-1,417","-421","-410","-930","-2,400","+2,886","+6,961","-1,752"
"161","3363","上詮","810","-5","-0.61","503","05/08","-29","-200","-340","-420","-979","+91","-466","-1,557","-1,034","-918"
"162","3317","尼克森","62.2","-4.7","-7.03","5,350","05/08","-475","-851","-555","-418","-163","-385","+36","-250","+1,125","-274"
"163","2486","一詮","281.5","+3.5","+1.26","2,255","05/08","-148","-609","-1,136","-417","+2,159","+1,678","-2,561","-342","-603","-2,194"
"164","2882","國泰金","80","+1","+1.27","36,918","05/08","-379","-273","-412","-414","-1,038","-1,126","-198","-2,984","-8,574","-823"
"165","00635U","期元大S&P黃金","49.4","+0.16","+0.32","4,168","05/08","-76","-338","-433","-399","-580","-1,174","-1,720","-3,346","+2,155","+1,603"
"166","6290","良維","276.5","-5","-1.78","3,183","05/08","-289","-371","-217","-396","+1,202","-773","+1,270","+1,178","+4,591","-133"
"167","6664","群翊","443","-12","-2.64","1,380","05/08","-124","-65","-277","-396","+366","+285","+1,010","+833","+1,408","+718"
"168","2472","立隆電","221.5","+20","+9.93","10,763","05/08","-942","-562","-819","-388","-126","+648","+79","+788","+2,471","+1,496"
"169","2897","王道銀行","10.15","+0.05","+0.5","2,799","05/08","-43","-389","-388","-384","-678","+483","-110","-645","-1,564","-488"
"170","3207","耀勝","59.5","-1.1","-1.82","303","05/08","-73","-67","-69","-384","-722","-914","-943","+320","-4,084","+318"
"171","3031","佰鴻","29.55","-1","-3.27","2,199","05/08","-26","-47","-337","-380","+1,061","+2,148","+4,016","+4,031","+4,829","+3,707"
"172","00888","永豐台灣ESG","29.39","-0.69","-2.29","8,610","05/08","+45","+259","+265","-374","-2,752","+574","+876","+798","+798","+752"
"173","2851","中再保","31.15","-0.2","-0.64","1,247","05/08","+63","+13","-373","-368","-423","-557","-152","-128","-986","-173"
"174","2236","百達-KY","135","0","0","407","05/08","-150","-248","-83","-367","-471","+339","+1,139","+2,954","+8,951","+1,950"
"175","2419","仲琦","30.05","-0.65","-2.12","1,974","05/08","-75","-43","-238","-366","-827","-1,639","+877","+1,392","+2,145","+1,425"
"176","6190","萬泰科","79.9","+5.2","+6.96","19,104","05/08","-39","-249","-81","-359","-868","-1,279","-879","-480","+4,296","-1,136"
"177","6658","聯策","160.5","-2.5","-1.53","524","05/08","-70","-103","-208","-359","-189","+89","+241","+1,140","+1,290","+318"
"178","6113","亞矽","24.55","-0.5","-2","2,702","05/08","-661","-322","-340","-355","-416","-399","-745","-690","-1,996","-599"
"179","6235","華孚","43","-0.4","-0.92","939","05/08","-35","-69","-316","-354","-424","-230","-805","-2,496","-1,284","-1,078"
"180","6909","創控","56.9","-2.6","-4.37","1,980","05/08","-111","-63","-221","-354","+41","+774","+1,187","","","+2,126"
"181","1736","喬山","125","-5","-3.85","462","05/08","+17","+31","-126","-347","+246","+159","+233","+423","+1,257","-104"
"182","5371","中光電","74.3","+1.1","+1.5","8,430","05/08","+21","-262","-188","-338","-1,718","-1,836","-10,949","-24,262","+11,492","-13,234"
"183","1722","台肥","46.55","-0.25","-0.53","2,755","05/08","+38","+67","+188","-336","+1,551","+1,554","+1,956","+1,750","-321","+1,682"
"184","8070","長華*","48.2","-0.25","-0.52","2,885","05/08","-257","-148","-186","-336","-403","-441","-1,040","-3,441","-4,234","-2,069"
"185","4577","達航科技","142","-14.5","-9.27","1,889","05/08","-140","-173","-111","-330","-428","-1,173","-502","+296","+433","-357"
"186","2201","裕隆","27.75","+0.05","+0.18","4,559","05/08","-186","-193","-218","-327","-375","+660","+318","+3,828","+2,293","+1,997"
"187","5498","凱崴","72","-2.6","-3.49","2,310","05/08","-261","-338","-708","-324","-1,003","+7,547","+7,430","+6,165","+3,529","+7,306"
"188","4123","晟德","37.95","-0.15","-0.39","2,180","05/08","+5","-8","-273","-320","-413","-416","+4,024","+2,994","-14","+4,692"
"189","6603","富強鑫","24.2","-0.6","-2.42","1,615","05/08","-110","-343","-402","-320","-790","+669","+248","+998","+3,711","-555"
"190","8927","北基","20.3","-0.3","-1.46","254","05/08","+5","+32","+47","-317","-519","-526","-1,533","-2,313","-1,934","-2,166"
"191","8039","台虹","132.5","-4","-2.93","6,336","05/08","-624","+190","+420","-315","-1,005","-178","-2,073","+2,525","+11,000","-1,886"
"192","3390","旭軟","27.1","-1.25","-4.41","2,432","05/08","+66","+210","-227","-313","-373","-84","-478","+583","+728","-596"
