"排名","代號","名稱","市場","股價日期","K線","成交","漲跌價","漲跌幅","成交張數","成交額(百萬)","昨收","開盤","最高","最低","振幅(%)","PER","PBR","1個月走勢圖","3個月走勢圖","1年走勢圖","3年走勢圖","10年走勢圖"
"301","7740","熙特爾-創","市","05/12","","170","-1","-0.58","279","48.4","171","176","179.5","169.5","5.85","34.7","7.15","","","","",""
"302","6877","鏵友益","櫃","05/12","","169","+6","+3.68","445","73.7","163","163","169","160","5.52","","9.25","","","","",""
"303","6706","惠特","市","05/12","","168.5","0","0","8,324","1,389","168.5","168.5","171.5","161","6.23","","3.45","","","","",""
"304","6890","來億-KY","市","05/12","","168.5","+7.5","+4.66","885","149","161","162.5","171.5","162.5","5.59","16.7","1.7","","","","",""
"305","6690","安碁資訊","櫃","05/12","","168","0","0","68","11.4","168","168","168","166.5","0.89","15.8","1.72","","","","",""
"306","6862","三集瑞-KY","市","05/12","","168","-0.5","-0.3","867","143","168.5","168","168","160.5","4.45","20.3","2.81","","","","",""
"307","4569","六方科-KY","市","05/12","","167","+3.5","+2.14","75","12.6","163.5","166","170.5","165.5","3.06","40.4","1.83","","","","",""
"308","5236","凌陽創新","櫃","05/12","","166.5","-1.5","-0.89","492","81.7","168","169.5","169.5","164.5","2.98","17.5","4.35","","","","",""
"309","5209","新鼎","櫃","05/12","","165","+0.5","+0.3","41","6.69","164.5","164.5","165","163.5","0.91","9.22","5.38","","","","",""
"310","2729","瓦城","櫃","05/12","","164.5","-0.5","-0.3","10","1.61","165","165","165","164.5","0.3","24.3","2.87","","","","",""
"311","2640","大車隊","櫃","05/12","","163.5","-3","-1.8","52","8.55","166.5","165","166","163","1.8","18.1","4.42","","","","",""
"312","5474","聰泰","櫃","05/12","","163.5","-1","-0.61","392","63.8","164.5","165","165","160.5","2.74","32.5","3.45","","","","",""
"313","6720","久昌","櫃","05/12","","163.5","0","0","95","15.6","163.5","164","167","163","2.45","42","5.14","","","","",""
"314","2597","潤弘","市","05/12","","162.5","+2.5","+1.56","924","150","160","161","164","160.5","2.19","14.3","5.42","","","","",""
"315","6693","廣閎科","櫃","05/12","","162","+6","+3.85","3,558","573","156","159.5","165","157","5.13","119","6.42","","","","",""
"316","7712","博盛半導體","櫃","05/12","","162","+14.5","+9.83","1,016","165","147.5","162","162","162","0","29.3","2.71","","","","",""
"317","3138","耀登","市","05/12","","160.5","+2.5","+1.58","1,489","237","158","158","162.5","156","4.11","107","3.87","","","","",""
"318","8478","東哥遊艇","市","05/12","","160","-3","-1.84","313","50.6","163","164.5","164.5","160","2.76","12.1","1.66","","","","",""
"319","1268","漢來美食","櫃","05/12","","159.5","0","0","38","6.12","159.5","160","160","158.5","0.94","13.8","2.64","","","","",""
"320","6895","宏碩系統","櫃","05/12","","159.5","-5","-3.04","166","26.5","164.5","162.5","164.5","157","4.56","","5.63","","","","",""
"321","6955","邦睿生技-創","市","05/12","","159.5","+1","+0.63","18","2.84","158.5","158.5","159.5","157","1.58","38.6","6.17","","","","",""
"322","6957","裕慶-KY","市","05/12","","159","0","0","49","7.77","159","156","159.5","156","2.2","15.6","3.3","","","","",""
"323","1785","光洋科","櫃","05/12","","158.5","-0.5","-0.31","25,274","4,033","159","161","165.5","156.5","5.66","50.5","6.31","","","","",""
"324","2731","雄獅","市","05/12","","158","-1.5","-0.94","1,641","260","159.5","159.5","160","158","1.25","9.03","2.97","","","","",""
"325","8086","宏捷科","櫃","05/12","","158","-4","-2.47","8,925","1,434","162","164.5","167.5","157","6.48","35.5","3.79","","","","",""
"326","1513","中興電","市","05/12","","157","-1.5","-0.95","4,903","771","158.5","159.5","159.5","156","2.21","19.5","3.75","","","","",""
"327","2645","長榮航太","市","05/12","","157","+2.5","+1.62","2,173","341","154.5","158","160","155","3.24","28.8","4.34","","","","",""
"328","5288","豐祥-KY","市","05/12","","157","+2.5","+1.62","187","29.2","154.5","155.5","157.5","154.5","1.94","13","1.79","","","","",""
"329","6762","達亞","櫃","05/12","","156.5","+12.5","+8.68","14","2.13","144","144","157.5","144","9.38","","4.29","","","","",""
"330","4169","泰宗","市","05/12","","155.5","+1.5","+0.97","115","17.9","154","154","159","152","4.55","","8.37","","","","",""
"331","4551","智伸科","市","05/12","","155.5","+7","+4.71","2,687","421","148.5","151","161.5","151","7.07","23.3","2","","","","",""
"332","3691","碩禾","櫃","05/12","","155","+14","+9.93","3,053","461","141","147","155","144","7.8","","2.46","","","","",""
"333","5483","中美晶","櫃","05/12","","155","-8.5","-5.2","31,644","5,000","163.5","167","167","155","7.34","23.1","1.92","","","","",""
"334","2337","旺宏","市","05/12","","153","-6.5","-4.08","137,569","21,193","159.5","159.5","159.5","151.5","5.02","","5.98","","","","",""
"335","4536","拓凱","市","05/12","","152","+0.5","+0.33","199","30.1","151.5","151","152","150.5","0.99","10.2","1.46","","","","",""
"336","6419","京晨科","櫃","05/12","","150.5","+13.5","+9.85","336","50.5","137","150.5","150.5","150.5","0","15.7","4.34","","","","",""
"337","5287","數字","櫃","05/12","","150","-1","-0.66","107","16.1","151","151","151","150","0.66","10.8","3.55","","","","",""
"338","6230","尼得科超眾","市","05/12","","150","-4","-2.6","136","20.5","154","154","154","149.5","2.92","","2.26","","","","",""
"339","3042","晶技","市","05/12","","149.5","-6","-3.86","11,996","1,808","155.5","157","157","146.5","6.75","28.3","3.19","","","","",""
"340","2421","建準","市","05/12","","149","-2","-1.32","5,159","766","151","152.5","152.5","146","4.3","17.5","3.76","","","","",""
"341","8255","朋程","櫃","05/12","","148.5","-0.5","-0.34","1,587","239","149","151","153","148","3.36","23.5","1.91","","","","",""
"342","2480","敦陽科","市","05/12","","148","-1.5","-1","328","48.6","149.5","149.5","149.5","147.5","1.34","17.6","5.27","","","","",""
"343","1232","大統益","市","05/12","","147.5","-0.5","-0.34","79","11.7","148","148","148","147.5","0.34","17","3.76","","","","",""
"344","6854","錼創科技-KY創","市","05/12","","147.5","+2","+1.37","808","121","145.5","146.5","154","146.5","5.15","","4.75","","","","",""
"345","5432","新門","櫃","05/12","","147","-5.5","-3.61","157","23.3","152.5","153","153.5","145","5.57","62","8.15","","","","",""
"346","6173","信昌電","櫃","05/12","","147","+13","+9.7","6,911","988","134","134","147","130","12.7","45.1","2.79","","","","",""
