"排名","代號","名稱","成交","漲跌價","漲跌幅","持股資料週別","更新日期","持股超過600張(%)","超過600張增減","持股超過800張(%)","超過800張增減","持股超過1千張(%)","超過1千張增減"
"601","1907","永豐餘","25.7","-0.4","-1.53","26W20","05/15","82.7","-0.01","81.5","+0.11","80.4","+0.01"
"602","6492","生華科","43.4","+0.3","+0.7","26W20","05/15","26.7","+0.28","26.7","+0.28","25.7","+0.28"
"603","6672","騰輝電子-KY","213.5","-5","-2.29","26W20","05/15","27.8","+0.01","22","+0.42","17.8","-1.62"
"604","4119","旭富","42.3","-0.65","-1.51","26W20","05/15","44.1","0","42.4","0","42.4","0"
"605","6461","益得","15.65","-0.25","-1.57","26W20","05/15","59.2","+0.7","55.7","0","53.8","0"
"606","4538","大詠城","18.45","+0.05","+0.27","26W20","05/15","76.7","+0.06","73","+0.06","71.3","+0.06"
"607","2107","厚生","25.85","0","0","26W20","05/15","57.8","+0.3","56.5","+0.29","55.6","+0.29"
"608","5523","豐謙","30.4","0","0","26W20","05/15","90.1","+0.39","89.3","+0.39","88.1","+0.39"
"609","1104","環泥","29","0","0","26W20","05/15","70.8","-0.1","69","-0.29","68.1","-0.18"
"610","3062","建漢","24.9","-0.4","-1.58","26W20","05/15","21.8","-2.87","18.8","-1.93","17.5","-1.65"
"611","8040","九暘","96.5","+1.6","+1.69","26W20","05/15","49.3","+0.69","46.6","0","44.6","0"
"612","5263","智崴","102","+0.5","+0.49","26W20","05/15","48.4","+0.05","45.6","+0.02","45.6","+0.02"
"613","4108","懷特","12.2","-0.05","-0.41","26W20","05/15","27","+0.06","25.5","+0.06","23.7","+0.06"
"614","1584","精剛","19.5","-0.05","-0.26","26W20","05/15","38.5","-0.3","37.6","+0.03","35.7","-0.38"
"615","6661","威健生技","16","-0.5","-3.03","26W20","05/15","61.5","0","61.5","0","61.5","0"
"616","2231","為升","92.4","-0.6","-0.65","26W20","05/15","63.8","+0.17","62.8","+0.17","62.8","+0.81"
"617","9935","慶豐富","19.2","+0.3","+1.59","26W20","05/15","56.7","-0.14","52.5","-0.12","50.1","-0.12"
"618","4171","瑞基","17.3","-0.2","-1.14","26W20","05/15","31.3","+0.15","30.2","+1.43","27.4","+1.75"
"619","4178","永笙-KY","17.95","-0.25","-1.37","26W20","05/15","74.4","+0.56","71.4","+0.56","71","+0.56"
"620","8404","百和興業-KY","17.25","-0.2","-1.15","26W20","05/15","75.8","+0.03","74.1","+0.03","72.8","-0.43"
"621","6283","淳安","23.15","-1.25","-5.12","26W20","05/15","58.9","-0.29","58.3","+0.68","56.5","+0.68"
"622","8255","朋程","159.5","-3","-1.85","26W20","05/15","52.1","+0.14","50.8","+0.13","50","+0.13"
"623","5439","高技","346","-9.5","-2.67","26W20","05/15","51.3","+3.28","44.7","+1.39","40.8","+4.36"
"624","2605","新興","30.4","+0.1","+0.33","26W20","05/15","52","-0.62","50.8","-0.38","49.6","-0.2"
"625","4706","大恭","31.95","+0.55","+1.75","26W20","05/15","78.8","+0.06","77.9","+0.06","76.7","+0.06"
"626","2230","泰茂","26","-1","-3.7","26W20","05/15","41.4","+0.05","35.3","-0.01","28.7","-0.01"
"627","8935","邦泰","21.2","-0.3","-1.4","26W20","05/15","47.4","+0.12","45.5","+0.02","41.6","0"
"628","1452","宏益","10.95","+0.15","+1.39","26W20","05/15","45.4","+0.14","40.8","+0.74","37.6","+0.11"
"629","4183","福永生技","13.65","0","0","26W20","05/15","51.8","0","46.1","0","42.6","0"
"630","00850","元大臺灣ESG永續","85.9","-0.3","-0.35","26W20","05/15","17.4","-0.21","16.5","-0.58","15.6","-0.58"
"631","3630","新鉅科","30.1","-0.3","-0.99","26W20","05/15","53.1","+0.1","52","+0.02","51.1","0"
"632","00666R","富邦恒生國企反1","9.42","+0.05","+0.53","26W20","05/15","80.8","+0.43","80.8","+0.43","80.8","+0.43"
"633","6781","AES-KY","1155","+75","+6.94","26W20","05/15","71.6","-0.02","69.9","0","69.9","0"
"634","2891C","中信金丙特","62.7","+0.1","+0.16","26W20","05/15","93","+0.27","93","+0.27","90.6","+0.27"
"635","7786","東方風能","130","+9.5","+7.88","26W20","05/15","79.5","0","77.6","0","77.1","0"
"636","3164","景岳","16.35","0","0","26W20","05/15","51.6","-0.01","46.6","0","39.7","+0.06"
"637","6405","悅城","73","+3.4","+4.89","26W20","05/15","47.2","+1.69","46.1","+1.69","38.2","+0.68"
"638","5258","虹堡","50.6","+1.75","+3.58","26W20","05/15","45.3","-0.95","41","-0.32","37","-1.07"
"639","4934","太極","16.8","+0.55","+3.38","26W20","05/15","32.1","-0.02","29.9","-0.02","28.3","-0.02"
"640","9946","三發地產","17.8","0","0","26W20","05/15","78.4","+0.1","78","+0.11","76.8","+0.13"
"641","9910","豐泰","97","+3","+3.19","26W20","05/15","89","+0.01","88.2","+0.02","87.3","-0.17"
"642","1473","台南","20.4","-0.1","-0.49","26W20","05/15","70.9","+0.44","69.5","0","69","0"
"643","2911","麗嬰房","8.22","+0.22","+2.75","26W20","05/15","42.7","+0.07","42.2","+0.07","40.5","+0.01"
"644","6269","台郡","65.8","-2.5","-3.66","26W20","05/15","28.3","-3.63","27.2","-2.95","26.7","-2.39"
"645","6469","大樹","76.9","+2.1","+2.81","26W20","05/15","44.8","-0.1","43.2","-0.07","42.6","-0.07"
"646","00768B","復華20年美債","49.75","+0.07","+0.14","26W20","05/15","97.8","+0.04","97.5","+0.05","97.4","+0.29"
"647","4994","傳奇","87.5","+2.1","+2.46","26W20","05/15","83.4","+0.06","80.2","0","78.9","0"
"648","2347","聯強","90.8","-1.4","-1.52","26W20","05/15","87.2","-0.04","86.2","+0.19","85","-0.08"
"649","4129","聯合","89.6","-0.9","-0.99","26W20","05/15","48.2","-0.52","46","+0.26","45","+0.26"
"650","2515","中工","12.7","-0.1","-0.78","26W20","05/15","57.8","-0.23","55.9","-0.07","53.8","-0.12"
"651","7767","仁大資訊","42.6","+0.35","+0.83","26W20","05/15","65.6","-2.04","61.2","0","54.7","0"
"652","2905","三商","14.3","-0.1","-0.69","26W20","05/15","82.4","+0.09","81.2","+0.02","80.1","+0.04"
"653","2008","高興昌","29.7","+0.25","+0.85","26W20","05/15","91.2","+0.05","91.2","+0.05","90.7","+0.05"
"654","911608","明輝-DR","2.83","-0.15","-5.03","26W20","05/15","24.5","+1.78","12.6","0","12.6","0"
"655","4130","健亞","25.9","-0.2","-0.77","26W20","05/15","62.4","-0.31","61.8","+0.09","61.8","+0.09"
"656","00675L","富邦臺灣加權正2","292.6","-2.9","-0.98","26W20","05/15","24.2","-0.74","21.6","-1.36","20.8","-0.43"
"657","00687B","國泰20年美債","27.89","+0.05","+0.18","26W20","05/15","43.9","+1.18","42.4","+1.22","41.3","+1.26"
"658","01004T","土銀富邦R2","10.43","0","0","26W20","05/15","92.2","+0.01","91.4","+0.12","90.4","+0.01"
"659","1474","弘裕","10.1","-0.1","-0.98","26W20","05/15","56.2","+0.03","52.5","+0.03","52.5","+0.03"
"660","4552","力達-KY","20.95","+0.1","+0.48","26W20","05/15","46.5","+1.65","41.9","+0.04","41.9","+0.04"
"661","4535","至興","27","-0.1","-0.37","26W20","05/15","74.4","+0.01","71.6","+0.01","69.4","+0.01"
