"排名","代號","名稱","市場","股價日期","K線","成交","漲跌價","漲跌幅","成交張數","成交額(百萬)","昨收","開盤","最高","最低","振幅(%)","PER","PBR","1個月走勢圖","3個月走勢圖","1年走勢圖","3年走勢圖","10年走勢圖"
"601","4987","科誠","櫃","05/15","","81.6","0","0","28","2.29","81.6","81.6","81.6","81.5","0.12","12.8","2.06","","","","",""
"602","8112","至上","市","05/15","","81.6","-2.9","-3.43","20,084","1,661","84.5","85.2","85.2","81.1","4.85","9.42","2.33","","","","",""
"603","3709","鑫聯大投控","櫃","05/15","","81.1","-0.7","-0.86","2,683","220","81.8","82.3","84.5","79.8","5.75","8.1","2.43","","","","",""
"604","6869","雲豹能源","市","05/15","","81.1","-1.3","-1.58","1,017","82.6","82.4","82.5","82.5","80.8","2.06","","2.23","","","","",""
"605","7811","民盛","櫃","05/15","","80.9","-0.5","-0.61","77","6.25","81.4","78.9","82","78.6","4.18","9.99","1.32","","","","",""
"606","8150","南茂","市","05/15","","80.9","-3","-3.58","23,694","1,935","83.9","84.2","84.2","80","5.01","68.6","2.3","","","","",""
"607","6028","公勝保經","櫃","05/15","","80.8","-1.4","-1.7","22","1.77","82.2","82.2","82.2","80.7","1.82","11.2","2.53","","","","",""
"608","00850","元大臺灣ESG永續","市","05/15","","80.75","-1.1","-1.34","1,338","110","81.85","82.75","83.25","80.35","3.54","","0.9965","","","","",""
"609","3032","偉訓","市","05/15","","80.4","+0.3","+0.37","2,522","206","80.1","80.1","83.9","80.1","4.74","","3.66","","","","",""
"610","3707","漢磊","櫃","05/15","","80.4","+0.4","+0.5","50,910","4,217","80","85","87.5","79.2","10.4","","4.43","","","","",""
"611","4126","太醫","櫃","05/15","","80","0","0","26","2.11","80","80","80.5","79.9","0.75","16.4","1.89","","","","",""
"612","3706","神達","市","05/15","","79.9","-1.3","-1.6","14,867","1,199","81.2","81.8","82.5","79.5","3.69","15.5","1.55","","","","",""
"613","6794","向榮生技","市","05/15","","79.8","+0.8","+1.01","56","4.46","79","81.6","81.6","78.7","3.67","","6.02","","","","",""
"614","6951","青新-創","市","05/15","","79.8","-0.3","-0.37","51","4.04","80.1","80.2","80.2","79.6","0.75","13.9","3.55","","","","",""
"615","5469","瀚宇博","市","05/15","","79.6","-1.6","-1.97","3,361","270","81.2","81.6","82.4","79.2","3.94","13.2","1.07","","","","",""
"616","00661","元大日經225","市","05/15","","79.4","-1.8","-2.22","140","11.2","81.2","80.8","80.8","79.4","1.72","","0.9981","","","","",""
"617","1723","中碳","市","05/15","","79.3","-1.4","-1.73","736","58.7","80.7","81.3","81.3","79.1","2.73","32","2.29","","","","",""
"618","5609","中菲行","櫃","05/15","","79.2","-1.1","-1.37","313","24.9","80.3","80.3","80.3","79.1","1.49","9.86","1.85","","","","",""
"619","6923","中台","市","05/15","","79.1","-0.6","-0.75","178","14","79.7","79.6","80.3","77.8","3.14","25.8","2.67","","","","",""
"620","6576","逸達","櫃","05/15","","79","-0.3","-0.38","119","9.34","79.3","78.9","79.3","78.1","1.51","","13.39","","","","",""
"621","1717","長興","市","05/15","","78.7","-0.9","-1.13","55,336","4,383","79.6","80.9","82.3","77","6.66","55.8","3.33","","","","",""
"622","3028","增你強","市","05/15","","78.7","-0.1","-0.13","6,478","503","78.8","79","79.4","75.4","5.08","15.4","2.93","","","","",""
"623","3546","宇峻","櫃","05/15","","78.7","+7.1","+9.92","752","59.1","71.6","78.6","78.7","78.6","0.14","39.9","3.03","","","","",""
"624","1319","東陽","市","05/15","","78.6","-0.6","-0.76","2,264","180","79.2","79.2","80.2","78.3","2.4","14.1","1.59","","","","",""
"625","2947","振宇五金","櫃","05/15","","78.5","0","0","3","0.27","78.5","78.5","78.5","78.5","0","26.4","2.12","","","","",""
"626","4905","台聯電","櫃","05/15","","78.2","-0.4","-0.51","21","1.66","78.6","78.3","80","78.2","2.29","28.3","0.8","","","","",""
"627","8487","愛爾達-創","市","05/15","","78.2","0","0","78","6.07","78.2","77.8","78.8","77.8","1.28","14","2.81","","","","",""
"628","2882","國泰金","市","05/15","","77.9","+1.2","+1.56","54,795","4,278","76.7","77.4","79.7","77","3.52","11","1.36","","","","",""
"629","1294","漢田生技","櫃","05/15","","77.7","-0.1","-0.13","19","1.5","77.8","77.8","78","77.7","0.39","15.8","2.7","","","","",""
"630","5388","中磊","市","05/15","","77.6","-0.1","-0.13","4,792","376","77.7","78.7","79.4","77.5","2.45","19.3","1.48","","","","",""
"631","6464","台數科","市","05/15","","77.6","+1.1","+1.44","52","3.97","76.5","76.5","77.6","75.8","2.35","18.7","1.2","","","","",""
"632","6577","勁豐","櫃","05/15","","77.6","-1.6","-2.02","71","5.53","79.2","79.2","79.8","77.6","2.78","13.2","2.92","","","","",""
"633","6965","中傑-KY","市","05/15","","77.6","-0.5","-0.64","144","11.2","78.1","78","79.5","77","3.2","22.2","1.01","","","","",""
"634","2465","麗臺","市","05/15","","77.3","-5.3","-6.42","3,037","241","82.6","84.1","84.7","76.6","9.81","58.6","6.03","","","","",""
"635","3504","揚明光","市","05/15","","77.3","+5.9","+8.26","10,387","794","71.4","71.9","78.5","70.4","11.3","","3.12","","","","",""
