排名,代號,名稱,市 場,股價 日期,K 線,成交,漲跌 價,漲跌 幅,成交 張數,成交額 (百萬),昨收,開盤,最高,最低,振幅 (%),PER,PBR,1個月 走勢圖,3個月 走勢圖,1年 走勢圖,3年 走勢圖,10年 走勢圖
301,6438,迅得,市,05/18,,166.0,2.5,1.53,938,151.0,163.5,162.0,166.5,156.0,6.42,30.4,2.42,,,,,
302,6732,昇佳電子,櫃,05/18,,166.0,-0.5,-0.3,151,24.7,166.5,164.0,166.0,161.0,3.0,26.2,1.99,,,,,
303,3289,宜特,櫃,05/18,,165.5,-1.5,-0.9,2466,407.0,167.0,165.0,168.0,160.5,4.49,34.3,3.07,,,,,
304,2640,大車隊,櫃,05/18,,165.0,2.5,1.54,20,3.31,162.5,161.0,165.0,160.0,3.08,17.9,4.46,,,,,
305,5209,新鼎,櫃,05/18,,165.0,0.0,0.0,68,11.3,165.0,165.0,165.5,164.5,0.61,9.22,5.38,,,,,
306,5474,聰泰,櫃,05/18,,164.5,0.5,0.3,379,62.4,164.0,162.0,168.0,161.0,4.27,32.7,3.47,,,,,
307,6890,來億-KY,市,05/18,,164.0,-1.5,-0.91,454,75.4,165.5,166.0,169.5,164.0,3.32,16.3,1.65,,,,,
308,3138,耀登,市,05/18,,163.0,14.5,9.76,2304,365.0,148.5,146.0,163.0,146.0,11.4,98.2,3.41,,,,,
309,5236,凌陽創新,櫃,05/18,,163.0,2.0,1.24,242,38.7,161.0,160.0,164.0,157.0,4.35,17.1,4.25,,,,,
310,2597,潤弘,市,05/18,,162.5,0.0,0.0,750,123.0,162.5,162.0,165.0,161.5,2.15,14.3,5.42,,,,,
311,2729,瓦城,櫃,05/18,,161.0,-3.0,-1.83,126,20.3,164.0,163.0,163.0,157.0,3.66,26.5,2.81,,,,,
312,2731,雄獅,市,05/18,,160.5,1.5,0.94,853,136.0,159.0,158.5,161.0,157.5,2.2,9.38,2.8,,,,,
313,6933,AMAX-KY,市,05/18,,160.5,-3.5,-2.13,124,20.0,164.0,159.5,162.5,159.0,2.13,26.9,2.85,,,,,
314,2337,旺宏,市,05/18,,160.0,-2.5,-1.54,79739,12562.0,162.5,157.0,163.0,153.0,6.15,,6.25,,,,,
315,6957,裕慶-KY,市,05/18,,159.5,-0.5,-0.31,63,10.0,160.0,157.0,160.5,157.0,2.19,15.1,3.31,,,,,
