排名,代號,名稱,市 場,股價 日期,K 線,成交,漲跌 價,漲跌 幅,成交 張數,成交額 (百萬),昨收,開盤,最高,最低,振幅 (%),PER,PBR,1個月 走勢圖,3個月 走勢圖,1年 走勢圖,3年 走勢圖,10年 走勢圖
1,5274,信驊,櫃,05/27,,18230.0,990.0,5.74,344,6240.0,17240.0,18065.0,18450.0,17510.0,5.45,155.0,115.61,,,,,
2,6515,穎崴,市,05/27,,9795.0,890.0,9.99,232,2273.0,8905.0,9795.0,9795.0,9795.0,0.0,199.0,54.33,,,,,
3,7769,鴻勁,市,05/27,,7800.0,-100.0,-1.27,328,2586.0,7900.0,7855.0,7980.0,7800.0,2.28,97.3,22.37,,,,,
4,6223,旺矽,櫃,05/27,,6390.0,150.0,2.4,966,6213.0,6240.0,6400.0,6645.0,6280.0,5.85,170.0,39.74,,,,,
5,2383,台光電,市,05/27,,5305.0,15.0,0.28,2342,12711.0,5290.0,5500.0,5545.0,5300.0,4.63,115.0,39.65,,,,,
6,3443,創意,市,05/27,,5100.0,-185.0,-3.5,2729,14423.0,5285.0,5350.0,5620.0,5050.0,10.8,153.0,46.86,,,,,
7,6669,緯穎,市,05/27,,5075.0,-205.0,-3.88,1998,10350.0,5280.0,5300.0,5350.0,5060.0,5.49,17.0,6.73,,,,,
8,2059,川湖,市,05/27,,4920.0,-115.0,-2.28,563,2812.0,5035.0,5065.0,5195.0,4875.0,6.36,43.4,14.87,,,,,
9,2454,聯發科,市,05/27,,4640.0,375.0,8.79,18261,84883.0,4265.0,4475.0,4690.0,4450.0,5.63,73.8,18.98,,,,,
10,3661,世芯-KY,市,05/27,,4500.0,-140.0,-3.02,2529,11716.0,4640.0,4785.0,4845.0,4460.0,8.3,65.8,8.5,,,,,
11,7734,印能科技,櫃,05/27,,3840.0,230.0,6.37,431,1631.0,3610.0,3790.0,3955.0,3600.0,9.83,96.9,15.56,,,,,
12,3653,健策,市,05/27,,3670.0,0.0,0.0,3139,12032.0,3670.0,3795.0,4015.0,3650.0,9.95,102.0,25.42,,,,,
13,3008,大立光,市,05/27,,3505.0,-160.0,-4.37,1354,4884.0,3665.0,3690.0,3720.0,3500.0,6.0,22.0,2.48,,,,,
14,3131,弘塑,櫃,05/27,,3425.0,310.0,9.95,417,1429.0,3115.0,3425.0,3425.0,3425.0,0.0,64.1,24.96,,,,,
15,3529,力旺,櫃,05/27,,3295.0,-190.0,-5.45,1447,4922.0,3485.0,3480.0,3555.0,3270.0,8.18,120.0,55.44,,,,,
16,6510,精測,櫃,05/27,,3195.0,-220.0,-6.44,1488,4957.0,3415.0,3480.0,3560.0,3185.0,11.0,93.7,10.68,,,,,
17,3081,聯亞,櫃,05/27,,2885.0,-275.0,-8.7,3417,10337.0,3160.0,3170.0,3215.0,2855.0,11.4,379.0,62.96,,,,,
18,3017,奇鋐,市,05/27,,2700.0,-25.0,-0.92,4384,12113.0,2725.0,2800.0,2835.0,2695.0,5.14,44.4,23.47,,,,,
19,2360,致茂,市,05/27,,2625.0,125.0,5.0,2643,6917.0,2500.0,2550.0,2680.0,2495.0,7.4,82.8,40.09,,,,,
20,3533,嘉澤,市,05/27,,2625.0,-15.0,-0.57,1312,3505.0,2640.0,2660.0,2740.0,2610.0,4.92,36.9,7.03,,,,,
21,2345,智邦,市,05/27,,2620.0,0.0,0.0,3955,10384.0,2620.0,2645.0,2670.0,2570.0,3.82,49.6,22.42,,,,,
22,2308,台達電,市,05/27,,2520.0,170.0,7.23,13898,35478.0,2350.0,2490.0,2585.0,2490.0,4.04,93.0,21.85,,,,,
23,7750,新代,市,05/27,,2510.0,-120.0,-4.56,511,1305.0,2630.0,2655.0,2665.0,2460.0,7.79,61.0,15.77,,,,,
24,8299,群聯,櫃,05/27,,2480.0,-25.0,-1.0,10481,26957.0,2505.0,2700.0,2730.0,2455.0,11.0,24.0,7.4,,,,,
25,2330,台積電,市,05/27,,2300.0,30.0,1.32,40272,93105.0,2270.0,2310.0,2330.0,2290.0,1.76,30.9,10.12,,,,,
26,3665,貿聯-KY,市,05/27,,2115.0,-150.0,-6.62,2488,5468.0,2265.0,2310.0,2335.0,2115.0,9.71,42.7,8.85,,,,,
27,3491,昇達科,櫃,05/27,,2080.0,5.0,0.24,619,1293.0,2075.0,2120.0,2130.0,2025.0,5.06,228.0,41.07,,,,,
28,6442,光聖,市,05/27,,2040.0,-225.0,-9.93,6268,13639.0,2265.0,2280.0,2305.0,2040.0,11.7,76.7,22.54,,,,,
29,6683,雍智科技,櫃,05/27,,1780.0,-20.0,-1.11,1518,2745.0,1800.0,1850.0,1910.0,1725.0,10.3,99.6,16.92,,,,,
30,6805,富世達,市,05/27,,1740.0,-45.0,-2.52,1613,2861.0,1785.0,1805.0,1840.0,1720.0,6.72,44.4,16.07,,,,,
31,5289,宜鼎,櫃,05/27,,1700.0,10.0,0.59,4155,7246.0,1690.0,1790.0,1830.0,1675.0,9.17,22.6,11.29,,,,,
32,7751,竑騰,櫃,05/27,,1700.0,-60.0,-3.41,226,375.0,1760.0,1815.0,1815.0,1585.0,13.1,75.1,21.02,,,,,
33,6274,台燿,櫃,05/27,,1630.0,50.0,3.16,8228,13608.0,1580.0,1640.0,1735.0,1575.0,10.1,118.0,26.06,,,,,
34,7828,創新服務,櫃,05/27,,1505.0,100.0,7.12,764,1146.0,1405.0,1450.0,1540.0,1435.0,7.47,222.0,52.15,,,,,
35,5269,祥碩,市,05/27,,1495.0,-50.0,-3.24,2429,3691.0,1545.0,1565.0,1575.0,1485.0,5.83,18.4,3.0,,,,,
36,1590,亞德客-KY,市,05/27,,1435.0,-30.0,-2.05,613,895.0,1465.0,1495.0,1500.0,1430.0,4.78,31.4,5.64,,,,,
37,6640,均華,櫃,05/27,,1425.0,-35.0,-2.4,328,473.0,1460.0,1505.0,1505.0,1415.0,6.16,87.9,12.44,,,,,
38,8210,勤誠,市,05/27,,1395.0,-45.0,-3.12,1433,2049.0,1440.0,1470.0,1470.0,1385.0,5.9,41.1,13.86,,,,,
39,2368,金像電,市,05/27,,1375.0,-70.0,-4.84,5688,8013.0,1445.0,1450.0,1470.0,1370.0,6.92,61.5,20.16,,,,,
40,6739,竹陞科技,櫃,05/27,,1295.0,-65.0,-4.78,318,428.0,1360.0,1400.0,1400.0,1280.0,8.82,67.7,35.31,,,,,
41,2404,漢唐,市,05/27,,1235.0,-30.0,-2.37,5007,6296.0,1265.0,1285.0,1300.0,1225.0,5.93,23.0,16.22,,,,,
