"排名","代號","名稱","成交","漲跌價","漲跌幅","法人買賣日期","當日買賣超佔成交","2日買賣超佔成交","3日買賣超佔成交","5日買賣超佔成交","10日買賣超佔成交","1個月買賣超佔成交","3個月買賣超佔成交","半年買賣超佔成交","1年買賣超佔成交","3年買賣超佔成交","10年買賣超佔成交","今年買賣超佔成交"
"1","2891C","中信金丙特","62.1","0","0","05/08","0","0","+55.5","+47.5","+17.7","+27.7","+12.3","+4.4","-2.04","-2.68","","+10.9"
"2","5534","長虹","78.4","-0.2","-0.25","05/08","+15.9","+17.9","+21.2","+27.2","+22.7","+7.81","+2.95","+1.6","-0.52","+0.17","-0.06","+2.19"
"3","9938","百和","44.8","-0.8","-1.75","05/08","+13.3","+15.3","+15.9","+25.4","+20.6","+8.75","-0.31","-1.73","-0.75","+0.34","-0.27","-2.44"
"4","9802","鈺齊-KY","80.4","-0.6","-0.74","05/08","+22.2","+23.6","+21.9","+23.9","+16.8","+7.3","-1.03","-0.93","-2.03","-0.5","+0.02","-3.33"
"5","6768","志強-KY","87.5","+3.1","+3.67","05/08","+9.01","+10.6","+12.6","+20.5","+16.7","+7.92","+2.1","-3.06","-0.86","+0.33","","-2.19"
"6","9941","裕融","75.7","-0.5","-0.66","05/08","+14","+13.1","+13.4","+19.2","+14","+6.77","-12.1","-8.27","-9.35","-0.91","-0.49","-11.2"
"7","2204","中華","54.4","-0.6","-1.09","05/08","+17.6","+17.8","+19.4","+19.2","+17.3","+6.81","+1.74","-0.68","-2.34","-1.14","+0.15","-0.48"
"8","4105","東洋","75.4","+0.9","+1.21","05/08","+14.2","+15.6","+16.4","+18.8","+20.2","+9.76","+3.53","+1.58","+0.89","+0.24","-0.61","+2.55"
"9","1307","三芳","32.2","+0.7","+2.22","05/08","+10.5","+4.84","+11.1","+17.8","+16.2","+8.74","+1.83","+0.9","-0.06","+0.19","+0.12","+1.3"
"10","4746","台耀","54.3","-0.5","-0.91","05/08","+17.5","+16.3","+14.4","+16.3","+13.2","+7.47","+3.32","+1.81","+1.08","+0.06","-0.09","+2.23"
"11","6670","復盛應用","254","-4.5","-1.74","05/08","+11","+5.84","+8.92","+15.8","+7.15","-8.16","-2.46","-13.1","+0.4","+2.86","","-3.04"
"12","2753","八方雲集","180.5","0","0","05/08","-2.16","-3.2","-2.97","+15.1","+13","+7.17","+2.36","+0.51","-0.31","-0.31","","+0.83"
"13","2731","雄獅","159.5","-4","-2.45","05/08","+5.88","+8.25","+9.68","+14.9","+13.3","+5.77","+2.96","+1.89","-0.38","-0.88","+0.03","+2.75"
"14","2548","華固","123.5","-1","-0.8","05/08","+17.6","+13.3","+13.8","+14.4","+10.9","+5.63","+3.07","+2.11","-0.77","+0.01","-0.05","+2.56"
"15","3592","瑞鼎","258.5","+16","+6.6","05/08","+7.56","+8.34","+8.73","+13.6","+12","+5.99","+3.41","-8.98","-5.28","-0.09","","+0.94"
"16","9910","豐泰","73.8","+3.7","+5.28","05/08","+16","+13.3","+14.6","+13.5","+11.3","+12.3","+3.65","+3.05","+1.95","+0.08","+0.15","+2.33"
"17","2393","億光","73.7","+1.2","+1.66","05/08","+12.1","+11","+12.7","+12.5","+5.46","+1.96","-1.94","-11.8","-10.2","+1.18","+0.35","-1.8"
"18","8210","勤誠","1415","+125","+9.69","05/08","+17","+12.4","+12.4","+11.9","+8.26","+5.64","-2","-1.21","-0.14","+0.15","+0.08","-1.96"
"19","1477","聚陽","221.5","+1","+0.45","05/08","+26.4","+18.2","+14.2","+11.8","+4.93","-2.98","+0.03","-7.08","-0.72","+0.95","+0.34","-1.73"
"20","2059","川湖","5320","+480","+9.92","05/08","+16","+12.3","+12.5","+11.3","+10.8","+7.97","+4.98","-2.64","-0.89","+0.45","+0.42","-1.38"
"21","1612","宏泰","36.7","-0.5","-1.34","05/08","+12.2","+3.52","+7.04","+11.3","+13.4","+8.43","+3.55","+1.18","+0.33","+0.07","+0.03","+1.67"
"22","6669","緯穎","5200","+320","+6.56","05/08","+18.9","+15.7","+13.6","+10.7","+11.9","+10.1","+3.32","+0.96","+0.53","+0.37","","+0.59"
"23","3443","創意","5210","-240","-4.4","05/08","+12.7","+14.4","+13.4","+10.6","+5.91","+4.41","+2.5","+1.66","+0.74","-0.03","+0.13","+1.97"
"24","9907","統一實","17.1","-0.15","-0.87","05/08","-0.55","+5.29","+4.83","+10.6","+7.82","+0.97","-1.68","+9.04","+4.66","+2.05","+0.7","-0.71"
"25","8454","富邦媒","196","+7","+3.7","05/08","+9.67","+7.7","+8.51","+10.5","+0.82","+0.54","+0.32","+2.66","+0.9","-0.22","+0.1","+1.98"
"26","2031","新光鋼","39.65","-0.1","-0.25","05/08","-2.35","-3.78","-1.66","+10.3","+12.1","+6.69","+2.43","+1.27","+0.14","-1.43","+0.02","+1.69"
"27","3026","禾伸堂","330","+30","+10","05/08","+9.44","+8.8","+11.9","+10.1","+6.79","+3.95","+2.35","+1.67","+1.28","+1.12","+0.13","+1.97"
"28","3218","大學光","132.5","-1.5","-1.12","05/08","-1.24","-2.33","-2.15","+9.23","+7.43","+4.91","+2.44","+1.29","+0.78","-1.01","+0.02","+1.9"
"29","6189","豐藝","49","+0.65","+1.34","05/08","-1.98","-2.8","-2.28","+8.5","+11.3","+5.48","+1.9","+1.19","-2.37","+0.1","+0.07","+1.02"
"30","1319","東陽","80.2","+0.2","+0.25","05/08","+14.4","+8.4","+7.85","+8.11","+4.19","-4.62","-5.43","-2.39","-4.84","+1.1","+0.25","-3.5"
"31","6223","旺矽","5025","-5","-0.1","05/08","+18.4","+14.8","+10.5","+8.03","+3.3","+1.32","+1.27","-0.49","+1.66","+0.74","+0.2","-0.25"
"32","3583","辛耘","788","-9","-1.13","05/08","+6.98","+12.2","+9.3","+8.01","+5.05","+3.17","+1.62","+0.98","+0.63","+0.11","-0.04","+1.41"
"33","6715","嘉基","445","-22","-4.71","05/08","+24.1","+13.2","+10.2","+7.99","+8.28","+7.17","+4.69","+4.19","+3.84","+1.05","","+4.29"
"34","6274","台燿","1370","-75","-5.19","05/08","+1.56","+6.59","+9.31","+7.53","+4.74","+3.14","-3.17","-0.26","+0.51","+0.33","+0.1","-2.84"
"35","5483","中美晶","149","-3","-1.97","05/08","+0.19","+3.15","+8.18","+7.43","+2.64","+0.46","+0.23","-0.35","-0.82","+1.01","+0.21","+0.02"
"36","2480","敦陽科","148","+1","+0.68","05/08","-1.57","-2.24","-1.69","+6.85","+7.42","+4.44","+2.09","+0.42","+0.77","+0.19","+0.05","+1.19"
"37","4915","致伸","72.5","-1.1","-1.49","05/08","+5.11","+2.95","+3.41","+6.74","+1.62","-8.64","-4.8","-2.59","-5.64","+2.56","+0.65","-1.93"
"38","6291","沛亨","468","-14","-2.9","05/08","+8.66","+9.35","+10.5","+6.39","+6.04","+3.6","+1.68","+0.97","+0.81","+0.66","+0.6","+1.41"
"39","3526","凡甲","395","+17.5","+4.64","05/08","+4.54","+2.45","+3.95","+5.93","+5.4","+3.88","+1.32","+1.33","+0.01","+0.75","+0.08","+1.34"
"40","3529","力旺","4335","-370","-7.86","05/08","+9.63","+11.9","+8.36","+5.6","-3.36","+3.59","+2.22","+0.85","0","-0.17","+0.27","+1.79"
"41","8155","博智","444","-5","-1.11","05/08","+7.39","+3.45","+5.64","+5.43","+4.22","+2","+0.89","+0.54","+0.36","-0.47","+0.07","+0.64"
"42","4966","譜瑞-KY","669","+60","+9.85","05/08","+7.86","+6.4","+6.15","+4.79","+2.84","+0.11","-0.25","+1.67","+1.23","-0.09","-0.19","+0.86"
"43","8936","國統","52","-0.8","-1.52","05/08","-0.45","-0.74","-0.61","+4.59","+4.09","+2.15","+0.8","+0.39","-0.05","+0.03","-0.01","+0.63"
"44","5289","宜鼎","1600","+25","+1.59","05/08","+7.85","+6.65","+5.71","+4.53","+4","+3.36","+1.02","+0.65","-0.06","+0.13","+0.11","+1.37"
"45","3711","日月光投控","516","-24","-4.44","05/08","+2.46","+8.87","+6.85","+4.52","+4.58","+2.47","+1.68","-2.38","-3.29","+0.35","","+1.1"
"46","6525","捷敏-KY","106.5","-3","-2.74","05/08","-0.89","-0.64","+1.54","+4.52","+4.53","+3.09","+2.11","+1.44","+0.75","+0.12","-0.01","+1.71"
