排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 發行 張數,2日 買賣超 佔 發行 張數,3日 買賣超 佔 發行 張數,5日 買賣超 佔 發行 張數,10日 買賣超 佔 發行 張數,1個月 買賣超 佔 發行 張數,3個月 買賣超 佔 發行 張數,半年 買賣超 佔 發行 張數,1年 買賣超 佔 發行 張數,3年 買賣超 佔 發行 張數,10年 買賣超 佔 發行 張數,今年 買賣超 佔 發行 張數
1,4916,事欣科,89.9,8.1,9.9,05/20,4.95,4.94,6.31,9.0,8.21,8.06,19.6,11.8,13.9,11.0,12.0,20.4
2,8096,擎亞,107.5,2.0,1.9,05/20,-0.56,-1.23,5.02,6.06,1.15,3.94,-2.76,-0.41,-1.1,0.17,0.12,10.1
3,6127,九豪,52.1,4.65,9.8,05/20,3.8,1.76,6.22,5.97,5.95,2.79,5.54,3.55,3.76,4.95,5.03,6.15
4,5347,世界,159.0,1.5,0.95,05/20,-0.65,-2.52,5.54,5.82,5.02,6.18,6.68,14.7,15.9,0.39,-13.6,13.2
5,8028,昇陽半導體,258.5,-3.5,-1.34,05/20,-0.42,-0.78,2.1,5.7,5.03,11.1,13.6,10.4,10.6,10.2,,7.51
6,3048,益登,61.7,5.6,9.98,05/20,0.04,0.96,0.95,5.37,8.51,9.87,11.9,12.5,6.34,9.6,9.53,12.1
7,009820,元大納斯達克精選,10.04,-0.02,-0.2,05/20,0.53,0.83,1.42,5.31,10.3,,,,,,,
8,1582,信錦,107.0,-10.0,-8.55,05/20,2.28,1.69,2.97,5.21,4.9,3.31,4.5,-0.23,-7.11,0.16,-4.99,-0.04
9,00859B,群益0-1年美債,41.15,0.02,0.05,05/20,-0.16,-0.13,2.02,4.94,8.34,13.0,33.3,63.1,60.7,74.2,,57.0
10,00875,國泰網路資安,44.38,0.19,0.43,05/20,-0.83,1.82,1.28,4.76,2.33,6.38,12.8,16.1,46.4,167.0,,16.2
11,00678,群益那斯達克生技,34.83,0.09,0.26,05/20,0.0,2.69,0.33,4.69,1.06,5.72,6.7,5.39,19.2,19.7,,3.35
12,8261,富鼎,149.0,13.5,9.96,05/20,1.25,1.46,1.06,4.55,1.42,0.75,6.96,3.32,5.06,5.19,4.66,5.32
13,8147,正淩,182.5,1.0,0.55,05/20,-0.08,0.45,0.69,4.24,8.27,5.08,5.39,4.85,5.2,4.71,4.88,4.47
14,6209,今國光,78.9,7.1,9.89,05/20,0.99,3.39,3.06,3.86,1.8,2.53,2.3,-7.13,3.08,6.33,5.53,-1.1
15,00984B,大華優利美A債15,16.02,-0.09,-0.56,05/20,0.86,1.09,2.34,3.84,9.43,16.4,29.5,26.7,31.8,,,29.4
16,2027,大成鋼,41.15,1.15,2.88,05/20,0.82,1.25,1.51,3.74,5.17,6.41,3.58,-3.01,-6.2,6.0,4.9,3.31
17,5309,系統電,67.7,3.0,4.64,05/20,3.2,2.97,3.35,3.55,3.58,3.43,1.95,1.0,-0.28,-1.21,-0.9,-1.36
18,4571,鈞興-KY,210.5,-17.0,-7.47,05/20,-0.2,0.77,1.85,3.37,5.11,4.73,5.1,5.66,-0.89,-2.2,,5.16
19,2492,華新科,242.0,22.0,10.0,05/20,0.54,1.08,1.18,3.3,6.56,7.86,11.8,14.1,12.5,8.4,3.24,14.4
20,6284,佳邦,88.0,2.9,3.41,05/20,1.5,1.62,1.84,3.28,4.71,3.32,3.77,5.04,2.65,5.04,4.73,6.95
21,3663,鑫科,78.6,-4.8,-5.76,05/20,0.48,1.84,3.24,3.25,2.63,1.16,4.49,4.72,4.82,2.43,2.58,5.11
22,6462,神盾,134.5,3.5,2.67,05/20,1.13,0.91,1.5,3.15,4.18,4.41,4.81,2.03,-3.84,-0.53,-26.9,3.64
23,8040,九暘,98.7,8.9,9.91,05/20,1.37,1.53,1.99,3.13,3.2,3.03,3.12,2.98,2.68,2.58,2.64,2.79
24,6485,點序,112.0,5.0,4.67,05/20,-1.21,2.03,3.2,3.11,2.96,1.53,2.5,1.14,-0.16,3.13,1.96,3.15
25,5425,台半,86.9,1.3,1.52,05/20,2.71,3.47,4.61,3.09,3.74,6.28,6.08,10.3,6.02,3.18,-1.06,9.71
26,2355,敬鵬,59.1,-4.3,-6.78,05/20,-2.67,-1.1,1.5,3.0,3.09,4.15,9.43,10.0,8.2,1.72,-10.6,9.69
27,3707,漢磊,72.8,0.1,0.14,05/20,0.02,-0.1,-0.55,2.87,2.5,5.77,7.25,6.32,6.54,5.01,4.21,6.79
28,5328,華容,30.9,2.8,9.96,05/20,2.59,3.18,2.27,2.74,3.64,3.78,-2.26,5.09,2.95,4.36,4.97,6.1
29,3498,陽程,143.5,7.0,5.13,05/20,0.11,0.51,1.16,2.73,4.23,7.88,12.7,11.2,9.39,10.3,12.0,9.16
30,2484,希華,44.3,4.0,9.93,05/20,2.67,1.12,2.69,2.7,-0.34,-1.7,1.65,-0.86,-1.06,2.59,-0.05,-0.91
31,8358,金居,460.0,31.0,7.23,05/20,1.58,2.02,2.54,2.67,4.96,8.48,15.8,11.8,14.2,13.0,14.4,14.2
32,6672,騰輝電子-KY,176.5,-2.5,-1.4,05/20,0.02,-0.13,-0.42,2.64,1.15,2.22,-1.57,0.19,-0.48,-3.94,,0.89
33,5291,邑昇,71.7,-4.8,-6.27,05/20,-0.08,1.78,1.91,2.53,2.67,1.56,1.4,1.69,1.52,1.33,1.69,1.7
34,3217,優群,188.5,-1.0,-0.53,05/20,0.0,0.9,0.96,2.5,2.19,1.35,-2.48,-8.25,-5.29,2.4,3.3,-5.59
35,6155,鈞寶,55.9,5.0,9.82,05/20,1.29,0.87,1.74,2.44,3.07,3.31,1.72,2.45,3.18,3.1,10.5,3.91
36,00689R,國泰20年美債反1,22.72,0.19,0.84,05/20,0.13,0.13,2.31,2.31,5.95,6.74,14.8,19.2,25.5,27.5,,19.8
37,3665,貿聯-KY,1965.0,-25.0,-1.26,05/20,0.03,0.1,0.53,2.26,3.2,5.46,6.29,10.1,12.7,7.24,-10.3,11.1
38,6509,聚和,47.65,0.7,1.49,05/20,0.25,0.44,1.16,2.25,4.24,5.19,0.2,2.13,2.6,4.91,2.88,1.53
39,4956,光鋐,43.0,0.4,0.94,05/20,0.12,0.29,0.74,2.17,-2.7,-2.87,4.29,1.32,-0.26,0.12,-0.69,4.32
40,6806,森崴能源,11.4,-1.25,-9.88,05/20,0.0,0.01,0.02,2.13,2.29,2.48,2.65,1.88,0.26,1.37,,2.21
41,6451,訊芯-KY,485.5,1.5,0.31,05/20,-0.59,-0.25,1.17,2.11,2.37,1.82,3.72,5.77,1.2,3.82,-1.0,4.78
42,00793B,群益AAA-A醫療債,30.23,-0.15,-0.49,05/20,0.0,0.0,0.06,2.07,2.07,2.1,-1.79,-4.31,-2.64,-3.69,,-4.45
43,8016,矽創,285.5,5.0,1.78,05/20,-0.33,-0.31,-0.19,2.03,2.9,5.49,6.72,5.71,5.26,6.27,7.49,8.36
44,00971,野村美國研發龍頭,16.5,-0.08,-0.48,05/20,0.0,1.09,1.22,2.02,4.27,7.34,9.87,10.1,29.2,,,10.2
45,2342,茂矽,38.25,-0.3,-0.78,05/20,0.01,0.44,1.12,1.94,0.16,3.32,3.95,4.7,-2.51,3.52,-13.0,4.77
46,3028,增你強,84.4,2.6,3.18,05/20,-0.05,0.19,0.62,1.93,0.13,0.51,2.67,4.02,5.13,8.16,8.31,4.42
47,2606,裕民,64.5,1.0,1.57,05/20,0.13,0.22,0.23,1.86,3.61,3.48,5.37,6.68,8.52,4.18,11.8,8.73
48,7750,新代,2495.0,145.0,6.17,05/20,0.31,1.19,1.54,1.85,2.42,1.38,1.84,1.29,,,,3.08
49,00401A,主動摩根台灣鑫收,12.17,0.02,0.16,05/20,0.02,0.78,0.85,1.85,4.78,4.12,,,,,,
50,3033,威健,51.4,2.6,5.33,05/20,-0.04,0.78,0.06,1.85,3.03,8.87,14.1,14.8,10.0,11.3,14.4,13.0
51,4966,譜瑞-KY,757.0,29.0,3.98,05/20,0.31,0.41,0.62,1.84,6.92,4.3,1.18,-8.91,-15.3,-34.3,-14.6,-4.92
52,3413,京鼎,314.0,-0.5,-0.16,05/20,-0.22,-0.19,-0.79,1.83,0.46,-1.29,2.7,-6.37,-11.8,-6.3,2.19,-1.13
53,009805,新光美國電力基建,16.1,-0.2,-1.23,05/20,1.01,1.81,1.89,1.83,1.95,2.93,4.07,4.22,4.57,,,4.3
54,3042,晶技,148.0,0.0,0.0,05/20,-0.73,-0.71,0.36,1.79,3.93,4.53,8.86,10.6,12.5,9.82,-4.95,10.4
55,7788,松川精密,187.0,-20.5,-9.88,05/20,0.2,0.47,-0.02,1.78,3.0,3.15,3.29,3.3,,,,3.37
56,3704,合勤控,38.7,0.6,1.57,05/20,0.37,0.6,0.7,1.77,2.58,2.31,5.75,3.27,0.78,-4.56,1.93,4.17
57,2404,漢唐,1025.0,-5.0,-0.49,05/20,0.75,1.72,2.02,1.77,2.52,1.84,-3.46,-5.59,4.4,-1.39,2.59,-4.56
58,2375,凱美,111.5,10.0,9.85,05/20,1.03,2.32,0.68,1.75,3.07,2.33,-0.57,5.12,5.12,6.01,6.47,4.19
59,6271,同欣電,187.5,6.5,3.59,05/20,1.09,0.66,1.64,1.75,2.52,2.33,3.79,4.16,11.4,8.56,3.42,5.7
60,6227,茂綸,114.0,-1.0,-0.87,05/20,-0.06,-0.45,0.73,1.75,2.69,3.89,4.43,4.87,0.83,1.66,3.14,4.6
61,5439,高技,364.5,-14.5,-3.83,05/20,-0.37,-0.46,-0.73,1.73,-0.81,-7.24,4.08,2.17,-0.51,2.1,12.6,9.99
62,3376,新日興,202.5,-2.0,-0.98,05/20,-0.13,1.66,2.62,1.72,1.13,1.31,0.43,-8.22,-7.04,-2.14,-13.9,-5.58
63,00997A,主動群益美國增長,11.81,0.11,0.94,05/20,0.6,0.83,1.95,1.71,0.39,4.17,,,,,,
64,6834,天二科技,60.6,5.5,9.98,05/20,0.95,1.06,0.26,1.7,1.29,1.84,4.21,3.77,3.82,3.95,,3.91
65,2313,華通,255.0,-1.0,-0.39,05/20,-0.28,0.3,1.41,1.69,0.07,0.44,-7.05,-11.1,8.01,3.59,4.43,-7.38
66,6449,鈺邦,268.5,24.0,9.82,05/20,-0.02,0.25,0.89,1.69,3.25,3.87,4.64,2.63,3.36,4.7,6.87,4.19
67,3094,聯傑,36.3,2.05,5.99,05/20,0.13,0.31,1.03,1.69,0.64,0.56,0.85,0.76,0.62,-4.49,-1.99,0.49
68,3693,營邦,504.0,-29.0,-5.44,05/20,1.03,1.01,0.98,1.69,1.83,0.34,0.71,-3.21,-1.31,-4.41,-0.77,0.14
69,3008,大立光,3200.0,-165.0,-4.9,05/20,-0.19,0.05,0.71,1.67,2.13,2.49,5.59,2.31,-0.62,-3.05,-19.1,3.66
70,3090,日電貿,178.5,16.0,9.85,05/20,-0.86,1.76,1.25,1.63,1.51,0.77,6.76,5.63,1.88,3.78,8.62,5.94
71,2388,威盛,81.7,7.4,9.96,05/20,1.61,1.53,1.45,1.61,0.8,1.24,3.56,3.61,0.92,-7.44,-4.28,2.45
72,00995A,主動中信台灣卓越,15.72,-0.07,-0.44,05/20,0.16,0.6,1.24,1.6,3.69,0.38,2.09,,,,,
73,3624,光頡,90.0,-1.2,-1.32,05/20,-0.19,-2.05,-3.51,1.59,3.94,4.91,6.27,5.71,4.95,7.72,3.09,5.68
74,6432,今展科,52.7,3.0,6.04,05/20,0.25,0.66,-0.81,1.58,1.2,-1.0,1.1,2.47,2.11,1.54,2.21,1.45
