代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 週別,更新 日期,外資 連續 買賣 週數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 週數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 週數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 週數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
00696B,富邦美債20年,28.27,0.12,0.43,26W21,05/21,53,623912,43.1,90.9,0,0,0.0,0.0,1,3028,27.4,0.44,19,280806,46.2,40.9
00717,富邦美國特別股,14.94,0.04,0.27,26W21,05/21,47,21608,58.3,15.5,0,0,0.0,0.0,2,152,5.16,0.11,12,11089,76.7,7.94
00857B,永豐20年美公債,22.72,0.11,0.49,26W21,05/21,28,148059,42.3,24.9,0,0,0.0,0.0,1,2207,30.2,0.37,28,148135,42.3,24.9
00733,富邦臺灣中小,70.5,3.5,5.22,26W21,05/21,21,28338,17.1,38.6,0,0,0.0,0.0,14,26403,23.3,35.9,36,87172,36.8,119.0
00931B,統一美債20年,13.14,0.07,0.54,26W21,05/21,18,246726,52.9,11.1,0,0,0.0,0.0,1,1419,6.26,0.06,18,282375,60.5,12.7
6234,高僑,46.8,2.95,6.73,26W21,05/21,18,6468,2.98,6.44,0,0,0.0,0.0,-3,-418,-0.97,-0.42,2,475,1.87,0.47
006205,富邦上証,41.51,0.19,0.46,26W21,05/21,15,4052,9.04,3.99,0,0,0.0,0.0,3,1811,21.7,1.79,15,8263,18.4,8.15
00710B,復華彭博非投等債,18.88,0.02,0.11,26W21,05/21,13,1938,15.0,1.06,0,0,0.0,0.0,-1,-29,-3.0,-0.02,20,22740,56.9,12.4
00746B,富邦A級公司債,35.01,0.18,0.52,26W21,05/21,13,35101,52.3,1.42,0,0,0.0,0.0,-13,-34319,-51.1,-1.39,-2,-350,-3.78,-0.01
00763U,期街口道瓊銅,33.75,0.64,1.93,26W21,05/21,12,7709,10.8,14.1,0,0,0.0,0.0,-1,-642,-18.5,-1.18,-1,-502,-14.4,-0.92
00902,中信電池及儲能,16.32,0.4,2.51,26W21,05/21,11,36028,24.5,15.0,0,0,0.0,0.0,2,3139,14.8,1.31,11,69438,47.2,29.0
9933,中鼎,39.6,0.85,2.19,26W21,05/21,11,61198,16.6,6.8,1,490,2.23,0.05,1,1281,5.83,0.14,11,62560,16.9,6.95
00897,富邦基因免疫生技,9.7,0.26,2.75,26W21,05/21,10,11574,30.6,7.54,0,0,0.0,0.0,3,1000,8.45,0.65,23,31687,34.0,20.6
00901,永豐智能車供應鏈,41.44,2.18,5.55,26W21,05/21,10,3831,15.6,5.86,0,0,0.0,0.0,-1,-2,-0.05,0.0,10,3345,13.6,5.12
00943,兆豐電子高息等權,20.61,0.77,3.88,26W21,05/21,10,11190,53.1,26.4,0,0,0.0,0.0,-6,-2605,-23.3,-6.15,11,9930,45.6,23.4
009817,國泰日本不動產,8.93,0.01,0.11,26W21,05/21,10,33059,18.9,11.6,0,0,0.0,0.0,7,11849,12.2,4.17,8,32761,28.3,11.5
00982B,FT投資級債20+,9.72,0.05,0.52,26W21,05/21,10,1364,30.3,4.56,0,0,0.0,0.0,2,349,41.9,1.17,3,871,58.9,2.91
00984B,大華優利美A債15,16.11,0.09,0.56,26W21,05/21,10,75916,41.2,41.6,0,0,0.0,0.0,1,1033,9.18,0.57,3,22232,53.2,12.2
2379,瑞昱,575.0,8.0,1.41,26W21,05/21,10,41950,22.5,8.14,-6,-6854,-5.43,-1.33,1,42,0.26,0.01,10,25355,13.6,4.92
00885,富邦越南,19.26,0.16,0.84,26W21,05/21,9,52400,24.7,8.0,0,0,0.0,0.0,8,42098,22.2,6.42,8,94407,49.7,14.4
00915,凱基優選高股息30,27.41,0.41,1.52,26W21,05/21,9,65637,18.0,10.7,0,0,0.0,0.0,63,954651,45.1,156.0,63,1113396,52.6,182.0
2049,上銀,373.5,14.0,3.89,26W21,05/21,9,26818,7.53,7.58,2,2403,2.74,0.68,-1,-350,-1.2,-0.1,9,29007,8.14,8.2
2438,翔耀,22.0,0.5,2.33,26W21,05/21,9,661,7.07,0.93,0,0,0.0,0.0,1,2,0.3,0.0,9,665,7.11,0.93
2867,三商壽,7.66,-0.04,-0.52,26W21,05/21,9,117808,33.1,2.0,0,0,0.0,0.0,3,6030,5.59,0.1,9,123383,34.7,2.09
2886,兆豐金,40.2,-0.1,-0.25,26W21,05/21,9,158910,15.1,1.07,1,8215,5.45,0.06,-4,-7729,-1.7,-0.05,4,40621,8.91,0.27
00655L,國泰中國A50正2,36.19,0.56,1.57,26W21,05/21,8,3590,6.95,4.95,0,0,0.0,0.0,-1,-228,-4.54,-0.31,16,28252,20.0,39.0
00714,群益道瓊美國地產,21.67,0.29,1.36,26W21,05/21,8,1527,26.0,6.92,0,0,0.0,0.0,-2,-382,-24.0,-1.73,20,3959,21.6,17.9
