"排名","代號","名稱","成交","漲跌價","漲跌幅","法人買賣日期","當日買賣超佔成交","2日買賣超佔成交","3日買賣超佔成交","5日買賣超佔成交","10日買賣超佔成交","1個月買賣超佔成交","3個月買賣超佔成交","半年買賣超佔成交","1年買賣超佔成交","3年買賣超佔成交","10年買賣超佔成交","今年買賣超佔成交"
"210","2406","國碩","35.25","+2.25","+6.82","05/11","+37.8","+14.5","+22.5","+17.9","+18.2","+9.35","+2.33","+1.51","+1.21","+0.89","+0.14","+1.5"
"211","3060","銘異","28.55","+0.55","+1.96","05/11","+36.3","+17.4","+19.4","+17.9","-1.27","-2.72","+1.11","+0.17","-0.2","-0.08","-0.13","+0.24"
"212","6464","台數科","76.5","+0.3","+0.39","05/11","-24.8","+16.4","+18.6","+17.8","+16.8","+18.3","+10.7","+1.73","+0.12","+1.21","-0.88","+7.48"
"213","3088","艾訊","128","+3.5","+2.81","05/11","+6.74","+18.6","+11.6","+17.8","+11.1","+7.42","+7.08","+4.51","-2.78","+0.16","-0.41","+6.49"
"214","2613","中櫃","22.35","+0.05","+0.22","05/11","+29.7","-0.56","+15.8","+17.7","+12.7","+5.85","-2.01","+0.58","-0.48","-0.04","+0.02","+0.53"
"215","1341","富林-KY","61.4","-0.7","-1.13","05/11","+19.9","+16.2","+18.3","+17.7","+10.7","+20.2","+5.65","+4.37","+0.6","+0.37","","+5.03"
"216","8481","政伸","40.65","-0.25","-0.61","05/11","+20.9","+19","+15.3","+17.6","+11.1","+7.52","+2.43","+1.55","+0.16","+0.53","","+2.36"
"217","2610","華航","19.15","+0.6","+3.23","05/11","+47.2","+37.8","+28.9","+17.6","+4.01","-9.28","-15.6","-5.28","-6.08","+1.11","-0.08","-1.06"
"218","1443","立益物流","27.6","+0.8","+2.99","05/11","+6.51","+1.27","+15","+17.5","+13","+16.9","+8.81","+5.49","+2.45","+0.31","+0.01","+6.99"
"219","2537","聯上發","10.25","0","0","05/11","-29.6","-8.56","+19.8","+17.4","+7.52","+10.1","+5.57","+1.82","-0.43","+0.1","+0.01","+1.96"
"220","2482","連宇","16.75","+0.05","+0.3","05/11","+27.2","+22.3","+24.2","+17.3","+6.77","+6.1","-0.85","+3.14","+0.17","-0.28","-0.04","+2.43"
"221","00757","統一FANG+","127.85","+2.95","+2.36","05/11","+37.3","+29.8","+22.7","+17.3","+22.4","+20.7","+9.83","+8.45","+8.24","+2.79","","+9.53"
"222","2382","廣達","343.5","+3","+0.88","05/11","+9.77","+8.78","+1.77","+17.2","+4.95","+8.61","+13.2","+6.7","+5.6","+0.24","-0.97","+13.3"
"223","4506","崇友","117.5","-1","-0.84","05/11","-11","-12.5","+10.2","+17.2","+16.4","+15.8","+17","+7.44","+8.42","-1.48","+0.7","+10.2"
"224","00861","元大全球未來通訊","82.85","+1.65","+2.03","05/11","+16.8","+2.49","+1.73","+17.2","+18.8","+27.3","+13.5","+12.7","+10.2","+8.22","","+14"
"225","6015","宏遠證","16.9","+0.75","+4.64","05/11","+13.2","+13.2","+14.1","+17.1","+23.2","+16.1","+10.1","+6.69","+6.63","+0.96","+0.06","+6.89"
"226","1110","東泥","15.35","+0.35","+2.33","05/11","+3.22","+13.8","+24.7","+17","+11.5","+9.37","+3.33","+1.66","-1.64","+0.31","-0.75","+2.17"
