排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 賣出 佔 成交,2日 賣出 佔 成交,3日 賣出 佔 成交,5日 賣出 佔 成交,10日 賣出 佔 成交,1個月 賣出 佔 成交,3個月 賣出 佔 成交,半年 賣出 佔 成交,1年 賣出 佔 成交,3年 賣出 佔 成交,10年 賣出 佔 成交,今年 賣出 佔 成交
1,00755B,群益投資級公用債,32.5,-0.17,-0.52,05/18,49.2,49.2,49.3,49.3,40.0,27.9,12.2,6.45,3.23,0.59,,8.35
2,2606,裕民,63.4,0.6,0.96,05/18,2.69,42.9,43.6,43.1,31.2,24.0,12.7,8.23,7.73,5.06,2.85,13.2
3,2887,台新新光金,23.45,-0.35,-1.47,05/18,9.77,11.2,26.7,37.6,41.3,37.5,15.4,8.77,5.49,3.96,2.15,12.0
4,2882,國泰金,76.8,-1.1,-1.41,05/18,36.7,38.0,36.3,28.9,23.0,20.7,11.9,15.7,8.5,4.98,2.44,12.3
5,2881,富邦金,95.2,-0.9,-0.94,05/18,21.1,33.5,32.4,28.0,21.4,18.7,11.9,11.9,7.44,4.53,2.14,13.6
6,6805,富世達,1735.0,0.0,0.0,05/18,1.12,2.99,17.1,22.9,20.8,13.7,9.23,7.47,4.95,,,9.63
7,3665,貿聯-KY,2025.0,-70.0,-3.34,05/18,12.8,26.2,24.7,21.9,19.2,12.9,8.65,8.4,6.4,5.19,3.84,10.2
8,6592B,和潤企業乙特,97.2,-0.1,-0.1,05/18,0.0,0.0,0.0,20.9,12.8,7.36,4.89,22.8,12.0,,,10.4
9,2891,中信金,54.8,0.0,0.0,05/18,11.7,15.1,22.9,19.3,16.0,19.7,11.2,16.2,12.0,6.5,3.09,12.0
10,2062,橋椿,19.0,-0.1,-0.52,05/18,13.4,14.1,16.4,15.7,9.72,5.12,3.28,2.6,2.21,0.3,0.61,2.04
11,3702,大聯大,110.5,0.5,0.45,05/18,2.07,5.26,5.3,14.6,8.14,17.5,9.42,12.6,15.8,13.2,7.52,10.6
