代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 週別,更新 日期,外資 連續 買賣 週數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 週數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 週數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 週數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
00696B,富邦美債20年,28.54,-0.15,-0.52,26W22,05/28,54,632199,43.2,94.6,0,0,0.0,0.0,-1,-5801,-46.6,-0.87,20,283787,45.6,42.5
00717,富邦美國特別股,14.95,-0.01,-0.07,26W22,05/28,48,22950,59.1,17.4,0,0,0.0,0.0,3,237,4.98,0.18,13,12516,77.0,9.47
00857B,永豐20年美公債,22.9,-0.11,-0.48,26W22,05/28,29,154533,42.6,26.3,0,0,0.0,0.0,-1,-179,-2.0,-0.03,29,154852,42.7,26.4
00733,富邦臺灣中小,74.2,-3.15,-4.07,26W22,05/28,22,29309,17.1,40.2,0,0,0.0,0.0,15,26779,22.5,36.7,37,88520,36.5,121.0
00931B,統一美債20年,13.25,-0.06,-0.45,26W22,05/28,19,265421,53.3,12.0,0,0,0.0,0.0,2,2207,4.1,0.1,19,301858,60.6,13.7
006205,富邦上証,40.63,-0.48,-1.17,26W22,05/28,16,4625,9.3,4.58,0,0,0.0,0.0,4,2303,17.4,2.28,16,8928,17.9,8.84
00710B,復華彭博非投等債,18.9,0.04,0.21,26W22,05/28,14,2136,15.3,1.17,0,0,0.0,0.0,-2,-30,-1.49,-0.02,21,22937,55.9,12.5
00746B,富邦A級公司債,35.22,-0.1,-0.28,26W22,05/28,14,35694,51.7,1.43,0,0,0.0,0.0,-14,-34819,-50.5,-1.39,1,55,3.35,0.0
00763U,期街口道瓊銅,33.45,-0.96,-2.79,26W22,05/28,13,8115,10.6,14.9,0,0,0.0,0.0,1,228,5.58,0.42,1,515,12.6,0.94
00902,中信電池及儲能,16.68,-0.01,-0.06,26W22,05/28,12,37127,23.5,15.8,0,0,0.0,0.0,3,7734,24.1,3.3,12,75131,47.6,32.0
9933,中鼎,38.9,-0.45,-1.14,26W22,05/28,12,66059,16.6,7.34,-1,-7,-0.03,0.0,-1,-1475,-6.54,-0.16,12,65949,16.6,7.32
00897,富邦基因免疫生技,9.73,-0.04,-0.41,26W22,05/28,11,12999,31.5,8.47,0,0,0.0,0.0,4,1298,8.47,0.85,24,33409,34.6,21.8
00901,永豐智能車供應鏈,45.32,-1.55,-3.31,26W22,05/28,11,4976,15.1,7.79,0,0,0.0,0.0,-1,-890,-11.1,-1.39,11,3750,11.4,5.87
00943,兆豐電子高息等權,21.69,-0.17,-0.78,26W22,05/28,11,11437,50.8,27.0,0,0,0.0,0.0,-7,-2632,-20.9,-6.21,12,10150,43.8,23.9
009817,國泰日本不動產,8.79,-0.01,-0.11,26W22,05/28,11,38727,19.4,13.7,0,0,0.0,0.0,1,2558,12.0,0.9,9,39863,28.4,14.1
00982B,FT投資級債20+,9.78,-0.01,-0.1,26W22,05/28,11,1618,33.5,5.41,0,0,0.0,0.0,3,410,35.3,1.37,4,1186,65.7,3.97
00984B,大華優利美A債15,16.25,-0.04,-0.25,26W22,05/28,11,83172,42.5,49.1,0,0,0.0,0.0,-1,-1195,-13.2,-0.71,4,27771,52.4,16.4
2379,瑞昱,594.0,-11.0,-1.82,26W22,05/28,11,42560,20.5,8.26,1,2013,11.5,0.39,2,27,0.07,0.01,11,27938,13.4,5.42
00885,富邦越南,18.67,-0.19,-1.01,26W22,05/28,10,53660,23.3,8.23,0,0,0.0,0.0,9,44486,21.4,6.82,9,98055,47.2,15.0
00915,凱基優選高股息30,28.67,-0.33,-1.14,26W22,05/28,10,71226,17.2,12.0,0,0,0.0,0.0,64,967823,44.7,163.0,64,1132157,52.2,191.0
00714,群益道瓊美國地產,21.48,-0.13,-0.6,26W22,05/28,9,1927,29.2,8.73,0,0,0.0,0.0,-3,-459,-19.7,-2.08,21,4281,22.4,19.4
00740B,富邦全球投等債,38.32,-0.1,-0.26,26W22,05/28,9,54564,47.2,2.53,0,0,0.0,0.0,-13,-91345,-38.6,-4.23,2,986,5.38,0.05
00755B,群益投資級公用債,32.38,-0.11,-0.34,26W22,05/28,9,1520,21.7,0.54,0,0,0.0,0.0,-1,-28,-5.84,-0.01,2,22,1.6,0.01
00772B,中信高評級公司債,33.39,-0.09,-0.27,26W22,05/28,9,67164,49.5,1.95,0,0,0.0,0.0,-1,-652,-3.98,-0.02,40,196748,38.1,5.72
00773B,中信優先金融債,35.55,-0.11,-0.31,26W22,05/28,9,18971,36.6,0.74,0,0,0.0,0.0,2,1234,9.16,0.05,30,41147,23.0,1.61
