代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 週別,更新 日期,外資 連續 買賣 週數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 週數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 週數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 週數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
00696B,富邦美債20年,28.57,0.16,0.56,26W22,05/25,54,625776,43.1,93.7,0,0,0.0,0.0,-1,-453,-18.6,-0.07,20,282713,46.1,42.3
00717,富邦美國特別股,14.95,0.02,0.13,26W22,05/25,48,22417,59.0,17.0,0,0,0.0,0.0,-1,-117,-13.6,-0.09,13,11797,76.6,8.93
00733,富邦臺灣中小,75.6,3.25,4.49,26W22,05/25,22,29241,17.4,40.1,0,0,0.0,0.0,-1,-68,-6.63,-0.09,37,87953,36.7,121.0
00931B,統一美債20年,13.26,0.07,0.53,26W22,05/25,19,250496,52.7,11.4,0,0,0.0,0.0,2,1828,5.83,0.08,19,286554,60.3,13.0
006205,富邦上証,41.06,0.34,0.83,26W22,05/25,16,4083,8.76,4.03,0,0,0.0,0.0,4,2400,23.7,2.37,16,8483,18.2,8.36
00746B,富邦A級公司債,35.21,0.12,0.34,26W22,05/25,14,35151,52.1,1.4,0,0,0.0,0.0,-14,-34294,-50.8,-1.37,1,37,18.1,0.0
00763U,期街口道瓊銅,34.36,0.2,0.59,26W22,05/25,13,7880,10.8,14.4,0,0,0.0,0.0,1,157,24.7,0.29,1,207,32.7,0.38
00902,中信電池及儲能,16.65,0.23,1.4,26W22,05/25,12,36745,24.3,15.4,0,0,0.0,0.0,3,3865,15.2,1.62,12,70881,46.8,29.7
9933,中鼎,39.5,0.2,0.51,26W22,05/25,12,62899,16.6,6.99,0,0,0.0,0.0,2,1312,4.29,0.15,12,64292,17.0,7.14
00897,富邦基因免疫生技,9.82,0.06,0.61,26W22,05/25,11,11641,30.0,7.58,0,0,0.0,0.0,4,1688,13.2,1.1,24,32441,34.5,21.1
00901,永豐智能車供應鏈,45.22,2.4,5.6,26W22,05/25,11,4965,18.1,7.6,0,0,0.0,0.0,-1,-934,-39.0,-1.43,11,3694,13.5,5.65
009817,國泰日本不動產,8.84,-0.04,-0.45,26W22,05/25,11,34163,18.7,12.1,0,0,0.0,0.0,1,485,12.1,0.17,9,33226,27.0,11.7
00982B,FT投資級債20+,9.76,0.02,0.21,26W22,05/25,11,1507,32.0,5.04,0,0,0.0,0.0,3,404,38.8,1.35,4,1069,63.5,3.57
00984B,大華優利美A債15,16.24,0.05,0.31,26W22,05/25,11,78029,41.3,45.9,0,0,0.0,0.0,2,2137,13.5,1.26,4,25448,54.9,15.0
2379,瑞昱,583.0,5.0,0.87,26W22,05/25,11,42101,21.6,8.17,1,513,12.4,0.1,2,19,0.08,0.0,11,25972,13.3,5.04
00885,富邦越南,18.99,0.03,0.16,26W22,05/25,10,52917,24.1,8.09,0,0,0.0,0.0,9,41896,21.2,6.41,9,94722,48.0,14.5
00915,凱基優選高股息30,27.87,0.44,1.6,26W22,05/25,10,66867,17.6,11.0,0,0,0.0,0.0,64,960039,45.0,158.0,64,1120014,52.5,185.0
2438,翔耀,22.5,0.5,2.27,26W22,05/25,10,778,7.98,1.09,0,0,0.0,0.0,0,0,0.0,0.0,10,781,8.01,1.1
00714,群益道瓊美國地產,21.61,0.02,0.09,26W22,05/25,9,1656,26.3,7.5,0,0,0.0,0.0,1,34,12.5,0.16,21,4165,22.2,18.9
00740B,富邦全球投等債,38.31,0.15,0.39,26W22,05/25,9,50244,46.5,2.33,0,0,0.0,0.0,-13,-87251,-38.1,-4.05,2,760,7.07,0.04
00755B,群益投資級公用債,32.39,0.12,0.37,26W22,05/25,9,1476,22.3,0.52,0,0,0.0,0.0,4,199,5.67,0.07,2,18,1.78,0.01
00772B,中信高評級公司債,33.39,0.15,0.45,26W22,05/25,9,58936,47.8,1.71,0,0,0.0,0.0,2,3245,13.8,0.09,40,189927,37.7,5.52
00773B,中信優先金融債,35.54,0.12,0.34,26W22,05/25,9,17572,38.7,0.69,0,0,0.0,0.0,2,1383,19.5,0.05,30,39897,23.2,1.56
00862B,中信投資級公司債,31.64,0.12,0.38,26W22,05/25,9,6398,31.5,0.76,0,0,0.0,0.0,1,29,18.0,0.0,23,3471,6.91,0.41
00908,富邦入息REITs+,14.37,-0.01,-0.07,26W22,05/25,9,2836,35.4,7.68,0,0,0.0,0.0,-2,-337,-31.8,-0.91,8,2117,30.9,5.74
00923,群益台ESG低碳50,40.53,1.66,4.27,26W22,05/25,9,41294,17.0,4.87,0,0,0.0,0.0,8,77329,34.5,9.11,8,118934,53.1,14.0
00948B,中信優息投資級債,9.39,0.02,0.21,26W22,05/25,9,170892,46.6,4.11,0,0,0.0,0.0,2,12323,19.7,0.3,44,1483552,55.9,35.7
00950B,凱基A級公司債,13.98,0.05,0.36,26W22,05/25,9,85586,39.0,2.12,0,0,0.0,0.0,-12,-68322,-13.7,-1.69,3,19082,28.5,0.47
00959B,大華投等美債15Y+,9.31,0.03,0.32,26W22,05/25,9,29889,39.1,5.39,0,0,0.0,0.0,4,8037,24.0,1.45,4,20491,61.2,3.7
00966B,統一ESG投等債15+,13.88,0.06,0.43,26W22,05/25,9,12865,27.4,9.96,0,0,0.0,0.0,1,209,81.3,0.16,29,41041,22.7,31.8
00970B,新光BBB投等債20+,9.31,0.03,0.32,26W22,05/25,9,29311,42.0,7.25,0,0,0.0,0.0,2,3327,36.7,0.82,28,103217,42.2,25.5
2248,華勝-KY,54.2,-0.4,-0.73,26W22,05/25,9,113,3.33,0.24,0,0,0.0,0.0,0,0,0.0,0.0,9,170,5.01,0.36
6908,宏碁遊戲-創,38.65,0.35,0.91,26W22,05/25,9,87,7.21,0.23,0,0,0.0,0.0,2,3,3.57,0.01,7,96,13.6,0.26
006207,復華滬深,33.38,0.39,1.18,26W22,05/25,8,557,6.19,2.49,0,0,0.0,0.0,1,22,14.1,0.1,16,3171,15.6,14.2
006208,富邦台50,233.15,8.1,3.6,26W22,05/25,8,21722,11.8,1.18,0,0,0.0,0.0,-1,-693,-9.23,-0.04,8,50576,27.4,2.75
00701,國泰股利精選30,32.44,0.36,1.12,26W22,05/25,8,6769,16.8,3.73,0,0,0.0,0.0,-1,-95,-4.7,-0.05,21,50158,38.0,27.7
00757,統一FANG+,129.5,0.3,0.23,26W22,05/25,8,17787,19.3,6.01,0,0,0.0,0.0,-1,-487,-13.0,-0.16,-1,-62,-1.64,-0.02
00770,國泰北美科技,66.25,1.05,1.61,26W22,05/25,8,6894,26.3,8.31,0,0,0.0,0.0,8,6119,23.3,7.38,8,13012,49.6,15.7
00858,永豐美國500大,35.94,0.14,0.39,26W22,05/25,8,5087,15.9,4.19,0,0,0.0,0.0,8,10939,34.2,9.01,8,16026,50.0,13.2
00895,富邦未來車,51.2,1.0,1.99,26W22,05/25,8,3859,13.0,2.48,0,0,0.0,0.0,-2,-473,-9.79,-0.3,-2,-167,-3.46,-0.11
00900,富邦特選高股息30,18.11,0.68,3.9,26W22,05/25,8,174471,30.4,9.78,0,0,0.0,0.0,8,228335,39.8,12.8,8,411306,71.8,23.1
00909,國泰數位支付服務,49.78,0.79,1.61,26W22,05/25,8,42759,24.5,30.3,0,0,0.0,0.0,8,29861,17.1,21.1,8,72621,41.5,51.4
00918,大華優利高填息30,27.83,0.84,3.11,26W22,05/25,8,202164,18.1,6.52,0,0,0.0,0.0,8,550439,49.4,17.8,8,752603,67.5,24.3
00922,國泰台灣領袖50,38.49,1.63,4.42,26W22,05/25,8,227054,34.6,11.3,0,0,0.0,0.0,-1,-6329,-24.2,-0.31,8,264335,40.3,13.1
00924,復華S&P500成長,32.39,0.1,0.31,26W22,05/25,8,19660,20.7,4.32,0,0,0.0,0.0,1,386,10.5,0.08,8,31828,33.5,6.99
009801,中信美國創新科技,12.27,0.1,0.82,26W22,05/25,8,8316,14.2,7.1,0,0,0.0,0.0,28,55015,24.0,47.0,28,73822,32.2,63.0
00983A,主動中信ARK創新,11.69,0.1,0.86,26W22,05/25,8,33170,22.5,15.3,0,0,0.0,0.0,8,46627,31.6,21.6,8,79796,54.1,36.9
