排名,代號,名稱,成交,漲跌 價,漲跌 幅,成交 張數,更新 日期,當日 增減 張數,2日 增減 張數,3日 增減 張數,5日 增減 張數,10日 增減 張數,1個月 增減 張數,3個月 增減 張數,半年 增減 張數,1年 增減 張數,今年 增減 張數
1,2409,友達,19.15,-0.1,-0.52,189971,05/19,-1293,-3791,-13875,-38513,-21230,-12679.0,-13831.0,85925.0,126609.0,51491.0
2,6116,彩晶,10.15,-0.2,-1.93,39199,05/19,-609,-437,-874,-33289,-648,1072.0,-4335.0,4181.0,3315.0,6689.0
3,00981A,主動統一台股增長,27.49,-0.75,-2.66,269343,05/19,-3501,-4398,-6069,-15067,-89075,1351.0,124329.0,126211.0,,87700.0
4,00632R,元大台灣50反1,11.66,0.19,1.66,124759,05/19,-6657,-17269,-3036,-9401,-13598,25429.0,45670.0,51936.0,127698.0,58994.0
5,1785,光洋科,143.0,-0.5,-0.35,18653,05/19,-458,-2562,-2385,-7828,-5755,-4814.0,18205.0,13982.0,12016.0,10342.0
6,00992A,主動群益科技創新,16.75,-0.54,-3.12,73187,05/19,-3035,-5627,-5175,-6801,-2724,10737.0,50390.0,,,47548.0
7,3481,群創,37.45,-1.25,-3.23,711815,05/19,-22216,10118,-241,-6720,55654,92637.0,159624.0,251339.0,257625.0,204090.0
8,2324,仁寶,27.8,-0.45,-1.59,66085,05/19,459,798,2927,-6632,-2723,6520.0,19326.0,17121.0,37002.0,18686.0
9,4919,新唐,150.0,1.5,1.01,19187,05/19,-624,-1924,-3594,-6247,-1455,-1157.0,13434.0,14341.0,15541.0,13835.0
10,2408,南亞科,274.5,-30.5,-10.0,118907,05/19,-4872,-5064,-10680,-5685,-6354,-12828.0,-37565.0,-25965.0,58284.0,-50429.0
11,2489,瑞軒,41.5,1.75,4.4,33625,05/19,-305,-903,-2579,-5099,-9272,-3159.0,4259.0,37914.0,33969.0,37689.0
12,4960,誠美材,34.55,1.05,3.13,21212,05/19,-164,-1538,-1651,-4516,2092,-3689.0,9636.0,7621.0,6910.0,9095.0
13,6278,台表科,215.5,5.5,2.62,19609,05/19,-780,-2867,-2902,-4157,-5797,-3857.0,13384.0,13030.0,13741.0,12344.0
14,3149,正達,57.8,-1.2,-2.03,33859,05/19,-1015,-3657,-3508,-3681,-2714,-2049.0,2053.0,4854.0,11647.0,3602.0
15,4927,泰鼎-KY,49.9,1.95,4.07,10964,05/19,852,-138,-2627,-3661,-7629,1614.0,6153.0,5640.0,21357.0,1372.0
16,00953B,群益優選非投等債,9.58,0.01,0.1,31597,05/19,-879,-2982,-2842,-3482,-8026,2715.0,14648.0,55207.0,52901.0,26008.0
17,8358,金居,429.0,1.0,0.23,2749,05/19,-650,-1208,-1992,-3430,-4248,-812.0,5496.0,-5747.0,14316.0,-331.0
18,00400A,主動國泰動能高息,12.7,-0.35,-2.68,45977,05/19,-580,-3029,-3276,-3423,-1138,7811.0,,,,
19,2027,大成鋼,40.0,0.6,1.52,25956,05/19,825,2379,1183,-3398,-4566,-7357.0,-279.0,2849.0,15210.0,-1125.0
20,00999A,主動野村臺灣高息,10.03,-0.16,-1.57,48747,05/19,-80,1122,-267,-3326,3847,,,,,
21,8069,元太,222.0,3.0,1.37,7289,05/19,-257,-51,2,-3271,-5084,-3729.0,-1983.0,-1222.0,521.0,-507.0
22,2312,金寶,27.75,-0.7,-2.46,18924,05/19,-98,-1641,-3298,-3212,-3241,6878.0,12618.0,3777.0,6987.0,472.0
23,2363,矽統,60.5,-0.9,-1.47,22569,05/19,-270,-147,-833,-3167,-1656,-1537.0,-1991.0,-4322.0,610.0,-2715.0
24,1605,華新,33.4,-1.3,-3.75,29205,05/19,-1023,-1163,-3175,-3090,3135,3180.0,-26493.0,-20125.0,17336.0,-17886.0
25,00997A,主動群益美國增長,11.7,-0.49,-4.02,43827,05/19,-995,-1731,-2167,-3043,-1373,-3395.0,,,,
26,6182,合晶,55.5,0.5,0.91,6439,05/19,-337,-1223,-3094,-3038,5352,21900.0,22260.0,22540.0,27598.0,22922.0
27,3388,崇越電,95.4,-3.6,-3.64,1303,05/19,-15,-88,-1624,-2990,-823,939.0,2706.0,2717.0,2747.0,2712.0
28,2371,大同,28.4,-0.2,-0.7,13389,05/19,722,-1617,-2088,-2717,-4258,-7246.0,-137.0,-5519.0,-17520.0,-8995.0
29,5425,台半,85.6,7.7,9.88,26204,05/19,722,572,-225,-2670,2242,2217.0,4868.0,3096.0,2437.0,3830.0
30,1303,南亞,81.7,-2.5,-2.97,59036,05/19,-1097,-4783,-4729,-2619,-2029,-4967.0,1976.0,7528.0,28963.0,-12404.0
31,2356,英業達,51.7,-0.2,-0.39,31964,05/19,-747,-281,-1122,-2566,-2327,-2977.0,-8557.0,-4016.0,-7211.0,-4584.0
32,6173,信昌電,160.5,-5.5,-3.31,2071,05/19,-423,-786,-1049,-2468,-2981,-352.0,2770.0,3255.0,7557.0,3497.0
33,4979,華星光,523.0,-28.0,-5.08,952,05/19,-195,-476,-1042,-2448,853,-1538.0,-1026.0,-3260.0,-1995.0,-4379.0
34,2344,華邦電,117.5,-13.0,-9.96,184931,05/19,-5537,620,-11850,-2422,4052,13322.0,8013.0,36986.0,89422.0,-14235.0
35,8042,金山電,108.5,1.0,0.93,1436,05/19,-240,-770,-945,-2270,1774,1913.0,2375.0,3806.0,5275.0,2376.0
36,4958,臻鼎-KY,408.5,20.0,5.15,37676,05/19,-107,-138,147,-2218,-3350,5605.0,3110.0,17150.0,21394.0,16847.0
37,6770,力積電,58.5,-3.5,-5.65,143821,05/19,-2851,-422,-5544,-2138,1853,1956.0,10850.0,13765.0,93999.0,31822.0
38,2426,鼎元,64.8,1.0,1.57,1603,05/19,-106,-944,-1484,-2085,-3908,1892.0,13485.0,13733.0,14380.0,13385.0
39,6285,啟碁,292.0,6.0,2.1,55260,05/19,-1498,28,-787,-2076,-7029,-4749.0,-8444.0,7806.0,9579.0,7347.0
40,4977,眾達-KY,203.0,-6.0,-2.87,3720,05/19,-58,-53,-188,-1995,-272,6.0,-411.0,50.0,2224.0,-1297.0
41,6443,元晶,40.9,2.55,6.65,54207,05/19,-317,-385,-548,-1976,-2501,-4756.0,-9871.0,5786.0,7199.0,1002.0
42,009816,凱基台灣TOP50,13.41,-0.24,-1.76,169574,05/19,-1073,-1757,-1510,-1962,-267,-230.0,19501.0,,,
43,2892,第一金,29.0,0.25,0.87,28480,05/19,-146,-656,-742,-1941,-7911,2067.0,3221.0,8259.0,6628.0,2068.0
44,2328,廣宇,50.6,-1.3,-2.5,4523,05/19,-287,-299,-190,-1937,-3981,467.0,-1850.0,-3095.0,1215.0,-3256.0
45,6209,今國光,71.8,3.8,5.59,35981,05/19,-1995,-1607,-1547,-1936,-448,1914.0,3412.0,2176.0,10628.0,-65.0
46,3026,禾伸堂,365.0,5.5,1.53,1514,05/19,-131,-388,-850,-1910,-7241,-8173.0,8442.0,8551.0,10999.0,8086.0
47,009819,中信數據及電力,9.98,-0.08,-0.8,18065,05/19,421,646,-45,-1877,-1942,,,,,
48,2329,華泰,51.3,-2.8,-5.18,16474,05/19,-896,-1317,-1712,-1834,-771,-5387.0,4924.0,7662.0,-1602.0,5785.0
49,4989,榮科,88.7,-1.8,-1.99,6517,05/19,67,164,-904,-1708,-2776,-4265.0,5041.0,5102.0,16655.0,3208.0
50,2342,茂矽,38.55,-1.1,-2.77,5533,05/19,-200,-589,-960,-1694,-1270,1010.0,443.0,294.0,1014.0,585.0
51,5314,世紀*,61.5,-3.7,-5.67,6054,05/19,-628,-645,-1005,-1676,-1991,-2120.0,-3346.0,-3096.0,6506.0,-4117.0
52,00994A,主動第一金台股優,16.27,-0.43,-2.57,9883,05/19,-53,-160,-1282,-1652,-2183,-1167.0,8079.0,,,
