"排名","代號","名稱","成交","漲跌價","漲跌幅","法人買賣日期","當日買賣超佔發行張數","2日買賣超佔發行張數","3日買賣超佔發行張數","5日買賣超佔發行張數","10日買賣超佔發行張數","1個月買賣超佔發行張數","3個月買賣超佔發行張數","半年買賣超佔發行張數","1年買賣超佔發行張數","3年買賣超佔發行張數","10年買賣超佔發行張數","今年買賣超佔發行張數"
"109","0056","元大高股息","45.76","+0.91","+2.03","05/11","+0.03","+0.36","+0.65","+1.3","+1.94","+1.56","+1.25","+0.98","+1.06","-3.37","-6.02","+2.08"
"110","00970B","新光BBB投等債20+","9.35","+0.03","+0.32","05/11","+0.68","+1.11","+1.16","+1.29","+2.02","+3.56","+5.81","+19.9","+56.7","","","+12.2"
"111","2356","英業達","50.2","+0.65","+1.31","05/11","+0.05","+0.32","+0.75","+1.29","+1.17","+3.73","+4.32","+3.12","+5.4","-11.4","-18","+3.81"
"112","6155","鈞寶","51.2","-2","-3.76","05/11","-1.14","+0.44","+1.19","+1.28","+1.41","+0.36","-0.05","+1.75","+1.36","+1.32","+8.62","+2.03"
"113","00919","群益台灣精選高息","25.75","+0.28","+1.1","05/11","+0.04","+0.2","+0.51","+1.27","+1.45","+2.32","+1.9","+6.13","+5.69","-6.04","","+4.93"
"114","00885","富邦越南","19.58","+0.29","+1.5","05/11","+0.13","+0.19","+0.88","+1.27","+2.58","+5.56","+7.58","+18.4","+52.6","+104","","+9.58"
"115","1560","中砂","629","+57","+9.97","05/11","+1.34","+1.27","+1.32","+1.27","+2.34","+5.68","+10.6","+25.3","+20.1","+31.8","+27.8","+12.8"
"116","00971","野村美國研發龍頭","16.53","+0.02","+0.12","05/11","+0.47","+0.53","+0.99","+1.27","+2.15","+3.89","+6.37","+6.75","+25","","","+6.64"
"117","2606","裕民","65.3","+0.3","+0.46","05/11","+0.16","+0.54","+0.91","+1.26","+1.37","+1.25","+2.87","+4.68","+4.46","+1.48","+8.99","+6.02"
"118","5471","松翰","49.85","+4.5","+9.92","05/11","+0.82","+0.93","+1.12","+1.26","+1.36","+0.87","+1.06","+1.47","+0.69","-0.15","-0.65","+1.04"
"119","8027","鈦昇","223","+20","+9.85","05/11","+0.65","+0.81","+1.46","+1.26","-0.8","-4.08","+1.19","+1.89","+2.89","-0.08","-0.4","-3.62"
"120","2032","新鋼","17.7","+1.15","+6.95","05/11","+0.82","+0.74","+1.25","+1.26","+1.22","+1.09","+1.24","+1.23","-0.75","+1.37","+1.47","+0.87"
"121","3026","禾伸堂","329.5","-0.5","-0.15","05/11","+0.36","+0.82","+1.29","+1.25","-5.1","-7.2","-1.31","-3.07","+1.26","+3","+5.17","+0.3"
"122","6015","宏遠證","16.9","+0.75","+4.64","05/11","+0.27","+0.53","+0.81","+1.25","+2.54","+2.64","+4.11","+5.08","+5.87","+2.67","+0.66","+4.98"
"123","6449","鈺邦","180.5","-2.5","-1.37","05/11","-0.13","+0.38","+0.84","+1.25","+1.74","+2.03","+2.22","+0.4","+1.01","+2.31","+4.49","+1.79"
"124","009817","國泰日本不動產","9.2","-0.05","-0.54","05/11","+0.13","+0.23","+1.23","+1.24","+2.02","+4.76","+30.2","","","","",""
"125","3305","昇貿","117","+2","+1.74","05/11","-0.2","+1.24","+0.8","+1.23","+0.32","+0.82","+3.39","+3.89","-2.62","+1.32","-2.97","+3.24"
"126","8213","志超","41.8","+3.8","+10","05/11","+0.98","+1.03","+1.16","+1.23","+1.11","+2.79","+2.93","+3.54","+5.76","+2.61","-4.67","+4.05"
"127","3490","單井","30.75","-0.2","-0.65","05/11","-0.37","-0.61","+0.27","+1.23","+1.25","+0.79","+1.37","+2.93","+0.92","+0.63","-8.01","+1.83"
"128","3034","聯詠","496.5","-1.5","-0.3","05/11","+0.43","+0.77","+0.77","+1.22","+1.31","+1.34","+5.67","+7.29","+6.59","-13.3","-23.6","+6.51"
"129","3213","茂訊","116.5","-1","-0.85","05/11","-0.13","+0.45","+0.78","+1.21","+1.51","+1.98","+1.82","+1.03","+1.13","-2.81","-0.03","+1.4"
"130","2428","興勤","193","+2.5","+1.31","05/11","+0.12","+0.59","+0.89","+1.21","+1.31","+1.29","+3.89","+3.64","+0.14","+3.1","+2.21","+4.45"
"131","6150","撼訊","66.8","-4.1","-5.78","05/11","+0.02","+0.88","+0.88","+1.21","+1.16","+0.2","+0.41","-3.66","+0.37","-6.96","-2.02","-1.97"
"132","2467","志聖","590","+53","+9.87","05/11","+0.97","+1.03","+1.03","+1.19","-0.38","+0.34","+4.23","+11.6","+8.64","+12.7","+11.9","+5.14"
"133","3014","聯陽","139","+3.5","+2.58","05/11","-0.12","+0.75","+0.95","+1.18","+1.31","+2.02","-1.15","-3.96","-4.07","+0.32","+5.89","-1.78"
"134","6134","萬旭","33.55","+0.3","+0.9","05/11","-0.01","+0.87","+0.98","+1.15","+1.5","+2.17","+4.06","+3.32","+2.47","+3.92","+2.45","+4.14"
"135","00859B","群益0-1年美債","40.74","-0.01","-0.02","05/11","+0.6","+0.86","+1.06","+1.14","+4.68","+5.29","+27.2","+55.9","+53.4","+66.9","","+49.8"
"136","4576","大銀微系統","250.5","+22.5","+9.87","05/11","+1.46","+1.47","+1.39","+1.13","-0.65","+0.58","+6.51","+7.34","+4","+5.34","","+6.12"
"137","8996","高力","1055","+40","+3.94","05/11","-0.46","+0.35","+0.45","+1.08","-0.06","-0.35","-1.2","+2.52","+14.3","+20.1","+30.6","+4.96"
"138","2404","漢唐","1025","+10","+0.99","05/11","-0.2","+0.74","+1.09","+1.08","+0.3","+0.74","-4.67","-7.78","+4.98","-3.17","-0.32","-5.99"
"139","2338","光罩","50","-1.5","-2.91","05/11","-0.68","-0.33","+1.01","+1.08","+1.25","+0.46","+1.12","+2.04","-0.43","-3.81","-1.7","+1.67"
"140","00714","群益道瓊美國地產","21.43","-0.08","-0.37","05/11","+0.35","+0.35","+1.06","+1.06","+1.16","+2.21","+5.98","+11.5","+9.13","+10.8","","+9.02"
"141","3533","嘉澤","2845","+145","+5.37","05/11","-0.3","0","+0.07","+1.05","+1.7","+1.25","+6.05","+9.46","+5.51","+13","+33.4","+8.38"
"142","6494","九齊","58.5","+2.7","+4.84","05/11","+0.1","+0.59","+0.87","+1.05","+0.67","+0.9","+2.03","+2.32","+1.64","+3.25","+5.98","+2.15"
"143","00907","永豐優息存股","14.97","+0.08","+0.54","05/11","+0.16","+0.33","+0.98","+1.04","+1.17","+1.22","+0.89","+1.69","+6.87","+2.53","","+1.61"
"144","3715","定穎投控","181.5","+1","+0.55","05/11","-0.29","-1.81","-2.88","+1.02","+0.32","-2.63","-4.89","-12","+1.82","-5.04","","-4.99"
"145","6192","巨路","128","+4","+3.23","05/11","+0.37","+0.75","+0.87","+1.01","+1.15","+0.71","+1.05","+5.26","+5.18","+5.91","+10","+3.52"
"146","00857B","永豐20年美公債","23.1","-0.03","-0.13","05/11","+0.25","+0.48","+0.52","+1","+2.37","+3.66","+12","+23","+33.1","+54.5","","+18.5"
"147","00982B","FT投資級債20+","9.81","+0.01","+0.1","05/11","+0.37","+0.55","+0.54","+0.99","+1.51","+2.11","+3.84","+4.64","+4.83","","","+4.67"
"148","00696B","富邦美債20年","28.81","-0.01","-0.03","05/11","+0.11","+0.29","+0.62","+0.99","+2.2","+5.01","+13.4","+61.5","+88.4","+176","","+52.8"
"149","5864","致和證","36.7","+1.8","+5.16","05/11","-0.06","+0.18","+0.74","+0.99","+2.01","+3.22","+2.41","+4.12","+5.16","+5.12","","+3.52"
"150","6224","聚鼎","75.7","-3","-3.81","05/11","+0.45","+0.33","+0.39","+0.99","+0.89","+0.6","+1.01","+1.41","-1.88","+1.23","-3.36","+0.98"
"151","2243","宏旭-KY","21.65","-2.15","-9.03","05/11","-0.15","-0.1","+0.24","+0.98","+0.51","+2.2","+3.49","+3.09","+2.89","+3.03","","+3.15"
"152","00958B","永豐ESG銀行債15+","9.25","+0.01","+0.11","05/11","+0.76","+0.78","+0.86","+0.98","+2.22","+5.53","+8.61","+11","+11","","","+8.58"
"153","3019","亞光","146.5","+2.5","+1.74","05/11","+0.35","+0.49","+0.7","+0.97","+0.58","-0.16","-0.7","-2.4","-17","-6.14","-5.73","-2.75"
"154","1316","上曜","11.45","+0.25","+2.23","05/11","+0.14","+0.06","-0.08","+0.97","+1.27","+1.05","+1.68","+1.05","+4.18","-1.36","-1.45","-0.35"
"155","3491","昇達科","1820","+165","+9.97","05/11","+0.88","+1.3","+1.36","+0.95","-0.1","-1.57","-0.56","+10.8","+8.59","+21.7","+25.6","+1.01"
"156","2355","敬鵬","52.7","+0.9","+1.74","05/11","+0.16","-0.47","+0.75","+0.94","+1.72","+1.95","+7.74","+7.17","+6","-0.75","-12.2","+7.35"
"157","6830","汎銓","754","-33","-4.19","05/11","+0.45","+0.93","+1.21","+0.94","-0.68","-0.21","-0.34","+5.19","+2.79","-1.15","","+2.48"
"158","2233","宇隆","302.5","+10.5","+3.6","05/11","-0.02","-0.16","-0.08","+0.93","+3.49","+5.16","+4.85","+3.08","+0.27","+1.49","-4.78","+4.15"
"159","6435","大中","231.5","+21","+9.98","05/11","+0.72","+0.39","+0.58","+0.92","+1.08","+2.75","+2.08","+5.93","+5.43","+11.9","+11.6","+5.48"
"160","8438","昶昕","98.7","+8.9","+9.91","05/11","+0.93","+1","+1.17","+0.92","+0.9","+0.07","+2.19","+3.34","+3.04","+4.32","","+3.41"
"161","6588","東典光電","145","+2","+1.4","05/11","+0.2","+0.4","+0.37","+0.91","-0.29","-0.58","-6.14","-0.63","-0.75","-0.51","","+0.18"
"162","6259","百徽","24.8","+2.25","+9.98","05/11","+0.29","+0.82","+0.95","+0.91","+0.67","+0.57","+0.65","+0.72","+0.79","+0.81","-1.87","+0.72"
"163","00897","富邦基因免疫生技","9.79","+0.04","+0.41","05/11","+0.24","-0.09","+0.9","+0.9","+1.45","+4.73","+8.56","+16.6","+24.7","+72.1","","+12.6"
"164","00701","國泰股利精選30","31.61","0","0","05/11","+0.05","+0.06","+0.45","+0.89","+1.03","+2.49","+3.86","+7.16","+7.94","+18.2","","+7.24"
"165","8088","品安","56.7","+2.7","+5","05/11","+0.95","+1.55","+0.69","+0.89","+1.63","-0.46","-2.58","+2.23","+0.5","-0.91","-4.58","+3.78"
"166","3055","蔚華科","100","+8.8","+9.65","05/11","-0.02","+0.25","+0.49","+0.89","+0.11","+0.67","+1.4","+1.94","+0.7","-1.62","-1.68","+0.53"
"167","2342","茂矽","43.05","-0.75","-1.71","05/11","-0.34","-0.82","-0.35","+0.88","+2.3","+3.4","+3.37","+4.33","-3.01","+2.89","-13.9","+4.26"
"168","00763U","期街口道瓊銅","33.81","+0.66","+1.99","05/11","+0.26","+0.48","+0.84","+0.88","+1.32","+5.19","+12.1","+16.8","+19.6","+29.1","","+16.1"
"169","5464","霖宏","57.6","+5.2","+9.92","05/11","+0.28","+0.76","+0.7","+0.88","+1.78","+1.98","+2.12","+2.13","+2.3","+2.99","+2.54","+2.16"
"170","2030","彰源","18","+1.6","+9.76","05/11","+0.51","+0.52","+0.79","+0.87","+0.78","+0.57","+0.79","+0.08","-0.4","+0.49","-0.37","-0.04"
"171","3675","德微","248.5","+22.5","+9.96","05/11","+0.79","+0.35","+1.22","+0.87","+0.48","+1.57","+4.69","+4.94","-1.25","+2.21","+2.5","+5.5"
"172","4912","聯德控股-KY","95.1","+0.8","+0.85","05/11","+0.25","+0.94","+0.9","+0.87","+0.64","+1.37","+1.52","-2.52","-8.44","-3.77","-4.35","-2.83"
"173","2357","華碩","686","+36","+5.54","05/11","+0.39","+0.83","+0.66","+0.86","+0.52","-0.35","-1.6","-14.3","-12.7","-9.41","-27.2","-5.09"
"174","6166","凌華","92.7","+5.4","+6.19","05/11","+0.11","+0.1","+0.72","+0.86","+0.89","+3.12","+3.47","+4.74","+1.34","+6.76","-2.83","+3.23"
"175","00634R","富邦上証反1","3.04","-0.03","-0.98","05/11","+0.21","+0.21","+0.47","+0.85","+1.24","+1.21","+1.51","-0.05","+0.94","+6.18","+39.2","+0.45"
"176","3031","佰鴻","30","+0.45","+1.52","05/11","+0.45","+0.49","+0.58","+0.85","-0.6","-2.35","-1.7","-1.58","-1.3","-0.94","-5.3","-0.96"
"177","6462","神盾","129.5","+3","+2.37","05/11","+0.45","+0.67","+0.64","+0.84","-0.15","-1.04","+0.6","-1.17","-7.64","-3.54","-30","+0.1"
"178","00941","中信上游半導體","25.11","+0.35","+1.41","05/11","+0.24","+0.18","+0.32","+0.84","+1.36","+2.22","+4.76","+21.6","+74.6","","","+10.8"
"179","3545","敦泰","57.6","+0.9","+1.59","05/11","+0.07","+0.45","+0.69","+0.84","+0.88","+0.33","-1.18","-4.44","-11.7","+1.59","-14.9","-2.37"
"180","8016","矽創","268.5","-4.5","-1.65","05/11","+0.4","+0.19","+0.36","+0.83","+1.45","+3.39","+4.55","+4.99","+3.32","+5.23","+2.86","+6.93"
"181","8255","朋程","149","+3.5","+2.41","05/11","+0.23","+0.41","+0.78","+0.83","+1.03","+1.94","+2.31","+2.24","-2.26","-1.72","-3.58","+2.78"
"182","6227","茂綸","103","+2.5","+2.49","05/11","+0.13","+0.28","+0.39","+0.83","+1.37","+1.78","+2.19","+2.43","-0.48","-0.34","+1.02","+2.3"
"183","2436","偉詮電","75.9","+3.9","+5.42","05/11","+0.48","+0.73","+0.04","+0.83","+1.73","-4.23","+2.63","+1.93","+0.56","+1.08","+2.02","+3.98"
"184","3691","碩禾","141","+6","+4.44","05/11","-0.29","-0.2","+0.01","+0.82","+1.03","+1.57","+1.04","+4.4","+6.03","+0.75","-0.41","+4.17"
"185","00959B","大華投等美債15Y+","9.33","+0.01","+0.11","05/11","+0.24","+0.28","+0.51","+0.81","+0.98","+2.13","+5.07","+12.3","+36.2","","","+9.86"
"186","2014","中鴻","18.1","+0.25","+1.4","05/11","+0.2","+0.21","+0.49","+0.79","+1.05","+1.07","+1.81","+1.22","-0.68","-4.49","+0.02","+1.04"
"187","6026","福邦證","16.6","-0.2","-1.19","05/11","-0.44","-0.23","+0.35","+0.79","+1.49","+1.56","+2.33","+4.24","+4.78","+4.95","+6.17","+3.78"
"188","2887","台新新光金","23.45","-0.35","-1.47","05/11","+0.05","+0.2","+0.36","+0.79","+1.04","+1.35","+0.05","-0.51","-1.22","-6.41","-6.62","+1.23"
"189","6533","晶心科","253","+14.5","+6.08","05/11","+0.41","+0.37","+0.72","+0.79","+0.94","+0.4","-1.56","-4.68","-13.8","-20.9","","-2.76"
"190","00757","統一FANG+","127.85","+2.95","+2.36","05/11","+0.59","+0.68","+0.68","+0.78","+2.14","+4.21","+5.08","+9.6","+23.9","+24","","+7.9"
"191","2603","長榮","214","+2.5","+1.18","05/11","+0.15","+0.17","+0.23","+0.78","+1.42","+1","+4.79","+4.29","+1.05","+0.82","-3.8","+5.48"
"192","4533","協易機","31.75","+1.25","+4.1","05/11","+0.25","-0.14","-0.11","+0.78","+1.76","+1.08","-2.02","-2.68","-4.86","-1.34","-0.53","-1.6"
"193","00932","兆豐永續高息等權","16.88","+0.18","+1.08","05/11","-0.35","-0.64","+0.76","+0.78","+0.44","+2.78","+3.21","+4.47","+12.4","","","+4.03"
"194","00981D","主動中信非投等債","10.31","-0.02","-0.19","05/11","+0.11","+0.14","+0.53","+0.77","+2.26","+1.63","+4.18","-0.27","","","","+0.34"
"195","3152","璟德","175.5","+1.5","+0.86","05/11","+0.28","+0.46","+0.61","+0.76","+0.81","+1.14","+2.71","+0.15","-1.66","-3.56","-6.06","+1.26"
"196","2883","凱基金","22.8","-0.1","-0.44","05/11","+0.02","+0.13","+0.27","+0.76","+1.57","+1.41","+2.59","+6.47","+4.24","+9.1","+6.4","+4.92"
"197","00992A","主動群益科技創新","18.5","+0.84","+4.76","05/11","+1.12","+1.1","+2.78","+0.76","+2.79","-0.47","+0.1","","","","","+1.37"
"198","00910","第一金太空衛星","71.5","+4.4","+6.56","05/11","+1.09","+0.38","+0.78","+0.76","-0.26","+0.12","-0.03","+10.9","+10.3","+6.42","","+3.8"
"199","3046","建碁","52.4","+1.8","+3.56","05/11","+0.35","+0.53","+0.67","+0.75","+0.96","+0.92","+0.49","+1.24","+2.26","0","+0.57","+0.44"
"200","2395","研華","478.5","+2","+0.42","05/11","+0.02","+0.34","+0.51","+0.74","+1.46","+2.51","+4.31","+2.38","-2.76","-6.34","-2.5","+3.48"
"201","1409","新纖","17.2","+0.4","+2.38","05/11","+0.36","+0.34","+0.37","+0.74","+0.35","-0.58","+0.81","+3.58","-0.11","+0.65","-0.41","+1.37"
"202","00956","中信日經高股息","12.25","+0.07","+0.57","05/11","+0.19","-0.12","+0.84","+0.74","+1.11","+0.4","+0.78","+10.6","+15.7","","","+1.19"
"203","5328","華容","28.05","+1.15","+4.28","05/11","-0.54","-1.83","+0.39","+0.74","+0.91","+0.03","-4.17","+1.51","+0.02","+1.45","+1.72","+2.86"
"204","3059","華晶科","40.15","+0.8","+2.03","05/11","+0.36","+0.34","+0.46","+0.73","-0.54","-0.34","+0.74","-5.43","-3.24","-2.11","-8.89","-5.48"
"205","00694B","富邦美債1-3","41.3","-0.04","-0.1","05/11","+0.11","+0.18","+0.35","+0.73","+1.44","+1.93","+5.03","+9.51","+14.4","+18.9","","+6.31"
"206","1708","東鹼","40.15","+2.95","+7.93","05/11","+1.27","+1.04","+0.72","+0.73","+0.33","+2.54","+4.63","+9.78","+2.76","+13","+9.27","+6.72"
"207","4577","達航科技","139.5","-2.5","-1.76","05/11","+0.08","+0.69","+0.51","+0.73","-0.89","-0.94","+0.21","+0.87","+0.27","+0.68","","+1.46"
"208","4571","鈞興-KY","197.5","+7.5","+3.95","05/11","+0.74","+0.89","+1.18","+0.72","+1.05","+0.92","+1.15","+1.68","-8.4","-6.13","","+1.22"
"209","00901","永豐智能車供應鏈","42.36","+0.96","+2.32","05/11","+0.26","+0.3","+1.1","+0.72","+2.73","+4.2","+6.43","+14.6","+21.7","+28.4","","+11.9"
"210","2542","興富發","41.65","+1.65","+4.12","05/11","+0.44","+0.64","+0.67","+0.71","+0.85","+0.99","+1.07","+1.97","-1.22","-0.14","-10.3","+1.52"
"211","7788","松川精密","182.5","+6.5","+3.69","05/11","-0.02","+0.22","+0.76","+0.71","+1.07","+0.97","+1.24","+1.87","","","","+1.11"
"212","00921","兆豐龍頭等權重","21.79","+0.39","+1.82","05/11","+0.12","+0.28","+0.5","+0.71","+0.87","+4.53","+5.13","+9.22","+23.4","+44.9","","+8.75"
"213","00944","野村趨勢動能高息","18.82","+0.22","+1.18","05/11","+0.19","-0.38","+0.56","+0.69","+1.14","+2.56","+5.84","+11.8","+23.5","","","+10.1"
"214","2103","台橡","21.1","+0.8","+3.94","05/11","+0.2","+0.64","+0.39","+0.69","+0.92","+0.65","-1.43","-1.74","-4.2","-6.14","-8.14","+0.3"
"215","3526","凡甲","388","-7","-1.77","05/11","-0.43","+0.49","+1.62","+0.68","+0.6","+0.43","+3.23","+4.71","-3.2","+12.7","+15.9","+4.81"
"216","6664","群翊","439.5","-3.5","-0.79","05/11","+0.28","+0.51","+0.21","+0.68","-1.59","-1.53","+0.87","+5.72","-0.49","-2.01","","+2.62"
"217","1449","佳和","14.2","+1.25","+9.65","05/11","+0.29","+0.35","+0.55","+0.68","+1.02","-1.76","+0.07","-0.52","-4.32","-3.34","-3.15","-0.18"
"218","00898","國泰基因免疫革命","8.06","-0.04","-0.49","05/11","+0.03","0","+0.33","+0.67","+0.87","+4.59","+10","+21.1","+30.9","+94.4","","+14.7"
"219","4556","旭然","45.55","+3.25","+7.68","05/11","+0.1","+0.05","+0.04","+0.67","+0.5","+0.39","+0.4","-0.09","-0.09","-0.71","-0.74","-0.1"
"220","6443","元晶","41.4","+1.45","+3.63","05/11","+0.03","+0.16","+0.44","+0.67","+1.49","+4.54","+5.28","+9.68","+8.09","+1.37","+10.4","+5.67"
"221","4722","國精化","235","-1.5","-0.63","05/11","-0.11","+0.37","+0.85","+0.66","+0.33","+0.83","+3.38","-0.78","-2.76","+0.14","-2.39","+2.74"
"222","6291","沛亨","471.5","+3.5","+0.75","05/11","-0.09","+0.11","+0.89","+0.66","+0.63","-2.28","-3.73","-1.07","-0.23","-0.32","-0.21","+0.41"
"223","2367","燿華","62.6","+0.9","+1.46","05/11","+0.4","-0.05","+0.17","+0.66","-1.74","-0.62","-1.48","-3.24","-3.38","-1.92","-13.2","+1.05"
"224","2892","第一金","29.55","+0.05","+0.17","05/11","+0.1","+0.24","+0.43","+0.65","+0.67","+0.46","+1.11","+3.22","+4.92","+3.25","+5.77","+0.84"
"225","6215","和椿","119.5","+7.5","+6.7","05/11","+0.57","+0.38","+0.29","+0.64","+0.63","+0.08","+0.88","+1.18","-0.63","-5.12","-3.3","+1.32"
"226","00730","富邦臺灣優質高息","26.97","+0.04","+0.15","05/11","-0.06","+0.09","+0.26","+0.64","+0.71","+2.47","+2.91","+2.89","+2.15","+11.2","","+2.74"
"227","2365","昆盈","36.95","+0.7","+1.93","05/11","+0.42","+0.38","+0.37","+0.64","+0.78","+0.43","+1.58","+0.28","-0.1","-11.8","-12.4","+1.39"
"228","1563","巧新","43.8","-0.1","-0.23","05/11","+0.06","+0.24","+0.62","+0.62","+0.63","+0.54","+0.34","+0.23","-0.58","","","-0.07"
"229","7734","印能科技","3800","+170","+4.68","05/11","0","+0.17","+0.15","+0.61","+1.06","+1.29","+1.64","+2.39","+1.56","","","+2.21"
"230","4966","譜瑞-KY","735","+66","+9.87","05/11","-1.1","+0.87","+0.67","+0.61","-2.13","-2.15","-5.27","-16.1","-21.8","-41.2","-20.4","-11.2"
"231","2302","麗正","21.5","+1.95","+9.97","05/11","+0.56","+0.7","+0.75","+0.61","+1.16","+1.11","+0.7","+2.62","-0.7","+1.37","-3.84","+2.35"
"232","1304","台聚","13.05","+0.35","+2.76","05/11","+0.18","+0.13","+0.47","+0.61","+0.71","+0.62","-1.7","-1.63","-2.32","-8.4","+1.63","-1.26"
"233","6214","精誠","127","+1.5","+1.2","05/11","0","+0.34","+0.28","+0.6","+0.18","+0.97","+1.37","+0.72","-0.52","-0.28","+2.87","+0.66"
"234","3312","弘憶股","44.5","+2.75","+6.59","05/11","+0.56","+0.45","+0.46","+0.6","+1.09","+2.26","+3.02","+1.82","+1.45","-2.44","-16.3","+1.01"
"235","5299","杰力","98.5","+6.3","+6.83","05/11","+0.38","+0.34","+0.42","+0.59","+0.83","+0.82","+1.42","+1.48","+1.77","+0.65","","+1.45"
"236","00681R","元大美債20反1","21.03","+0.01","+0.05","05/11","0","0","+0.2","+0.59","+3.34","+3.32","+4.36","+5.45","+16.8","+76.7","","+8.01"
"237","8926","台汽電","51.5","+2.4","+4.89","05/11","-0.01","+0.24","+0.4","+0.59","+0.84","+1.04","+1.02","-1.72","+2.81","+2.9","+4.75","+0.74"
"238","8086","宏捷科","162","+2.5","+1.57","05/11","-1.51","-0.04","+0.03","+0.58","+1.91","+0.29","+2.45","+2.34","+18.6","+16.5","+16.2","+3.53"
"239","8046","南電","908","+54","+6.32","05/11","+0.49","+0.27","+0.44","+0.58","-0.74","-0.62","-2.76","+0.68","+7.72","+2.57","+0.5","+1.17"
"240","7728","光焱科技","781","-19","-2.38","05/11","-0.3","+0.02","+0.03","+0.58","-0.26","-0.99","+0.58","+1.43","+0.58","","","+1.09"
"241","5236","凌陽創新","168","-0.5","-0.3","05/11","-0.16","-0.1","+0.13","+0.57","+0.98","+1","+2.06","+0.83","-0.91","+1.97","","+2"
"242","3323","加百裕","36.3","+1.55","+4.46","05/11","+0.48","+0.32","+0.33","+0.57","+0.98","+0.45","-1.14","+1.88","-2.16","-3.79","-7.87","+2.29"
"243","6446","藥華藥","706","-18","-2.49","05/11","-0.13","+0.27","+0.4","+0.57","+0.71","+0.85","-0.06","+3.54","+1.27","+6.76","","+3.91"
"244","2637","慧洋-KY","74.5","-0.1","-0.13","05/11","+0.02","-0.09","+0.13","+0.57","+0.85","+1.95","+4.24","+11.3","+12.9","+10.4","+13.6","+8"
"245","3013","晟銘電","112","+5","+4.67","05/11","+0.22","+0.53","+0.27","+0.57","+0.53","-0.13","+0.97","-2.59","-3.04","+1.07","+1.68","-2"
"246","5285","界霖","67.8","+6.1","+9.89","05/11","+0.22","+0.39","+0.52","+0.56","+0.81","+1.21","+1.34","+3.38","+3.15","+2.99","+3.01","+2.48"
"247","3356","奇偶","59.7","+4.6","+8.35","05/11","+0.65","+0.52","+0.64","+0.56","+0.47","+0.73","+1.9","+5.1","+4.15","+12","-2.57","+3.14"
"248","1305","華夏","13.35","+0.6","+4.71","05/11","+0.21","+0.15","+0.42","+0.55","+0.62","+0.2","-1.66","-1.25","-1.34","-8.54","-15.9","-0.85"
"249","00908","富邦入息REITs+","14.34","+0.05","+0.35","05/11","+0.18","+0.22","+0.51","+0.55","+2.72","+3.48","+4.58","+13.5","+12.6","+30.5","","+10.2"
"250","00948B","中信優息投資級債","9.44","+0.02","+0.21","05/11","+0.24","+0.22","+0.41","+0.54","+1.08","+1.56","+13.6","+18.2","+35.2","","","+15.8"
"251","6425","易發","88","+6.7","+8.24","05/11","+0.66","+0.76","+0.61","+0.54","+0.52","-5.38","-7.39","+0.47","-1.71","-1.82","","-7.96"
"252","6651","全宇昕","133.5","+12","+9.88","05/11","+0.09","+0.1","+0.18","+0.54","+0.23","+0.3","-0.56","+1.74","-3.59","+2.69","","-0.53"
"253","00922","國泰台灣領袖50","36.68","+0.21","+0.58","05/11","+0.17","+0.12","+0.38","+0.53","+1.75","+7.75","-2.67","-0.65","-7.64","-20.7","","+0.15"
"254","6284","佳邦","82","+0.5","+0.61","05/11","+0.11","+0.37","+0.73","+0.53","-0.27","+0.63","-0.21","+0.88","-1","+1.26","+0.73","+2.97"
"255","6190","萬泰科","80.9","+1","+1.25","05/11","-0.77","+0.35","+0.24","+0.53","+0.26","+3.44","+3.76","+3.83","+0.91","+7.57","+4.99","+4.86"
"256","00740B","富邦全球投等債","38.56","+0.08","+0.21","05/11","+0.12","+0.15","+0.22","+0.52","+0.93","+1.22","+3.3","+8.99","+12.7","+28.8","","+5.08"
"257","00720B","元大投資級公司債","32.78","+0.06","+0.18","05/11","+0.28","+0.29","+0.37","+0.52","+0.65","+0.65","+1.88","+5.12","+7.45","+11","","+2.6"
"258","009811","統一美國50","12.73","+0.15","+1.19","05/11","0","+0.31","+0.31","+0.51","+1.49","+4.11","+9.05","+15.4","","","","+13.5"
"259","6781","AES-KY","1320","+90","+7.32","05/11","-0.41","+0.28","+0.53","+0.51","+0.03","-0.37","-0.74","-7.26","-11.9","-4.72","","-1.49"
"260","3206","志豐","39.05","+3.1","+8.62","05/11","+0.25","+0.45","+0.48","+0.51","+0.44","+0.33","-0.28","-0.42","-1.01","+0.77","+0.23","-0.36"
