排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 張數,2日 增減 張數,3日 增減 張數,5日 增減 張數,10日 增減 張數,1個月 增減 張數,3個月 增減 張數,半年 增減 張數,1年 增減 張數,今年 增減 張數
1,00878,國泰永續高股息,29.62,0.14,0.47,05/26,253,-23488,-25282,-26722,-6021,-1802,12723.0,-41360.0,-63163.0,3094.0
2,2882,國泰金,83.1,1.6,1.96,05/26,-2850,-17145,-21496,-25205,-50934,-68297,63130.0,-160582.0,121124.0,4479.0
3,00631L,元大台灣50正2,34.4,-0.16,-0.46,05/26,-6129,-9027,-9117,-24649,-36908,3113,317227.0,313453.0,308498.0,316736.0
4,2312,金寶,40.0,3.6,9.89,05/26,-2403,-16979,-20517,-22821,-40773,-27761,-4791.0,-59234.0,38704.0,-68590.0
5,00991A,主動復華未來50,19.33,0.06,0.31,05/26,0,-3134,-14696,-19939,1426,6071,90715.0,,,91732.0
6,2881,富邦金,103.5,5.8,5.94,05/26,-1782,-12169,-16713,-14811,-53280,-78758,44228.0,-13593.0,161246.0,22186.0
7,00891,中信關鍵半導體,35.11,0.02,0.06,05/26,0,-7413,-14037,-14388,2580,11943,14410.0,8812.0,7526.0,16856.0
8,9105,泰金寶-DR,8.16,0.74,9.97,05/26,-5180,-13436,-14053,-13813,-10706,-11935,-2655.0,-12896.0,11315.0,-14198.0
9,0056,元大高股息,48.32,-0.03,-0.06,05/26,-2126,-3141,-733,-12140,-6644,-28950,32962.0,-23507.0,60608.0,-27396.0
10,2344,華邦電,141.0,12.5,9.73,05/26,1304,-42,-3806,-9325,-15518,12724,148953.0,154834.0,82508.0,150049.0
11,2891,中信金,57.6,0.3,0.52,05/26,-5507,-6672,-6739,-9175,-37010,-40232,216422.0,93882.0,177508.0,163369.0
12,2317,鴻海,259.0,-2.0,-0.77,05/26,-637,-5627,-6779,-9072,-28249,-69243,-8159.0,16512.0,-21207.0,28178.0
