"排名","代號","名稱","成交","漲跌價","漲跌幅","更新日期","當日增減張數","2日增減張數","3日增減張數","5日增減張數","10日增減張數","1個月增減張數","3個月增減張數","半年增減張數","1年增減張數","今年增減張數"
"200","00751B","元大AAA至A公司債","31.51","0","0","05/13","0","0","0","-210","-210","-210","-7,171","-8,611","-6,766","-6,315"
"201","2353","宏碁","28.3","0","0","05/13","-250","-40","-226","-209","-256","-256","-256","+5,484","+130,800","+122,338"
"202","5434","崇越","412.5","-11","-2.6","05/13","-188","-184","-211","-208","-322","-949","-2,863","-1,887","+227","-3,059"
"203","00675L","富邦臺灣加權正2","276.2","-5.7","-2.02","05/13","0","0","-3","-204","-315","-717","-232","+2,460","-2,116","-325"
"204","2233","宇隆","288","-10","-3.36","05/13","-28","-35","-35","-204","-300","-445","-906","-896","+633","-961"
"205","6462","神盾","130.5","-0.5","-0.38","05/13","-130","-177","-162","-202","-58","-497","-1,023","-1,364","+3,200","-1,446"
"206","00885","富邦越南","19.21","+0.02","+0.1","05/13","0","0","-13","-200","-2,777","-4,003","-9,359","-18,772","-949","-17,044"
"207","00908","富邦入息REITs+","14.24","-0.08","-0.56","05/13","0","0","-200","-200","-200","-189","-380","-319","-834","-286"
"208","6411","晶焱","82","-2.5","-2.96","05/13","-50","-114","-156","-200","-406","-454","-715","-1,056","+513","-875"
"209","6274","台燿","1450","0","0","05/13","-65","-203","-204","-199","-215","-1,181","-5,924","-6,102","-9,797","-11,332"
"210","00923","群益台ESG低碳50","38.18","-0.53","-1.37","05/13","+2","+2","+2","-198","-281","+353","-1,608","+1,279","-2,611","+2,330"
"211","3653","健策","3530","-390","-9.95","05/13","-233","-289","-195","-191","-417","+59","-1,436","+2,336","+2,447","-1,058"
"212","6414","樺漢","347.5","-14.5","-4.01","05/13","-93","-141","-179","-191","-418","-571","+42","+528","+1,173","-482"
"213","2059","川湖","5250","-195","-3.58","05/13","-55","-68","-54","-190","+152","+219","-71","-365","-406","-1,092"
"214","6683","雍智科技","2135","-235","-9.92","05/13","-22","-38","-83","-190","-186","-231","-99","-284","-2","-18"
"215","5222","全訊","127","-2","-1.55","05/13","-25","-167","-168","-189","-238","-487","-225","-784","+846","-308"
"216","2886","兆豐金","39.55","+0.35","+0.89","05/13","+1,260","-18","+415","-187","-4,513","-7,815","+6,937","+13,230","-93,684","+21,977"
"217","5508","永信建","48.8","-0.55","-1.11","05/13","-9","-138","-145","-186","-153","+152","-1,477","-6,741","-209","-2,442"
"218","5014","建錩","10.3","+0.05","+0.49","05/13","0","-187","-187","-185","-168","-290","-318","-790","-2,496","-780"
"219","1723","中碳","80.2","-0.8","-0.99","05/13","-25","-167","-138","-184","-91","-2,863","-3,150","-614","+5,603","-3,187"
"220","8415","大國鋼","34.3","-0.3","-0.87","05/13","-83","-100","-197","-184","-61","+725","+1,665","+1,452","-327","+1,329"
"221","2009","第一銅","41.25","+0.35","+0.86","05/13","+22","+127","-284","-181","-214","+1,594","-1,879","-3,650","-1,075","-1,368"
"222","6706","惠特","164","-4.5","-2.67","05/13","+348","+410","+485","-178","-960","-1,492","-3,339","-3,538","+615","-3,969"
"223","5607","遠雄港","49.25","-0.45","-0.91","05/13","0","-87","-88","-176","-158","-107","-250","+82","-3,097","-209"
"224","6558","興能高","29.35","-1.3","-4.24","05/13","+3","+10","-102","-174","-117","-40","-986","-1,132","+1,321","-1,186"
"225","8478","東哥遊艇","165","+5","+3.12","05/13","-195","-209","-170","-173","-155","-128","-166","-727","+333","-222"
"226","4109","加捷生醫","11.4","-0.05","-0.44","05/13","0","0","-67","-171","-172","-172","-298","-535","-3,024","-410"
"227","5452","佶優","32.9","-0.6","-1.79","05/13","-406","-327","-298","-171","-312","+687","+234","-312","-679","+357"
"228","2506","太設","8.6","0","0","05/13","-169","-169","-183","-169","-169","-169","-169","-189","-855","-193"
"229","2383","台光電","4930","+30","+0.61","05/13","-167","-181","-229","-168","-1,262","-444","-400","-893","-7,685","-643"
"230","3680","家登","588","-14","-2.33","05/13","-16","-94","-93","-168","-419","-540","-1,901","-1,370","+714","-2,190"
"231","8464","億豐","334.5","0","0","05/13","+17","-268","-232","-167","-132","-639","-8,013","-1,767","+1,603","-7,383"
"232","6166","凌華","111.5","+10","+9.85","05/13","-30","-175","-166","-166","-213","-247","-344","-1,240","-213","-278"
"233","00917","中信特選金融","21.52","+0.12","+0.56","05/13","0","0","0","-162","-169","-258","+214","+489","-220","+485"
"234","2537","聯上發","10","-0.1","-0.99","05/13","+106","+113","-21","-162","-382","-884","-2,637","-4,017","-1,980","-3,248"
"235","6234","高僑","55","-0.5","-0.9","05/13","0","0","0","-161","-123","-246","-247","-350","-178","-536"
"236","00783","富邦中証500","31.07","+0.4","+1.3","05/13","0","0","0","-160","-160","-165","-165","-215","+3","-165"
"237","4729","熒茂","20.05","-0.4","-1.96","05/13","-34","-155","-154","-158","-166","-166","-253","-334","+405","-206"
"238","8045","達運光電","73.8","0","0","05/13","-26","-70","-69","-157","-239","-187","-259","+136","+1,035","+265"
"239","00949","復華日本龍頭","20.31","+0.58","+2.94","05/13","0","0","0","-155","-56","-301","+1,337","+461","-4,861","+1,167"
"240","8085","福華","12.15","-0.05","-0.41","05/13","0","0","0","-154","-154","-154","-302","+183","-1,680","+96"
"241","3535","晶彩科","125","-2.5","-1.96","05/13","+71","-139","-123","-153","+982","+2,699","+4,073","+1,351","+3,806","+2,510"
"242","2030","彰源","18.05","+0.1","+0.56","05/13","+13","+96","+24","-152","-159","+3","-97","+1,997","+930","+2,125"
"243","8341","日友","75.9","-0.3","-0.39","05/13","+3","-35","-52","-152","-187","-180","-225","+1,109","+839","+1,062"
"244","2431","聯昌","10.45","-0.25","-2.34","05/13","-24","-24","-48","-146","-237","-738","-2,169","-2,710","-2,099","-2,360"
"245","4571","鈞興-KY","191","-3","-1.55","05/13","-19","-106","-109","-142","-138","-80","-216","-483","+96","-432"
"246","00948B","中信優息投資級債","9.43","+0.01","+0.11","05/13","0","0","0","-141","-141","-368","-774","-898","-7,015","-1,714"
"247","6531","愛普*","1040","-15","-1.42","05/13","-82","-77","-77","-138","-289","-382","-992","-512","-4,023","-604"
"248","8016","矽創","268","-6","-2.19","05/13","-48","-123","-136","-137","-441","-513","-93","-526","-729","-1,163"
"249","00646","元大S&P500","73.5","+0.45","+0.62","05/13","-533","-433","-385","-135","+1,225","+4,424","+11,894","+12,506","+3,983","+10,420"
"250","4576","大銀微系統","248.5","-9.5","-3.68","05/13","-50","-58","-206","-134","-30","-324","-3,708","-3,978","-2,335","-2,997"
"251","6781","AES-KY","1240","-45","-3.5","05/13","+1","+1","-123","-134","+63","+907","+739","+2,221","+3,097","+578"
"252","6785","昱展新藥","132.5","-1.5","-1.12","05/13","0","-10","-86","-134","-193","-182","+8","-54","-685","+36"
"253","2397","友通","58.8","-1","-1.67","05/13","-60","-74","-136","-133","-140","-276","-419","-782","+421","-795"
"254","6187","萬潤","1225","+5","+0.41","05/13","+95","+100","-66","-133","+7","-656","-3,528","-6,654","-3,706","-4,765"
"255","1527","鑽全","32.55","+0.15","+0.46","05/13","-14","-74","-81","-129","-171","-148","+549","-271","+614","+724"
"256","3163","波若威","1035","-30","-2.82","05/13","-2","-164","-185","-128","+278","+570","+444","-4,202","-4,429","+99"
"257","00764B","群益25年美債","27.64","-0.02","-0.07","05/13","0","0","0","-126","-126","-1,244","-241","+3,208","-562","+99"
"258","6168","宏齊","25.8","-1.05","-3.91","05/13","+64","-93","-54","-126","+1,005","+1,084","+3,048","+1,385","+3,526","+2,140"
"259","00655L","國泰中國A50正2","37.89","+0.09","+0.24","05/13","-49","-49","-49","-125","-125","-262","-543","-927","-3,862","-644"
"260","00951","台新日本半導體","17.02","-0.05","-0.29","05/13","0","0","-4","-121","+161","-366","-1,760","+420","-9,200","+1,013"
"261","6180","橘子","39.05","-0.55","-1.39","05/13","-102","-126","-128","-120","-205","-519","-1,736","-3,705","-1,466","-2,716"
"262","3023","信邦","299.5","-2","-0.66","05/13","+111","+58","-90","-120","-275","-2,034","-5,992","+747","+2,665","-2,698"
"263","4526","東台","35.8","-1.15","-3.11","05/13","+231","+689","+661","-118","-250","+2,339","+1,178","-1,597","+2,066","-1,162"
"264","00875","國泰網路資安","42.83","+0.03","+0.07","05/13","0","0","0","-115","-124","-132","-130","-113","-206","-86"
"265","3661","世芯-KY","4780","-530","-9.98","05/13","-34","+92","-3","-115","-747","-3,505","-2,837","+546","+12","+283"
"266","8076","伍豐","24.5","-0.35","-1.41","05/13","-81","-93","-145","-114","+2","+386","-1","+526","-492","+228"
"267","00894","中信小資高價30","47.63","-0.54","-1.12","05/13","0","-10","-2","-112","-112","+325","+411","-178","-116","+353"
"268","6265","方土昶","42.75","-2.1","-4.68","05/13","-77","-162","-143","-111","+997","+1,175","+1,802","+1,347","+2,163","+975"
"269","2545","皇翔","38.45","+0.05","+0.13","05/13","-16","-34","-86","-108","-87","-428","-869","+931","+4,551","-438"
"270","6177","達麗","46.55","-0.7","-1.48","05/13","+51","+74","-3","-107","+35","+1,326","+1,054","-804","+529","-255"
"271","8044","網家","23.05","-0.5","-2.12","05/13","-52","-30","-27","-105","-81","-165","-56","+1,001","+1,059","+112"
"272","4162","智擎","56.2","-0.1","-0.18","05/13","+10","+23","-87","-104","-205","-197","-729","-549","+819","+65"
"273","6150","撼訊","73.1","+6.6","+9.92","05/13","-45","-104","-104","-102","-69","+69","+46","+630","+155","+325"
"274","6498","久禾光","102.5","+7.6","+8.01","05/13","0","-3","-3","-102","-102","-155","-268","-319","","-239"
"275","00737","國泰AI機器人","36.96","-0.26","-0.7","05/13","0","0","0","-100","-100","-100","+56","+28","-311","+48"
"276","00635U","期元大S&P黃金","49.26","-0.19","-0.38","05/13","0","-93","-97","-97","-431","-369","-428","+918","+1,297","+1,355"
"277","6215","和椿","120.5","-5.5","-4.37","05/13","-9","-6","-44","-97","-228","+37","-115","-257","+924","-430"
"278","6509","聚和","46.65","0","0","05/13","-131","-133","-140","-97","-327","-419","+4,826","+4,819","+2,708","+4,806"
"279","8249","菱光","48.2","-1","-2.03","05/13","-22","+26","-20","-96","-42","+29","-525","-1,072","+2,803","-402"
"280","6643","M31","656","-41","-5.88","05/13","-39","-42","-42","-95","-186","-66","+147","+572","+1,122","+397"
"281","6732","昇佳電子","165.5","-5","-2.93","05/13","-82","-63","-60","-93","-76","-143","-228","+219","+287","+173"
"282","2612","中航","56.6","+0.6","+1.07","05/13","-6","+3","+15","-92","-321","-370","-440","+634","+1,404","-1,757"
"283","3236","千如","38.85","+3.5","+9.9","05/13","+89","+65","-155","-92","+49","+430","+859","+1,126","+2,401","+89"
"284","8227","巨有科技","202","-10.5","-4.94","05/13","-14","-37","-40","-91","-6","+199","+98","+274","+541","+240"
"285","2481","強茂","121","+5.5","+4.76","05/13","-345","-1,173","-539","-90","-128","-3,552","-6,557","-12,328","-1,391","-27,901"
"286","00952","凱基台灣AI50","17.6","-0.26","-1.46","05/13","+45","+14","-26","-89","-14","+20","+164","-17","-4,731","+151"
"287","2420","新巨","56.3","-1.7","-2.93","05/13","+17","-44","-39","-89","-87","-114","-21","+103","-142","+148"
"288","6190","萬泰科","78.5","-2.1","-2.61","05/13","+12","-65","-101","-89","+269","+2,369","+2,947","+2,971","+7,427","+436"
"289","6449","鈺邦","218","+19.5","+9.82","05/13","+12","-47","-55","-89","-119","-263","-366","-562","+134","-365"
"290","8374","羅昇","90.3","-0.9","-0.99","05/13","+18","+10","+26","-89","-55","+116","-45","+25","+1,024","+1"
"291","00641R","富邦日本反1","3.88","-0.04","-1.02","05/13","0","0","0","-87","-87","+16","-409","+1,127","+1,063","-797"
"292","3046","建碁","51.5","-0.5","-0.96","05/13","-19","-24","-28","-86","-137","-129","-131","-74","-402","-79"
"293","5203","訊連","63.6","-0.8","-1.24","05/13","+1","-30","-22","-86","-48","+125","+980","+1,174","+642","+1,171"
"294","6838","台新藥","26.35","-0.05","-0.19","05/13","-10","-10","-10","-85","-129","-193","-1,462","-1,888","-510","-1,523"
"295","4555","氣立","41.4","-1.1","-2.59","05/13","0","-34","-30","-84","-4","+76","+93","-132","-56","-41"
"296","1463","強盛新","18.15","+0.05","+0.28","05/13","-29","-57","-57","-83","-87","-83","-486","-636","-886","-653"
"297","2425","承啟","33.6","-0.4","-1.18","05/13","-75","-72","-70","-82","-203","-241","-836","-2,110","-2,881","-1,458"
"298","00987A","主動台新優勢成長","17.41","-0.29","-1.64","05/13","0","0","+1","-80","-84","-71","+100","","","+314"
"299","3527","聚積","60.5","-0.8","-1.31","05/13","-14","-90","-83","-80","-102","-79","+41","+231","+168","+32"
"300","4974","亞泰","73.7","+0.1","+0.14","05/13","-16","-11","-62","-79","-62","-93","-332","-298","-239","-19"
