排名,代號,名稱,成交,漲跌 價,漲跌 幅,成交 張數,更新 日期,當日 增減 張數,2日 增減 張數,3日 增減 張數,5日 增減 張數,10日 增減 張數,1個月 增減 張數,3個月 增減 張數,半年 增減 張數,1年 增減 張數,今年 增減 張數
1,00988A,主動統一全球創新,21.92,-0.16,-0.72,111970,05/26,-9148,-23204,-25167,-32898,3365,23861.0,36894.0,39533.0,,41505.0
2,00403A,主動統一升級50,10.64,0.06,0.57,611131,05/26,-10541,-11844,-17627,-14096,82228,,,,,
3,2344,華邦電,141.0,12.5,9.73,336105,05/26,16130,-9492,-1078,-10901,-13323,2807.0,-12462.0,4870.0,78353.0,-25136.0
4,00992A,主動群益科技創新,18.92,0.07,0.37,86559,05/26,-1677,-8580,-8033,-8058,-14859,-12954.0,41968.0,,,39490.0
5,3231,緯創,146.0,-3.0,-2.01,35796,05/26,-459,-1741,-5965,-7862,-8830,-6614.0,-14158.0,-7978.0,6130.0,-6428.0
6,00673R,期元大S&P原油反1,12.51,-0.13,-1.03,18628,05/26,-4284,-6752,-9059,-7622,-4683,25591.0,74642.0,104484.0,93414.0,102542.0
7,00637L,元大滬深300正2,21.59,0.41,1.94,38285,05/26,-2404,-4089,-5133,-7453,-8100,-11126.0,-53137.0,-45062.0,-150488.0,-32385.0
8,2371,大同,29.85,-0.55,-1.81,19859,05/26,360,-1749,-2629,-7331,-10048,-11995.0,-7056.0,-13476.0,-24219.0,-16326.0
9,00631L,元大台灣50正2,34.4,-0.16,-0.46,181623,05/26,2277,-4662,-8682,-6934,-2851,25936.0,132164.0,130372.0,128148.0,132038.0
10,2801,彰銀,20.15,-0.05,-0.25,19854,05/26,-9,-772,-3698,-6705,-3136,-1145.0,744.0,1186.0,-685.0,2207.0
11,00688L,國泰20年美債正2,6.77,0.0,0.0,5336,05/26,-1573,-1518,-4706,-6180,-3456,-6242.0,-40263.0,-88684.0,-136306.0,-87742.0
12,00891,中信關鍵半導體,35.11,0.02,0.06,51027,05/26,-1162,-4564,-5181,-5920,-623,4569.0,3305.0,3875.0,5200.0,5770.0
13,00680L,元大美債20正2,6.78,0.0,0.0,13774,05/26,-760,-2471,-5350,-5447,-833,-9280.0,-61501.0,-163327.0,-249691.0,-151363.0
14,3006,晶豪科,231.5,2.5,1.09,23104,05/26,238,-1639,-3808,-5340,-1397,2615.0,-1464.0,12513.0,12905.0,10209.0
15,00632R,元大台灣50反1,10.72,0.04,0.37,76271,05/26,2045,-1063,1900,-5118,-14520,-6623.0,17638.0,46361.0,118992.0,53875.0
16,1717,長興,83.0,0.8,0.97,32823,05/26,-134,520,-5191,-4865,-6209,-418.0,-929.0,10017.0,18566.0,10408.0
17,00982A,主動群益台灣強棒,24.06,0.34,1.43,65051,05/26,-2414,-3208,-4326,-4792,-1204,2572.0,-841.0,-6534.0,9130.0,-2159.0
18,00999A,主動野村臺灣高息,10.66,0.01,0.09,61290,05/26,-1223,-2143,-3579,-4523,-7849,,,,,
19,3035,智原,208.0,-10.5,-4.81,20600,05/26,-2713,-4190,-4726,-4220,-4933,-3425.0,-1457.0,-774.0,1559.0,-1576.0
20,00664R,國泰臺灣加權反1,1.73,0.0,0.0,21001,05/26,1143,-4283,-1476,-4201,-3728,2575.0,3858.0,-5236.0,16327.0,7082.0
21,2105,正新,31.6,-0.35,-1.1,10794,05/26,63,177,-286,-4072,-2848,-1657.0,1266.0,4225.0,7528.0,3266.0
22,8358,金居,533.0,-12.0,-2.2,2520,05/26,-752,-1001,-1654,-3760,-7190,-4549.0,-3797.0,-10271.0,10053.0,-4091.0
23,3481,群創,45.7,-3.4,-6.92,1463227,05/26,-31320,-17951,-17440,-3576,-10296,102283.0,162700.0,252462.0,252072.0,200514.0
24,00878,國泰永續高股息,29.62,0.14,0.47,84261,05/26,-376,-1310,-1975,-3107,-1504,101.0,-900.0,-2909.0,-9449.0,-1165.0
25,3149,正達,68.0,3.0,4.62,40572,05/26,-167,468,-1696,-3005,-6686,-5032.0,-1000.0,2035.0,8713.0,597.0
26,5285,界霖,89.6,8.1,9.94,10381,05/26,-1587,-1882,-2251,-2469,-2880,-1773.0,-507.0,446.0,1692.0,220.0
27,3715,定穎投控,186.0,7.0,3.91,20564,05/26,-1154,-2298,-2033,-2457,-3229,-2091.0,-14330.0,-6217.0,13285.0,-10565.0
28,9904,寶成,25.55,-0.1,-0.39,11925,05/26,1403,1765,-2808,-2232,3956,5099.0,3246.0,1447.0,-3273.0,-44.0
29,2880,華南金,30.15,-0.4,-1.31,79396,05/26,-2826,-2156,-2092,-2204,-2369,1391.0,1319.0,1357.0,930.0,1371.0
30,5347,世界,165.0,-3.5,-2.08,32989,05/26,-5,-405,-755,-2097,-1407,8311.0,4237.0,14509.0,14209.0,15636.0
31,8042,金山電,147.0,12.0,8.89,2361,05/26,-589,-841,-1029,-2047,-4317,612.0,290.0,504.0,3234.0,329.0
32,3024,憶聲,16.1,0.05,0.31,3157,05/26,-285,-1253,-1444,-2019,-2089,-2234.0,-2952.0,-5480.0,-4388.0,-4811.0
33,3011,今皓,13.05,-0.05,-0.38,1670,05/26,-892,-1574,-1669,-1937,-2733,-4254.0,-911.0,-502.0,-158.0,-1511.0
34,8354,冠好,16.7,0.2,1.21,120,05/26,-1034,-1949,-1950,-1892,-1872,-1922.0,-2131.0,-887.0,1597.0,-1584.0
35,1504,東元,72.5,0.5,0.69,19404,05/26,-331,-659,-983,-1879,-2476,1472.0,-4303.0,3548.0,17924.0,573.0
36,3189,景碩,696.0,27.0,4.04,50430,05/26,-1549,-1794,-1716,-1830,2021,3042.0,4463.0,14528.0,15729.0,5071.0
37,9910,豐泰,67.5,-0.3,-0.44,2486,05/26,18,71,-563,-1807,-1048,-224.0,978.0,1251.0,1225.0,1350.0
38,2406,國碩,34.5,0.6,1.77,23039,05/26,-512,-647,-728,-1798,-1363,-1456.0,-6839.0,-2720.0,1271.0,-3490.0
39,1303,南亞,90.8,3.7,4.25,104635,05/26,890,390,1717,-1791,-4410,-3530.0,-4203.0,3664.0,26547.0,-14195.0
40,00991A,主動復華未來50,19.33,0.06,0.31,67406,05/26,-686,1194,-1099,-1788,4422,26156.0,8267.0,,,-25903.0
41,4915,致伸,72.4,0.1,0.14,2567,05/26,-2,54,-1518,-1781,295,853.0,1818.0,1773.0,2040.0,1644.0
42,2464,盟立,173.5,15.5,9.81,17717,05/26,-741,-807,-847,-1730,787,4879.0,3909.0,5237.0,4979.0,5098.0
43,3615,安可,51.0,-1.3,-2.49,17670,05/26,27,-767,-475,-1700,43,-55.0,-138.0,1050.0,1096.0,1201.0
