排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 張數,2日 增減 張數,3日 增減 張數,5日 增減 張數,10日 增減 張數,1個月 增減 張數,3個月 增減 張數,半年 增減 張數,1年 增減 張數,今年 增減 張數
1,2881,富邦金,110.0,0.0,0.0,05/29,-19419,-27984,-43422,-55591,-83542,-132177.0,-2505.0,-81952.0,107361.0,-21236.0
2,00878,國泰永續高股息,30.76,0.76,2.53,05/29,-13119,-14843,-15218,-38706,-21317,-24428.0,-2817.0,-38585.0,-77652.0,-12124.0
3,2882,國泰金,85.7,0.9,1.06,05/29,-5862,-12551,-20823,-37968,-65858,-104886.0,40682.0,-143735.0,57555.0,-16344.0
4,2303,聯電,144.5,2.5,1.76,05/29,-21180,-25441,-28391,-37082,-38738,-13457.0,129188.0,-318280.0,-416967.0,-32427.0
5,2312,金寶,38.95,1.25,3.32,05/29,-3070,-5245,-11720,-28699,-35880,-51832.0,-11981.0,-73043.0,27317.0,-80310.0
6,00403A,主動統一升級50,10.7,0.23,2.2,05/29,-10806,-9229,-34347,-28359,-22746,,,,,
7,1802,台玻,71.9,1.5,2.13,05/29,-1500,-8644,-29651,-25387,-11035,16758.0,39470.0,-8537.0,21946.0,-16549.0
8,1717,長興,81.2,-1.2,-1.46,05/29,-5021,-8857,-13210,-24499,-15448,-6788.0,14538.0,12293.0,43994.0,22707.0
9,9105,泰金寶-DR,8.8,0.29,3.41,05/29,426,1754,-3647,-17083,-14800,-14591.0,-3712.0,-16959.0,8221.0,-17845.0
10,00937B,群益ESG投等債20+,14.85,0.13,0.88,05/29,-11715,-11715,-16714,-16713,-13871,-20141.0,-2812.0,-56412.0,-76613.0,-42275.0
11,2449,京元電子,328.5,8.5,2.66,05/29,-1972,-13272,-17818,-16072,-3365,17873.0,74440.0,44472.0,63090.0,72281.0
12,00891,中信關鍵半導體,36.05,0.69,1.95,05/29,-5386,-5463,-5741,-13154,-17357,5487.0,8542.0,4833.0,1477.0,11115.0
13,00680L,元大美債20正2,6.9,0.16,2.37,05/29,-5350,-13350,-13349,-12850,-12850,-19103.0,-50897.0,-86653.0,-130305.0,-79421.0
14,00982A,主動群益台灣強棒,24.34,0.53,2.23,05/29,-6114,-5514,-7106,-11616,-4680,7302.0,46370.0,39446.0,54429.0,43921.0
15,2317,鴻海,289.0,26.0,9.89,05/29,-582,-193,-5913,-11540,-19166,-72715.0,11895.0,6692.0,-29366.0,22265.0
16,00631L,元大台灣50正2,36.94,2.47,7.17,05/29,1083,4969,-598,-9625,-20823,-13565.0,316629.0,313367.0,308074.0,316138.0
17,1303,南亞,98.1,7.6,8.4,05/29,200,-1340,-4368,-9501,-5814,-1262.0,-9526.0,-105510.0,-161476.0,-119908.0
18,00929,復華台灣科技優息,30.25,0.85,2.89,05/29,-7561,-7554,-9070,-8933,-8886,-9296.0,-936.0,3121.0,20967.0,5333.0
