排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 發行 張數,2日 買賣超 佔 發行 張數,3日 買賣超 佔 發行 張數,5日 買賣超 佔 發行 張數,10日 買賣超 佔 發行 張數,1個月 買賣超 佔 發行 張數,3個月 買賣超 佔 發行 張數,半年 買賣超 佔 發行 張數,1年 買賣超 佔 發行 張數,3年 買賣超 佔 發行 張數,10年 買賣超 佔 發行 張數,今年 買賣超 佔 發行 張數
1,3211,順達,464.0,-5.0,-1.07,05/27,1.64,4.18,9.98,11.0,10.0,7.66,12.3,5.73,6.93,12.5,6.52,10.6
2,00913,兆豐台灣晶圓製造,51.45,2.56,5.24,05/27,5.49,4.31,7.8,9.95,8.39,0.45,19.6,19.2,18.1,24.6,,18.9
3,2369,菱生,40.15,2.45,6.5,05/27,0.65,3.22,5.39,8.71,8.15,9.12,9.3,10.0,8.49,7.88,6.86,8.86
4,4927,泰鼎-KY,58.6,-2.6,-4.25,05/27,-1.03,1.11,3.72,8.54,6.13,-1.17,-4.23,1.35,1.04,-3.83,-3.55,1.71
5,00989A,主動摩根美國科技,17.85,0.11,0.62,05/27,0.06,-0.01,2.52,7.58,5.66,13.2,44.7,60.5,,,,55.5
6,6770,力積電,74.8,4.0,5.65,05/27,1.75,3.16,4.81,7.15,7.58,6.29,-2.91,2.72,9.18,1.37,,2.32
7,6265,方土昶,55.0,2.1,3.97,05/27,-0.43,-0.42,0.4,7.1,7.67,5.53,4.45,-0.3,3.92,4.68,6.29,2.77
8,8039,台虹,160.0,4.5,2.89,05/27,0.82,1.87,1.73,5.65,5.84,4.25,3.74,6.88,2.12,1.97,1.99,-0.05
9,2436,偉詮電,78.1,-1.5,-1.88,05/27,0.54,2.21,2.97,5.58,7.07,6.53,4.87,7.26,4.65,4.79,6.67,8.63
10,2312,金寶,37.35,-2.65,-6.62,05/27,-1.56,0.46,1.23,5.58,6.06,7.01,3.74,7.59,-0.78,2.42,-0.4,8.45
11,3305,昇貿,160.0,-3.5,-2.14,05/27,-0.18,0.18,3.17,5.3,3.74,7.04,9.53,7.87,2.93,7.19,3.5,9.59
12,00999A,主動野村臺灣高息,10.75,0.09,0.84,05/27,0.89,2.19,3.57,5.22,5.11,,,,,,,
13,1717,長興,84.5,1.5,1.81,05/27,0.58,0.93,0.86,5.16,3.0,2.47,1.06,1.51,-1.58,-1.61,0.89,0.51
14,6282,康舒,59.4,-3.0,-4.81,05/27,-2.41,-0.17,0.69,5.08,5.09,7.49,7.06,8.16,11.6,10.1,6.8,12.3
15,00401A,主動摩根台灣鑫收,13.76,0.18,1.33,05/27,0.85,0.86,2.7,4.99,6.92,11.2,,,,,,
16,2495,普安,50.6,4.55,9.88,05/27,1.26,1.72,2.91,4.7,5.03,0.7,6.86,4.93,0.19,-11.4,-9.64,8.64
17,6207,雷科,103.5,-5.0,-4.61,05/27,-1.65,2.04,5.87,4.66,4.72,6.1,6.32,4.44,1.74,2.95,2.94,3.64
18,2404,漢唐,1235.0,-30.0,-2.37,05/27,0.37,1.68,2.37,4.64,6.41,6.77,0.34,-1.55,8.45,3.2,7.53,0.08
19,00689R,國泰20年美債反1,22.06,-0.09,-0.41,05/27,4.51,4.51,4.51,4.51,6.82,11.1,19.3,24.4,30.0,32.0,,24.4
20,00891,中信關鍵半導體,36.26,1.15,3.28,05/27,1.18,1.81,3.3,4.3,4.32,2.43,4.46,4.83,6.95,9.93,,3.56
21,00992A,主動群益科技創新,18.75,-0.17,-0.9,05/27,1.31,1.69,2.43,4.12,3.55,3.15,-0.4,,,,,1.73
22,6761,穩得,223.5,-6.5,-2.83,05/27,0.43,2.61,3.85,4.11,4.45,2.75,4.29,2.7,-0.4,2.23,,4.01
23,3376,新日興,212.0,-7.0,-3.2,05/27,0.04,-0.06,2.49,3.98,5.7,3.87,3.79,-3.48,-4.35,1.62,-8.59,-1.61
24,00982A,主動群益台灣強棒,24.52,0.46,1.91,05/27,0.33,1.3,2.69,3.9,4.06,2.66,2.7,5.76,6.43,,,4.31
25,6706,惠特,216.5,19.5,9.9,05/27,0.25,1.85,0.2,3.77,1.87,3.88,8.43,12.7,-1.55,1.63,,12.8
26,3715,定穎投控,179.0,-7.0,-3.76,05/27,-1.28,1.68,3.08,3.76,1.68,1.59,1.06,-10.4,2.97,-4.32,,-4.06
