排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 賣出 佔 成交,2日 賣出 佔 成交,3日 賣出 佔 成交,5日 賣出 佔 成交,10日 賣出 佔 成交,1個月 賣出 佔 成交,3個月 賣出 佔 成交,半年 賣出 佔 成交,1年 賣出 佔 成交,3年 賣出 佔 成交,10年 賣出 佔 成交,今年 賣出 佔 成交
1,2882,國泰金,84.8,-0.6,-0.7,05/28,34.4,31.2,31.7,35.2,35.7,28.4,16.3,17.4,10.3,5.59,2.67,15.6
2,2885,元大金,59.1,-0.4,-0.67,05/28,19.7,22.6,23.7,29.6,26.0,15.3,9.77,15.2,11.5,6.72,2.33,12.1
3,2881,富邦金,110.0,0.0,0.0,05/28,35.0,30.8,25.1,27.4,27.4,22.6,15.2,16.5,8.83,5.21,2.39,15.9
4,2884,玉山金,30.7,-0.45,-1.44,05/28,27.1,23.7,25.4,24.6,16.1,17.1,12.0,6.72,5.48,4.83,1.95,9.18
5,6515,穎崴,9120.0,-675.0,-6.89,05/28,25.6,22.4,21.5,22.9,17.1,14.0,8.99,6.88,4.66,4.87,,6.99
6,3005,神基,103.0,0.0,0.0,05/28,0.49,16.6,20.8,22.0,17.9,11.2,7.44,9.33,8.15,5.44,4.04,8.62
7,3529,力旺,3470.0,175.0,5.31,05/28,16.1,28.8,26.3,21.1,13.1,9.44,5.53,4.54,5.01,5.12,4.15,4.36
8,2347,聯強,85.7,-0.2,-0.23,05/28,3.12,2.06,3.27,20.1,14.9,14.0,7.48,16.6,12.2,14.2,7.35,10.4
9,1402,遠東新,24.8,1.35,5.76,05/28,26.8,17.7,18.2,19.4,18.5,14.7,8.32,9.3,8.61,11.7,5.72,9.52
10,2062,橋椿,18.4,0.2,1.1,05/28,0.0,0.0,6.64,18.7,19.5,13.7,7.07,4.11,3.34,0.4,0.61,4.41
11,6510,精測,3280.0,85.0,2.66,05/28,23.4,21.5,20.9,18.4,13.1,9.5,9.47,7.42,6.63,5.26,3.62,8.21
12,3036,文曄,289.5,-6.5,-2.2,05/28,9.8,16.9,21.8,18.1,10.7,8.04,8.39,8.8,8.59,5.86,4.57,8.68
13,6188,廣明,81.8,-2.1,-2.5,05/28,0.0,10.6,14.2,16.2,14.8,8.68,7.61,3.77,1.39,0.34,0.7,4.68
14,3665,貿聯-KY,2115.0,0.0,0.0,05/28,28.0,27.6,22.8,16.1,21.2,16.7,8.77,9.25,6.72,5.29,3.89,10.6
15,6177,達麗,41.8,-0.75,-1.76,05/28,13.8,16.2,17.6,15.5,12.6,7.39,6.65,7.76,7.05,3.82,2.58,6.84
16,2474,可成,190.5,-18.0,-8.63,05/28,10.9,12.0,12.9,14.7,16.2,12.3,11.7,15.8,14.1,13.5,4.25,14.5
17,2207,和泰車,456.0,-10.5,-2.25,05/28,9.03,11.6,12.9,14.3,9.06,6.64,3.91,3.08,3.38,1.89,1.17,3.63
18,7751,竑騰,1725.0,25.0,1.47,05/28,0.0,26.2,24.9,13.5,7.54,10.7,3.82,1.59,,,,2.12
19,6683,雍智科技,1700.0,-80.0,-4.49,05/28,0.0,7.23,8.38,12.1,10.0,7.01,2.62,1.63,1.25,1.27,,1.8
20,3217,優群,188.5,-9.0,-4.56,05/28,16.5,9.12,16.6,11.6,6.75,4.3,2.38,1.97,3.17,3.55,2.88,2.06
