"代號","名稱","成交","漲跌價","漲跌幅","法人買賣週別","更新日期","外資連續買賣週數","外資連續買賣張數","外資連續買賣佔成交(%)","外資連續買賣佔發行量(%)","投信連續買賣週數","投信連續買賣張數","投信連續買賣佔成交(%)","投信連續買賣佔發行量(%)","自營商連續買賣週數","自營商連續買賣張數","自營商連續買賣佔成交(%)","自營商連續買賣佔發行量(%)","三大法人連續買賣週數","三大法人連續買賣張數","三大法人連續買賣佔成交(%)","三大法人連續買賣佔發行量(%)"
"00909","國泰數位支付服務","45.85","-0.05","-0.11","26W21","05/20","+7","+38,483","23.4","26.9","0","0","0","0","+7","+27,259","16.5","19","+7","+65,742","39.9","45.9"
"00922","國泰台灣領袖50","34.8","-0.24","-0.68","26W21","05/20","+7","+211,759","34.7","10.8","0","0","0","0","-1","-1,344","-3.59","-0.07","+7","+250,156","41","12.7"
"00924","復華S&P500成長","31.83","-0.16","-0.5","26W21","05/20","+7","+18,619","21.2","4.1","0","0","0","0","-1","-186","-2.64","-0.04","-1","-52","-0.74","-0.01"
"009800","中信NASDAQ","12.68","+0.02","+0.16","26W21","05/20","+7","+2,224","2.99","0.76","0","0","0","0","+1","+1,646","25.5","0.57","+1","+1,893","29.3","0.65"
"009801","中信美國創新科技","11.89","-0.02","-0.17","26W21","05/20","+7","+7,686","13.8","6.56","0","0","0","0","+27","+54,176","23.9","46.3","+27","+72,352","31.9","61.8"
"009811","統一美國50","12.78","-0.02","-0.16","26W21","05/20","+7","+20,681","16.6","7.06","0","0","0","0","+8","+57,072","41.7","19.5","+8","+77,630","56.8","26.5"
"00983A","主動中信ARK創新","11.19","-0.01","-0.09","26W21","05/20","+7","+31,404","22.8","14.4","0","0","0","0","+7","+42,165","30.6","19.4","+7","+73,570","53.3","33.8"
"00993A","主動安聯台灣","12.09","-0.08","-0.66","26W21","05/20","+7","+91,739","12.1","10.3","0","0","0","0","+14","+493,641","23.4","55.2","+14","+671,449","31.8","75.1"
"1533","車王電","38","+3.45","+9.99","26W21","05/20","+7","+1,137","9.97","1.15","0","0","0","0","+2","+38","0.74","0.04","+7","+1,164","10.2","1.18"
"2395","研華","465","+3.5","+0.76","26W21","05/20","+7","+26,653","20.3","3.07","-2","-322","-0.84","-0.04","-1","-43","-0.37","0","+10","+27,205","16.4","3.13"
"2458","義隆","153","+6","+4.08","26W21","05/20","+7","+31,782","25.1","10.5","+1","+177","1.33","0.06","+1","+117","0.88","0.04","+1","+3,862","29.1","1.27"
"2712","遠雄來","14.95","-0.05","-0.33","26W21","05/20","+7","+113","13","0.11","0","0","0","0","0","0","0","0","+1","0","0.26","0"
"3033","威健","51.4","+2.6","+5.33","26W21","05/20","+7","+54,594","12.4","11.4","-2","-202","-0.1","-0.04","-3","-6,328","-1.77","-1.32","-1","-1,853","-1.82","-0.39"
"3048","益登","61.7","+5.6","+9.98","26W21","05/20","+7","+28,523","9.4","10.6","0","0","0","0","-1","-266","-0.31","-0.1","+7","+30,491","10","11.3"
"3537","堡達","57.8","+5.2","+9.89","26W21","05/20","+7","+1,341","4.87","2.38","0","0","0","0","+1","+20","0.19","0.04","+7","+1,361","4.95","2.42"
"4572","駐龍","145.5","+1.5","+1.04","26W21","05/20","+7","+269","21.3","0.67","0","0","0","0","-1","-1","-1.28","0","+7","+271","21.4","0.68"
"6166","凌華","115.5","+2","+1.76","26W21","05/20","+7","+11,019","10.5","5.07","0","0","0","0","+1","+8","0.05","0","+7","+11,148","10.7","5.13"
"6411","晶焱","86","+3.5","+4.24","26W21","05/20","+7","+2,072","11","2.09","0","0","0","0","+2","+18","0.22","0.02","+7","+2,121","11.3","2.14"
"6449","鈺邦","268.5","+24","+9.82","26W21","05/20","+7","+4,216","7.09","4.59","+1","+8","0.06","0.01","-1","-50","-0.36","-0.05","+3","+3,402","8.03","3.7"
"6762","達亞","190","+4","+2.15","26W21","05/20","+7","+76","28.8","0.22","0","0","0","0","0","0","0","0","+7","+77","28.8","0.22"
"8085","福華","11.5","+0.4","+3.6","26W21","05/20","+7","+2,055","12.6","1.47","0","0","0","0","-2","-1","-0.01","0","+7","+2,055","12.6","1.47"
"8935","邦泰","19.65","-0.4","-2","26W21","05/20","+7","+1,467","8.63","1.29","0","0","0","0","-1","0","-0.01","0","+7","+1,468","8.64","1.29"
"00678","群益那斯達克生技","34.83","+0.09","+0.26","26W21","05/20","+6","+532","6.14","6.7","0","0","0","0","-2","-286","-8.77","-3.6","-1","-47","-5.59","-0.59"
"00904","新光臺灣半導體30","36.78","-0.07","-0.19","26W21","05/20","+6","+9,716","6.58","5.65","0","0","0","0","-3","-1,878","-3.77","-1.09","-1","-714","-8.99","-0.41"
"00916","國泰全球品牌50","27.67","-0.17","-0.61","26W21","05/20","+6","+1,971","15.8","3.16","0","0","0","0","+2","+758","23.5","1.21","+16","+7,379","26.7","11.8"
"2401","凌陽","26.9","+1.95","+7.82","26W21","05/20","+6","+30,539","10.9","5.16","+3","+185","0.15","0.03","+1","+885","2","0.15","+6","+32,145","11.5","5.43"
"2483","百容","23.4","-0.4","-1.68","26W21","05/20","+6","+1,310","10.7","1.21","0","0","0","0","-1","-12","-1.11","-0.01","+4","+1,116","11.4","1.03"
"3372","典範","19.05","+0.15","+0.79","26W21","05/20","+6","+1,791","8.43","1.02","0","0","0","0","+2","+12","0.2","0.01","+6","+1,807","8.51","1.03"
"3518","柏騰","32.2","+0.3","+0.94","26W21","05/20","+6","+1,554","2.86","1.51","0","0","0","0","0","0","0","0","+6","+1,594","2.93","1.55"
"4502","健信","15.75","+0.1","+0.64","26W21","05/20","+6","+110","10.4","0.19","0","0","0","0","+1","+1","1.03","0","+6","+111","10.6","0.19"
"4934","太極","16.4","-0.6","-3.53","26W21","05/20","+6","+603","1.33","0.27","0","0","0","0","-1","-23","-0.69","-0.01","-1","-8","-0.24","0"
"6219","富旺","12.4","+0.2","+1.64","26W21","05/20","+6","+1,613","12.6","1.29","0","0","0","0","0","0","0","0","+6","+1,539","12","1.23"
"6227","茂綸","114","-1","-0.87","26W21","05/20","+6","+3,110","9.58","4.09","0","0","0","0","+4","+321","1.28","0.42","+6","+3,437","10.6","4.52"
"6416","瑞祺電通","88.6","+1.2","+1.37","26W21","05/20","+6","+876","8.45","1.19","0","0","0","0","-2","-4","-0.09","-0.01","+6","+874","8.42","1.19"
"6569","醫揚","95.3","-2","-2.06","26W21","05/20","+6","+108","5.13","0.28","0","0","0","0","-2","-37","-4.09","-0.09","+1","+57","9.03","0.15"
"6841","長佳智能","58.8","-0.6","-1.01","26W21","05/20","+6","+829","12.7","0.87","0","0","0","0","-2","-7","-0.39","-0.01","+6","+812","12.4","0.85"
"6885","全福生技","22.2","+0.3","+1.37","26W21","05/20","+6","+647","7.17","0.49","0","0","0","0","+1","+5","0.63","0","+6","+669","7.41","0.5"
"9906","欣巴巴","33.15","+1.2","+3.76","26W21","05/20","+6","+571","12.5","0.63","0","0","0","0","-1","-3","-0.34","0","+6","+558","12.2","0.62"
"9908","大台北","29.15","-0.1","-0.34","26W21","05/20","+6","+921","7.73","0.18","0","0","0","0","0","0","0","0","+6","+882","7.41","0.17"
"00636","國泰中國A50","28.31","+0.08","+0.28","26W21","05/20","+5","+2,248","13.5","2.09","0","0","0","0","+16","+26,710","30","24.9","+16","+31,541","35.4","29.4"
"00679B","元大美債20年","26.08","-0.14","-0.53","26W21","05/20","+5","+134,047","19.1","1.83","+2","+400","0.13","0.01","+23","+987,636","22.7","13.5","+28","+1,671,596","32.8","22.8"
"00687B","國泰20年美債","27.12","-0.14","-0.51","26W21","05/20","+5","+142,608","26","2.51","+2","+400","0.18","0.01","+20","+715,929","22.1","12.6","+22","+1,799,778","51.5","31.7"
"00725B","國泰投資級公司債","34.37","-0.2","-0.58","26W21","05/20","+5","+23,749","19.9","0.63","0","0","0","0","+1","+4,149","27","0.11","+19","+156,613","27.3","4.14"
"00737","國泰AI機器人","36.59","-0.13","-0.35","26W21","05/20","+5","+2,292","35.8","10.2","0","0","0","0","-4","-345","-7.1","-1.53","+7","+2,648","31.5","11.7"
"00764B","群益25年美債","27.13","-0.14","-0.51","26W21","05/20","+5","+25,050","16.2","1.57","0","0","0","0","-2","-6,734","-12.9","-0.42","-2","-1,810","-3.47","-0.11"
"00779B","凱基美債25+","27.45","-0.18","-0.65","26W21","05/20","+5","+3,781","35","0.29","0","0","0","0","+1","+7","0.73","0","+11","+4,188","18.5","0.32"
"00795B","中信美國公債20年","26.03","-0.13","-0.5","26W21","05/20","+5","+52,938","30.5","2.97","+2","+150","0.2","0.01","+1","+670","2.44","0.04","+9","+87,199","24.8","4.89"
"00859B","群益0-1年美債","41.15","+0.02","+0.05","26W21","05/20","+5","+2,870","4.58","13","0","0","0","0","-25","-26,973","-8.33","-123","+2","+1,384","5.92","6.29"
"00933B","國泰10Y+金融債","15.7","-0.08","-0.51","26W21","05/20","+5","+48,895","19.1","0.73","0","0","0","0","+1","+15,899","33.2","0.24","+8","+150,642","39.2","2.25"
"00937B","群益ESG投等債20+","14.52","-0.1","-0.68","26W21","05/20","+5","+365,245","27.9","2.04","0","0","0","0","+1","+17,470","7.8","0.1","+10","+811,984","30.1","4.54"
"00941","中信上游半導體","23.84","-0.25","-1.04","26W21","05/20","+5","+11,430","21.2","2.5","0","0","0","0","+9","+17,079","16.4","3.73","+10","+35,866","31.3","7.83"
"00971","野村美國研發龍頭","16.5","-0.08","-0.48","26W21","05/20","+5","+5,142","23.2","7.33","0","0","0","0","+14","+16,254","30","23.2","+14","+23,145","42.8","33"
"009804","聯邦台精彩50","20.09","-0.12","-0.59","26W21","05/20","+5","+5,797","13.7","4.88","0","0","0","0","-1","-252","-8.23","-0.21","-1","-15","-0.5","-0.01"
"00981D","主動中信非投等債","10.26","-0.01","-0.1","26W21","05/20","+5","+31,288","18.4","5.02","0","0","0","0","+1","+1,653","11.9","0.27","+5","+29,422","17.3","4.72"
"009820","元大納斯達克精選","10.04","-0.02","-0.2","26W21","05/20","+5","+189,518","21.7","10.5","0","0","0","0","+4","+136,266","21.7","7.57","+4","+323,625","51.6","18"
"00983B","大華優利美公債20","15.23","-0.06","-0.39","26W21","05/20","+5","+416","6.11","1.29","0","0","0","0","+5","+2,206","32.4","6.86","+5","+2,622","38.5","8.16"
"1304","台聚","12.15","0","0","26W21","05/20","+5","+10,624","5.37","0.89","0","0","0","0","+1","+33","0.2","0","+5","+9,911","5.01","0.83"
"2542","興富發","43.7","0","0","26W21","05/20","+5","+45,282","13.5","2.08","+3","+692","0.4","0.03","+1","+535","1.35","0.02","+4","+38,200","16.1","1.76"
"2851","中再保","34.9","-0.1","-0.29","26W21","05/20","+5","+11,290","19.8","1.41","0","0","0","0","+1","+12","0.1","0","+5","+10,671","18.7","1.33"
"2852","第一保","27.1","+0.1","+0.37","26W21","05/20","+5","+1,341","15.1","0.45","-7","-227","-1.98","-0.08","-5","-46","-0.52","-0.02","+5","+1,118","12.5","0.37"
"2881","富邦金","95.8","-1.4","-1.44","26W21","05/20","+5","+190,532","27","1.36","-6","-129,781","-16.1","-0.93","-1","-190","-0.21","0","-1","-2,360","-2.58","-0.02"
"2887","台新新光金","23.9","+0.3","+1.27","26W21","05/20","+5","+602,394","30.4","2.42","-6","-700,182","-30.4","-2.82","-4","-9,559","-0.58","-0.04","+1","+19,458","7.18","0.08"
"2891","中信金","57.8","+2.4","+4.33","26W21","05/20","+5","+243,548","20.3","1.24","-6","-231,378","-16.1","-1.18","+1","+1,546","0.75","0.01","+1","+65,853","32","0.33"
"3088","艾訊","135","+4","+3.05","26W21","05/20","+5","+7,215","14.7","6.64","+1","+154","2.44","0.14","-8","-1,039","-1.54","-0.96","+5","+6,753","13.8","6.22"
"3665","貿聯-KY","1965","-25","-1.26","26W21","05/20","+5","+10,831","13.6","5.55","-3","-7,495","-15","-3.84","+1","+144","1.3","0.07","-2","-844","-2.48","-0.43"
"5464","霖宏","67.5","+5","+8","26W21","05/20","+5","+2,335","6.25","3.29","0","0","0","0","+1","0","0","0","+5","+2,346","6.28","3.3"
"7821","神數","43.55","+0.15","+0.35","26W21","05/20","+5","+375","2.53","0.31","0","0","0","0","-4","-15","-0.24","-0.01","-1","-4","-0.92","0"
"8121","越峰","35.2","+3.2","+10","26W21","05/20","+5","+2,420","5.3","1.14","0","0","0","0","-1","-13","-0.23","-0.01","+5","+2,401","5.26","1.13"
"00681R","元大美債20反1","21.76","+0.18","+0.83","26W21","05/20","+4","+362","28.2","4.77","0","0","0","0","-1","-139","-68.9","-1.83","-1","-39","-19.2","-0.51"
"00713","元大台灣高息低波","55","-0.3","-0.54","26W21","05/20","+4","+15,733","5.43","0.82","+2","+1,855","1.43","0.1","+42","+857,811","40","45","+25","+730,085","54.3","38.3"
"00750B","凱基科技債10+","32.33","-0.17","-0.52","26W21","05/20","+4","+242","11.9","0.16","0","0","0","0","-4","-240","-11.8","-0.16","0","0","0","0"
"00853B","統一美債10年Aa-A","27.2","-0.15","-0.55","26W21","05/20","+4","+649","3.27","0.39","0","0","0","0","+1","+223","6.57","0.13","+34","+26,056","13.4","15.6"
"00876","元大全球5G","80","-0.25","-0.31","26W21","05/20","+4","+96","2.02","0.13","0","0","0","0","-1","-384","-37","-0.52","-1","-351","-33.8","-0.47"
"00888","永豐台灣ESG","29.83","-0.13","-0.43","26W21","05/20","+4","+34,858","18.7","9.13","0","0","0","0","+4","+45,184","24.2","11.8","+4","+80,043","42.8","21"
"00955","中信日本商社","15.65","-0.36","-2.25","26W21","05/20","+4","+34,366","17.7","5.81","0","0","0","0","+2","+31,350","36.2","5.3","+4","+65,387","33.7","11.1"
"1295","生合","51.4","+0.4","+0.78","26W21","05/20","+4","+95","5.88","0.27","0","0","0","0","0","0","0","0","+4","+94","5.81","0.27"
"1308","亞聚","13.1","-0.05","-0.38","26W21","05/20","+4","+4,081","6.94","0.69","0","0","0","0","-8","-937","-0.27","-0.16","+4","+3,778","6.42","0.64"
"1436","華友聯","45.75","-0.35","-0.76","26W21","05/20","+4","+276","5.28","0.16","-7","-24","-0.28","-0.01","+1","+4","0.45","0","+4","+261","4.99","0.15"
"1524","耿鼎","29.4","+1.3","+4.63","26W21","05/20","+4","+836","5.13","0.51","0","0","0","0","-4","-1,167","-7.16","-0.71","+2","+198","3.23","0.12"
"1526","日馳","14.55","+0.15","+1.04","26W21","05/20","+4","+121","4.59","0.2","0","0","0","0","-2","-12","-1.05","-0.02","+1","+53","18.8","0.09"
"1563","巧新","45","-0.3","-0.66","26W21","05/20","+4","+3,039","21.7","1.32","0","0","0","0","+1","+3","0.19","0","+4","+3,052","21.8","1.32"
"1809","中釉","38.45","+0.15","+0.39","26W21","05/20","+4","+7,188","4.11","4.3","0","0","0","0","+3","+156","0.09","0.09","+4","+7,302","4.18","4.37"
"2015","豐興","61.8","-1","-1.59","26W21","05/20","+4","+1,653","24.8","0.28","-7","-748","-6.47","-0.13","+1","+15","1.72","0","+4","+1,243","18.6","0.21"
"2027","大成鋼","41.15","+1.15","+2.88","26W21","05/20","+4","+186,846","34.9","7.23","-3","-12,126","-2.84","-0.47","-2","-2,661","-0.86","-0.1","+4","+177,650","33.2","6.87"
"2029","盛餘","20.35","-0.1","-0.49","26W21","05/20","+4","+338","8.67","0.11","0","0","0","0","-1","-4","-0.5","0","+4","+349","8.94","0.11"
"2032","新鋼","16.4","+0.15","+0.92","26W21","05/20","+4","+1,776","14.1","1.36","0","0","0","0","+1","+10","0.8","0.01","+4","+1,798","14.3","1.38"
"2355","敬鵬","59.1","-4.3","-6.78","26W21","05/20","+4","+16,143","4.09","4.06","-4","-1,581","-0.4","-0.4","-1","-170","-0.1","-0.04","+4","+15,129","3.83","3.81"
"2397","友通","60.2","+1.3","+2.21","26W21","05/20","+4","+908","17.2","0.79","0","0","0","0","0","0","0","0","+4","+909","17.2","0.79"
"2425","承啟","32.65","+0.15","+0.46","26W21","05/20","+4","+880","5.72","0.91","0","0","0","0","+3","+27","0.19","0.03","+4","+898","5.84","0.93"
"2488","漢平","52.1","+0.3","+0.58","26W21","05/20","+4","+403","13.2","0.5","0","0","0","0","+1","0","0.03","0","+4","+398","13","0.5"
"2882","國泰金","77.9","+0.1","+0.13","26W21","05/20","+4","+126,925","21.5","0.87","-6","-136,402","-15.4","-0.93","-2","-888","-0.31","-0.01","-2","-14,261","-5.04","-0.1"
"2882A","國泰特","62.3","0","0","26W21","05/20","+4","+30","0.63","0","0","0","0","0","0","0","0","0","+4","+30","0.63","0"
"3034","聯詠","472.5","+6.5","+1.39","26W21","05/20","+4","+19,995","17.1","3.29","+1","+97","0.59","0.02","-2","-1,295","-2.06","-0.21","+3","+20,104","19.1","3.3"
"3046","建碁","51.3","+0.9","+1.79","26W21","05/20","+4","+812","16.5","1.03","0","0","0","0","+3","+207","4.75","0.26","+4","+1,018","20.6","1.3"
"3047","訊舟","14.2","+0.05","+0.35","26W21","05/20","+4","+2,038","11.3","0.91","0","0","0","0","-1","-45","-1.65","-0.02","+4","+2,016","11.1","0.9"
"3147","大綜","178.5","-2.5","-1.38","26W21","05/20","+4","+534","9.92","1.22","0","0","0","0","+1","+16","1.04","0.04","+6","+581","5.19","1.33"
"3228","金麗科","198","+18","+10","26W21","05/20","+4","+935","4.61","1.31","+3","+13","0.08","0.02","-2","-75","-0.74","-0.11","+6","+1,330","3.75","1.86"
"3312","弘憶股","45.75","+0.45","+0.99","26W21","05/20","+4","+3,141","5.55","1.72","0","0","0","0","+2","+134","0.32","0.07","+4","+3,247","5.74","1.78"
"3349","寶德","19","0","0","26W21","05/20","+4","+455","13.7","0.99","0","0","0","0","0","0","0","0","+4","+455","13.7","0.99"
"3434","哲固","28.25","+0.25","+0.89","26W21","05/20","+4","+56","4.58","0.16","0","0","0","0","-1","0","-0.14","0","+4","+56","4.56","0.16"
"3465","進泰電子","26.75","+0.1","+0.38","26W21","05/20","+4","+110","14.3","0.31","0","0","0","0","0","0","0","0","+4","+110","14.3","0.31"
"3588","通嘉","60.2","+1","+1.69","26W21","05/20","+4","+1,009","7.86","1.63","0","0","0","0","0","0","0","0","+4","+988","7.7","1.59"
"3680","家登","506","-8","-1.56","26W21","05/20","+4","+4,803","6.19","5","-4","-407","-0.52","-0.42","-3","-140","-0.25","-0.15","-1","-2","-0.02","0"
