排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 發行 張數,2日 買賣超 佔 發行 張數,3日 買賣超 佔 發行 張數,5日 買賣超 佔 發行 張數,10日 買賣超 佔 發行 張數,1個月 買賣超 佔 發行 張數,3個月 買賣超 佔 發行 張數,半年 買賣超 佔 發行 張數,1年 買賣超 佔 發行 張數,3年 買賣超 佔 發行 張數,10年 買賣超 佔 發行 張數,今年 買賣超 佔 發行 張數
1,5347,世界,157.5,-1.5,-0.94,05/19,-1.88,6.19,6.36,6.6,6.47,7.3,7.33,15.3,16.5,1.03,-13.0,13.9
2,009820,元大納斯達克精選,10.06,0.0,0.0,05/19,0.3,0.89,2.95,5.98,9.83,,,,,,,
3,8096,擎亞,105.5,0.5,0.48,05/19,-0.67,5.58,3.66,5.88,4.59,4.89,-2.2,0.38,-0.77,0.73,0.68,10.7
4,8028,昇陽半導體,262.0,-16.5,-5.92,05/19,-0.36,2.52,2.59,5.78,5.32,11.8,14.1,11.0,10.8,10.6,,7.94
5,3048,益登,56.1,-1.2,-2.09,05/19,0.92,0.91,2.31,5.6,8.81,10.2,11.8,12.4,6.21,9.56,9.49,12.1
6,00875,國泰網路資安,44.19,0.67,1.54,05/19,2.65,2.11,4.44,5.59,5.7,5.26,13.7,17.0,47.8,168.0,,17.0
7,2355,敬鵬,63.4,5.7,9.88,05/19,1.57,4.17,2.38,5.53,5.29,6.24,12.1,12.6,10.9,4.39,-7.88,12.4
8,00859B,群益0-1年美債,41.13,0.01,0.02,05/19,0.03,2.19,4.44,5.36,8.82,13.2,33.5,63.2,60.9,74.4,,57.2
9,3498,陽程,136.5,-8.0,-5.54,05/19,0.4,1.05,2.22,5.18,4.61,7.42,12.6,10.9,9.22,10.2,12.0,9.05
10,8147,正淩,181.5,-9.0,-4.72,05/19,0.53,0.77,2.37,4.32,7.36,4.79,5.47,4.93,5.25,4.78,4.96,4.55
11,6485,點序,107.0,-1.0,-0.93,05/19,3.24,4.4,4.38,3.99,3.87,2.87,3.71,2.1,1.08,4.34,3.08,4.36
12,8261,富鼎,135.5,-3.0,-2.17,05/19,0.21,-0.2,-0.34,3.88,0.05,0.19,5.71,1.61,3.88,3.94,3.4,4.06
13,4571,鈞興-KY,227.5,-4.5,-1.94,05/19,0.97,2.05,2.6,3.79,5.31,5.06,5.3,5.77,-1.71,-2.0,,5.35
14,2492,華新科,220.0,2.5,1.15,05/19,0.54,0.64,1.03,3.69,6.37,7.69,11.2,13.0,12.0,7.86,2.72,13.9
15,6451,訊芯-KY,484.0,-36.0,-6.92,05/19,0.34,1.76,1.6,3.5,2.21,2.44,4.31,6.28,1.72,4.41,-0.41,5.37
16,00984B,大華優利美A債15,16.11,0.0,0.0,05/19,0.23,1.48,1.47,3.49,9.98,17.2,28.6,25.6,31.0,,,28.5
17,3042,晶技,148.0,1.0,0.68,05/19,0.02,1.09,1.31,3.24,4.18,5.14,9.59,11.4,13.2,10.6,-3.9,11.1
18,3615,安可,45.0,4.05,9.89,05/19,0.76,1.45,2.91,3.18,3.53,1.53,3.57,1.46,1.66,2.25,-0.04,0.66
19,1582,信錦,117.0,10.5,9.86,05/19,-0.59,0.68,2.72,3.15,2.35,2.3,2.22,-2.78,-9.52,-2.12,-7.16,-2.33
20,6672,騰輝電子-KY,179.0,-1.5,-0.83,05/19,-0.15,-0.44,1.43,3.09,2.06,0.19,-1.6,0.31,-0.39,-3.96,,0.86
21,3663,鑫科,83.4,7.5,9.88,05/19,1.36,2.76,2.8,2.77,1.24,0.84,4.01,4.28,4.17,1.95,2.1,4.63
22,5291,邑昇,76.5,3.2,4.37,05/19,1.86,1.99,2.47,2.72,1.96,1.94,1.48,1.76,1.61,1.41,1.78,1.78
