"排名","代號","名稱","市場","股價日期","K線","成交","漲跌價","漲跌幅","成交張數","成交額(百萬)","昨收","開盤","最高","最低","振幅(%)","PER","PBR","1個月走勢圖","3個月走勢圖","1年走勢圖","3年走勢圖","10年走勢圖"
"1","5274","信驊","櫃","05/15","","17195","-615","-3.45","246","4,376","17810","18200","18450","17195","7.05","146","109.05","","","","",""
"2","6515","穎崴","市","05/15","","9780","-760","-7.21","356","3,614","10540","10500","10775","9780","9.44","199","54.25","","","","",""
"3","7769","鴻勁","市","05/15","","6895","-665","-8.8","882","6,231","7560","7615","7615","6895","9.52","80.1","19.78","","","","",""
"4","6223","旺矽","櫃","05/15","","5895","-395","-6.28","2,198","13,718","6290","6280","6665","5895","12.2","153","36.66","","","","",""
"5","6669","緯穎","市","05/15","","5115","-320","-5.89","2,347","12,300","5435","5575","5575","5095","8.83","17.1","6.78","","","","",""
"6","2059","川湖","市","05/15","","4860","-150","-2.99","276","1,357","5010","5160","5160","4725","8.68","42.8","14.69","","","","",""
"7","3443","創意","市","05/15","","4845","-230","-4.53","3,681","18,107","5075","5140","5205","4765","8.67","146","44.52","","","","",""
"8","2383","台光電","市","05/15","","4615","-305","-6.2","2,616","12,454","4920","4960","5020","4615","8.23","100","34.49","","","","",""
"9","3661","世芯-KY","市","05/15","","4605","-225","-4.66","2,725","12,901","4830","4990","5010","4595","8.59","67.4","8.7","","","","",""
"10","3529","力旺","櫃","05/15","","3830","-90","-2.3","509","1,982","3920","3960","4025","3800","5.74","140","64.45","","","","",""
"11","7734","印能科技","櫃","05/15","","3750","-190","-4.82","767","3,012","3940","3960","4080","3710","9.39","94.7","15.19","","","","",""
"12","6510","精測","櫃","05/15","","3735","-415","-10","1,165","4,560","4150","4200","4200","3735","11.2","110","12.49","","","","",""
"13","3653","健策","市","05/15","","3465","+100","+2.97","816","2,782","3365","3365","3470","3350","3.57","95.9","24","","","","",""
"14","3008","大立光","市","05/15","","3445","+310","+9.89","3,089","10,515","3135","3290","3445","3290","4.94","21.6","2.44","","","","",""
"15","2454","聯發科","市","05/15","","3260","-145","-4.26","7,341","25,001","3405","3425","3555","3200","10.4","49.3","12.99","","","","",""
"16","3131","弘塑","櫃","05/15","","2870","-65","-2.21","464","1,355","2935","3060","3060","2870","6.47","63.1","17.39","","","","",""
"17","3081","聯亞","櫃","05/15","","2655","-290","-9.85","3,145","8,686","2945","3000","3000","2655","11.7","348","57.94","","","","",""
"18","8299","群聯","櫃","05/15","","2650","-230","-7.99","13,037","35,863","2880","2850","2850","2650","6.94","25.7","7.9","","","","",""
"19","7750","新代","市","05/15","","2555","-190","-6.92","892","2,321","2745","2745","2775","2480","10.7","58.8","16.05","","","","",""
"20","2345","智邦","市","05/15","","2505","-170","-6.36","7,040","17,950","2675","2640","2640","2500","5.23","47.4","21.43","","","","",""
"21","3017","奇鋐","市","05/15","","2455","-100","-3.91","6,647","17,046","2555","2690","2735","2445","11.4","49.9","21.59","","","","",""
"22","3533","嘉澤","市","05/15","","2330","-120","-4.9","2,594","6,070","2450","2450","2460","2280","7.35","33.2","6.78","","","","",""
"23","2330","台積電","市","05/15","","2265","-5","-0.22","34,361","78,454","2270","2310","2325","2250","3.3","34.2","10.84","","","","",""
"24","2360","致茂","市","05/15","","2240","-20","-0.88","3,109","7,021","2260","2345","2350","2210","6.19","70.5","34.21","","","","",""
"25","3665","貿聯-KY","市","05/15","","2095","-155","-6.89","10,274","22,019","2250","2335","2335","2060","12.2","45","8.76","","","","",""
"26","2308","台達電","市","05/15","","2075","-80","-3.71","12,351","26,066","2155","2185","2195","2075","5.57","76.6","17.99","","","","",""
"27","5289","宜鼎","櫃","05/15","","1760","-105","-5.63","5,067","9,150","1865","1865","1875","1760","6.17","23.4","11.69","","","","",""
"28","6442","光聖","市","05/15","","1740","-115","-6.2","3,265","5,817","1855","1890","1890","1700","10.2","74.2","19.8","","","","",""
"29","6683","雍智科技","櫃","05/15","","1735","-190","-9.87","1,271","2,322","1925","1895","1930","1735","10.1","97","16.49","","","","",""
"30","6805","富世達","市","05/15","","1735","-45","-2.53","1,692","3,007","1780","1820","1840","1725","6.46","44.3","16.02","","","","",""
"31","3491","昇達科","櫃","05/15","","1690","+65","+4","2,224","3,739","1625","1650","1725","1615","6.77","216","32.14","","","","",""
"32","7751","竑騰","櫃","05/15","","1625","+75","+4.84","535","796","1550","1600","1625","1395","14.8","71.7","20.09","","","","",""
"33","1590","亞德客-KY","市","05/15","","1465","0","0","1,939","2,829","1465","1475","1475","1430","3.07","32.1","5.76","","","","",""
"34","5269","祥碩","市","05/15","","1455","-10","-0.68","3,184","4,673","1465","1505","1520","1420","6.83","17.9","2.92","","","","",""
"35","8210","勤誠","市","05/15","","1410","-50","-3.42","1,671","2,411","1460","1500","1500","1405","6.51","41.5","14.01","","","","",""
"36","6640","均華","櫃","05/15","","1370","-90","-6.16","878","1,258","1460","1495","1530","1350","12.3","84.5","11.96","","","","",""
"37","6274","台燿","櫃","05/15","","1305","-145","-10","1,539","2,085","1450","1440","1440","1305","9.31","94.4","20.87","","","","",""
"38","2368","金像電","市","05/15","","1290","-140","-9.79","7,371","9,847","1430","1450","1455","1290","11.5","56.6","18.92","","","","",""
"39","6739","竹陞科技","櫃","05/15","","1285","-45","-3.38","403","531","1330","1350","1380","1280","7.52","67.2","35.04","","","","",""
"40","7828","創新服務","櫃","05/15","","1195","-80","-6.27","304","375","1275","1300","1305","1180","9.8","189","36.78","","","","",""
"41","6781","AES-KY","市","05/15","","1160","-25","-2.11","1,700","2,018","1185","1200","1235","1145","7.59","30.4","5.9","","","","",""
"42","7822","倍利科","市","05/15","","1155","+15","+1.32","308","354","1140","1145","1180","1125","4.82","82.3","47.14","","","","",""
"43","6187","萬潤","櫃","05/15","","1125","-15","-1.32","2,950","3,388","1140","1190","1210","1105","9.21","73.9","15.94","","","","",""
"44","6531","愛普*","市","05/15","","1080","+30","+2.86","9,492","10,425","1050","1080","1145","1045","9.52","110","14.89","","","","",""
"45","8996","高力","市","05/15","","1040","-25","-2.35","2,137","2,275","1065","1070","1100","1030","6.57","115","22.92","","","","",""
"46","5536","聖暉*","櫃","05/15","","1025","+15","+1.49","2,778","2,852","1010","1035","1055","1000","5.45","36.1","9.69","","","","",""
"47","4749","新應材","櫃","05/15","","1015","-105","-9.38","4,648","4,875","1120","1140","1145","1010","12.1","89.6","10.18","","","","",""
"48","2404","漢唐","市","05/15","","1000","-50","-4.76","6,201","6,320","1050","1065","1080","995","8.1","18.6","13.13","","","","",""
"49","3324","雙鴻","櫃","05/15","","995","-20","-1.97","2,760","2,793","1015","1040","1050","990","5.91","28.5","6.9","","","","",""
"50","3163","波若威","櫃","05/15","","950","-70","-6.86","882","866","1020","1020","1020","950","6.86","110","23.97","","","","",""
"51","7610","聯友金屬-創","市","05/15","","948","+78","+8.97","2,158","2,061","870","957","957","927","3.45","174","28.87","","","","",""
"52","6944","兆聯實業","市","05/15","","897","-16","-1.75","736","669","913","925","932","896","3.94","27.8","8.57","","","","",""
"53","3583","辛耘","市","05/15","","888","-41","-4.41","3,560","3,238","929","955","960","881","8.5","60.2","9.34","","","","",""
"54","3563","牧德","市","05/15","","875","+57","+6.97","3,425","2,927","818","823","888","804","10.3","55.8","10.74","","","","",""
"55","3363","上詮","櫃","05/15","","841","-61","-6.76","5,947","5,240","902","936","946","836","12.2","5256","34.19","","","","",""
"56","6446","藥華藥","市","05/15","","826","+44","+5.63","6,962","5,836","782","809","859","803","7.16","50.8","8.92","","","","",""
"57","1519","華城","市","05/15","","823","-47","-5.4","4,618","3,867","870","875","877","821","6.44","56.6","31.56","","","","",""
"58","3037","欣興","市","05/15","","821","-60","-6.81","31,600","26,664","881","901","902","814","9.99","117","11.5","","","","",""
"59","4966","譜瑞-KY","櫃","05/15","","800","-19","-2.32","3,411","2,628","819","813","813","738","9.16","24.1","2.76","","","","",""
"60","8046","南電","市","05/15","","786","-61","-7.2","19,103","15,386","847","851","855","780","8.85","166","10.87","","","","",""
"61","4583","台灣精銳","市","05/15","","774","+18","+2.38","369","286","756","760","788","760","3.7","67.9","6.42","","","","",""
"62","3167","大量","市","05/15","","735","-30","-3.92","821","623","765","787","787","735","6.8","71.6","18.18","","","","",""
"63","6830","汎銓","市","05/15","","735","+8","+1.1","3,419","2,570","727","749","792","711","11.1","","12.52","","","","",""
"64","6831","邁科","市","05/15","","725","+3","+0.42","794","577","722","745","745","700","6.23","134","18.29","","","","",""
"65","3293","鈊象","櫃","05/15","","721","-3","-0.41","1,783","1,286","724","724","729","717","1.66","17.9","16.88","","","","",""
"66","6409","旭隼","市","05/15","","716","+11","+1.56","830","599","705","708","735","708","3.83","20.5","6.08","","","","",""
"67","6488","環球晶","櫃","05/15","","710","-78","-9.9","3,848","2,805","788","797","797","710","11","43.7","3.64","","","","",""
"68","7728","光焱科技","櫃","05/15","","709","-37","-4.96","155","112","746","751","751","707","5.9","144","13.04","","","","",""
"69","7805","威聯通","櫃","05/15","","709","-10","-1.39","150","107","719","733","733","702","4.31","15.9","2.98","","","","",""
"70","4971","IET-KY","櫃","05/15","","705","-78","-9.96","2,775","2,052","783","785","787","705","10.5","138","13.47","","","","",""
"71","6139","亞翔","市","05/15","","693","-27","-3.75","6,688","4,829","720","745","754","690","8.89","22.7","8.38","","","","",""
"72","6526","達發","市","05/15","","688","-18","-2.55","1,486","1,043","706","718","724","687","5.24","39.4","6.43","","","","",""
"73","6949","沛爾生醫-創","市","05/15","","687","-29","-4.05","126","88.2","716","715","723","682","5.73","","16.93","","","","",""
"74","6584","南俊國際","櫃","05/15","","658","-9","-1.35","1,028","681","667","667","671","655","2.4","82.4","13.03","","","","",""
"75","1560","中砂","市","05/15","","642","-8","-1.23","2,485","1,619","650","675","680","634","7.08","63.1","11.61","","","","",""
"76","4991","環宇-KY","櫃","05/15","","642","-66","-9.32","751","497","708","716","716","638","11","256","18.21","","","","",""
"77","2357","華碩","市","05/15","","641","-38","-5.6","6,805","4,446","679","681","682","638","6.48","11.5","1.66","","","","",""
"78","6691","洋基工程","市","05/15","","628","-9","-1.41","363","229","637","643","644","626","2.83","23.3","12.72","","","","",""
"79","6643","M31","櫃","05/15","","619","-20","-3.13","1,776","1,126","639","645","666","607","9.23","15475","14.36","","","","",""
"80","7717","萊德光電-KY","櫃","05/15","","606","-29","-4.57","414","254","635","635","638","601","5.83","","14.2","","","","",""
"81","3406","玉晶光","市","05/15","","588","+28","+5","7,906","4,629","560","560","603","547","10","17.8","2.54","","","","",""
"82","2467","志聖","市","05/15","","587","-23","-3.77","2,794","1,655","610","628","634","572","10.2","78","11.01","","","","",""
"83","6789","采鈺","市","05/15","","587","+14","+2.44","11,973","7,146","573","598","615","580","6.11","126","9.87","","","","",""
"84","6451","訊芯-KY","市","05/15","","577","+52","+9.9","6,260","3,565","525","546","577","546","5.9","","8.74","","","","",""
"85","3680","家登","櫃","05/15","","568","-12","-2.07","3,254","1,865","580","592","592","557","6.03","60.2","5.6","","","","",""
"86","6727","亞泰金屬","櫃","05/15","","557","+39","+7.53","5,075","2,835","518","526","569","523","8.88","81.9","10.67","","","","",""
"87","7744","崴寶","櫃","05/15","","548","-60","-9.87","458","254","608","592","592","548","7.24","33.7","7.19","","","","",""
"88","3711","日月光投控","市","05/15","","547","-1","-0.18","18,822","10,367","548","555","564","537","4.93","50.6","6.85","","","","",""
"89","3693","營邦","櫃","05/15","","546","-8","-1.44","1,094","604","554","567","567","544","4.15","63.4","4.44","","","","",""
"90","5904","寶雅","櫃","05/15","","546","-7","-1.27","745","407","553","550","558","535","4.16","17.4","9.1","","","","",""
