"排名","代號","名稱","成交","漲跌價","漲跌幅","法人買賣日期","當日買賣超佔發行張數","2日買賣超佔發行張數","3日買賣超佔發行張數","5日買賣超佔發行張數","10日買賣超佔發行張數","1個月買賣超佔發行張數","3個月買賣超佔發行張數","半年買賣超佔發行張數","1年買賣超佔發行張數","3年買賣超佔發行張數","10年買賣超佔發行張數","今年買賣超佔發行張數"
"157","00650L","復華香港正2","17.69","-0.65","-3.54","05/15","-0.29","+0.76","+0.79","+1.05","+0.81","-1.32","-2.08","-0.7","+7.68","+30.6","+39.8","-1.42"
"158","4551","智伸科","151","-4.5","-2.89","05/15","+0.17","+0.18","+0.32","+1.04","+0.89","+1.91","+2.12","+3.05","-0.05","+3.22","+5.92","+2.59"
"159","4973","廣穎","117","+0.5","+0.43","05/15","+0.88","-2.52","-2.43","+1.03","+4.79","+1.46","+4.12","+5.08","+3.36","+2.27","+4.09","+3.99"
"160","2376","技嘉","326.5","-0.5","-0.15","05/15","-0.19","-0.03","+0.36","+1.02","+2.88","+4.79","+10.9","+3.47","+8.16","-6.31","-11.7","+7.16"
"161","2451","創見","336","-8.5","-2.47","05/15","+0.01","+0.6","+0.04","+1.02","+3.63","+1.59","+0.12","-1.36","+4.55","+1.85","-17.9","+0.64"
"162","6715","嘉基","479","-8","-1.64","05/15","+0.1","+0.1","+0.24","+1.01","+1.53","0","+1.7","+1.45","+1.34","+2.16","","+1.58"
"163","5484","慧友","40.6","+2.9","+7.69","05/15","+0.97","+0.94","+0.81","+1.01","+1.21","+1.03","+1.55","+1.4","+0.59","+1.35","+1.75","+1.48"
"164","2355","敬鵬","52.5","-1.4","-2.6","05/15","-1.79","+1.5","+1.36","+1.01","+2.1","+2.6","+7.93","+8.51","+6.73","+0.12","-11.6","+8.19"
"165","2542","興富發","43.75","+0.6","+1.39","05/15","+0.12","+0.24","+0.59","+1","+1.27","+1.71","+1.46","+2.84","-0.56","+0.42","-9.84","+2.07"
"166","2399","映泰","45.45","-1.75","-3.71","05/15","+0.34","-2.73","-1.56","+0.99","-1.76","-4.49","+0.04","+2.74","-6.59","+0.09","-13.9","+1.36"
"167","00687B","國泰20年美債","27.45","-0.17","-0.62","05/15","+0.22","+0.51","+0.74","+0.98","+1.35","+2.06","+7.09","+21.4","+28.1","+32.9","","+16.3"
"168","2030","彰源","17.3","-0.65","-3.62","05/15","+0.11","+0.37","+0.1","+0.98","+1.28","+0.81","+1.24","+0.48","+0.11","+0.88","+0.11","+0.42"
"169","2359","所羅門","135","+12","+9.76","05/15","+1.01","+0.94","+0.67","+0.95","+0.9","+1.49","+2.19","+2.56","-0.08","-0.03","+0.1","+2.62"
"170","2312","金寶","27.85","-0.4","-1.42","05/15","+0.28","-0.4","-0.22","+0.94","+1.7","-1.7","-2.69","-1.31","-9.94","-3.5","-6.29","+1.99"
"171","5392","能率","42.7","+0.85","+2.03","05/15","+0.53","+0.9","+0.9","+0.93","-0.08","-0.77","+0.62","+2.28","-0.73","-3.22","-2.92","+1.14"
"172","2032","新鋼","16.55","-0.35","-2.07","05/15","+0.08","+0.19","+0.12","+0.93","+1.29","+1","+1.24","+1.26","-0.72","+1.5","+1.59","+0.97"
"173","3312","弘憶股","47.15","-1.55","-3.18","05/15","-0.27","+0.48","+0.1","+0.93","+1.23","+2.06","+3.23","+1.42","+1.73","-2.08","-15.9","+1.37"
"174","8374","羅昇","103","+9","+9.57","05/15","+0.57","+0.63","+0.6","+0.91","+1.16","+1.18","+1","+1.2","+0.53","+0.89","+0.87","+0.61"
"175","6805","富世達","1735","-45","-2.53","05/15","+0.19","+0.99","+1.44","+0.91","+0.89","+3.16","+1.56","-0.65","+3.17","","","+0.93"
"176","00900","富邦特選高股息30","16.68","-0.39","-2.28","05/15","0","+0.09","+0.21","+0.89","+3.67","+6.68","+8.72","+15.8","+15.2","+23","","+14"
"177","2887","台新新光金","23.8","+0.7","+3.03","05/15","+0.19","+0.4","+0.65","+0.88","+1.66","+2.16","+0.75","+0.53","-0.54","-5.61","-5.74","+2.06"
"178","6271","同欣電","177","-6.5","-3.54","05/15","-0.43","+0.11","+0.28","+0.88","+0.71","-0.67","+2.15","+2.44","+9.88","+6.44","+1.9","+4.06"
"179","3031","佰鴻","28.95","-1.05","-3.5","05/15","+0.02","+0.18","+0.2","+0.86","+1.48","-0.2","-1.31","-0.7","-0.95","-0.53","-4.92","-0.55"
"180","3526","凡甲","374","-12","-3.11","05/15","+0.13","+0.63","+1.03","+0.86","+1.97","+1.79","+4.34","+6.4","-1.44","+14","+17.3","+6.11"
"181","00937B","群益ESG投等債20+","14.75","-0.06","-0.41","05/15","+0.05","+0.27","+0.5","+0.86","+1.19","+1.59","+3.53","+7.31","+10.5","","","+5.71"
"182","6609","瀧澤科","41.1","+0.6","+1.48","05/15","+0.12","+0.18","+0.41","+0.85","+1.4","+1.12","+1.02","+1.39","-3.03","-3.32","+0.31","+0.3"
"183","6770","力積電","62.8","+0.6","+0.96","05/15","+1.32","+1.72","+1.37","+0.85","+0.66","+0.37","-5.8","-4.01","+3.5","-4.45","","-3.54"
"184","3131","弘塑","2870","-65","-2.21","05/15","-0.23","-0.51","-0.54","+0.83","-0.75","+1.38","+10.6","+17.6","+18.2","+30","+30.7","+20.3"
"185","3289","宜特","167","-1","-0.6","05/15","+0.82","+0.66","+1.49","+0.83","-2.54","-4.95","-2.98","-1.88","-8.4","-5.28","-3.1","-2.94"
"186","4952","凌通","50.3","-1.7","-3.27","05/15","+0.06","+0.52","+0.3","+0.82","+0.81","+0.69","+0.1","-0.34","-0.3","-0.17","-1.36","-0.51"
"187","5490","同亨","28.4","+0.3","+1.07","05/15","+0.32","+0.47","+0.64","+0.81","+1.42","+1.5","-0.39","-2.16","+2.4","+1.87","-6.49","-1.7"
"188","00918","大華優利高填息30","25.35","-0.52","-2.01","05/15","+0.03","+0.32","+0.45","+0.81","+3.03","+4.98","+4.86","+7.56","+8.49","+2.48","","+8.3"
"189","3135","凌航","216","-4.5","-2.04","05/15","-1.11","-1.7","-1.31","+0.8","+1.29","+1.49","+2.2","-0.03","","","","-1.23"
"190","8039","台虹","144","-5.5","-3.68","05/15","-0.73","+1.33","+0.95","+0.78","+0.31","-3.15","-0.32","+2.19","-2.49","-2.64","-2.43","-4.72"
"191","00959B","大華投等美債15Y+","9.3","-0.04","-0.43","05/15","0","+0.17","+0.41","+0.78","+1.47","+2.21","+5.74","+12.8","+37.2","","","+10.5"
"192","8027","鈦昇","247","-17","-6.44","05/15","+0.02","-0.02","+0.05","+0.77","-0.18","-3.42","-6.21","-2.85","-6.3","-6.08","-6.27","-7.64"
"193","4533","協易機","32.2","+1.55","+5.06","05/15","+0.5","+0.53","+0.58","+0.77","+1.12","+2.05","-2.13","-2.27","-4.43","-0.65","+0.01","-1.09"
"194","6188","廣明","84.3","+1.2","+1.44","05/15","+0.27","+0.43","+0.3","+0.76","+0.84","+0.99","+1.92","-4.68","-4.41","-9.56","-0.97","-1.4"
"195","6658","聯策","194","+1","+0.52","05/15","+0.39","+0.43","+0.41","+0.75","+1.17","+4.57","+6.05","+5.09","+2.77","","","+7.07"
"196","00795B","中信美國公債20年","26.67","-0.16","-0.6","05/15","-0.03","+0.3","+0.43","+0.75","+0.99","+2.47","+21.9","+32.5","+49.4","+73.2","","+27"
"197","4577","達航科技","129","-3.5","-2.64","05/15","+0.35","+0.79","+0.57","+0.74","+1.38","+0.02","+1.8","+1.26","+0.81","+1.34","","+2.12"
"198","1904","正隆","20.35","+0.4","+2.01","05/15","+0.29","+0.54","+0.78","+0.74","+0.63","+0.53","+0.46","+0.62","+0.41","+0.57","+0.63","+0.76"
"199","6834","天二科技","50.2","+1.95","+4.04","05/15","+1.51","+1.44","+1.53","+0.73","+1.2","+1.77","+3.95","+3.6","+3.52","+3.69","","+3.66"
"200","00968B","元大優息投等債","9.22","-0.03","-0.32","05/15","-0.22","-0.03","+0.17","+0.73","+0.51","+2.49","+3.06","+5.76","+59.6","","","+3.17"
"201","6202","盛群","53.3","-1.9","-3.44","05/15","+0.04","+0.15","-0.2","+0.73","+1.64","+1.11","+0.75","+2.69","+0.38","-5.79","-6.79","+2.81"
"202","3189","景碩","486","-36","-6.9","05/15","-1.31","-0.04","+0.11","+0.73","+1.32","+0.87","+1.46","+2.65","+7.52","+9.09","-2.84","-2.6"
"203","6192","巨路","126.5","-7","-5.24","05/15","+0.02","+0.18","+0.14","+0.73","+1.44","+1.05","+1.38","+5.11","+5.28","+6.2","+10.2","+3.87"
"204","8383","千附","54.5","-0.1","-0.18","05/15","+0.16","+0.01","-0.02","+0.73","-1.21","+1.74","+3.29","+2.96","+1.78","+2.97","+0.91","+3.87"
"205","2727","王品","236.5","-0.5","-0.21","05/15","+0.16","+0.27","+0.47","+0.72","+2.04","+1.49","+6.26","+4.89","+3.67","-8.41","+16.1","+6.02"
"206","2317","鴻海","248.5","+4","+1.64","05/15","+0.42","+0.27","+0.42","+0.72","+2.6","+3.42","+2.06","+0.56","+6.84","+0.13","-10","+1.65"
"207","8935","邦泰","19.8","+0.75","+3.94","05/15","+0.3","+0.39","+0.57","+0.71","+0.99","+1.27","+1.31","+0.88","+0.99","+1.08","+1.12","+0.71"
"208","7750","新代","2555","-190","-6.92","05/15","+0.42","+0.31","+0.47","+0.69","+0.73","-0.37","+0.31","-0.16","","","","+1.54"
"209","00993A","主動安聯台灣","12.66","-0.56","-4.24","05/15","+0.01","-0.04","+0.1","+0.69","+1.93","+6.34","+16.3","","","","",""
"210","00696B","富邦美債20年","28.49","-0.17","-0.59","05/15","+0.11","+0.5","+0.55","+0.68","+1.59","+5.48","+13.9","+62.9","+90.6","+180","","+54.4"
"211","5493","三聯","95.1","-0.2","-0.21","05/15","+0.22","+0.43","+0.26","+0.68","+0.54","+0.82","-0.1","+1.44","+0.38","+0.38","+0.45","-0.81"
"212","3533","嘉澤","2330","-120","-4.9","05/15","+0.08","+0.48","+1.12","+0.68","+2.26","+2.14","+6.37","+10.3","+7.15","+14","+34.5","+9.36"
"213","5876","上海商銀","40.1","-0.2","-0.5","05/15","+0.1","+0.16","+0.26","+0.68","+0.47","-0.23","-1.04","+0.02","+2.08","-1.73","","-1.13"
"214","00701","國泰股利精選30","31.85","+0.01","+0.03","05/15","-0.05","+0.2","+0.26","+0.68","+1.53","+2.97","+4.1","+7.79","+8.63","+19.3","","+7.92"
"215","1563","巧新","44.75","-0.65","-1.43","05/15","+0.02","+0.31","+0.51","+0.67","+1.21","+1.08","+0.9","+0.77","-0.07","","","+0.53"
"216","3605","宏致","77.1","-3.1","-3.87","05/15","+0.2","+0.07","+0.38","+0.67","-3.88","+0.49","+0.59","-1.5","-7.77","+2.19","-0.38","-2.06"
"217","3055","蔚華科","103","-3","-2.83","05/15","+0.2","-0.49","-0.32","+0.67","+1.39","+1.1","+2.16","+2.54","+1.27","-0.91","-0.89","+1.22"
"218","6788","華景電","408","-35.5","-8","05/15","+0.59","+0.67","+0.59","+0.67","-2.99","-0.85","-4.46","+5.77","-2.55","+2.79","","-10.6"
"219","3537","堡達","53","+1.5","+2.91","05/15","-0.57","+0.14","+0.3","+0.67","+1.05","+1.19","+1.91","+1.07","+1.08","+0.15","+0.89","+2.85"
"220","3228","金麗科","199","-8","-3.86","05/15","+0.46","+0.4","+0.85","+0.66","+0.77","+1.04","+1.53","+1.4","+1.55","+5.09","+6.94","+1.41"
"221","00985B","群益ESG投等債0-5","10.16","-0.01","-0.1","05/15","-0.19","-0.12","+0.28","+0.65","-1.11","-0.16","+1.7","+4.15","","","","+1.61"
"222","00898","國泰基因免疫革命","8","-0.13","-1.6","05/15","0","+0.1","+0.35","+0.65","+1.35","+3.88","+10.4","+20.5","+31.8","+95.2","","+15.4"
"223","6005","群益證","31.25","-0.35","-1.11","05/15","+0.17","+0.1","+0.2","+0.64","+2.27","-0.35","-2.81","-2.2","+4.76","-0.94","-0.36","+0.19"
"224","5011","久陽","15.1","-0.6","-3.82","05/15","-0.23","+0.13","+0.29","+0.64","+0.54","+0.62","+1.09","+1.31","+1.47","+1.37","+0.23","+1.06"
"225","009817","國泰日本不動產","9.03","-0.02","-0.22","05/15","+0.05","+0.36","+0.45","+0.63","+2.2","+4.36","+11.2","","","","",""
"226","9921","巨大","75.9","+2.4","+3.27","05/15","+0.22","+0.16","+0.42","+0.62","+0.49","+0.49","-0.23","+1.27","-0.2","+0.48","+0.58","+1.12"
"227","2236","百達-KY","133.5","-5","-3.61","05/15","-0.17","+0.09","0","+0.62","+0.59","+0.83","+1.23","+2.2","+1.73","+0.17","+0.63","+0.31"
"228","3227","原相","220","-8","-3.51","05/15","-0.03","+0.15","-0.04","+0.61","+2.68","+4.09","+4.56","+1.14","-11.2","+2.64","+6.13","+0.78"
"229","00661","元大日經225","79.4","-1.8","-2.22","05/15","-0.04","+0.18","+0.22","+0.61","+0.89","+0.96","+1.04","+1.13","+3.9","+11.9","","+0.94"
"230","6994","富威電力","52.2","-5.7","-9.84","05/15","+0.4","+0.36","+0.52","+0.61","+0.55","+0.23","+0.6","+0.54","-0.52","","","+0.2"
"231","3518","柏騰","33","-3.3","-9.09","05/15","+0.48","+0.54","+0.17","+0.6","+0.64","+0.88","+1.43","+1.15","-0.3","+0.78","-0.49","+1.3"
"232","4585","達明","354","+20.5","+6.15","05/15","+0.44","+0.46","+0.54","+0.6","+0.65","+0.73","+0.72","+0.05","","","","+0.23"
"233","3019","亞光","144.5","-2.5","-1.7","05/15","-0.63","+0.15","+0.35","+0.6","+1.41","+0.75","-0.73","-2.1","-13.3","-6.04","-5.48","-2.51"
"234","1810","和成","18.8","+0.05","+0.27","05/15","+0.61","+0.58","+0.71","+0.6","+0.63","+0.63","+1.15","+0.2","+2","-0.41","+0.28","+1.56"
"235","5464","霖宏","57.1","-2.4","-4.03","05/15","+0.05","+0.19","+0.33","+0.6","+1.47","+2.32","+2.43","+2.5","+2.56","+3.35","+2.85","+2.48"
"236","00700","富邦恒生國企","17.51","-0.39","-2.18","05/15","0","+0.39","+0.56","+0.6","+0.78","+2.25","+22.2","+34.7","+52.6","+59.1","","+31.9"
"237","2009","第一銅","38.85","-1.75","-4.31","05/15","-0.08","+0.04","+0.08","+0.6","+0.5","-0.42","+0.72","+1.47","+1.69","+2.98","-5.32","+1.48"
"238","4939","亞電","37.9","+0.1","+0.26","05/15","-0.05","+0.03","+0.11","+0.6","-0.35","-1.17","-1.66","-0.86","-1.49","-1.66","-1.15","+2.52"
"239","3073","天方能源","22","+2","+10","05/15","+0.27","+0.34","+0.31","+0.59","+0.62","+0.4","+1.07","+1.23","+1.05","+1.22","+0.97","+1.27"
"240","8234","新漢","70.8","+2.7","+3.96","05/15","+0.43","+0.48","+0.39","+0.59","-0.25","-0.24","+0.03","+0.59","-1.68","+0.9","-0.06","-0.45"
"241","1216","統一","75.7","+0.9","+1.2","05/15","+0.2","+0.24","+0.47","+0.59","+0.77","+0.96","+0.45","-2.61","-4.82","-8.05","-19.1","-0.05"
"242","2340","台亞","34.8","-1.55","-4.26","05/15","0","+0.39","+0.25","+0.59","-0.53","-1.18","+1.47","+1.96","-1.23","-3.72","-5.32","+0.86"
"243","8163","達方","33.85","+1.55","+4.8","05/15","+0.23","+0.69","+0.61","+0.58","+1.22","+1.1","+1.24","+0.06","+0.88","+2.11","+1.09","+0.77"
"244","3167","大量","735","-30","-3.92","05/15","-0.05","-0.09","-0.14","+0.57","-0.68","+0.36","-3.91","+12.2","+11","+10.8","+11.5","+3.15"
"245","2357","華碩","641","-38","-5.6","05/15","-0.11","+0.09","+0.27","+0.57","+1.02","+0.08","-1.48","-13.4","-12.4","-10.2","-26.9","-4.91"
"246","8255","朋程","141","-3","-2.08","05/15","+0.03","+0.08","+0.15","+0.57","+1.53","+2.37","+2.24","+1.83","+1.04","+2.46","+1.77","+2.36"
"247","3045","台灣大","114.5","-0.5","-0.43","05/15","+0.1","+0.45","+0.53","+0.57","+0.75","+0.9","+3.03","-1.64","-1.67","-0.32","-16.4","+2.76"
"248","3264","欣銓","226","-3","-1.31","05/15","+0.54","+0.27","+0.47","+0.57","-1.18","-1.36","-0.34","-8.13","+8.26","+1.42","+2.35","-7.9"
"249","4976","佳凌","30.5","-0.75","-2.4","05/15","+0.14","+0.36","+0.39","+0.56","+0.55","+1.28","+1.71","-2.07","+2.35","+3.55","+1.93","-1.92"
"250","1597","直得","179.5","-0.5","-0.28","05/15","+0.04","-0.05","+0.17","+0.56","+3.29","+0.52","+6.35","+8.34","+8.36","+6.1","+6.68","+7.67"
"251","3661","世芯-KY","4605","-225","-4.66","05/15","+0.49","+0.71","+0.08","+0.56","+1.37","+10.6","+10.4","+1.05","-1.32","+1.48","+6.81","+5.2"
"252","3060","銘異","26.85","-0.95","-3.42","05/15","-0.26","-0.21","-0.22","+0.55","+1.46","-1.47","+1.54","-3.07","-2.71","-1.51","-4.58","+0.87"
"253","009813","貝萊德標普卓越50","11.39","+0.02","+0.18","05/15","0","+0.38","+0.4","+0.55","+1.26","+6.19","+10.4","+12.2","","","","+12.2"
"254","6613","朋億*","252.5","+0.5","+0.2","05/15","+0.1","+0.51","+0.64","+0.55","+1.06","+1.15","+3.22","+2.87","+0.36","+3.04","","+2.67"
"255","00901","永豐智能車供應鏈","40.88","-1.01","-2.41","05/15","-0.12","+0.36","+0.49","+0.55","+2.42","+4.08","+6.43","+15.1","+22.2","+29.1","","+12.3"
"256","00770","國泰北美科技","64.65","-0.05","-0.08","05/15","-0.02","+0.01","+0.34","+0.54","+1.2","+4.94","+6.54","+7.8","+31.1","+85.8","","+7.58"
"257","4908","前鼎","242.5","+2.5","+1.04","05/15","+0.33","+0.38","+0.4","+0.54","-0.14","+1.56","+5.57","+5.23","+3.59","+2.1","+4.47","+4.83"
"258","4555","氣立","41.8","+1.25","+3.08","05/15","+0.61","+0.49","+0.5","+0.53","-0.02","-0.05","-0.89","-2.32","-0.88","+1.39","-6.94","-1.43"
"259","2851","中再保","32.65","-0.45","-1.36","05/15","+0.02","-0.14","-0.13","+0.53","+0.65","+0.31","+2.46","+4.12","+4.71","+6.15","+5.29","+3.43"
"260","4562","穎漢","39.05","+3.55","+10","05/15","+0.43","+0.44","+0.42","+0.53","+0.21","+0.03","+0.62","-2.24","-0.81","-1.77","","-0.87"
"261","2379","瑞昱","536","-38","-6.62","05/15","+0.03","+0.21","+0.32","+0.53","+0.59","+3.54","+5.94","+4.42","+0.88","+3.31","+3.04","+5.02"
"262","8213","志超","37.35","-1.2","-3.11","05/15","-0.08","+0.08","-0.36","+0.52","+0.79","+2.16","+3.3","+1.9","+2.36","+2.3","+2.06","+3.25"
"263","3211","順達","359.5","-16","-4.26","05/15","-0.33","-0.82","-0.59","+0.52","-1.36","+2.39","+0.71","-4.16","-3.81","+1.95","-4.19","-0.21"
"264","8438","昶昕","93.4","-7.6","-7.52","05/15","+0.01","-0.56","-1.19","+0.52","+0.52","+0.46","+2.87","+2.59","+2.34","+2.61","","+2.96"
"265","6538","倉和","88.8","+4.8","+5.71","05/15","+0.26","+0.53","+0.52","+0.51","+0.47","+0.82","+0.59","+0.6","+1.65","-0.76","","+0.98"
"266","3548","兆利","93","-1.1","-1.17","05/15","+0.09","+0.35","+0.27","+0.51","-0.26","-0.56","0","+0.53","-3.22","-8.02","-5.62","-0.67"
"267","6126","信音","32.7","+0.15","+0.46","05/15","+0.09","+0.24","+0.26","+0.51","+0.31","+0.02","+1.59","0","+0.18","-2.02","+0.51","-1.31"
"268","00945B","凱基美國非投等債","14.43","-0.03","-0.21","05/15","-0.39","-0.39","+0.1","+0.51","+0.42","+1.11","+7.48","+13.7","+31","","","+7.46"
"269","2881","富邦金","96.1","+1.5","+1.59","05/15","+0.43","+0.48","+0.54","+0.5","+1.09","+1.3","+0.26","+0.13","-2.28","-2.73","-9.25","+0.88"
"270","6735","美達科技","124","-13.5","-9.82","05/15","+0.49","+0.49","+0.48","+0.5","+0.44","-1.74","-1.99","-3.55","+0.83","+0.86","","-3.32"
"271","4510","高鋒","48.55","+2.7","+5.89","05/15","+1.15","+1.03","+0.54","+0.49","+0.59","+1.34","+1.91","+1.89","-0.12","-2.79","-3.97","+2.62"
"272","6510","精測","3735","-415","-10","05/15","-0.55","+0.09","+0.31","+0.49","+0.25","-1.88","+4.43","-0.89","+3.64","+14.7","+14.7","+2.53"
"273","4974","亞泰","74.6","+0.5","+0.67","05/15","+0.23","+0.38","+0.37","+0.48","+0.67","+0.54","+0.61","-0.25","-4.8","-6.72","+1.46","-0.68"
"274","2464","盟立","126.5","+11.5","+10","05/15","+1.32","+1.25","+1.19","+0.47","-1.35","+9.39","+13.2","+14.3","+8.59","+2.76","-12.2","+14"
"275","009803","玉山市值動能50","19.85","-0.38","-1.88","05/15","-0.13","+0.89","+0.54","+0.46","+0.08","-1.49","+0.89","+2.89","+4.17","","","+1.4"
"276","2392","正崴","33.8","-0.6","-1.74","05/15","+0.5","+0.53","+0.53","+0.46","+1.08","+0.54","+0.25","+0.09","-4.07","-8.14","-4.61","+0.18"
"277","00916","國泰全球品牌50","27.71","-0.14","-0.5","05/15","+0.4","+0.4","+0.53","+0.45","+2.06","+2.95","+1.9","+3.3","+12","+4.76","","+2.67"
"278","6530","創威","109","-6.5","-5.63","05/15","+0.98","+0.1","-1.83","+0.45","-2.29","-5.2","+3.47","+2.03","-1.57","-2.03","","+2.44"
"279","00980D","主動聯博投等入息","20.32","-0.05","-0.25","05/15","0","+0.07","+0.45","+0.45","-1.22","-0.88","+3.54","+1.67","","","","+1.85"
"280","6411","晶焱","82.6","-2.5","-2.94","05/15","+0.01","+0.3","+0.16","+0.45","+0.85","+1.55","+1.53","+2.93","+1.22","+2.15","+4.11","+2"
"281","00941","中信上游半導體","25.1","-0.39","-1.53","05/15","-0.18","-0.04","+0.13","+0.45","+1.29","+2.28","+4.51","+20","+73","","","+11.1"
"282","2352","佳世達","25.2","-0.4","-1.56","05/15","-0.03","-0.14","+0.02","+0.45","+0.56","+0.93","+1.34","-1.57","-0.23","-6.65","-0.71","+0.06"
"283","4526","東台","37.05","+1.5","+4.22","05/15","+0.85","+1.17","+1.03","+0.45","-0.33","+0.36","+1.68","+1.08","-0.04","-5.15","-6.33","+1.94"
"284","00994A","主動第一金台股優","16.93","-0.77","-4.35","05/15","-0.85","-0.3","-0.96","+0.44","-2.71","-3.84","-4.25","","","","",""
"285","1590","亞德客-KY","1465","0","0","05/15","+0.19","+0.3","+0.32","+0.44","+0.65","+0.44","+0.86","+2.93","+3.21","+3.16","+23","+2.42"
"286","2408","南亞科","311.5","-29.5","-8.65","05/15","-0.77","-0.76","-0.94","+0.44","+2.69","+2.71","-0.8","-1.93","+3.17","-3.99","-7.67","-1.79"
"287","6719","力智","200","-8.5","-4.08","05/15","-0.08","+0.22","+0.26","+0.44","+0.74","+0.59","-1.07","-1.41","+0.78","+3.67","","-1.72"
"288","5328","華容","28.6","-0.55","-1.89","05/15","+0.68","+0.47","+0.61","+0.43","+2.02","+1.61","-4.53","+3.01","+0.76","+2.39","+2.7","+3.83"
"289","2103","台橡","20.75","-1.25","-5.68","05/15","-0.12","+0.05","+0.03","+0.43","+0.88","+0.99","-1.45","-1.15","-3.89","-5.91","-8.03","+0.53"
"290","0061","元大寶滬深","25","-0.34","-1.34","05/15","0","+0.06","+0.07","+0.43","+0.88","+0.61","+0.92","+6.08","+11.2","+6.51","+148","+2.99"
"291","3438","類比科","65","+2.2","+3.5","05/15","+0.28","+0.37","+0.51","+0.42","+0.34","+0.49","+0.72","+0.3","-0.18","+0.61","+1.93","+0.8"
"292","6725","矽科宏晟","295.5","-12","-3.9","05/15","+0.28","+0.31","+0.19","+0.42","-0.12","+0.65","+0.93","","","","","+0.17"
"293","1409","新纖","16.85","-0.4","-2.32","05/15","-0.14","+0.34","+0.2","+0.42","+0.59","-0.63","+0.65","+2.56","0","+0.78","-0.34","+1.43"
"294","00953B","群益優選非投等債","9.55","-0.02","-0.21","05/15","0","+0.03","+0.25","+0.42","+0.02","-0.29","+1.12","+0.46","+3.27","","","+0.53"
"295","00720B","元大投資級公司債","32.62","-0.17","-0.52","05/15","-0.08","-0.03","+0.05","+0.42","+0.8","+0.68","+2.05","+5.09","+7.62","+11.3","","+2.74"
"296","9933","中鼎","37.6","0","0","05/15","+0.2","+0.42","+0.35","+0.42","+0.46","+1.06","+1.5","+2.49","-0.14","+1.08","+3.11","+3.61"
"297","3338","泰碩","73","+4.3","+6.26","05/15","+0.12","+0.27","+0.39","+0.42","+0.52","+1.33","+2.88","+1.28","+0.22","-3.26","+1.18","+1.12"
"298","3047","訊舟","14.2","-0.15","-1.05","05/15","+0.03","+0.13","0","+0.41","+0.65","+0.4","+0.66","+2.93","-4.96","-2.09","-6.46","+1.97"
"299","3349","寶德","19","0","0","05/15","+0.18","+0.15","+0.23","+0.41","+0.76","+0.77","+0.08","+0.95","+1.2","+1.2","","+0.63"
"300","00647L","元大S&P500正2","133.45","+0.3","+0.23","05/15","+0.03","+0.26","+0.26","+0.41","+0.47","+0.64","-0.83","-1.58","-3.12","+0.75","-11.4","-0.61"
