"排名","代號","名稱","成交","漲跌價","漲跌幅","成交張數","更新日期","當日增減張數","2日增減張數","3日增減張數","5日增減張數","10日增減張數","1個月增減張數","3個月增減張數","半年增減張數","1年增減張數","今年增減張數"
"85","3045","台灣大","112","+2","+1.82","20,239","05/13","+78","+43","+78","+78","+78","+10","+7","+8","+59","-90"
"86","3430","奇鈦科","176","-2","-1.12","5,958","05/13","+58","+71","+80","+78","+61","+104","+100","+84","+104","+102"
"87","4749","新應材","1130","-45","-3.83","3,260","05/13","-7","+18","+52","+78","+77","+146","+49","+69","","+47"
"88","3209","全科","62.7","-3.8","-5.71","11,603","05/13","-37","+64","+77","+76","+68","+90","+76","+66","+47","+92"
"89","4971","IET-KY","754","-41","-5.16","4,245","05/13","+49","+86","+84","+74","+60","-117","-429","-132","+7","-758"
"90","8499","鼎炫-KY","311","+4.5","+1.47","925","05/13","+73","+74","+74","+74","+74","+67","+67","+64","+74","+65"
"91","00990A","主動元大AI新經濟","18.06","-0.08","-0.44","29,920","05/13","+52","+67","+82","+72","+18","+166","+160","","","-11,612"
"92","2881","富邦金","94.7","+1","+1.07","18,416","05/13","+8","+18","+5","+71","+89","+98","-80","-93","-2,227","-394"
"93","4989","榮科","92.5","-2","-2.12","10,759","05/13","+13","+80","+75","+71","+155","-506","-257","-10,992","+201","-2,130"
"94","00676R","富邦臺灣加權反1","6.23","+0.06","+0.97","5,886","05/13","+20","+22","+11","+70","+104","+71","+135","+133","+177","+178"
"95","00637L","元大滬深300正2","22.46","+0.1","+0.45","22,329","05/13","+45","+116","+240","+69","+961","+3,331","+4,137","-2,787","+8,732","-1,579"
"96","3712","永崴投控","19.9","0","0","0","05/13","0","+47","+65","+66","+51","+86","+97","-21","+48","+48"
"97","6207","雷科","68.3","-0.5","-0.73","4,562","05/13","+5","+34","+80","+66","+296","+391","+291","+234","+437","+328"
"98","3673","TPK-KY","66.6","+6","+9.9","27,239","05/13","+77","+68","+68","+65","+97","-85","+254","+221","+262","+247"
"99","1504","東元","73.2","+0.7","+0.97","14,470","05/13","+20","+26","-77","+62","+102","+83","-138","-2,952","-201","-419"
"100","2009","第一銅","41.25","+0.35","+0.86","6,558","05/13","+5","+46","+62","+62","+52","+33","-121","-786","+28","-1,231"
"101","2356","英業達","52.8","+4.1","+8.42","139,195","05/13","+146","+48","+43","+62","+108","+237","-166","-646","-1,419","-177"
"102","6166","凌華","111.5","+10","+9.85","8,698","05/13","+25","+50","+50","+62","+81","+107","+96","+59","+100","+87"
"103","4739","康普","101","0","0","10,258","05/13","+27","+28","+57","+57","+62","+99","+88","+98","+119","+93"
"104","00735","國泰臺韓科技","100.05","+0.05","+0.05","3,077","05/13","-435","-709","-1,156","+56","+77","+76","+88","+94","+94","+94"
"105","2368","金像電","1350","-40","-2.88","9,274","05/13","+20","+48","+82","+56","+20","+33","-1,211","-1,199","-836","-1,694"
"106","6547","高端疫苗","47.9","-0.35","-0.73","1,606","05/13","+5","+14","+41","+55","+659","-393","+612","+571","+557","+584"
"107","3055","蔚華科","113.5","+3.5","+3.18","11,597","05/13","-53","+4","+19","+54","+53","+44","+30","+17","+26","-102"
"108","3363","上詮","853","-67","-7.28","3,859","05/13","+1","+21","+48","+53","+48","+70","+4","-1,422","-1,193","-1,586"
"109","4979","華星光","600","-59","-8.95","3,059","05/13","-320","+47","+62","+51","+84","+222","-538","-190","-408","-1,892"
"110","6182","合晶","55.3","-1","-1.78","12,611","05/13","-395","-738","-291","+49","+853","+1,118","+30","+14","+1,097","-95"
"111","8088","品安","57.2","+5.2","+10","12,297","05/13","+49","+55","+55","+49","+88","+93","-48","-780","-412","-259"
"112","2436","偉詮電","72.8","-3.8","-4.96","7,630","05/13","-79","-100","-11","+46","+379","+2,225","+2,130","+2,204","+1,735","+2,199"
"113","2603","長榮","210","-4","-1.87","9,334","05/13","-1","0","+1","+45","+54","+51","-194","-527","-1,693","-287"
"114","3624","光頡","66.6","+0.3","+0.45","11,714","05/13","-4","+12","+20","+45","+48","+65","+2","-35","+62","-183"
"115","5388","中磊","79.4","-8.8","-9.98","19,283","05/13","+36","+35","+37","+44","+42","+42","+7","-33","-52","-4"
"116","9960","邁達康","35.2","+0.1","+0.28","147","05/13","+14","+23","+35","+44","+90","+90","+90","+90","+90","+90"
"117","3498","陽程","123.5","+11","+9.78","4,803","05/13","+12","+87","+101","+42","+138","+146","+64","-3","+119","+37"
"118","3587","閎康","396","+10.5","+2.72","10,475","05/13","+70","+81","+65","+40","+65","+143","+135","+132","+106","+135"
"119","3615","安可","36.1","+3.25","+9.89","8,098","05/13","+57","+52","+53","+39","+62","+44","+36","+59","+58","+58"
"120","1560","中砂","633","-35","-5.24","4,090","05/13","-20","0","+36","+38","+35","-50","-190","-146","-395","-180"
"121","3354","律勝","34.75","+0.05","+0.14","1,890","05/13","0","+20","+16","+38","+45","+16","+18","+45","+45","-182"
"122","5228","鈺鎧","49.15","+3.3","+7.2","6,021","05/13","+29","+37","+38","+38","+37","+38","+37","+38","+38","+38"
"123","3032","偉訓","82.5","+3.8","+4.83","3,635","05/13","+10","+13","+22","+35","+25","+23","-15","-73","-26","-4"
"124","3305","昇貿","130.5","+2","+1.56","27,456","05/13","+5","+44","+42","+35","+31","+24","-109","-332","+41","-112"
"125","4716","大立","15.4","+0.25","+1.65","541","05/13","0","-13","-14","+35","-55","-55","-240","-270","+33","-217"
"126","4966","譜瑞-KY","809","+48","+6.31","11,732","05/13","+11","-7","+1","+35","+8","+46","-8","-11","+41","-8"
"127","2540","愛山林","53.2","+3.2","+6.4","959","05/13","+15","+15","+15","+34","+37","+4","-8","-87","+23","-46"
"128","6727","亞泰金屬","535","+20","+3.88","4,514","05/13","+42","-14","+37","+34","+46","+25","+46","","",""
"129","8040","九暘","82.4","+0.9","+1.1","3,032","05/13","+24","+25","+14","+34","+26","+55","+56","+25","+38","+54"
"130","6217","中探針","341","+31","+10","6,189","05/13","+100","+118","+68","+33","+155","-980","-41","-365","+171","-27"
"131","3016","嘉晶","121","-0.5","-0.41","1,789","05/13","-118","-639","+111","+32","+526","+717","+593","-115","+725","+346"
"132","6589","台康生技","41.35","-2.25","-5.16","1,865","05/13","+30","+32","+32","+32","+38","+44","+49","+84","+74","+17"
"133","2887","台新新光金","23.15","+0.15","+0.65","118,203","05/13","+4","+32","+31","+31","+33","+40","-13,961","-1,258","-32,397","-9,263"
"134","6425","易發","87.8","-1.2","-1.35","2,725","05/13","+4","+21","+21","+31","-56","-1","-55","-172","+24","-396"
"135","2524","京城","35.5","-0.85","-2.34","125","05/13","+30","+30","+31","+30","+30","+18","+6","+4","-66","+2"
"136","3044","健鼎","529","+48","+9.98","12,240","05/13","+25","+31","+35","+30","+48","+47","+34","-24","+30","-13"
"137","3312","弘憶股","47.15","+1.55","+3.4","10,597","05/13","+15","+24","+30","+30","+27","+35","+22","+17","-56","+24"
"138","6186","新潤","38.25","-0.6","-1.54","1,454","05/13","+30","+30","+30","+30","+30","+30","+28","+30","+28","+30"
"139","5243","乙盛-KY","103","-0.5","-0.48","2,972","05/13","+7","+22","+39","+29","+22","-86","+25","-108","+45","+18"
"140","6715","嘉基","468","-12","-2.5","820","05/13","-32","-69","-58","+29","-66","-22","+73","+77","+77","+77"
"141","4903","聯光通","47.45","+3.05","+6.87","7,331","05/13","+23","+18","+17","+28","+29","-39","+48","+48","+48","-211"
"142","6472","保瑞","403","-1","-0.25","1,650","05/13","+18","+20","+22","+28","+27","+24","+29","-45","-12","-21"
"143","6488","環球晶","750","-35","-4.46","4,647","05/13","-68","-110","-70","+28","+123","+190","+53","+118","+92","+226"
"144","2413","環科","43.95","-1.05","-2.33","1,041","05/13","-3","+3","+5","+25","+33","+118","-322","+49","+114","-1,039"
"145","3356","奇偶","60.3","-0.6","-0.99","1,382","05/13","-1","+2","+23","+25","+46","+47","+46","+42","-1","+43"
"146","4949","有成精密","89","-9.8","-9.92","4,656","05/13","+22","+36","+37","+25","+10","-282","+144","+127","-477","+197"
"147","5371","中光電","68.3","-1.6","-2.29","3,096","05/13","-3","-10","-49","+25","+88","+126","-157","-730","+13","-277"
"148","6426","統新","276","+10.5","+3.95","5,658","05/13","+8","-1","-13","+25","+29","-89","-142","+34","+17","-75"
"149","6446","藥華藥","782","+71","+9.99","7,396","05/13","+17","+21","+15","+25","+33","+31","-15","+29","-182","+21"
"150","2049","上銀","364.5","-3","-0.82","10,502","05/13","-72","-74","-45","+24","+13","+92","+101","+81","-294","+105"
"151","2610","華航","18.75","-0.1","-0.53","17,942","05/13","+6","-36","+15","+24","-380","-2,619","+1","-279","-158","-531"
"152","3081","聯亞","2835","-220","-7.2","2,959","05/13","-9","+5","+12","+23","-11","-79","-304","+38","-901","-366"
"153","1802","台玻","68","-3.1","-4.36","60,465","05/13","-344","-37","-76","+22","-294","+1,384","-6,087","-7,965","+2,464","-5,438"
"154","2360","致茂","2405","-35","-1.43","2,566","05/13","-3","+21","+24","+22","+20","+47","+29","-6","+38","+20"
"155","3090","日電貿","122.5","+2","+1.66","15,912","05/13","+3","+9","+17","+22","+21","+20","-16","0","-56","-51"
"156","3711","日月光投控","548","-7","-1.26","24,677","05/13","+4","+14","+26","+22","+33","-258","-455","-650","-13","-395"
"157","2030","彰源","18.05","+0.1","+0.56","5,138","05/13","-7","0","+20","+21","+21","+21","-18","+21","+21","+21"
"158","2451","創見","327","-24","-6.84","11,086","05/13","-39","-38","+23","+21","+49","+105","-54","-547","+105","-61"
"159","3162","精確","87.5","-0.7","-0.79","2,644","05/13","-9","-75","-69","+21","-11","+188","-112","-129","+138","+210"
"160","3501","維熹","42.9","-1.85","-4.13","920","05/13","+13","+21","+21","+21","+21","+21","+21","+21","+21","+21"
"161","6208","日揚","95.1","+8.6","+9.94","1,338","05/13","+15","+22","+22","+21","+16","+29","+34","+34","+34","+33"
"162","2376","技嘉","313.5","-7.5","-2.34","12,825","05/13","-7","-8","-5","+20","+61","+95","-17","+62","-58","-120"
"163","2027","大成鋼","38.1","-1.6","-4.03","40,974","05/13","-39","-47","-44","+19","+10","+56","+2","-2,110","-175","-2"
"164","3141","晶宏","63.8","+0.8","+1.27","10,624","05/13","+1","+14","+15","+19","+21","+22","+8","+15","+16","+12"
"165","3504","揚明光","66.2","+0.6","+0.91","856","05/13","0","+19","+19","+19","+19","+33","-78","-134","-5","-74"
"166","4119","旭富","41.6","-0.5","-1.19","334","05/13","+18","+18","+19","+19","+19","+19","+19","+13","+13","+13"
"167","4916","事欣科","65.2","-3.2","-4.68","5,731","05/13","-6","+3","+19","+19","+13","+15","-241","-242","-1,574","-260"
"168","4976","佳凌","30.45","+1.05","+3.57","912","05/13","+17","+19","+19","+19","+15","+2","-10","-98","+6","-16"
"169","6206","飛捷","138.5","-1.5","-1.07","3,607","05/13","+3","-7","+17","+19","+19","+20","+7","-176","-19","-2"
"170","6509","聚和","46.65","0","0","5,439","05/13","-25","-16","-20","+19","+20","-39","+1","+19","+4","+19"
"171","8210","勤誠","1520","-30","-1.94","3,620","05/13","-7","-22","-1","+19","+20","+2","-86","-259","-24","-221"
"172","3207","耀勝","56.8","-1.6","-2.74","302","05/13","+16","+16","+18","+18","+17","+26","+19","+19","-1","+4"
"173","3317","尼克森","68.3","+0.4","+0.59","4,232","05/13","-31","-35","+31","+18","+15","+46","+42","+3","+48","+34"
"174","3518","柏騰","36.45","-1.15","-3.06","1,644","05/13","+4","+6","+2","+18","+33","+64","+62","+6","+68","+28"
"175","2385","群光","129","-6","-4.44","3,298","05/13","-25","+13","+15","+17","+20","+20","+9","-2","-40","+16"
"176","5864","致和證","31.9","-1.95","-5.76","6,249","05/13","+5","+2","+4","+17","+26","-70","-15","-7","+36","+17"
"177","6213","聯茂","273.5","-12","-4.2","15,663","05/13","+42","+9","-25","+17","-234","-18","+131","-79","+131","+97"
"178","6282","康舒","51.7","-4.3","-7.68","60,604","05/13","-212","-248","-47","+17","+125","+55","-213","-575","+130","-315"
"179","6449","鈺邦","218","+19.5","+9.82","5,244","05/13","+7","+16","+16","+17","+17","+13","-12","-41","+17","-59"
"180","6499","益安","81.6","+0.1","+0.12","317","05/13","+2","+3","+15","+17","+18","+20","+2","-14","-283","-24"
"181","8114","振樺電","247","+7.5","+3.13","6,292","05/13","-47","-2","+13","+17","+13","+14","+16","-7","-44","+14"
"182","1711","永光","51.3","-2.6","-4.82","19,710","05/13","-22","+37","+29","+16","+36","+1,205","+1,393","+1,599","+1,624","+1,594"
"183","2419","仲琦","29.4","-0.75","-2.49","1,698","05/13","+18","+19","+19","+16","+9","-85","-25","+18","+23","0"
