"代號","名稱","成交","漲跌價","漲跌幅","法人買賣日期","外資連續買賣日數","外資連續買賣張數","外資連續買賣佔成交(%)","外資連續買賣佔發行量(%)","投信連續買賣日數","投信連續買賣張數","投信連續買賣佔成交(%)","投信連續買賣佔發行量(%)","自營商連續買賣日數","自營商連續買賣張數","自營商連續買賣佔成交(%)","自營商連續買賣佔發行量(%)","三大法人連續買賣日數","三大法人連續買賣張數","三大法人連續買賣佔成交(%)","三大法人連續買賣佔發行量(%)"
"00740B","富邦全球投等債","38.59","+0.05","+0.13","05/14","+35","+50,058","49.6","2.42","0","0","0","0","-34","-57,592","-57.6","-2.78","+4","+1,327","19.1","0.06"
"00763U","期街口道瓊銅","35.24","-0.43","-1.21","05/14","+34","+4,789","12","8.54","0","0","0","0","+1","+548","33.9","0.98","+1","+673","41.7","1.2"
"00717","富邦美國特別股","15.22","+0.02","+0.13","05/14","+27","+8,237","85.4","5.9","0","0","0","0","0","0","0","0","+26","+8,184","85.5","5.86"
"00900","富邦特選高股息30","17.07","+0.07","+0.41","05/14","+26","+154,369","31.8","8.29","0","0","0","0","+29","+199,282","39.1","10.7","+29","+361,175","70.8","19.4"
"00773B","中信優先金融債","35.82","+0.02","+0.06","05/14","+18","+9,031","46.3","0.35","0","0","0","0","-6","-1,921","-33.4","-0.07","+9","+2,835","30.1","0.11"
"00857B","永豐20年美公債","22.99","-0.04","-0.17","05/14","+18","+24,543","57.6","4.14","0","0","0","0","-1","-1,071","-38.4","-0.18","+23","+24,477","49.1","4.13"
"00931B","統一美債20年","13.31","-0.02","-0.15","05/14","+18","+33,683","46.7","1.52","0","0","0","0","-3","-2,360","-20.5","-0.11","+7","+10,803","40.3","0.49"
"00950B","凱基A級公司債","14.01","+0.01","+0.07","05/14","+18","+44,223","39.2","1.09","0","0","0","0","-21","-47,208","-37.7","-1.16","+4","+11,402","48","0.28"
"00958B","永豐ESG銀行債15+","9.26","+0.01","+0.11","05/14","+18","+7,290","42.1","4.85","0","0","0","0","+2","+168","24.2","0.11","+7","+2,361","38.6","1.57"
"00696B","富邦美債20年","28.66","-0.04","-0.14","05/14","+15","+19,974","48.3","2.92","0","0","0","0","-2","-2,360","-54.5","-0.34","+18","+7,106","12.9","1.04"
"00981D","主動中信非投等債","10.36","0","0","05/14","+15","+29,465","23.9","4.73","0","0","0","0","-4","-8,164","-23","-1.31","-1","-1,585","-18.5","-0.25"
"00746B","富邦A級公司債","35.37","+0.03","+0.08","05/14","+13","+13,156","74.2","0.53","0","0","0","0","-32","-25,044","-63.5","-1.01","+6","+120","1.99","0"
"00701","國泰股利精選30","31.84","+0.35","+1.11","05/14","+12","+3,376","22.5","1.86","0","0","0","0","+2","+775","32.9","0.43","+22","+12,592","44.9","6.92"
"1626","艾美特-KY","10","-0.55","-5.21","05/14","+12","+560","35.6","0.37","0","0","0","0","+1","+3","2.01","0","+3","+115","24.7","0.08"
"5490","同亨","28.1","-0.2","-0.71","05/14","+12","+1,264","18.8","1.31","0","0","0","0","0","0","0","0","+12","+1,302","19.4","1.35"
"00939","統一台灣高息動能","18.3","+0.12","+0.66","05/14","+11","+35,261","29.5","2.69","0","0","0","0","+30","+141,747","42.7","10.8","+29","+205,306","62.9","15.7"
"00713","元大台灣高息低波","55.55","+0.4","+0.73","05/14","+10","+17,164","9.29","0.88","0","0","0","0","+29","+279,870","59.3","14.4","+36","+324,026","62.8","16.6"
"00731","復華富時高息低波","74.95","+0.25","+0.33","05/14","+10","+1,349","18","4.98","0","0","0","0","-1","-100","-8.86","-0.37","+22","+2,870","17.1","10.6"
"00733","富邦臺灣中小","69.05","+0.65","+0.95","05/14","+10","+6,631","37.2","8.91","0","0","0","0","+3","+949","29","1.27","+29","+26,333","52.3","35.4"
"00918","大華優利高填息30","25.87","+0.39","+1.53","05/14","+10","+97,019","23.8","3","0","0","0","0","+27","+464,233","49.8","14.4","+27","+660,361","70.8","20.4"
"009820","元大納斯達克精選","10.04","+0.02","+0.2","05/14","+10","+124,505","31.2","6.68","0","0","0","0","+9","+81,817","22.5","4.39","+9","+206,265","56.7","11.1"
"2376","技嘉","327","+13.5","+4.31","05/14","+10","+21,144","14.1","3.16","+1","+108","0.64","0.02","+1","+257","1.51","0.04","+10","+21,990","14.6","3.28"
"2606","裕民","64.6","+0.3","+0.47","05/14","+10","+26,336","41.8","3.12","-11","-16,257","-24.9","-1.92","+2","+360","1.7","0.04","+2","+1,648","7.8","0.19"
"2887","台新新光金","23.1","-0.05","-0.22","05/14","+10","+371,652","35.4","1.49","-22","-663,089","-35.9","-2.67","+1","+89","0.08","0","-1","-9,139","-7.73","-0.04"
"6227","茂綸","113.5","+6.5","+6.07","05/14","+10","+1,692","14.1","2.22","0","0","0","0","+3","+48","0.9","0.06","+10","+1,764","14.7","2.32"
"8390","金益鼎","111","-3","-2.63","05/14","+10","+4,006","25","4.17","0","0","0","0","-1","-206","-11.8","-0.21","+10","+4,365","27.2","4.54"
"00737","國泰AI機器人","36.93","-0.03","-0.08","05/14","+9","+1,461","44.3","6.48","0","0","0","0","-1","-145","-56.5","-0.65","+9","+1,276","38.7","5.66"
"00772B","中信高評級公司債","33.59","0","0","05/14","+9","+13,815","49.6","0.4","0","0","0","0","-6","-3,908","-21.6","-0.11","+9","+10,873","39","0.31"
"00909","國泰數位支付服務","48.62","-0.4","-0.82","05/14","+9","+13,995","31","9.44","0","0","0","0","+10","+13,752","29","9.28","+18","+57,746","57.2","39"
"00943","兆豐電子高息等權","19.36","+0.16","+0.83","05/14","+9","+1,733","66.1","4.04","0","0","0","0","-2","-43","-15.8","-0.1","+14","+1,773","39.1","4.13"
"00970B","新光BBB投等債20+","9.36","+0.02","+0.21","05/14","+9","+12,274","56.1","2.98","0","0","0","0","-2","-1,602","-28.6","-0.39","+7","+10,480","57","2.55"
"00984B","大華優利美A債15","16.27","+0.02","+0.12","05/14","+9","+18,079","62","10","0","0","0","0","-1","-1,112","-33.1","-0.62","+9","+14,738","50.5","8.17"
"1809","中釉","39.25","+0.25","+0.64","05/14","+9","+6,691","4.24","4.01","0","0","0","0","0","0","0","0","+1","+95","2.8","0.06"
"2015","豐興","63.1","+0.5","+0.8","05/14","+9","+1,432","47.1","0.25","-3","-54","-7.69","-0.01","-8","-94","-3.38","-0.02","+1","+17","7.1","0"
"3031","佰鴻","30","+0.7","+2.39","05/14","+9","+2,526","11.5","1.46","0","0","0","0","-1","-6","-0.41","0","+9","+2,447","11.1","1.41"
"8341","日友","76.2","+0.3","+0.4","05/14","+9","+342","13.2","0.26","0","0","0","0","0","0","0","0","+5","+191","15.5","0.15"
"00694B","富邦美債1-3","41.5","+0.02","+0.05","05/14","+8","+2,086","49.6","1.62","0","0","0","0","-2","-757","-73","-0.59","+3","+73","6.66","0.06"
"00764B","群益25年美債","27.61","-0.03","-0.11","05/14","+8","+9,670","17.8","0.61","0","0","0","0","-2","-1,092","-5.43","-0.07","+3","+1,635","7.32","0.1"
"00795B","中信美國公債20年","26.83","-0.04","-0.15","05/14","+8","+17,685","26.7","1.05","+1","+50","0.37","0","-2","-5,961","-27.6","-0.35","+1","+2,986","22.1","0.18"
"2727","王品","237","+1","+0.42","05/14","+8","+1,591","34.4","1.92","+1","+18","3.53","0.02","+1","+3","0.67","0","+10","+1,806","35.1","2.18"
