排名,代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,當日 買賣超 佔 發行 張數,2日 買賣超 佔 發行 張數,3日 買賣超 佔 發行 張數,5日 買賣超 佔 發行 張數,10日 買賣超 佔 發行 張數,1個月 買賣超 佔 發行 張數,3個月 買賣超 佔 發行 張數,半年 買賣超 佔 發行 張數,1年 買賣超 佔 發行 張數,3年 買賣超 佔 發行 張數,10年 買賣超 佔 發行 張數,今年 買賣超 佔 發行 張數
1,00947,台新臺灣IC設計,38.74,0.95,2.51,05/27,0.0,0.0,0.0,3.84,5.64,5.64,5.64,5.64,5.64,,,5.64
2,6706,惠特,216.5,19.5,9.9,05/27,0.96,3.1,3.1,3.13,3.35,5.35,5.35,5.35,4.9,5.3,,5.35
3,3042,晶技,198.0,-5.0,-2.46,05/27,0.39,2.49,2.49,2.52,2.55,2.26,0.93,-1.57,-8.15,1.74,1.47,-0.51
4,00997A,主動群益美國增長,13.3,0.27,2.07,05/27,0.0,1.02,1.04,2.1,2.1,2.26,,,,,,
5,4919,新唐,206.5,-4.5,-2.13,05/27,0.0,0.01,0.63,1.61,1.94,1.94,1.98,1.99,1.89,-2.51,-0.33,1.99
6,6139,亞翔,811.0,-15.0,-1.82,05/27,0.26,0.72,0.98,1.51,1.76,1.61,0.42,-0.54,1.17,4.08,4.2,1.22
7,2382,廣達,312.0,-4.5,-1.42,05/27,0.32,0.66,0.92,1.48,1.37,1.35,1.28,1.27,0.22,-0.83,2.78,1.16
8,2421,建準,162.0,-3.0,-1.82,05/27,0.15,0.46,0.8,1.45,2.06,2.06,0.87,0.61,0.83,-0.05,1.54,0.86
9,6442,光聖,2040.0,-225.0,-9.93,05/27,-0.02,0.53,0.99,1.27,0.91,-1.59,-3.03,-3.57,2.02,6.24,6.24,-3.12
10,3189,景碩,702.0,6.0,0.86,05/27,0.16,0.6,0.82,1.27,1.5,0.16,-0.33,3.76,5.21,1.78,4.56,5.31
11,2603,長榮,211.5,0.0,0.0,05/27,0.41,0.76,0.94,1.22,0.88,0.52,0.78,0.23,-4.46,10.1,13.4,-0.84
12,5536,聖暉*,1110.0,75.0,7.25,05/27,0.86,1.16,1.16,1.19,1.57,1.14,0.97,1.27,6.39,9.13,9.08,-1.32
13,2618,長榮航,34.8,-0.4,-1.14,05/27,0.31,0.58,0.75,1.18,1.11,1.12,1.18,-1.25,-10.6,14.2,14.8,-0.82
